miliseconds,T,E,I
0,1.013582946843547,1.0000789276950874,0.9937997036709811
100,1.029720180121431,0.998909563892498,0.3700809958345768
200,1.0224695893236337,0.997763986290424,0.13329196906933793
300,1.0549225516327223,0.9970026148160183,0.05067446218602329
400,1.0826568902268092,0.9965517239431539,0.021593957347147322
500,1.107904817370638,0.9956344830284494,0.007346493793981788
600,1.1118623654137365,0.9949475776858371,0.003367530505674163
700,1.120065108765125,0.9939218332614844,-0.005606376306037693
800,1.1684025405136254,0.993038648262509,0.0037991144273811827
900,1.1775011279584104,0.9926228331762371,-0.0017359749238114518
1000,1.1907957870407067,0.9918079817501646,-0.0036295660589545143
1100,1.2058471251669909,0.9912181603228558,-0.0018209136536509465
1200,1.2497666223436137,0.9907747764797561,-0.0011214037885439395
1300,1.2547352241796685,0.9902278193398075,0.0042454927426881246
1400,1.2887647091531105,0.9904009163328723,-0.0006382656573072639
1500,1.328379902550318,0.9898518632355887,-0.0006982129933536541
1600,1.3267050545237022,0.9894003157672179,-0.006297134608916723
1700,1.3681131218343656,0.9888720371233765,-0.00014047223498768403
1800,1.3872071670255512,0.9889881466545022,-0.006997778241181916
1900,1.401089958165036,0.9887795010314652,-0.0008751416136926351
2000,1.4226729030180987,0.9887638122284744,-0.004934203475539867
2100,1.4601618421583693,0.9888136846175308,0.004219934295314597
2200,1.46713723907129,0.9887163147134292,0.005205287111516027
2300,1.509151731116379,0.9882703645084094,-0.00020280518543601986
2400,1.5388576263795168,0.9883489532427641,-0.006076655760130187
2500,1.5617907480040374,0.9885874501009276,0.007109577740676754
2600,1.584986084629095,0.9889951151900146,0.0025137731317631078
2700,1.6110712459553092,0.9894713571961488,0.0050283723130692595
2800,1.656902586435529,0.9892926444517878,-0.002356574876528195
2900,1.6880259549925607,0.9898880452343107,0.007076120537845837
3000,1.7291666755586932,0.9901421962704975,-0.007129066655202907
3100,1.7618332743533305,0.9909539463289195,0.0009539749540820202
3200,1.7848660472100917,0.991397123197242,-0.0012933895125693293
3300,1.8075097466623522,0.9918899837313336,0.006045432049838826
3400,1.8237578348386694,0.9926482371165316,-0.004411108739630176
3500,1.8619214811825895,0.9935928540617761,-0.0009110679017659845
3600,1.9117303783869768,0.994045514298594,0.004447096880187053
3700,1.9571726230986242,0.9950429482598373,0.0066065306461326676
3800,1.9827352792748574,0.996033337491464,0.0037225170538375133
3900,2.027952460874365,0.997109945632695,-0.0040020758587156835
4000,2.067765144825542,0.9981792948170234,-0.0026448160429827505
4100,2.091388773356203,0.9992302801328601,0.005023607992908841
4200,2.1260221323047293,1.0006448525486702,-0.004473439341174108
4300,2.1613299149621352,1.0016939287739188,0.005587218500382801
4400,2.207786262517908,1.0032251174043816,0.001365822629470994
4500,2.2570991543671557,1.0043341632700773,0.0027700147339902014
4600,2.278253070716246,1.0059410456895037,-0.005179581707704566
4700,2.3516998034595105,1.007423865165874,0.0013654383241553042
4800,2.382881125515836,1.0094439915080584,0.0017346116457440588
4900,2.42263711100532,1.0113756583627278,-0.006085467894188879
5000,2.4677868951953306,1.0132989353112232,-0.005389272939157007
