miliseconds,T,E,I
0,0.9974651079927842,1.000279201426063,0.9963445295664745
100,1.0365255403404563,0.999320204089265,0.36181548728642005
200,1.0179653205169108,0.9979194081324032,0.1424275809871438
300,1.0453495954347791,0.9974200138897532,0.04413625892529502
400,1.0660696534900433,0.9965290728602322,0.011692712028090097
500,1.1061592626468424,0.9956228367650116,0.0029086129526368597
600,1.1240915973676726,0.9948874222066318,0.008164554374726503
700,1.1339441312815632,0.9940510366667871,0.007259006249593624
800,1.1394466432119055,0.9935435334551577,0.0009602596791222497
900,1.1698962587126598,0.9926760695240612,0.006647137471835994
1000,1.2056951961701872,0.9920143383559982,0.0023198061474505507
1100,1.2258068091644023,0.9911772831567536,0.0029982976812959155
1200,1.2368916918063386,0.9907027878309494,-0.0017717109334410583
1300,1.269636856740896,0.9905035734665146,-0.0028647684393303735
1400,1.283347668826474,0.990229165895448,-0.0051564977552135275
1500,1.3206793027570753,0.9898126901670655,-0.007063829770439315
1600,1.3467075976939376,0.9895002343047278,0.006545541892174241
1700,1.3517917279092924,0.9893752144379355,-0.0016176906375939117
1800,1.3900509437102666,0.9887267057280966,-0.005289855986399751
1900,1.406205524197288,0.988933699985039,-0.004279661336969517
2000,1.4297906461451617,0.9888417219707211,0.003121261593205928
2100,1.4525992239674301,0.9886592896562937,0.002713627127532841
2200,1.4904364051546648,0.9882651939336964,-0.004704184095991993
2300,1.4943521868141896,0.9882894075393643,0.0030690788401981518
2400,1.5245148301048665,0.9888127340808948,0.006224625844443167
2500,1.5612885060101713,0.9889575223705398,-0.006442835190031078
2600,1.5871339925040184,0.9886608176751853,0.001858361726404835
2700,1.6255561080180931,0.9894171602704841,0.0037161235718677003
2800,1.6356865305474213,0.9892558845295396,-0.0004671921759128642
2900,1.6644282362229048,0.9901642284094601,-0.0024767978609699743
3000,1.7093361224755255,0.9903467662671911,0.0027180977130631255
3100,1.7272302910611537,0.9904894188624702,-0.004836945811050528
3200,1.7627179708952423,0.991278605553898,-0.00013199777811451582
3300,1.7983180819164972,0.9921991844781594,-0.0008714269355858513
3400,1.8546309721600698,0.99240577864237,8.969648634241681e-05
3500,1.8715101237491716,0.993695368462834,-0.003994447396301173
3600,1.9211927466489673,0.9942896498574539,-0.0008696319025401193
3700,1.9394034441638535,0.9952764138393743,-0.0019918212282321887
3800,1.9672268658088141,0.995707264219736,0.00422435658333567
3900,2.007962347662411,0.996713515910844,0.001525614742905346
4000,2.042011912454962,0.9981308055974153,-0.001378771004350142
4100,2.0825390382138775,0.9989429394952261,-0.004271989582327183
4200,2.1201644700704954,1.0007091309958724,-0.0036515919979720505
4300,2.172011408770813,1.0020271937679435,0.0032430478096314203
4400,2.2240338509096227,1.0032234257047323,-0.005526549693984193
4500,2.2528715474245056,1.0043896151421083,0.0026267651184097946
4600,2.270716429131771,1.0064064392442142,-0.00481970244699717
4700,2.3127464541737157,1.0075291928187349,-0.0032523542217238063
4800,2.364395937760725,1.0091103484891004,0.0031118649372161304
4900,2.419513224302479,1.011103288969607,0.004715213817105444
5000,2.4597064896257996,1.0126708477679487,-0.0004528011634592259
