milliseconds,T,E,I
0,0.9793782936151453,0.9999211712846575,0.9962301556216141
100,1.0012283156604822,0.9990117574510896,0.37232599703263586
200,1.0209542504654354,0.9982192506180274,0.13211519129951546
300,1.0633423122118182,0.9969083506484576,0.04341789585248641
400,1.0819556784812137,0.9962146761513765,0.013014064649565643
500,1.103892496774911,0.9954492239846221,0.008183892056212136
600,1.1273790961096013,0.9944621776973136,0.009505633396278494
700,1.1359550333248398,0.994081144127593,-0.0023522650229790007
800,1.1723839002808938,0.9933789897942829,-0.0049887689416197555
900,1.1558481134004166,0.9923919023709513,0.00757074940215209
1000,1.205186828487418,0.992295332905507,0.005168968878372784
1100,1.232753490992613,0.9917819799510988,0.005526878481552103
1200,1.258043369238984,0.9909401765132123,0.0017857539434967195
1300,1.257272297162295,0.9903446627228105,0.007089070333885416
1400,1.2874378286380979,0.9899579004846285,-0.00734208902801123
1500,1.3106277894555534,0.989955115280452,0.006802389113706188
1600,1.3139803054498131,0.9895857242371349,0.004060744440145451
1700,1.3601282933729206,0.9890629988641038,0.003395209701966965
1800,1.387809253992008,0.9887040031889729,0.0016509385771196609
1900,1.3865916867981452,0.9884689063412495,-0.0040560891419693015
2000,1.4295384844731631,0.9886893495865897,0.003612765996392421
2100,1.4804525040477319,0.9885567342660755,0.0015964752097133513
2200,1.470611928475789,0.988222460384334,0.0018066908488977439
2300,1.5177292419593562,0.9882075601113158,0.007481780666740925
2400,1.5451512470951698,0.9887605516357516,-0.005475366501568019
2500,1.5601039882105905,0.9889280094065115,-0.004310917210139092
2600,1.6062944782877373,0.9887802722845053,-0.0006056848522038032
2700,1.6276650854603234,0.9893446486157425,0.007269950739599535
2800,1.6524355954302539,0.9895911347211587,-0.006626906990457208
2900,1.674258053033104,0.9899650971648434,0.004717744612830196
3000,1.702978384535859,0.9901160593303907,-0.006829661561418554
3100,1.73778463187986,0.9906616761248869,0.003844038619641783
3200,1.7638199296525552,0.9913584434872358,0.002196426785409038
3300,1.8108385957000914,0.9921297417860566,0.00019278671904345585
3400,1.8650165296111685,0.9929388275411793,0.006672338022148281
3500,1.896235226430553,0.9933534063664774,0.007341119200366122
3600,1.8970395694129953,0.9940801921657492,0.00524030990183133
3700,1.9380670305356222,0.9952072923417222,-0.001362492377879033
3800,1.9802408062969565,0.9961974629648077,-0.0007258000582129715
3900,2.018028036051493,0.9969010035063259,0.005893883154233424
4000,2.0715132273007693,0.9978658817893582,-0.0036443056515422464
4100,2.10319369079786,0.999327185663296,-0.0021506392512430188
4200,2.1343270872187796,1.0004758061653845,-0.0017236988463599926
4300,2.1865009798746127,1.0015949987020976,0.002438764140452961
4400,2.190034161209548,1.003416248388195,0.002863295322143722
4500,2.2353839443608723,1.004573789884472,0.0044480698795016154
4600,2.305299728689697,1.0063592212350252,-0.0008582344718340553
4700,2.3129524707694893,1.007696696574652,0.00012407587385014594
4800,2.3706268577391723,1.0092696045138976,-0.004794381594742525
4900,2.4228294106575614,1.0113489472998936,0.005266369912693908
5000,2.462459238955628,1.0129833832253252,-0.004110408179085481
