milliseconds,PP,NP,STAB,UPS,EP1,EP2,ED,LP,BAS
0,0.01,0.01,0.01,0.001,0.18,0.14,0.01,0.01,0.96
100,0.11031991255969115,0.21011630537457743,0.11067927005379796,0.02119812220294457,0.18944495856211668,0.14000707057284853,0.009987266499752092,0.009999002424951473,0.9505617019403308
200,0.21058968372395265,0.4101840292755074,0.21115741019778173,0.04136738548861779,0.198763213058181,0.1400266341128347,0.009988235678424487,0.009998016105929616,0.9412239010446288
300,0.31080933200059424,0.6101953822703636,0.3114347861003366,0.061507826442085876,0.20795331695356833,0.1400604496382119,0.0100035749403084,0.009997050778839507,0.9319856076890691
400,0.4109788827936615,0.8101422153023556,0.4115118048729551,0.08161948685999618,0.21701382198678937,0.14011031270617225,0.010033965575929005,0.009996116782255317,0.9228457829488511
500,0.5110983613286985,1.0100164695623837,0.5113888696352794,0.1017024081583486,0.22594333944747474,0.1401779609359823,0.010080068064088557,0.009995224552706626,0.9138034069997448
600,0.6111677926734492,1.209810153385261,0.6110663804945025,0.12175663146526047,0.23474054014667972,0.14026507530472831,0.010142522971738625,0.009994384761083464,0.9048574768157672
700,0.7111872018316362,1.409515316542607,0.7105447359200655,0.14178219776505202,0.2434041544680194,0.14037328168841506,0.010221951906059895,0.00999360847330883,0.8960070034641945
800,0.8111566137926198,1.6091240378944958,0.8098243334621369,0.16177914797499846,0.25193297753708305,0.14050414694143723,0.010318956660639242,0.009992907381807475,0.887251011479031
900,0.9110760535422833,1.8086284095835394,0.9089055702852229,0.18174752298565966,0.26032583518562075,0.14065920985253139,0.01043412980021042,0.009992293571019908,0.8785885315906157
1000,1.0109455460594603,2.008020553196105,1.0077888427030905,0.20168736362908216,0.26858162191695256,0.14083994647044898,0.010568043245245176,0.009991779996758791,0.8700186083705929
1100,1.1107651163103331,2.207292618106277,1.1064745462180112,0.22159871067752682,0.27669928952010314,0.14104778010276559,0.010721251855277154,0.009991380608129893,0.861540297913723
1200,1.2105347892531002,2.4064367758910423,1.2049630756930791,0.24148160485752276,0.28467783802308827,0.14128408975900328,0.010894296113984436,0.009991110131721269,0.8531526659722019
1300,1.3102545898293119,2.6054452327390405,1.3032548250011697,0.2613360868218673,0.29251633668139415,0.14155019046672077,0.011087696104703075,0.009990984709991131,0.8448547920371903
1400,1.4099245429690508,2.8043102209066935,1.401350187304291,0.28116219717075064,0.3002139061195554,0.1418473496245132,0.011301956915930512,0.009991021768345557,0.8366457655716549
1500,1.5095446735897753,3.0030240021739076,1.4992495549630103,0.3009599764452228,0.30776972510605527,0.142176780735149,0.011537566612531957,0.009991240210817744,0.8285246873354457
1600,1.6091150065965956,3.2015788676783252,1.5969533196039185,0.3207294651316078,0.3151830262812349,0.14253964692229149,0.011794997785485681,0.009991660881444375,0.8204906681295432
1700,1.7086355668810054,3.3999671369443396,1.6944618719776603,0.3404707036518116,0.3224531035819902,0.1429370551154482,0.012074704689392975,0.009992305292061718,0.8125428313211065
1800,1.8081063793235326,3.598181162629379,1.7917756021460818,0.36018373237661033,0.3295793051901836,0.14337006079807882,0.012377126282666078,0.009993198172702866,0.8046803095563682
1900,1.9075274687920074,3.7962133268490335,1.888894899374897,0.37986859161792663,0.33656103688798683,0.1438396660342939,0.012702684660801601,0.009994365767427965,0.7969022466494892
2000,2.0068988601404643,3.99405603869,1.9858201520697822,0.39952532162419496,0.34339776383505083,0.14434681853291462,0.013051784180783173,0.009995834743969102,0.7892077987072819
2100,2.1062205782127488,4.191701749995597,2.082551747996627,0.419153962595953,0.350089006495221,0.1448924120954832,0.013424813810575682,0.009997637954697436,0.7815961296440224
2200,2.2054926478388817,4.3891429351869835,2.179090074053605,0.43875455466990954,0.356634343758846,0.1454772876323549,0.013822145053706198,0.009999807407753442,0.7740664161473394
2300,2.304715093836631,4.586372101711434,2.2754355163730935,0.45832713792598156,0.3630334117778112,0.14610223233917236,0.014244132743945929,0.01000237782090612,0.7666178453181647
2400,2.4038879410120377,4.7833818027874,2.3715884603777457,0.47787175239068486,0.3692859036474117,0.14676797826896582,0.01469111482169206,0.010005390664319259,0.7592496125976119
2500,2.503011214158233,4.980164611219579,2.4675492906601475,0.4973884380297769,0.37539157014304303,0.14747520523390195,0.015163412703515759,0.010008885832599318,0.7519609260869411
2600,2.6020849380561106,5.176713139996097,2.5633183910655135,0.5168772347531234,0.38135021868204033,0.14822453913559216,0.015661330758090758,0.010012908198560398,0.7447510032257179
2700,2.7011091374741123,5.373020043678286,2.658896144685192,0.536338182414093,0.38716171252849035,0.1490165527472574,0.016185156025519287,0.010017508080212387,0.7376190706185226
2800,2.800083837168395,5.569078001208577,2.754282933821264,0.5557713208080948,0.3928259736788299,0.149851764615856,0.016735159337809835,0.010022735701450793,0.7305643666660561
2900,2.8990090618826514,5.764879734838903,2.8494791400264314,0.575176689674243,0.3983429779299748,0.1507306421184675,0.017311594042740786,0.01002864742463508,0.7235861384841848
3000,2.9978848363481676,5.960418004063489,2.9444851440910838,0.5945543286948152,0.40371275673995966,0.15165360018801685,0.01791469641968239,0.010035303731492331,0.7166836429208523
3100,3.0967111852838864,6.155685598176794,3.039301326026847,0.6139042774945507,0.4089354006533615,0.15262099854664105,0.018544686217329114,0.010042766659305776,0.7098561479233666
3200,3.1954881333965006,6.35067535693157,3.133928065125926,0.6332265756436171,0.41401104548559997,0.1536331537959294,0.01920176532918117,0.010051107211233477,0.7031029281780603
3300,3.2942157053802363,6.545380149661162,3.2283657398950267,0.6525212626541563,0.4189398882089251,0.15469032522863604,0.019886119057058928,0.010060397736114937,0.6964232697692696
3400,3.392893925916919,6.739792880306795,3.3226147280718212,0.671788377981159,0.4237221829518274,0.1557927184246713,0.020597915813696126,0.01007071377533569,0.6898164690344744
3500,3.491522819676008,6.933906490390321,3.4166754066346883,0.6910279610229791,0.4283582386333918,0.15694048737749847,0.02133730694687605,0.010082135154923054,0.6832818318873156
3600,3.590102411314723,7.127713965796035,3.5105481518271917,0.7102400511226744,0.4328484117686796,0.15813374122538645,0.022104426404155594,0.010094748533181111,0.6768186720686022
3700,3.6886327254783002,7.321208352010118,3.604233339212073,0.7294246875709429,0.4371930911038687,0.1593725585382538,0.022899389950048338,0.010108653100410942,0.6704263073074233
3800,3.787113786799048,7.514382698335225,3.697731343473904,0.7485819095953931,0.44139275361813013,0.1606569352730965,0.02372229804049725,0.010123939722134675,0.6641040733461464
3900,3.885545619897146,7.707230104880617,3.791042538585443,0.7677117563695907,0.44544791725523847,0.16198682871339026,0.024573233405116118,0.010140708510536486,0.6578513121157236
4000,3.983928249380429,7.899743709743695,3.8841672977623354,0.786814267010597,0.4493591537516871,0.16336214555213083,0.02545226170916161,0.010159064033207958,0.6516673749538173
4100,4.082261699844833,8.091916720199979,3.9771059935717528,0.8058894805847785,0.45312705041827867,0.1647827783043955,0.026359430208800598,0.010179126980162568,0.6455516140883678
4200,4.1805459958736915,8.283742363247411,4.069858997760297,0.8249374360986063,0.45675227058015433,0.16624854773839556,0.027294769889261633,0.010201015668517029,0.6395033961236773
4300,4.278781162037957,8.475213901331182,4.1624266813088,0.8439581725015862,0.460235534277787,0.16775922126551435,0.028258294788003454,0.01022485192537486,0.6335220977433276
4400,4.376967222896383,8.666324644737324,4.254809414475534,0.8629517286885718,0.46357760304326684,0.1693145274482437,0.029250001461751263,0.010250765724791881,0.6276071023219557
