miliseconds,R,O,I1,S,A,I2
0,1.0013726037879846,3.143730540086296e-05,0.0002207763004569579,1.4333667917445446e-07,-0.004197362712607248,0.0001310013874046564
100,0.2271029952778325,0.004559805495621599,0.015323038876218492,2.1386363403940324e-05,0.6797376892555468,0.07713575908800295
200,0.05582900197622863,0.001163082340012112,0.01745575722693226,6.389104891150109e-06,0.7377282039542927,0.19490250207377977
300,0.008790192667052929,0.00037945774903965537,0.016788968916315483,1.9684383988769296e-06,0.6708341653589129,0.29664072890651016
400,0.00017412143766587247,0.00021009521642377526,0.015744355885921203,8.454811513408587e-07,0.5995566319375657,0.38075089895993763
500,-0.003164826947895613,0.00010117806186014437,0.01477911392249512,4.2416973070639265e-07,0.5448801548645291,0.4382097358982158
600,0.0021339187265410763,9.232762715227639e-05,0.013600914972146673,3.9284748063479655e-07,0.48832167196783116,0.49094211778767605
700,-0.004827284679461945,0.00010821908664949558,0.012220225402588953,4.5849742914959595e-07,0.448499916918409,0.5274280375984467
800,-0.005812014521411715,0.00011210862711153263,0.011352884889493535,2.381592838285142e-07,0.42068709858427755,0.5579492303890584
900,-0.0027769445105823146,6.652743941070698e-05,0.010551630694679511,1.845762950512765e-07,0.39567241583510315,0.5883037278445719
1000,-0.0038865435885513983,9.426308497136415e-05,0.009592316832369448,2.968591018073503e-07,0.383972479589542,0.6076018372140164
1100,0.00740912584891782,6.722057402498473e-05,0.008994652454255448,3.1700931099671753e-07,0.3711652044762165,0.6144461890866917
1200,0.0024172513820189404,0.00010835250981818057,0.007991447234094742,2.62769266292289e-07,0.35959405547867807,0.637453004310038
1300,-0.000488022617701112,9.343859642564433e-05,0.0074816909321642686,2.9363240176473283e-07,0.3544702667002568,0.6450907814608638
1400,-0.001064970699283326,8.44487120349525e-05,0.007129482406730735,3.2222511292674817e-07,0.3458552846688871,0.6504644930204377
1500,0.006416753275631818,0.00010137812184228098,0.006582550552586914,3.295812131455885e-07,0.33784460828715157,0.6519187946908582
1600,-5.65886396885634e-05,8.975946291133777e-05,0.0057754378158079624,2.543038494770265e-07,0.3388868327683029,0.6556403499023891
1700,-0.0009819821880402211,9.818785830163705e-05,0.005265726425950093,3.6712044114282773e-07,0.33289842528773683,0.6585834947740664
1800,-0.006374245365154402,9.949359555381817e-05,0.004883758179185808,1.8099208354270917e-07,0.32953295992072584,0.669722691114043
1900,0.005380716861748392,4.090899808053609e-05,0.004821863234297328,2.553085581000717e-07,0.33188191645441095,0.669606616234556
2000,0.00629887650413415,7.077563873754362e-05,0.0044281286979521075,2.312182556679237e-07,0.3256539074953892,0.6685645081019128
2100,-0.0068105018817069644,5.0137629547713606e-05,0.004084575259767615,2.6739335772711237e-07,0.3254424696968646,0.6695116678769655
2200,-0.0028433639124870813,6.564151267801159e-05,0.0035677045077020897,2.8655965790598667e-07,0.325327771123998,0.6756441453622306
2300,0.0016901655196359974,3.694012515517329e-05,0.003521460383165662,4.902827130759277e-08,0.320670301777228,0.6758227890501647
2400,0.0006380456397847154,6.917683375883411e-05,0.0033175133038867767,2.796439678954332e-07,0.3212622051590869,0.6689378565945814
2500,0.005757833242499745,6.750698912970852e-05,0.002823248604730769,1.40085973759161e-07,0.32906886576964406,0.6665023301786573
2600,0.0023167690096784163,5.536042476836995e-05,0.002749175871642525,6.648327858812822e-08,0.3247879701864811,0.6796017614911412
2700,0.005093498668813913,3.3462142372368356e-05,0.002242412236617822,2.4982682897568157e-07,0.328153784914323,0.6791723643495796
2800,-0.003567722510728632,3.681474500747119e-05,0.002102812046770733,2.0342846979021694e-07,0.320775253806145,0.6715889055344043
2900,-0.004723259873629062,6.213489041776834e-05,0.002125784051377505,1.999098639005492e-07,0.3194676709799127,0.6777637543169586
3000,0.002813524875497293,6.313603303079949e-05,0.0017865386088420751,2.9161385167558786e-07,0.32267661816316284,0.6735190316699489
3100,0.003997810050994634,4.3298708623620155e-05,0.0018464831761058698,3.1623042705620633e-07,0.3265350801652197,0.6705890524728624
3200,-0.005748355155853667,4.944646052060268e-05,0.0013999215514427653,1.7898570920012407e-07,0.32676098725099373,0.6675311196003423
3300,0.005865610921931637,8.564237873280769e-05,0.0015776030153762204,2.179761121764076e-07,0.3181887650255517,0.670791863199805
3400,0.00017916864734048127,4.4850893335648334e-05,0.001452569226172725,5.5537088589362565e-08,0.3258850867286589,0.6722174035092263
3500,-0.006427882234164161,3.897889058166114e-05,0.0012996599560478965,2.0776408055753409e-07,0.32151202989041305,0.6775325452641633
3600,0.002228879917200225,4.786579076394915e-05,0.0010221090207707254,6.113058686122271e-08,0.323565891237906,0.6701061227738555
3700,0.003891007176046866,6.757144109947857e-05,0.0011242229249587554,2.662572836070366e-07,0.3192276338443193,0.6676874723449787
3800,-0.0010278325014895539,3.501432388907897e-05,0.0007605600867569303,2.93465224620372e-07,0.3272734942238103,0.6769042649557094
3900,0.0030565260559268265,6.16915579482478e-05,0.0007376894642639777,1.077719026303391e-07,0.32582470055452756,0.6695533519615385
4000,0.0015581881120428462,8.082930530368767e-05,0.000747483675289969,2.7172171808049453e-07,0.3288321248933714,0.6761945131506131
4100,0.002133871365624081,5.765122791563916e-05,0.0005769649225823637,2.712125366714458e-07,0.3289129332075561,0.6801704335130564
4200,-0.0009636327186096854,3.519517929897629e-05,0.0006415545800452522,2.2819166392296194e-07,0.32496927748016613,0.6828815324158298
4300,0.002190606948341868,5.477328089828928e-05,0.0006824434701972339,2.1016737170552278e-07,0.31959683674203054,0.6694463239249288
4400,0.004688925359464769,6.969722512883552e-05,0.00045137824186273486,3.114980136030293e-07,0.3180966955256052,0.6792035754147383
4500,0.0002503159243646596,4.17407848835273e-05,0.0007963451675365329,2.986163530145421e-07,0.32401147271678654,0.67388302341044
4600,-0.0004847076606768654,8.31378918245482e-05,0.0006614824459402306,1.9731104159092102e-07,0.3261420238480754,0.6817677565163835
4700,0.003685746610434365,3.5912805751950626e-05,0.0005108071782402074,2.2553948908905905e-07,0.32293596407510805,0.6777990773937
4800,-0.002016270462142323,4.445340630720067e-05,0.00044804050275737694,2.400764091790884e-07,0.31952542293369113,0.6744802689848134
4900,0.0038592080426009213,4.757087675034151e-05,0.000281065761443271,5.484666532329497e-08,0.31827101712298134,0.6693612309886786
5000,0.0007003353757307775,5.390437471612365e-05,0.0002226471793627309,3.1758094777699053e-07,0.3262885372729538,0.6815412581859257
