milliseconds,R,O,I1,S,A,I2
0,0.9957350726969403,1.210174645214058e-05,-0.00012299258618628367,1.203597719424313e-07,0.003562240924555413,-0.004425153456393597
100,0.22422100263206715,0.004567222996918768,0.015104933864957973,2.1336136438174395e-05,0.6751665185688536,0.0789748551398283
200,0.05436648404858367,0.0011578452857001979,0.017544126397216357,6.335124262717134e-06,0.7347648264012944,0.19427184721748186
300,0.009980273980883877,0.00035636284909929954,0.01674106675388854,1.8463882803233452e-06,0.6801779915847446,0.3001553793198132
400,-0.00036181472898760576,0.00019419689084916497,0.015560306762844622,9.059632746028173e-07,0.5987088987912939,0.3784335548532964
500,0.007269478319338864,0.00014318704635826927,0.014704727648464871,3.3519153017639e-07,0.5373723161519041,0.4434796716068158
600,0.004623222781373604,8.30390145886904e-05,0.013377287865974231,3.286647403432667e-07,0.4888125713576658,0.48672545160117664
700,0.0026268662149039,0.00011875436259277665,0.012611781205084929,3.3104809123396453e-07,0.44766436516806235,0.5326621822490791
800,0.0012376528121881495,9.922754277194114e-05,0.011605114986140856,4.295103036027091e-07,0.42698327170358974,0.5615528114299115
900,-0.004111262781145252,9.204611732935549e-05,0.010465043514752099,3.12991719759358e-07,0.3949545425051867,0.5920121701479111
1000,-0.0038941938519587945,9.810654188673314e-05,0.009525635837631214,4.0141858210726703e-07,0.387527196495131,0.6129931608161141
1100,-0.0030656875849717265,5.808495150764276e-05,0.008873572467217683,3.5953541681202883e-07,0.37064299615332685,0.6252000002752902
1200,0.002152845108988209,9.230715258302412e-05,0.008383684914799693,2.3736813093907272e-07,0.3558614209514461,0.635123456847482
1300,0.0015760715899814275,5.304882450500527e-05,0.007831471634115522,1.413625019965328e-07,0.3535704943983089,0.6397450088380687
1400,0.00477642513927002,7.406674690704196e-05,0.006891617447227362,7.386210605556784e-08,0.3480242772018075,0.6474860586924156
1500,0.0036107826579586475,9.672780702070556e-05,0.006364284776156599,1.1966198482124733e-07,0.3392687203151144,0.6584717609988838
1600,0.00556038506739619,4.833044022258973e-05,0.005902159546329412,3.175464238787474e-07,0.33199692495383637,0.655987940767531
1700,0.005043699144109188,9.327481563447377e-05,0.0054278083259608504,3.3067716200106855e-07,0.3308963665245837,0.6533458212858932
1800,-0.004546517638682105,3.6714452181022695e-05,0.004899135619295065,3.4113696022355373e-07,0.32805119679830047,0.6615610007522409
1900,-0.001524413825310422,5.797317230219328e-05,0.004587291027258531,3.268322732176693e-07,0.3338135107587053,0.6646241611455159
2000,-0.0020785167601988113,7.036172037031829e-05,0.004122587040443036,3.292844785854399e-07,0.33025139291535194,0.6622374823304269
2100,0.004942897474908321,5.327427630268485e-05,0.004056775642810572,9.910386487567232e-08,0.32703061499171343,0.6703936385298428
2200,-0.005200755306579176,3.8495945964684924e-05,0.003502658895070607,1.0285586860754236e-07,0.32653880637492333,0.6740349491625345
2300,-0.0042310088718334445,8.253717141781306e-05,0.0032889790774431192,3.2384123786888614e-07,0.3228387132148597,0.671596169873131
2400,0.002957114980278362,7.298065024442864e-05,0.0033124289822126763,1.7000642947894124e-07,0.3251846974032072,0.6764201351275995
2500,0.001268260395977338,7.522315777852612e-05,0.0028640869979629727,2.691100322376048e-07,0.3229876624680591,0.6708708496917979
2600,-0.006058042480632383,8.476110155423934e-05,0.0023979236256691083,6.747494914264878e-08,0.3258338193557838,0.6726754265512473
2700,0.0012277395130492466,4.7218012959911845e-05,0.002652910158399182,1.7624246002438923e-07,0.3267870898775097,0.6695056967378016
2800,-0.005642252444401551,3.2467868266522034e-05,0.0024104204293320997,2.54950293913026e-07,0.31965291979531907,0.676405547891514
2900,-0.004641290778950327,5.945473917239981e-05,0.0018421330429216091,2.95285167936489e-07,0.31837883919994664,0.6680274585262594
