milliseconds,R,O,I1,S,A,I2
3000,0.005049128514725027,9.128946142490465e-05,0.0018382323090617117,2.8180614969947617e-07,0.32695006930227494,0.675487374025336
3100,0.002534784584464522,8.504863945563841e-05,0.0015322712294889617,2.674537158646755e-07,0.32761241103824806,0.6785386954047645
3200,0.0017299690385830496,5.815419865584301e-05,0.0017318082332468778,3.0895751503229416e-07,0.32721390673142137,0.6813688549419987
3300,0.0066752561901406715,7.098015975521427e-05,0.0013696201732796168,3.167457464374421e-07,0.3247090926340046,0.6770074357348594
3400,-0.00641117806227714,3.3352568885794167e-05,0.0013815977169725885,1.660340624171002e-07,0.32658314466951965,0.6765662076870854
3500,-0.0007282139411300329,6.72671731574954e-05,0.001394745258040505,1.6371033055601957e-07,0.32658918901169415,0.6765505679555462
3600,-0.0024395560830763707,4.060685539345301e-05,0.0011372628641301212,1.0781624903787101e-07,0.31839230191486656,0.6762163142255349
3700,0.002715998463094176,9.34761198255043e-05,0.0008947928615357313,2.160792809473858e-07,0.3265417018942602,0.6704456789340094
3800,-0.005327075629338924,3.128975567749357e-05,0.0011140177939085926,1.8247146299328806e-07,0.3217732833788629,0.6767318668292458
3900,0.0010590503311093446,7.03862221462184e-05,0.0009288320375164555,2.3402464770849713e-07,0.32523015293976404,0.6728684583744678
4000,-0.0016265958206047417,4.89299628569328e-05,0.0010549642602253842,3.4106257067144875e-07,0.3182201776857585,0.6783848106971314
4100,-0.0019205706360498587,3.3891289295809616e-05,0.0006863333985649937,3.090698778422198e-07,0.3198858740729159,0.6738216908326419
4200,0.0021369096502153167,5.427396953155891e-05,0.0005870524835059202,2.845220020818963e-07,0.3260668408066405,0.6809019077251297
4300,-0.003499668451907312,5.902859839179591e-05,0.0008485320982528726,2.5538351086643157e-07,0.3237816071467832,0.6733390867330298
4400,0.003226218113177993,4.704307835443899e-05,0.00048014755307987096,7.501242089714512e-08,0.3251012755493399,0.6753097933633657
4500,-0.0031716380296791403,9.00185238525265e-05,0.000416019299340269,2.994968370996967e-07,0.3265198820313977,0.6738809610015054
4600,-0.0026145203272497555,9.0763626913891e-05,0.00030785722654680457,1.5200566966641623e-07,0.3193740244257355,0.6687354091330674
4700,-0.0009272062966020561,9.153875407209728e-05,0.000320679231713211,1.359998505456953e-07,0.3211484838969082,0.6743203065399725
4800,0.006956897803511581,2.914159193313914e-05,0.00028586198029994126,2.3300659618504076e-07,0.32355337667519296,0.6706469956047085
4900,-0.00042917906672381865,4.382316967956583e-05,0.00021573086483093795,1.811617263745253e-07,0.3190509305796852,0.678646912089409
5000,0.004468010650820073,7.554839763668031e-05,0.00022702694635691437,2.7176186168298047e-07,0.32203357426624624,0.6777945695017837
