miliseconds,R,O,I1,S,A,I2
0,0.9989479320538577,-2.24959951386903e-06,-0.00014887258836433545,-4.667219004315908e-10,-0.004437663354033772,-0.0014535235066629386
100,0.23040353561161464,0.004542481233410134,0.015269125830824029,2.1335730807360074e-05,0.6792214528952067,0.07455193393593927
200,0.05075133016371014,0.001159404798009878,0.01726588430870881,6.479113200562319e-06,0.7418150772334299,0.19515570428866227
300,0.012203248108866357,0.0003897164603373387,0.0167099883250082,1.7938580090576505e-06,0.6732893539981201,0.2979351617285044
400,-0.0014661393014570303,0.00016400314376031062,0.015781600777440216,6.854226524459159e-07,0.6073328555151505,0.3722669966960633
500,0.0038536095394153948,0.00013374109075983616,0.01461899132477169,3.1844551251885683e-07,0.5456502380410949,0.4409905712652597
600,0.001240850136290059,0.00011884318214708328,0.013712138297387223,2.4507596081696357e-07,0.4890163619039378,0.4952295296752548
700,-0.002835507954127446,9.36293348517291e-05,0.012360667901226223,1.7455531436494607e-07,0.45563377053956067,0.5383119220000606
800,-0.001048682914612624,0.00011797453255648098,0.011349305626038092,1.5021582440842258e-07,0.42395094963857183,0.5613112775818209
900,0.00034451218486984545,6.782840346782827e-05,0.010450987890897982,1.918174140513343e-07,0.4036215814202625,0.5917864433293939
1000,0.0007631255485586069,9.01445077664722e-05,0.009492558084561297,2.929836654702031e-07,0.38478224030653935,0.6004693596968697
1100,0.0009530732434042824,5.280586444483725e-05,0.008755659409422717,2.2826249244686543e-07,0.37064265533438406,0.6263783690071708
1200,-0.0017322090349636294,9.740451203824287e-05,0.008111288931588124,3.948537409347243e-07,0.3628384184913885,0.6298220903577448
1300,0.007634231947612681,4.2240583761253857e-05,0.007597431808451774,1.9598349588430093e-07,0.3500905065955067,0.6372093556526007
1400,0.0047593983675761,9.555519120881797e-05,0.007032330057533622,2.5070310622117145e-07,0.33903784113173707,0.6485493882564858
1500,0.004529021736855239,7.021212013898104e-05,0.0065424464973043404,7.522824616345725e-08,0.33903779360687464,0.6525868573850169
1600,0.003864850676159297,4.51312957093365e-05,0.005804660225465916,3.384907984345913e-07,0.3400472403771351,0.6546140011269579
1700,0.0007665075874965349,8.156334187962536e-05,0.005681227500379937,1.2184932710085694e-07,0.3310454426205227,0.668363527183317
1800,0.005077720589622039,8.236547203472737e-05,0.005151507819116805,1.1292371499832246e-07,0.32664501152075986,0.6570355940495609
1900,-0.00023888951281142277,6.11092379933351e-05,0.004742999319794952,2.42948922325539e-07,0.3348531103086303,0.6609639851946933
2000,-0.001084612870839412,4.995634020078979e-05,0.004388014507313396,1.5336915808926734e-07,0.32357684955369476,0.664329678288093
2100,-0.00042165242707540386,6.617579834873571e-05,0.0039685221043729265,3.3965569289684166e-07,0.3227313083687394,0.6697604463910737
2200,0.0026484080898229005,8.934145605743177e-05,0.0038966729510001063,2.8525821891705176e-07,0.32953929901474094,0.6716238127374976
2300,-0.005305780060663849,9.580653193530942e-05,0.003140967659143582,3.2198305490860037e-07,0.3271273637226074,0.6698213000645943
2400,-0.0007629473577522783,7.003646716761125e-05,0.0031632846545855534,2.8630672593506964e-07,0.3234912016707949,0.6781032340519665
2500,0.0026306686397825907,5.9537655898523377e-05,0.002899650903321974,6.945834843835806e-08,0.32570731721757823,0.670554461636285
2600,0.006566561956991235,6.98171780762406e-05,0.002552168355215986,2.491452770157732e-07,0.3275750259615438,0.6783796995371265
2700,0.0021157314283275163,8.173195510141876e-05,0.0024637394434115427,6.716226900572457e-08,0.3264161112169824,0.6792627547714394
2800,-0.002866362459065106,5.7320617125137654e-05,0.0022418294571850813,1.6002315143246818e-07,0.32231950866416753,0.6685237641211002
2900,0.0007434707733439074,8.214821917371039e-05,0.002109083050735425,3.3167404090841943e-07,0.3267480456408126,0.6663922363517126
3000,0.0065823866654971626,5.5308403323968556e-05,0.002156403407289945,7.35148473906363e-08,0.3228580824118169,0.677344883169255
3100,0.0010167248466086214,3.437729957648052e-05,0.0017432527730149806,2.4499387675513136e-07,0.319829029877248,0.6802634652148557
3200,-0.00022721054704805767,3.8164339733665586e-05,0.0014888730495470697,2.227225040564846e-07,0.3212820775275681,0.6735588682244184
3300,0.0012035709727999462,5.915757533513703e-05,0.0012948319511115142,2.2860970280479786e-07,0.32156385699167495,0.6706179151983919
3400,-0.006000826795156299,4.129077047717532e-05,0.001318315369131024,1.270883328095236e-07,0.3276826734218789,0.6766440500703661
3500,-0.0027646748962861147,3.0889954829372044e-05,0.0015022784913947247,2.5344263922566696e-07,0.3197149130336389,0.6769684023704016
3600,0.00568576806210228,9.317278625270382e-05,0.001242369963870527,1.4538059357265582e-07,0.32810942035035884,0.6764293907006418
3700,0.00460346506442222,5.8661373282271554e-05,0.0011950481592534364,3.079661730797775e-07,0.31940930751246716,0.6793930805735711
3800,-0.0028937500296817484,8.196887694636676e-05,0.00100225642395909,2.8692100757721354e-07,0.3198235050270044,0.6703041419123819
3900,-0.002159781718877401,5.1575715919244806e-05,0.00103720824053436,2.6539576693779764e-07,0.31900708128841243,0.6720859376888076
4000,0.0035663617437892143,4.795663997126815e-05,0.0009622775286077103,8.029775490160497e-08,0.32642777907695136,0.6806566260321949
4100,-0.0027126146123567815,5.319517753347891e-05,0.0008821616109685011,2.120257314724127e-07,0.3230239613381944,0.6693480810460006
4200,-0.0012071709599599891,4.05264599407557e-05,0.0009339246656887472,5.2053037256545234e-08,0.328278479122107,0.6758743903566231
4300,0.0017160536117677473,7.333669827779724e-05,0.0009082298389015526,2.4677569232573995e-07,0.3268283813695908,0.6753405288490747
4400,-0.001085242377712104,4.8349582820975543e-05,0.0006771213013582852,1.535302166133363e-07,0.3258750794141249,0.6735129897708491
4500,-0.005065199640771112,3.397878101248672e-05,0.00041884674713453675,2.302729064764249e-07,0.3252942934221278,0.6771928792337102
4600,-0.004850905297951535,5.756845079719574e-05,0.0005225664964871861,5.789559729500977e-08,0.32911984080770335,0.6776228572096848
4700,0.0004218879423886989,4.052236157342534e-05,0.0003141147439613311,1.7429166547314367e-07,0.32575597645733095,0.6693036259748265
4800,-0.004401238983811413,9.169866538558832e-05,0.00022609156556411102,2.602224225729408e-07,0.32040995143540796,0.6739194591193537
4900,0.0024866455105015946,2.8421834953509318e-05,0.0005498069150157907,2.3925332787390716e-07,0.32259892811761925,0.6772124798439645
5000,-0.004204481787181444,3.9752815594613976e-05,0.0005993458208915414,7.223172048787987e-08,0.32498285127020443,0.6781689350576907
