milliseconds,V,n,c,cer,g6p,fbp,adp
0,-62.10593591276076,0.019496628752538717,0.24503380658711804,185.09616895447243,199.99122942971098,39.997959383665666,780.0129321222852
100,-62.14241950101768,0.01939992201555323,0.24493516623977546,185.0980605713467,199.9910540216665,39.99791857210519,780.0131873623172
200,-62.17871875203785,0.019303658988641968,0.2448365545176355,185.0999510430814,199.99087861374562,39.997877760570695,780.0134424789177
300,-62.21482243898371,0.019207867136633267,0.24473797357904264,185.1018402926834,199.99070320595678,39.99783694906382,780.013697463735
400,-62.250730155315566,0.019112547885805704,0.24463942391883478,185.1037283100506,199.9905277983012,39.997796137584665,780.013952315626
500,-62.28644404283651,0.019017696993336577,0.24454090609020768,185.10561509290267,199.99035239077958,39.99775532613306,780.0142070342332
600,-62.321963049739516,0.01892331647652514,0.2444424197574466,185.10750064348431,199.99017698339145,39.99771451470908,780.0144616198613
700,-62.35728860748616,0.018829403409602742,0.24434396520655943,185.10938496170814,199.99000157613696,39.99767370331259,780.0147160724358
800,-62.39242352311166,0.0187359520552615,0.24424554299839552,185.1112680474028,199.98982616901665,39.997632891943326,780.0149703918106
900,-62.42736605752031,0.018642965968044444,0.24414715278548124,185.11314990067447,199.9896507620302,39.99759208060144,780.0152245780763
1000,-62.46211884098464,0.018550439711254085,0.24404879504241378,185.11503052218285,199.98947535517794,39.99755126928669,780.0154786311887
1100,-62.49668366067076,0.0184583695908696,0.24395047009166307,185.11690991237614,199.98929994846006,39.99751045799888,780.0157325511178
1200,-62.53105897260953,0.018366758798230697,0.2438521776546408,185.1187880708671,199.98912454187635,39.997469646738175,780.0159863378897
1300,-62.5652486088274,0.01827559937304497,0.24375391839597027,185.1206649989784,199.98894913542728,39.99742883550418,780.0162399914792
1400,-62.599252726523204,0.018184890988762345,0.24365569234291598,185.12254069676425,199.9887737291128,39.997388024296875,780.0164935118854
1500,-62.633070302617206,0.018094635770632687,0.24355749931803583,185.12441516387156,199.9885983229329,39.99734721311637,780.0167468991149
1600,-62.6667079863064,0.018004819840121748,0.24345934044067485,185.12628840291433,199.98842291688814,39.997306401961964,780.0170001531542
1700,-62.700164023529304,0.017915446858393774,0.24336121541554928,185.128160413203,199.98824751097848,39.99726559083385,780.017253274007
1800,-62.73343831374424,0.017826517035304367,0.24326312422573362,185.13003119469803,199.98807210520383,39.99722477973203,780.0175062616732
1900,-62.76653120586379,0.017738029642585817,0.24316506692996484,185.13190074753663,199.98789669956423,39.99718396865647,780.0177591161524
2000,-62.799443048800576,0.017649983951970406,0.2430670435869799,185.1337690718559,199.98772129405975,39.99714315760714,780.0180118374437
2100,-62.83217419146719,0.017562379235190422,0.24296905425551574,185.13563616779308,199.98754588869042,39.99710234658399,780.0182644255466
2200,-62.86473131074526,0.017475201436963725,0.24287110001435047,185.1375020382476,199.9873704834569,39.99706153558631,780.0185168804672
2300,-62.897111754938265,0.017388456148453215,0.24277318043853588,185.13936668204684,199.987195078359,39.99702072461438,780.0187692022017
2400,-62.92931608257903,0.017302142199920652,0.24267529562059878,185.14123009941943,199.98701967339673,39.99697991366814,780.0190213907496
2500,-62.961345089559366,0.017216257921738084,0.24257744569132725,185.1430922906977,199.98684426857017,39.99693910274751,780.0192734461104
2600,-62.99319957177109,0.017130801644277556,0.24247963078150936,185.1449532562139,199.98666886387943,39.996898291852396,780.0195253682843
2700,-63.024880325106025,0.01704577169791112,0.24238185102193316,185.14681299630035,199.98649345932455,39.996857480982726,780.0197771572708
2800,-63.05639087968604,0.016961160516174054,0.24228410693591557,185.1486715127532,199.98631805490598,39.996816670138074,780.0200288130892
2900,-63.08773058088749,0.016876969557724157,0.24218639844600717,185.15052880512815,199.98614265062363,39.996775859318525,780.0202803357288
3000,-63.118900399632125,0.01679319677545133,0.2420887257081235,185.1523848738512,199.98596724647763,39.99673504852399,780.0205317251907
3100,-63.14990131519529,0.016709840104229587,0.24199108887937937,185.15423971935277,199.98579184246802,39.99669423775434,780.0207829814761
3200,-63.1807343068523,0.016626897478932923,0.24189348811688954,185.1560933420634,199.98561643859497,39.996653427009484,780.0210341045861
3300,-63.2114003613193,0.016544366813022175,0.241795923577005,185.1579457424285,199.98544103485855,39.9966126162893,780.0212850945225
3400,-63.24190069461727,0.016462245360064406,0.24169839539253749,185.15979692135497,199.98526563125898,39.99657180559361,780.021535951308
3500,-63.272236157466544,0.016380531424889346,0.24160090373379853,185.16164687901457,199.9850902277963,39.99653099492235,780.0217866749322
3600,-63.30240774567033,0.01629922289480705,0.24150344875620627,185.16349561587103,199.98491482447065,39.99649018427541,780.0220372653974
3700,-63.332416455031826,0.016218317657127578,0.24140603061517887,185.1653431323881,199.9847394212821,39.996449373652666,780.0222877227064
3800,-63.36226328135425,0.01613781359916098,0.2413086494661344,185.16718942902946,199.9845640182308,39.99640856305402,780.0225380468619
3900,-63.39194914566747,0.01605770874195237,0.24121130544488273,185.1690345062734,199.98438861531685,39.99636775247934,780.0227882378689
4000,-63.42147404145212,0.015978002765505303,0.2411139984439967,185.1708783647778,199.9842132125403,39.996326941928544,780.0230382957646
4100,-63.45083963466272,0.015898692358537754,0.24101672879463237,185.17272100487656,199.98403780990137,39.996286131401504,780.0232882205288
4200,-63.48004689007833,0.015819775463847687,0.24091949664407225,185.17456242703946,199.9838624074001,39.99624532089812,780.0235380121649
