miliseconds,Susceptible,Exposed,Infected,Asymptomatic,Susceptible_quarantined,Exposed_quarantined,Hospitalised,Recovered
0,11175816.733881284,23372.056130231937,2184.4214509082253,543.7912208268273,200613.0131880865,0.3786653321127154,481.21843224714,1892.1385208469612
100,10527253.382137084,24004.92901274099,2390.4635123067123,555.4977861828106,704925.7409951871,0.3848410017050654,553.9132365404887,2005.297504174578
200,10044438.192893617,24423.99533860654,2574.9234747237815,608.791998469248,1255141.7983925524,0.38973643273807596,620.8267653870419,2083.9421349647887
300,9502639.285182077,24914.386762449252,2783.8255119441365,642.8116412728107,1658120.4286770276,0.39490095414045884,671.146045877348,2316.6531843759763
400,9233363.809624381,25207.651220343545,2920.3543925094755,693.8550102996144,2001249.1320858162,0.3994310358927754,663.2072719312785,2250.144115593588
500,8861450.03960545,25438.986309673724,3066.6622404209716,736.4138113533314,2499850.823504496,0.40359480383878177,719.658146641866,2353.6824889771046
600,8391052.645900717,25676.45608083484,3226.4737738391045,770.1040551655159,2907483.819017254,0.4044572381737862,685.827193168213,2414.975115696392
700,8003993.188786756,25923.846152663802,3440.506645891848,810.1328744248377,3050985.835573695,0.40753695453780575,737.8110758223493,2678.053913105156
800,7886717.498938296,26078.002029241205,3534.65581087532,849.12255692687,3443007.7943531116,0.4078405070499087,848.8242629770623,2688.536726738662
900,7638571.747102556,26192.728872577532,3684.261629420829,865.6022983250766,3788682.1332707154,0.4110029416313302,808.2938163827353,2851.863075196365
1000,7234803.620994178,26176.306302200406,3863.4590784375077,901.8174888572858,3878848.506083054,0.41094397746428335,875.8626129580816,3191.852191330804
1100,7014040.150878625,26311.080579573514,3939.8038279230727,936.8329182603434,4099722.3437701534,0.41189631570441243,952.8015682742281,3101.957942202778
1200,6813291.942017232,26326.690612065362,4068.382977292174,984.6286043345546,4357321.705162523,0.4104960020594225,1077.8595794474606,3451.7021399372557
1300,6622110.5728533035,26325.01430547551,4177.058402996369,1017.0393878494402,4549361.132984014,0.4109415978131666,1138.7132471955679,3618.743706372177
1400,6522835.109014591,26224.976984203768,4279.160711018003,1048.1588726898824,4755518.622078279,0.40859477264421806,1206.5179275954351,3610.0989131161036
1500,6392185.582391663,26164.30474523063,4399.451948338074,1067.4032210586693,4950231.157021426,0.40969390117723337,1231.5902034516846,3994.3181140161328
1600,6235085.114942751,26178.354022054034,4443.642287458976,1112.9724394848186,5135500.842388886,0.4071084854787655,1341.1029646749564,4026.36923720778
