miliseconds,Susceptible,Exposed,Infected,Asymptomatic,Susceptible_quarantined,Exposed_quarantined,Hospitalised,Recovered
1700,5986400.350985181,26140.29703403515,4554.242867808321,1166.3563646799016,5123928.707193852,0.40648331894376827,1408.629888737282,4128.60681366929
1800,5816671.861897114,25921.8440055482,4626.993287658543,1187.859244834006,5407129.825130733,0.4054189939233449,1432.3583666309387,4530.181065311452
1900,5725726.460612927,25838.739199724187,4652.919532258717,1208.1978723981063,5410501.022832905,0.4035370956945531,1578.6695620615874,4736.964180355302
2000,5608428.555047587,25772.413891258217,4754.3308284195045,1227.5215260013265,5546663.240151895,0.4022037241433469,1618.9593441417996,4897.736445894057
2100,5533759.64424835,25595.890029244143,4762.282697209856,1281.4857984619612,5725650.214866718,0.39966020822161724,1785.023929179974,5042.661986286208
2200,5332605.845579615,25615.345117268338,4830.590115555901,1298.882303407098,5837333.593900105,0.39693515130015394,1850.969464347688,5271.035780324237
2300,5288027.778340769,25461.956431430892,4816.0385583038105,1337.3324206219543,5961500.435603031,0.3960699489797976,1918.550661359831,5466.5671570524355
2400,5222083.749511175,25368.127290157638,4882.642250618804,1351.9871071850707,6029176.936641123,0.3941012605724162,2140.0730076672953,5742.125605070399
2500,5030758.576847771,25163.61666212185,4863.412875291596,1398.2648696898332,6100530.084941818,0.3917682125666338,2189.5201970620183,5691.672576161578
2600,5042954.149075686,25032.49561999474,4899.703441554178,1402.3794711342662,6165038.203576493,0.3902095216940149,2350.156943113005,6099.585439701963
2700,4984179.465531746,24850.126095488507,4884.99320224808,1430.7459255950655,6332215.434897384,0.3877164430890138,2429.5040440773146,6381.010102969452
2800,4922274.596862159,24694.379326293016,4885.061013889435,1482.989429065353,6415522.889720182,0.38581609796451,2553.4733046750302,6310.996688765862
2900,4857829.84745121,24497.479475599448,4856.935265117224,1489.6822195142295,6431137.4732184475,0.38289668512714925,2735.2866567859023,6781.336776056466
3000,4632343.790974876,24448.535739504074,4887.683106006429,1543.4221862278253,6606582.378380394,0.3820709853135949,2766.2000053965016,6937.142718320906
3100,4624354.673532381,24259.276616913045,4807.15731634742,1558.1205501722275,6678723.497346118,0.37795267952889045,2970.453293311398,7223.278031269725
3200,4534186.522097882,24043.866628855132,4784.996958831639,1590.2523669301477,6761701.72527315,0.37613385817810463,3142.9387459268905,7183.094401820648
3300,4467215.741525173,23878.806784610944,4809.671313339174,1609.18484550855,6658788.560405733,0.3736368893324017,3260.2295390065083,7571.735703037197
3400,4501273.062344613,23841.29389911722,4722.904593746841,1598.886564426296,6861846.917498995,0.37195720259855053,3280.697011692018,7783.648565101527
3500,4440395.171803422,23693.988984857882,4724.280321659675,1655.3041590538576,6921869.828214019,0.3696295395432257,3454.617426742443,7931.907604525614
3600,4355136.576972128,23395.301857704882,4683.985851631115,1645.0191689949052,6972765.77163981,0.36631635776781307,3631.4443649153973,8111.320988836991
3700,4160673.6597602754,23373.658083817445,4640.5426593584825,1680.5292031844165,7038048.637587122,0.3635293255268724,3782.7396642026592,8299.810215689226
3800,4226049.372747331,23203.73193102731,4587.54109248896,1699.171349372333,7043911.249819466,0.3632630153483749,3926.0989139490443,8541.371729021845
3900,4178566.668130397,22948.61819971803,4525.510372276305,1723.39202872311,7008652.547229751,0.35903666358419944,3983.235826493832,8975.329707583209
4000,4149227.5864749234,22738.06205756093,4475.410988673187,1753.8631551846286,7041288.26920377,0.3569681192160113,4131.235096848926,9049.552634238235
4100,4073855.327713428,22719.747385996678,4376.376628533379,1759.6276977522978,7085586.070212176,0.3554302209068607,4270.364710047277,9211.426361499882
4200,3951793.8073287206,22401.818601179977,4318.045339094321,1757.6748972318046,7169684.482899896,0.3511923075388465,4517.20638385538,9569.866070448725
4300,4053007.6107463823,22386.90987980524,4252.129906943504,1796.7932044180188,7303211.011730026,0.3491902086956339,4618.9042743944065,9857.61646856254
4400,4000712.9205658617,22079.24418997857,4172.722095834559,1829.4405151348535,7361476.023480102,0.34798174148288163,4824.32605009713,9963.32684918933
4500,3852747.035380336,21965.9726111884,4130.28070669388,1822.0139389509282,7351538.890851604,0.3445372767572692,5000.728356764417,10262.111734812792
4600,3823382.961066934,21826.43732724094,4062.680064259219,1842.2953796297293,7361019.774486855,0.34277113548208804,5149.359088033866,10315.3533382133
4700,3733744.661413468,21663.85537150838,4011.8693608111776,1837.0113516538538,7440425.686436372,0.34011022628535986,5180.379678059104,10731.982872855828
4800,3891529.6805777336,21454.196747291164,3909.7830647315723,1881.5446322228759,7383856.653331263,0.33730683339307216,5356.238987331164,10943.390720417901
4900,3700178.978139699,21359.778757266,3852.2308809203864,1899.4140297863562,7393990.090167255,0.33422175890323136,5578.159389188893,11058.057540038923
5000,3716078.9074752904,21129.44548045402,3764.97763762486,1879.4610310989694,7491621.97425506,0.33292143115390027,5603.514416232258,11207.183872858297
