milliseconds,Susceptible,Exposed,Infected,Asymptomatic,Susceptible_quarantined,Exposed_quarantined,Hospitalised,Recovered
0,11101395.625679618,23357.708229579202,2215.919521701558,525.3219699959529,115949.6792397928,0.3775197584765127,570.7452517432023,1835.5328730493734
100,10523019.713210216,23874.202747665913,2369.580639617754,569.6916842722767,752157.092990647,0.38556056858561105,465.04861469692435,2040.423740436209
200,10079286.164470805,24450.93474762614,2568.8539648902474,586.189836061662,1197495.9466428636,0.39078764961170454,613.3523709713223,2023.945510520807
300,9630808.440377044,24887.546119216462,2769.8089594550074,628.4153377103347,1728042.1469066266,0.39606942286907015,673.5816750861895,2228.6607044229754
400,9224769.490130372,25219.560213155903,2950.6777351319715,697.73804107747,2131798.6218211963,0.4001161056076494,690.0071607622782,2407.894320915617
500,8745042.381245907,25553.09655132371,3090.244787245465,722.984806665283,2563028.8813326387,0.401722466627598,608.2945185762198,2396.8635827537087
600,8343991.391694146,25694.674375505594,3233.409723609307,741.7776208722792,2869802.726568479,0.4048726411710809,670.613899713426,2575.361387794661
700,8053357.907723655,25923.693839817188,3430.091295001091,787.5890770453146,3070511.970326183,0.4083528108383672,821.9893377232187,2550.2965916948524
800,7761064.139357039,26078.075831593957,3543.4917144345154,819.3393128428858,3430692.606261243,0.40915332319655895,866.6168538960686,2840.301847685131
900,7538147.038589709,26113.21935926198,3716.3498011393194,883.7573267819008,3625143.9818067797,0.41012686072453897,862.8097627153853,2932.141016872344
1000,7339508.280915763,26257.845918425905,3834.237921338108,924.9115763706967,3961634.169713224,0.41076573444043574,910.222936445965,3214.656257767434
1100,7102349.727625129,26191.832063245038,3933.5581537283497,942.9493381105104,4126850.865149479,0.4111621173684021,936.0661292824027,3301.3328535636347
1200,6783992.553748462,26240.494559956023,4103.929261622876,996.3424222792873,4469652.481979905,0.4112563738528859,984.537037842541,3366.343685207952
1300,6617595.298414844,26264.852323223564,4166.881449078032,1028.0212627506214,4665104.22751419,0.4105667050951532,1167.938701216636,3500.4938816328313
1400,6547480.607221182,26179.568195873402,4305.291193581626,1060.676356501227,4654440.028876058,0.4090489814790265,1209.5805938185094,3864.933314194861
1500,6287553.403963067,26217.925652151,4410.288787712091,1103.5171207000851,4910988.874751817,0.4076899391322023,1213.2961323426437,3845.171771649088
1600,6193881.942343915,26126.974282809908,4479.382677243693,1116.1777594101543,5158572.450718438,0.40748494745674513,1324.0740571652643,4195.749978788346
1700,6044279.378313762,26134.5296482471,4551.173884669631,1158.3098727960473,5293964.586021509,0.40522190962214805,1365.617266418452,4387.56840599273
1800,5973705.890144826,25928.808351077623,4577.488579975566,1200.6133013770595,5405051.271049995,0.4037390250293722,1512.1056521251212,4462.221266927598
1900,5704713.413658854,25956.28143923907,4648.50428824338,1209.3106769459214,5497236.186232189,0.404035459066633,1653.2895944075894,4731.358520384453
