milliseconds,Susceptible,Exposed,Infected,Recovered,Total_population
0,315290158.4327125,14337283.864405528,257309.70293442864,-33462.266946927484,330052960.0
100,315354375.108107,14135638.963872502,809710.2183008394,-22135.9490975279,330052960.0
200,315184777.5772926,13855078.202373989,1071280.740552519,32639.09028102871,330052960.0
300,315373661.33787197,13667987.516267344,1299729.685140822,-10279.763994270252,330052960.0
400,315278724.07001317,13438868.308883231,1353034.3665372138,57688.36735434662,330052960.0
500,315077215.0427657,13149536.28903927,1453369.724643453,-15238.802707214218,330052960.0
600,315088548.61997706,12936807.086048426,2026376.8181140367,21165.500545912146,330052960.0
700,315247979.86589444,12709964.504448885,2285433.8546104752,52835.85512406959,330052960.0
800,315038795.65583766,12480396.012532638,2170178.091483025,83743.66866702857,330052960.0
900,315022148.97504675,12207659.465519223,2567419.1655430975,48026.412446038885,330052960.0
1000,314913051.01138866,12041660.92480617,2602832.3551950715,111471.32503890246,330052960.0
1100,315084625.57780856,12028983.84884699,3071975.1154179666,140273.76864135778,330052960.0
1200,314818613.6070842,11939804.740248747,3190665.3379113288,96130.6440373815,330052960.0
1300,314928450.41833454,11509736.54561613,3588243.5681087677,108739.85020246494,330052960.0
1400,314777195.31674504,11357094.311471334,3479468.578471113,197486.1346230859,330052960.0
1500,314706382.0594112,11217426.043705054,4032118.187619389,162718.87122781965,330052960.0
1600,314605650.61512023,11170943.563316835,3971217.500299216,199853.58504253798,330052960.0
1700,314512945.96139646,10818754.470876189,4328540.2644388545,192297.676415329,330052960.0
1800,314613320.4738258,10730405.996670539,4305192.535303703,244243.3890113853,330052960.0
1900,314441012.9896127,10862507.862740245,4521025.7753034625,266983.21971214906,330052960.0
2000,314433617.76762587,10557259.250521515,4739533.6934842765,303386.68618044,330052960.0
2100,314250976.1991395,10457232.711226927,5158538.425099132,301923.32461514417,330052960.0
2200,314236633.74075127,10198964.487317024,4991855.201463985,313960.19483428507,330052960.0
2300,314176028.4894701,10115095.585659945,5271237.613647456,345715.56988045445,330052960.0
2400,314053224.36403733,10174868.294404611,5626906.573815119,368656.82822066377,330052960.0
2500,314126445.8510473,9999484.295764085,5838885.538195376,432336.8544311891,330052960.0
2600,313835620.75355154,9784611.421936035,5671800.6816391805,438782.90079790493,330052960.0
2700,313905980.4735424,9630112.104019541,5746080.075157996,511736.56859768566,330052960.0
2800,313622864.0990161,9589969.195266588,6094537.3754643295,543688.4686145659,330052960.0
2900,313692663.8435913,9720302.81658523,6061163.248382583,545481.2664774044,330052960.0
3000,313548701.72719336,9406954.338621987,6405780.299009579,609643.9078844542,330052960.0
3100,313531526.68926907,9375624.680644257,6298557.225811391,629644.2765470858,330052960.0
3200,313434570.03494155,9544608.237726368,6552734.846617343,674806.3424062608,330052960.0
3300,313336101.1210787,9265882.607417911,6642909.347683237,737956.3596515962,330052960.0
3400,313178762.1851194,9409701.240327826,7184672.708689022,710195.1424431348,330052960.0
3500,313086063.95237845,9296125.044142876,7298725.696551455,769734.8976110598,330052960.0
3600,312999100.2230127,9186134.437201861,7075856.516216351,844629.7404527973,330052960.0
3700,312717153.9722759,9116584.278359376,7414724.656513497,839669.5287469411,330052960.0
3800,312709563.4844419,8939813.072164688,7619413.969800947,919786.328876796,330052960.0
3900,312578561.4080064,8988332.874076605,7786444.848468216,942073.0706947384,330052960.0
4000,312330097.49491096,8811172.056991333,7844835.0780041,955725.7188292077,330052960.0
4100,312345899.0327538,8688934.904299153,7831972.276874626,996518.882970562,330052960.0
4200,312285224.17949164,8752195.480656449,8036357.166721918,1062562.3678528932,330052960.0
4300,312131036.8779063,8875799.365649613,8287071.405629491,1066407.0827746885,330052960.0
4400,311985299.853071,8676209.84766002,8374877.017442144,1135787.7195222038,330052960.0
4500,311692360.28767544,8525204.2988833,8576971.997817172,1229906.1219194722,330052960.0
4600,311639819.51433855,8746330.88690141,8242649.242206755,1208587.355643539,330052960.0
4700,311450584.252903,8505961.478881128,8745233.034311952,1296511.096598515,330052960.0
4800,311429103.7171572,8608981.940528475,8688145.08449854,1329025.7551000211,330052960.0
4900,311277448.2692723,8435316.017315164,8770506.71510234,1382962.8204646802,330052960.0
5000,311101910.19093597,8643215.464546228,8910892.044270404,1432621.7772155898,330052960.0
