milliseconds,Susceptible,Exposed,Infected,Recovered,Total_population
0,315191648.5377297,14477105.934968026,123333.98070979933,38209.74866353292,330052960.0
100,315192969.7205084,14128617.570151659,828368.7911884371,14435.361543262028,330052960.0
200,315385373.108279,13859141.093603348,1052990.0310579226,30510.792859957164,330052960.0
300,315145081.3639816,13491456.410012778,906082.8076385151,9000.511028868856,330052960.0
400,315292165.7794958,13277816.74460873,1159014.1654046448,-14513.028587847773,330052960.0
500,315246979.1901433,13151066.83826036,1565031.2330391668,63299.76973053953,330052960.0
600,315262733.8361231,13036699.341678463,1928089.7644599483,-1795.612206497026,330052960.0
700,315023493.60966736,12730549.13156616,2017071.3454618666,15170.40749497508,330052960.0
800,315221013.8602707,12557925.265308995,2426108.109774446,19413.63665603193,330052960.0
900,315089171.7902851,12324260.127762025,2662183.297857664,61599.273650076284,330052960.0
1000,315128872.6440134,12205600.358133018,2751947.109107177,55583.69255223807,330052960.0
1100,314875536.5906058,11792864.672967644,3027375.304109558,131734.3423398053,330052960.0
1200,315037357.6380355,11735658.079968695,3398761.2164835823,156220.09466249513,330052960.0
1300,314877353.24411964,11550005.379204836,3269474.3794464064,112916.47299237024,330052960.0
1400,314718555.2551588,11526980.55373713,3396552.7405358837,174948.92012114523,330052960.0
1500,314754771.6566195,11241945.243100626,4000140.4713871214,211997.11362979867,330052960.0
1600,314772563.1315172,11132004.018844701,4262845.4349237615,218467.5433686782,330052960.0
1700,314596655.5161999,10953967.574243248,4181949.641307813,238417.97876048842,330052960.0
1800,314671990.0928247,10985373.84465922,4325115.06411878,214099.01432269101,330052960.0
1900,314586346.71669865,10782291.893168028,4681056.988626505,299215.42610541015,330052960.0
2000,314474720.48551893,10428295.608850626,4727231.15479071,298224.8094352375,330052960.0
2100,314248905.5110577,10497883.848206721,4794616.983123191,357435.2874174483,330052960.0
2200,314306759.2359117,10180296.994737666,4879653.043327137,359855.53300545324,330052960.0
2300,314159133.1514005,10150352.147899061,5319845.244179549,381473.31572262535,330052960.0
2400,314047173.7282206,10259932.490830338,5187204.070828747,440439.33961082686,330052960.0
2500,313897876.5441066,9986010.726200528,5708906.14082375,395137.4747692103,330052960.0
2600,314056328.86892843,9919298.589096077,5978951.633849245,442194.1922626039,330052960.0
2700,313759784.55501693,9898855.0201536,5950758.408397052,493024.4599774567,330052960.0
2800,313844859.8101813,9763430.975549271,6257225.837490807,499854.167833288,330052960.0
2900,313734661.5494946,9641941.24456922,6403417.114148043,573190.2432713629,330052960.0
3000,313454664.32452124,9429460.754152881,6135177.899997827,611458.4288119291,330052960.0
3100,313457770.73219997,9408445.420059545,6275878.256169767,609565.6443720022,330052960.0
3200,313229108.27621335,9339436.375072116,6757195.704601661,641161.6854713596,330052960.0
3300,313199360.21357465,9428382.668017678,6815596.441748137,715583.5699310049,330052960.0
3400,313208818.96811354,9064251.3012159,6902239.649285207,784828.7127349336,330052960.0
3500,313120661.6069871,9111009.440797877,7105605.610233745,799190.253833189,330052960.0
3600,312830746.3334512,9046876.45803774,7365529.2259344105,833021.7715228616,330052960.0
3700,312886556.32323503,9018360.464977905,7572133.136669773,862491.7481888743,330052960.0
3800,312586427.53643554,9057673.932729265,7279580.046509265,900495.5993126476,330052960.0
3900,312595968.64326584,8854146.957147233,7725316.545730974,924374.4953255211,330052960.0
4000,312530964.99475235,8931664.530870102,7600240.0805205675,992713.169196181,330052960.0
4100,312307233.67608345,8774233.252264312,8031023.451103727,1012700.9390442419,330052960.0
4200,312320648.8032148,8686763.59514054,7970395.911867974,1076119.4527914883,330052960.0
4300,312068297.0984702,8848140.536879849,8194039.907617038,1073801.5890816145,330052960.0
4400,311903626.65332735,8566461.583122006,8130463.3268550215,1163368.2734375484,330052960.0
4500,311740392.6207849,8822770.971283529,8151232.870423401,1230643.397513803,330052960.0
4600,311755777.3968761,8731267.583578585,8272899.478887545,1207549.6738563671,330052960.0
4700,311592682.0210185,8460817.2275295,8421555.838419542,1315716.734609757,330052960.0
4800,311329687.42631346,8592452.709570752,8851744.716611281,1291883.054560945,330052960.0
4900,311293431.17384,8674855.358654404,9077705.539362617,1349262.011475072,330052960.0
5000,311020970.8889732,8437702.950546952,8728485.711179404,1457369.9796034563,330052960.0
