milliseconds,Susceptible,Exposed,Infected,Recovered,Total_population
0,315193651.50896287,14308631.473343201,194238.11337963067,-17948.71834298246,330052960.0
100,315330137.4051998,14202021.31908078,600926.4253730745,20250.053391950296,330052960.0
200,315276304.12634903,13991138.830529485,650601.9120932784,25959.768913453096,330052960.0
300,315376299.2608845,13509207.770606583,1075629.502874615,36910.115392214604,330052960.0
400,315348689.21688527,13496646.851256805,1424898.8323696142,49715.96664508118,330052960.0
500,315193470.3968479,13213283.241592158,1866957.3915915946,25640.787883621837,330052960.0
600,315172119.35484225,12875852.920968609,1911229.072321079,56647.0887570609,330052960.0
700,315018146.7618087,12893227.830258813,2181961.7651917012,42889.36881456536,330052960.0
800,315224995.6096176,12682492.986461578,2317300.1909474256,72420.9177430491,330052960.0
900,315146935.272034,12197741.383778581,2575864.242870826,35740.275111326024,330052960.0
1000,314977895.7937536,12321705.85280119,2682673.6646479145,75243.45527685666,330052960.0
1100,314968238.31762516,12093788.048511233,2979676.950244973,92095.04899155443,330052960.0
1200,315037647.8645815,11864287.958796328,3031765.2114569405,112715.97486148567,330052960.0
1300,314916630.99176455,11770454.994489314,3575625.806164042,178734.34703890188,330052960.0
1400,314923390.76241934,11330359.380556995,3594243.6529614213,164816.04200702813,330052960.0
1500,314743694.5727876,11326135.148131838,3707336.751201883,143699.74376829664,330052960.0
1600,314626098.30591345,11171774.481816577,3982099.0815863344,237555.1321677509,330052960.0
1700,314532126.279491,11067607.380489329,4195109.7909933925,193259.8957234901,330052960.0
1800,314595264.71720535,10929790.196496043,4319103.156447144,261992.0016249329,330052960.0
1900,314509865.8943482,10834351.938956529,4396171.935554996,277381.6860326183,330052960.0
2000,314432280.3607251,10727312.47433686,4586407.88184431,279008.52900749235,330052960.0
2100,314426321.02403635,10579118.404715208,4845589.410677413,325386.2163879769,330052960.0
2200,314285477.94476604,10421338.563395975,5243046.906924459,338792.67700240866,330052960.0
2300,314184312.18428963,10105458.318625918,5335272.247702816,354171.98010532657,330052960.0
2400,314198088.996118,10095423.131687189,5239899.149672272,416123.4999813207,330052960.0
2500,313975859.4634824,9919669.224077879,5559097.097513464,442677.89481575973,330052960.0
2600,313909929.0898119,9903660.565083778,5680560.239837288,443246.1796358755,330052960.0
2700,313806554.1071326,9752428.033676032,5737877.5856614895,507257.10344232596,330052960.0
2800,313836989.3284582,9543997.56810594,6084811.141404662,541354.0944342237,330052960.0
2900,313728789.72441316,9694536.533318855,6181558.810115488,529821.6822002314,330052960.0
3000,313508408.4596485,9448260.621057896,6191886.5087682875,557484.448122579,330052960.0
3100,313412380.7364648,9295932.118623499,6403272.292487441,627492.2853915598,330052960.0
3200,313347275.0805632,9433779.873230824,6563938.160354512,683393.5873849114,330052960.0
3300,313261243.5558301,9159428.84893089,7044129.372645861,723700.4034278984,330052960.0
3400,313229998.3764139,9256362.065493066,6872326.640887762,721242.7108261635,330052960.0
3500,313097005.65483266,9004966.064990595,6906405.361378107,801568.4379010745,330052960.0
3600,312908983.7277936,9130809.381050957,7128110.813747603,846401.3246553262,330052960.0
3700,312923107.31394565,8875572.30686391,7325148.518955047,857405.2473446276,330052960.0
3800,312640390.4096753,9059222.469003445,7597906.21665234,939179.8930949945,330052960.0
3900,312678210.283232,8777545.931628803,7633879.124750947,982234.5866151794,330052960.0
4000,312453254.7285007,8883843.975369273,7892549.159336265,944426.5359507805,330052960.0
4100,312228438.535279,8885399.001056088,7765058.7045260845,1063207.7045132464,330052960.0
4200,312209942.98801005,8770607.444298824,7830907.808134785,1026748.1773150346,330052960.0
4300,312097935.4500929,8861540.470122103,8341785.372233604,1105189.2841685566,330052960.0
4400,312060692.9839251,8857530.235635843,8343766.192208961,1154704.9411349068,330052960.0
4500,311935393.5645099,8643214.45673712,8593691.496436788,1187118.5135771385,330052960.0
4600,311579986.91540354,8500355.502646646,8404509.807496002,1253026.7715267234,330052960.0
4700,311490170.7877629,8467303.293749256,8371958.442596923,1277221.7190651936,330052960.0
4800,311326661.8482929,8637781.986311438,8504046.175607271,1322506.861878757,330052960.0
4900,311353454.4184066,8665257.37385482,8788167.776357917,1406057.1124390638,330052960.0
5000,311188894.7107208,8395292.012840308,8947291.895905167,1447345.0586853502,330052960.0
