milliseconds,Susceptible,Exposed,Infected,Recovered,Total_population
0,315318330.6755162,14522721.998635164,135320.16479438794,14743.016206768172,330052960.0
100,315221915.97348267,14105179.03462396,361007.53330692847,-25932.179858408457,330052960.0
200,315170453.14304096,13754218.79894343,808205.7606265435,-18215.868653963833,330052960.0
300,315210767.14770955,13716704.237477152,970087.655758626,9777.276902215213,330052960.0
400,315220065.7977536,13427783.03779812,1391549.296851505,48565.228249960164,330052960.0
500,315236158.9284455,13095874.461009568,1437135.0881801285,29286.124171003477,330052960.0
600,315076928.7642939,12833026.639626196,2063090.2592765393,53505.48674986212,330052960.0
700,315254931.1056217,12903674.171801632,1912375.5532655611,43311.24060175211,330052960.0
800,315035928.31803244,12710223.799994757,2489354.414041518,55670.23344955958,330052960.0
900,315171003.1506885,12334150.59471381,2783618.0829231394,70079.20874599632,330052960.0
1000,315008767.74591637,12187883.692135798,2634004.645973606,87589.98335626707,330052960.0
1100,314903558.4039878,12033688.743318541,2784781.0227257763,126978.9042838842,330052960.0
1200,314930337.9182869,11702537.03522272,3372072.8247139826,78789.19648665795,330052960.0
1300,314818322.58113396,11582979.364340954,3253350.6400878183,140762.04681489468,330052960.0
1400,314874367.22225755,11276975.407742199,3677969.549531737,117342.07233169512,330052960.0
1500,314768235.9718969,11224128.208804298,3774622.547846412,140333.43160889493,330052960.0
1600,314632997.03968936,11139336.363937281,3848360.4469396514,160435.4367963287,330052960.0
1700,314558546.69609123,11073606.03529525,4018347.744216649,245817.11300320047,330052960.0
1800,314530042.6594667,10689666.269106189,4153049.864348583,221201.43215412155,330052960.0
1900,314379117.0753079,10688271.668607308,4653488.906037013,270796.9381821942,330052960.0
2000,314430242.9246944,10459591.89758828,4846504.753857357,266134.63180327206,330052960.0
2100,314293682.2823167,10454618.15278268,4881350.088361042,317879.80806961766,330052960.0
2200,314330046.90210783,10456905.730977979,5114667.839505358,337411.20014703256,330052960.0
2300,314069540.8721131,10107013.705789508,5138588.553211997,386976.0967227373,330052960.0
2400,314207907.9013846,10228692.560952071,5349263.7632740345,406598.4135928806,330052960.0
2500,314142482.6292786,10125758.792399885,5641648.873999453,400571.6742703067,330052960.0
2600,314018290.3358711,9739375.023102444,5596789.472112719,433468.794160276,330052960.0
2700,313751168.4068645,9818738.23669281,5746789.862000307,486217.0366936616,330052960.0
2800,313742891.7869819,9683789.183092041,6201559.0711863795,494604.5024990571,330052960.0
2900,313593301.2917335,9625329.789821316,6371795.642356521,565584.9861449127,330052960.0
3000,313568335.55158347,9592051.607442344,6122618.541286678,606262.3094457561,330052960.0
3100,313364149.2259588,9301973.916934472,6313028.827764003,669057.1549146317,330052960.0
3200,313437713.46235466,9386464.386887385,6604012.53633368,662776.2545260185,330052960.0
3300,313206765.4308139,9207902.251040624,6582436.260867919,699089.8291316257,330052960.0
3400,313049455.1229817,9313871.945554247,6728209.546477178,745147.1967593887,330052960.0
3500,313057507.9662465,9234009.413305838,6849409.4564096825,770920.7073848611,330052960.0
3600,312999056.67728406,9221999.335715791,6983550.402974512,819516.8660808845,330052960.0
3700,312812344.8723063,9166958.113998326,7140471.686713344,876424.7255376176,330052960.0
3800,312562600.09797347,8933495.385399783,7400199.915774148,914832.8921909188,330052960.0
3900,312448985.9551843,8794262.010051524,7449215.330092668,959648.636779434,330052960.0
4000,312375732.32241523,8946197.676972764,7583975.149885668,953561.04203246,330052960.0
4100,312344221.9026804,8682226.916182043,7974724.504311357,1041419.5256480648,330052960.0
4200,312297627.49339944,8832677.009665946,8012006.765455168,1067196.8507276438,330052960.0
4300,312056748.0028063,8680513.127574949,8086655.048720639,1126125.6824145594,330052960.0
4400,311920861.9815951,8764357.259631269,8179095.866491904,1179022.2871840063,330052960.0
4500,311770149.6530319,8537903.667777544,8526583.12987186,1158146.9657543786,330052960.0
4600,311705056.7472027,8664919.958945408,8723844.240602108,1207250.5157445595,330052960.0
4700,311665397.86339974,8646660.27938102,8695688.744856574,1318170.526278561,330052960.0
4800,311300576.2196724,8713615.648016306,8556981.43389528,1321311.5186977077,330052960.0
4900,311375544.50273407,8622109.1431863,8811796.964881396,1407879.0380640756,330052960.0
5000,311021177.1202736,8656168.721957939,9177957.732780708,1439311.472969619,330052960.0
