milliseconds,InR,Ins_InR,Ins_InR_P,Ins_2_InR_P,cytoplasm_InR,cytoplasm_Ins_2_InR_P,cytoplasm_Ins_InR_P,PTP1B,IRS1_TyrP_PI3K,PI345P3,PIP2,Akt,Akt_P2,PKC,PKC_P,AS160,AS160_P,cytoplasm_GLUT4,cellsurface_GLUT4,PTEN,PP2A,PTP1B_ox,PTEN_ox,ROS,GSH,GSSG,cytoplasm_SOD2,NOX_inact,NOX,NOX_deact,IRS1,IRS1_TyrP,IRS1_PolySerP,IRS1_TyrP_PolySerP,PI3K,JNK_P,IKK_P,JNK,IKK,DUSP,DUSP_ox,degr_Foxo1,cytoplasm_Foxo1_Pa0_Pd0_Pe0_pUb0,nucleus_Foxo1_Pa0_Pd0_Pe0_pUb0,dnabound_Foxo1_Pa0_Pd0_Pe0_pUb0,cytoplasm_Foxo1_Pa0_Pd0_Pe0_pUb1,nucleus_Foxo1_Pa0_Pd0_Pe0_pUb1,dnabound_Foxo1_Pa0_Pd0_Pe0_pUb1,cytoplasm_Foxo1_Pa0_Pd0_Pe1_pUb0,nucleus_Foxo1_Pa0_Pd0_Pe1_pUb0,dnabound_Foxo1_Pa0_Pd0_Pe1_pUb0,cytoplasm_Foxo1_Pa0_Pd0_Pe1_pUb1,nucleus_Foxo1_Pa0_Pd0_Pe1_pUb1,dnabound_Foxo1_Pa0_Pd0_Pe1_pUb1,cytoplasm_Foxo1_Pa0_Pd1_Pe0_pUb0,nucleus_Foxo1_Pa0_Pd1_Pe0_pUb0,dnabound_Foxo1_Pa0_Pd1_Pe0_pUb0,cytoplasm_Foxo1_Pa0_Pd1_Pe0_pUb1,nucleus_Foxo1_Pa0_Pd1_Pe0_pUb1,dnabound_Foxo1_Pa0_Pd1_Pe0_pUb1,cytoplasm_Foxo1_Pa0_Pd1_Pe1_pUb0,nucleus_Foxo1_Pa0_Pd1_Pe1_pUb0,dnabound_Foxo1_Pa0_Pd1_Pe1_pUb0,cytoplasm_Foxo1_Pa0_Pd1_Pe1_pUb1,nucleus_Foxo1_Pa0_Pd1_Pe1_pUb1,dnabound_Foxo1_Pa0_Pd1_Pe1_pUb1,cytoplasm_Foxo1_Pa1_Pd0_Pe0_pUb0,nucleus_Foxo1_Pa1_Pd0_Pe0_pUb0,dnabound_Foxo1_Pa1_Pd0_Pe0_pUb0,cytoplasm_Foxo1_Pa1_Pd0_Pe0_pUb1,nucleus_Foxo1_Pa1_Pd0_Pe0_pUb1,dnabound_Foxo1_Pa1_Pd0_Pe0_pUb1,cytoplasm_Foxo1_Pa1_Pd0_Pe1_pUb0,nucleus_Foxo1_Pa1_Pd0_Pe1_pUb0,dnabound_Foxo1_Pa1_Pd0_Pe1_pUb0,cytoplasm_Foxo1_Pa1_Pd0_Pe1_pUb1,nucleus_Foxo1_Pa1_Pd0_Pe1_pUb1,dnabound_Foxo1_Pa1_Pd0_Pe1_pUb1,cytoplasm_Foxo1_Pa1_Pd1_Pe0_pUb0,nucleus_Foxo1_Pa1_Pd1_Pe0_pUb0,dnabound_Foxo1_Pa1_Pd1_Pe0_pUb0,cytoplasm_Foxo1_Pa1_Pd1_Pe0_pUb1,nucleus_Foxo1_Pa1_Pd1_Pe0_pUb1,dnabound_Foxo1_Pa1_Pd1_Pe0_pUb1,cytoplasm_Foxo1_Pa1_Pd1_Pe1_pUb0,nucleus_Foxo1_Pa1_Pd1_Pe1_pUb0,dnabound_Foxo1_Pa1_Pd1_Pe1_pUb0,cytoplasm_Foxo1_Pa1_Pd1_Pe1_pUb1,nucleus_Foxo1_Pa1_Pd1_Pe1_pUb1,dnabound_Foxo1_Pa1_Pd1_Pe1_pUb1,nucleus_RNA_InR,cytoplasm_RNA_InR,nucleus_RNA_SOD2,cytoplasm_RNA_SOD2,E2F1,SGK,CDK2,AMPK,CBPP300,SIRT1,E3,USP7,SCF,Proteasome
0,1.4062768817868733e+18,0.0,0.0,0.0,606038847663073.4,0.0,0.0,6077352806637633.0,0.0,60937357136058.26,1.2120823350214742e+16,6060591754567877.0,-12825165916.291046,6060582489330567.0,14840839701.78424,1212196714394692.2,45160921258.43736,5814027240426916.0,6.29058136174624e+16,6060590501886274.0,3.03030303030303e+16,-208095313530.53357,-53482433330.46031,769651609.8532794,6055562670286.577,-78277032.5431955,2527509435334105.0,6060606060606.061,0.0,0.0,6061099817236834.0,0.0,-135282393253.57283,0.0,606060606060606.0,48099053926.457596,-1060700387.8682469,969713483851265.0,121212912827230.05,6060875681538569.0,-859695101111.253,-538624392.525944,61553237590873.375,-17174211919727.38,22236685602011.78,2188201096.8409457,25476540042.678963,134351657632.15791,-645338453.4092696,103981022910.6842,-75547999767.87549,2973004.957987536,-480588565.6981096,767697371.204096,69368080.89608854,608066848.6499726,-6447243031.804012,1976779.254835149,-41240217.876318835,172014121.87551618,-175698.0190113093,8954219.653900903,-2313260.7461313438,6437.165776978668,283758.03649736074,-660968.5162718538,-559736406.4967861,-8092039722.118675,26750965529.871777,10324815.610586,-43204006.65594519,314207911.5850091,-5202810.36455908,-77546219.10702847,-58957852.05384494,-9048.153904583089,246913.7262512624,-1102830.363440306,-287504.4605285513,11137.69090732997,2357984.907966876,-24477.163952288196,6133.013710711759,-256265.89802491936,-440.15787351254835,8579.170542346688,7157.778254882385,81.63803310009946,274.44157895782416,-1024.2793608774348,5634988910400.497,3017531988.8207207,22755008857881.227,7402436384.538872,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
100,1.4062206237520097e+18,0.0,0.0,0.0,605624193911711.2,0.0,0.0,5988853363163966.0,0.0,10850362499060.59,1.2170362031482242e+16,6059849924794091.0,729303843947.1027,6059564567460965.0,1028579355583.9086,1211578133649201.0,519063500970.26526,5812941237885021.0,6.277136734725478e+16,6060494667598704.0,3.0303030303030304e+16,70714673416276.02,259543376438.5838,108727596214.25273,6010060277887.923,52061510167.7777,2527029509468003.5,6060606060606.061,0.0,0.0,6059260533245419.0,0.0,1898038328590.3013,0.0,606060606060606.0,-6681433101.9448395,1868066710.2014003,969616180923147.2,121211420270681.23,6060000165392130.0,149301038958.33344,-221876742.80349278,60381640297385.195,38015198275095.47,15382914877457.207,4409484690.07386,-49984504089.811455,314693992976.7362,656517864.0537022,68209271788.55397,239291981160.55338,3842758.149615658,560791593.3689564,656983019.3660946,112042519.79301202,1760644740.4162416,2143633938.840615,-3168861.6345472364,-29271207.255267587,18942394.235692877,142038.67927239861,-6570285.603060652,-37645629.47767886,7906.389946786794,-260580.4916316881,598834.5351884655,19136857182.26313,-5713681151.632867,-30180100353.916576,-1519893.8131969972,29492192.635663994,-210776223.73012245,-3157597.3589785765,58402835.535743006,143513269.05703276,52119.583710805025,45967.407291098614,-128306.15223788147,273476.62542576884,46555.83681318276,-3119822.9171755477,14913.528917356343,-6881.059888789716,-86663.33472728379,65.92868602917099,-1112.892990291727,3549.973112194626,27.753640648113546,397.89187273334215,-362.6792442029796,4913044133168.634,-4733433918.498421,23111643750751.676,16174720182.72073,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
200,1.4062330377927892e+18,0.0,0.0,0.0,605393810387980.6,0.0,0.0,5895964200393766.0,0.0,10941226111048.635,1.2169987067191846e+16,6059902719080221.0,706536712648.185,6059655460296620.0,968934819651.5381,1211247180479231.2,854715787779.3943,5804243839431736.0,6.428374493013185e+16,6060293966417482.0,3.03030303030303e+16,154483155247827.97,332672599158.2168,107845882620.37491,5972065745837.285,88841660406.76106,2525980062710763.0,6060606060606.061,0.0,0.0,6059243759638931.0,0.0,4047610607696.12,0.0,606060606060606.0,96997741477.67189,1306360883.2002282,969611734436749.0,121210335806760.67,6059110379775865.0,936868232733.5092,-985737346.4503033,58704944058934.63,68498934679162.49,606196400805.4062,12818250956.279114,-58602357289.351265,17141543279.327269,1522969813.5648396,79157303075.45462,-315830605343.7827,-880735.7841170735,318013555.1016295,-993623694.2803876,115953408.7443304,1508721845.7090397,-1479097248.687702,-104113.13861399534,36416823.05627382,107830955.20178224,-72589.96488613206,-13867906.963727433,34335202.20157881,-1141.5690773503422,-64031.080277888905,243847.76134678986,42905320238.908516,34075002554.04009,-28551784395.43473,30069900.288978547,54037595.40031865,233964960.8469557,-5644877.111482634,34292030.14149142,208106973.54349238,-58920.96564934658,-661805.845381027,957386.4196590809,91173.8855917176,209687.51634320154,3228212.865181968,-20575.06979436582,-1937.8764504504336,56396.543965438905,832.5263737313957,-6152.959690850702,10042.973507078645,75.56736731855644,365.17706285072336,653.0757007061833,-899348721911.6816,2701486819.745262,2248591243214.99,4321287827.022259,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
300,1.406265799786525e+18,0.0,0.0,0.0,605218477381899.6,0.0,0.0,5853859402436331.0,0.0,11694329675657.176,1.2170814384517068e+16,6059930487387810.0,660844510786.0482,6059713919214428.0,911175944078.8734,1210745191908963.0,1295279290051.213,5807668239420734.0,6.601929140625474e+16,6059761403788534.0,3.03030303030303e+16,224261419135180.56,1119630496338.1514,109268305141.62265,5938603745072.003,120468848576.74348,2525316933131433.0,6060606060606.061,0.0,0.0,6058980173189846.0,0.0,5523805132835.82,0.0,606060606060606.0,78670301162.9926,4207001618.0528793,969580055201356.5,121207492902205.34,6059286895925322.0,1891494217247.1838,1243610611.2992356,56979915528364.32,95848369784033.0,-42971490221736.0,15099948024.048395,30271552543.710487,-52671962236.8621,2111490121.4801965,-64752833491.87847,-361452381379.33264,1704718.0870595735,314661336.671545,-1182763839.5338705,199931646.35399002,1430832244.9715686,2865350936.711061,-1710123.3824024338,37842760.24380654,-38277663.70248789,289171.55066701147,10068603.352239374,-26952426.425634533,1628.5595130087083,21763.22161038999,147268.1458198432,57092459956.20742,56822544837.14272,-9078664450.417818,40960169.772176705,-42345375.06092811,-215366048.90251648,-4417359.325754278,89521780.84528019,131037726.90800168,-41145.77969646045,374070.84454672644,-1494846.8650024359,240159.12325348577,89556.50356939834,4038880.0763207097,17057.467773363132,3549.942317498247,-310913.6980582482,-588.4688792988054,-8604.994933616,-601.3312240366149,13.81850411818185,-308.17813870889546,287.7341164350718,4068705522317.951,3180240697.165006,13506478166704.727,29557957182.568916,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.59,60606060606060.6
400,1.4062283078877158e+18,0.0,0.0,0.0,604866170041925.1,0.0,0.0,5731926319911635.0,0.0,11403203376593.67,1.2171024882633308e+16,6060001199764781.0,621242148194.6575,6059732209770188.0,847899155394.206,1210485312238963.5,1621047710640.0042,5802607394469659.0,6.770039286341032e+16,6059296685341321.0,3.03030303030303e+16,305016006487003.6,1062717898279.4221,110414442343.49765,5913275203616.228,149836659041.11307,2525294899381838.0,6060606060606.061,0.0,0.0,6058215510607625.0,0.0,6655407544893.065,0.0,606060606060606.0,207442146747.8506,3876868809.8298244,969504439867795.9,121208495546953.81,6057499179771185.0,1982607130036.9263,1668621963.5614514,56258352146011.8,124424656131419.81,-5163879871442.973,21480448386.077778,134427669267.1737,-287170864041.69464,2346704776.2433286,140335292177.11102,-21755412239.35139,370892.037311838,-468006966.0254941,40588226.175523154,117934860.67511122,1884698314.358483,922957299.505831,3465104.953126883,35929156.23820783,188846759.4085784,-80419.15188792169,11622535.248025749,35508317.16499358,-880.3788471052361,137651.67459723484,372197.66178700846,74480795061.76277,91796355752.20755,8066629595.57457,48800120.10569449,59824081.32866267,298993081.4989731,2060702.4888424294,10473208.900362795,-233972763.43950164,-12249.197275283768,720937.1147825534,-1133891.405319895,390415.9794086447,-131179.8663681085,1838504.265184035,-1191.7001142392007,7486.275774284294,-282529.20033990336,978.6998272223908,-5020.926950116634,26397.09405537208,-19.189188272542058,-84.98460059671329,1590.8325428132046,-213314941452.51123,4267725490.7951612,34123878418093.43,30058524843.35605,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.59,60606060606060.6
500,1.406206564941292e+18,0.0,0.0,0.0,605006833402329.6,0.0,0.0,5699103493638314.0,0.0,10920970524257.516,1.2170082325754492e+16,6060004998125334.0,595368713150.2161,6059786265919022.0,805260571034.2761,1210178038268950.2,1944527522889.4387,5792739510700286.0,6.877561566629002e+16,6059114639923272.0,3.03030303030303e+16,386087949258959.25,1446779631499.0308,108472594416.14645,5895599342841.161,166273968983.30072,2524560368560145.5,6060606060606.061,0.0,0.0,6056640588227295.0,0.0,7705041979633.233,0.0,606060606060606.0,253522707858.90512,6488971160.116998,969508826769194.4,121207465300499.5,6057013921747358.0,4097816224259.941,1281605654.6269388,56167563570396.96,159044355705848.0,99389715312521.19,28696206049.110573,129744857138.8439,140518630170.163,3601930361.5036874,12246946286.40617,82720690671.74011,5004950.556640414,381045829.6590303,-1311375337.4392614,165860371.73715955,1340332593.0446882,-8317357421.488678,895303.1581380552,-40718997.70606075,-106655358.45787737,-279507.7369320125,12115198.16985431,39485252.55557004,-6216.190972971991,-107181.08374652585,1170967.2233594635,86203199900.98201,128113581766.13608,46867784246.807365,100362336.4444801,145715467.56555146,60636125.8726155,-525957.1939660637,119613332.27319857,-39201349.35793768,65908.8835869058,398306.9918304632,1314734.7640179473,184071.5606352358,66463.12949785418,5184590.844076124,-11038.526332380705,8137.887567622494,-70096.01623884197,-222.4769806572921,4714.936558304806,20296.897375266977,-34.96599068546604,-1.220539092016816,413.30379383100103,5086162884822.727,-1163623572.533352,-4819241568335.109,10377592980.334026,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.59,0.0,60606060606060.6,60606060606060.6,60606060606060.6
600,1.4061776219857905e+18,0.0,0.0,0.0,604727757567789.1,0.0,0.0,5621640918242575.0,0.0,11045891427889.217,1.217112834828e+16,6060044157953005.0,534273285188.69507,6059824901208499.0,777255557781.1262,1209932974306877.5,2305175312192.6396,5790257088356427.0,6.954862648047315e+16,6059175818650085.0,3.03030303030303e+16,428546350585644.56,1552501902823.8706,107914521141.42769,5875931475056.395,182214784246.55676,2524972079964598.5,6060606060606.061,0.0,0.0,6058503400171301.0,0.0,8288730735591.293,0.0,606060606060606.0,242059780650.3362,7183659521.378294,969394982006241.4,121204743063625.78,6056173786412608.0,4473477348860.573,1853042226.3385491,53573790435802.67,171046862263307.6,115184613844429.1,33912291843.643982,26010766366.205765,62412874940.114716,4842394145.4598255,-61334620482.61189,-42021070498.41078,2165193.9088463085,-377746744.18586147,-34512676.888736084,153694830.41907585,-23628094.85802102,1701786285.0026839,-1341554.1824118528,49119.47377885599,-13239262.608922482,-20179.518796102853,15225410.225592831,-35537104.48128692,5908.674231211062,-326513.43747642403,445824.2697578519,98179560842.36163,151131806510.85178,110580131270.72418,123422039.4239302,206943983.07905865,332254818.8641335,12999987.793650022,155823680.51725256,-25512297.797450416,51125.419835570254,555167.7913619094,1616264.063116096,690462.4919538565,369940.3985450276,-2390023.5053389147,-18479.781484453175,7200.230186627188,-192118.55154072115,168.82349722534929,7028.5050045355365,-1378.118104524121,-39.68359216515898,-429.62292059368536,693.1285821499459,10443998706881.23,3746222103.991349,5248079469504.123,37597754668.074554,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.61
700,1.4062342949274831e+18,0.0,0.0,0.0,604352714385061.6,0.0,0.0,5548056547041747.0,0.0,10921236752792.94,1.2169918526828966e+16,6060074943298456.0,500802303495.3446,6059917216097728.0,697219990997.5585,1209633425826192.8,2535111268873.6504,5789986952032779.0,6.9891988066651304e+16,6058949975221644.0,3.03030303030303e+16,520668705194186.25,2109378049652.7788,109946661357.63261,5859041554441.047,205991002325.60443,2523591384696048.0,6060606060606.061,0.0,0.0,6057253500721226.0,0.0,8997660592157.303,0.0,606060606060606.0,311751770166.0752,8488898436.926144,969411391861503.1,121204842938098.7,6055348753317869.0,4024725901543.992,779321808.9831876,53779242002380.74,203716659293397.62,84819736927244.94,33838219933.559265,152687228993.39352,143878652176.6151,5014648456.268122,239133345554.28473,246844600918.75217,958342.7844749629,294858983.57906157,1009494927.9323473,277884091.9955059,485258975.1409231,-2393329241.967786,5886585.646681988,9775295.053756766,-195425485.17947465,1089.292986535831,-2099426.6977204876,-37524587.86011596,-7096.933696588896,-260643.01969881786,930193.7236650462,108302984361.90103,212915711620.95068,48105161338.8586,151402942.3112523,263747805.47788107,-196879499.1519081,22295952.61600168,98462992.4523702,196046286.4331317,3285.413086083936,490809.85084656975,-566695.6425111049,1000620.5826276112,896575.5595820451,-2062923.5697606225,7683.547264442071,2261.358089742699,179965.8100593243,-665.3747038443651,-5785.7056228070105,-8007.286977152851,39.13843299553365,-8.94296722179625,-1016.062722536767,1680569934563.5088,934296731.1782131,32908262063235.355,15487207092.529764,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.61,0.0,60606060606060.59,60606060606060.59,60606060606060.59
800,1.40619843291911e+18,0.0,0.0,0.0,604169695137349.5,0.0,0.0,5525923237707850.0,0.0,11498683228415.193,1.2170547603653608e+16,6060113849464985.0,490169503715.85406,6059910389684955.0,642760775233.2736,1209422948253298.0,2736117233592.5166,5782884793812441.0,7.218431225360766e+16,6058480485630770.0,3.03030303030303e+16,558347115232009.9,2075146595911.246,109992198784.23521,5846689698124.59,216295625370.58704,2522841177762869.5,6060606060606.061,0.0,0.0,6057984999916421.0,0.0,9542646510552.07,0.0,606060606060606.0,310171836393.8749,9009631497.311512,969377244839244.5,121203213785134.14,6056316150292133.0,5048047096497.608,1233658387.617741,51982875137870.875,243654581585833.62,110634314072366.34,40076113332.239456,259035487318.58453,359261032334.9584,7225630556.037811,117100130164.01689,214039923535.81427,6961444.122932573,-353434170.7959361,-1367913203.6512613,531326473.81713414,2917788226.510071,-6708224876.317368,-292275.7565635275,-24862913.77702889,157785909.45630294,-68670.02047553554,294544.7395441999,31742172.497316442,-7348.815066226684,197923.4419427377,-1063630.580514397,112691351120.6225,222517082473.95123,151118378087.44724,159086921.95759124,311740164.5028668,-116476165.47683328,26292955.77382892,115961479.86680694,-86573606.31958336,-9757.001850499626,-624738.5149805162,-245095.02098263247,814104.1216153835,613064.2916504769,-4123884.0567009277,35205.405892272705,392.79981356147255,-235780.3879102506,-232.59680051475672,8411.297390182965,-12019.931891910343,-13.933618175745801,269.57852734265055,1413.4897945885282,14410579792108.9,4696057931.485739,9743755173498.84,46713059209.83812,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.59,0.0,60606060606060.6,60606060606060.6,60606060606060.6
900,1.4061594200472325e+18,0.0,0.0,0.0,604129183292540.2,0.0,0.0,5495178480537392.0,0.0,10932159440807.41,1.2170316130936558e+16,6060141289836422.0,462877817662.10443,6059952166242210.0,655867426772.3995,1209260522577056.2,2796641937994.1313,5773710593381837.0,7.270189020726115e+16,6058401805991803.0,3.03030303030303e+16,568655265428687.6,2661254912257.353,110505254307.65538,5838074516251.89,225836873248.81458,2523474486366844.5,6060606060606.061,0.0,0.0,6060495379475333.0,0.0,9626154107421.428,0.0,606060606060606.0,398213157590.3463,9015801039.473156,969277953612344.8,121202278222614.19,6055396110378025.0,6576795454496.669,3002549678.6364594,51099431716174.48,263496589034551.66,187860107549998.97,47430389780.02201,258496888666.2261,-55750215783.06206,7508852824.507388,172992615320.67017,432537875395.1377,8551105.396054346,-424885541.0362466,-717617265.7305558,422097732.3403696,1772795867.4451234,5085645336.631941,-427596.82841414865,18207152.902920242,-171520715.2760314,-35574.25352553926,-2350420.2881767666,36843822.67579202,56.363915846918985,-174428.654716613,-7648.936050452761,119520246528.00726,276622516694.9771,180904587092.9622,197758366.93995252,363290336.5310378,60372856.12817365,30631331.256410822,258092617.4840713,6150959.758149721,17368.705675741316,756829.1075226249,1325545.5480740266,1054247.711463432,899961.9082229286,6583798.093644987,40157.17319730358,20368.43328533938,-67901.40413292365,1377.0959895571082,1712.8573258809158,-16680.647410208392,49.686911111815,-342.75555456496096,-58.50826400377899,5734848783456.803,12545464723.22992,28762450102295.824,20474721065.14151,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.61,0.0,60606060606060.59,60606060606060.61,60606060606060.6
