milliseconds,InR,Ins_InR,Ins_InR_P,Ins_2_InR_P,cytoplasm_InR,cytoplasm_Ins_2_InR_P,cytoplasm_Ins_InR_P,PTP1B,IRS1_TyrP_PI3K,PI345P3,PIP2,Akt,Akt_P2,PKC,PKC_P,AS160,AS160_P,cytoplasm_GLUT4,cellsurface_GLUT4,PTEN,PP2A,PTP1B_ox,PTEN_ox,ROS,GSH,GSSG,cytoplasm_SOD2,NOX_inact,NOX,NOX_deact,IRS1,IRS1_TyrP,IRS1_PolySerP,IRS1_TyrP_PolySerP,PI3K,JNK_P,IKK_P,JNK,IKK,DUSP,DUSP_ox,degr_Foxo1,cytoplasm_Foxo1_Pa0_Pd0_Pe0_pUb0,nucleus_Foxo1_Pa0_Pd0_Pe0_pUb0,dnabound_Foxo1_Pa0_Pd0_Pe0_pUb0,cytoplasm_Foxo1_Pa0_Pd0_Pe0_pUb1,nucleus_Foxo1_Pa0_Pd0_Pe0_pUb1,dnabound_Foxo1_Pa0_Pd0_Pe0_pUb1,cytoplasm_Foxo1_Pa0_Pd0_Pe1_pUb0,nucleus_Foxo1_Pa0_Pd0_Pe1_pUb0,dnabound_Foxo1_Pa0_Pd0_Pe1_pUb0,cytoplasm_Foxo1_Pa0_Pd0_Pe1_pUb1,nucleus_Foxo1_Pa0_Pd0_Pe1_pUb1,dnabound_Foxo1_Pa0_Pd0_Pe1_pUb1,cytoplasm_Foxo1_Pa0_Pd1_Pe0_pUb0,nucleus_Foxo1_Pa0_Pd1_Pe0_pUb0,dnabound_Foxo1_Pa0_Pd1_Pe0_pUb0,cytoplasm_Foxo1_Pa0_Pd1_Pe0_pUb1,nucleus_Foxo1_Pa0_Pd1_Pe0_pUb1,dnabound_Foxo1_Pa0_Pd1_Pe0_pUb1,cytoplasm_Foxo1_Pa0_Pd1_Pe1_pUb0,nucleus_Foxo1_Pa0_Pd1_Pe1_pUb0,dnabound_Foxo1_Pa0_Pd1_Pe1_pUb0,cytoplasm_Foxo1_Pa0_Pd1_Pe1_pUb1,nucleus_Foxo1_Pa0_Pd1_Pe1_pUb1,dnabound_Foxo1_Pa0_Pd1_Pe1_pUb1,cytoplasm_Foxo1_Pa1_Pd0_Pe0_pUb0,nucleus_Foxo1_Pa1_Pd0_Pe0_pUb0,dnabound_Foxo1_Pa1_Pd0_Pe0_pUb0,cytoplasm_Foxo1_Pa1_Pd0_Pe0_pUb1,nucleus_Foxo1_Pa1_Pd0_Pe0_pUb1,dnabound_Foxo1_Pa1_Pd0_Pe0_pUb1,cytoplasm_Foxo1_Pa1_Pd0_Pe1_pUb0,nucleus_Foxo1_Pa1_Pd0_Pe1_pUb0,dnabound_Foxo1_Pa1_Pd0_Pe1_pUb0,cytoplasm_Foxo1_Pa1_Pd0_Pe1_pUb1,nucleus_Foxo1_Pa1_Pd0_Pe1_pUb1,dnabound_Foxo1_Pa1_Pd0_Pe1_pUb1,cytoplasm_Foxo1_Pa1_Pd1_Pe0_pUb0,nucleus_Foxo1_Pa1_Pd1_Pe0_pUb0,dnabound_Foxo1_Pa1_Pd1_Pe0_pUb0,cytoplasm_Foxo1_Pa1_Pd1_Pe0_pUb1,nucleus_Foxo1_Pa1_Pd1_Pe0_pUb1,dnabound_Foxo1_Pa1_Pd1_Pe0_pUb1,cytoplasm_Foxo1_Pa1_Pd1_Pe1_pUb0,nucleus_Foxo1_Pa1_Pd1_Pe1_pUb0,dnabound_Foxo1_Pa1_Pd1_Pe1_pUb0,cytoplasm_Foxo1_Pa1_Pd1_Pe1_pUb1,nucleus_Foxo1_Pa1_Pd1_Pe1_pUb1,dnabound_Foxo1_Pa1_Pd1_Pe1_pUb1,nucleus_RNA_InR,cytoplasm_RNA_InR,nucleus_RNA_SOD2,cytoplasm_RNA_SOD2,E2F1,SGK,CDK2,AMPK,CBPP300,SIRT1,E3,USP7,SCF,Proteasome
0,1.4062512944608896e+18,0.0,0.0,0.0,606171783661346.8,0.0,0.0,6031147168737131.0,0.0,61260683351163.55,1.2121045050103434e+16,6060608386294765.0,11763926434.95057,6060618535677877.0,-16698357150.771723,1212175556897415.8,-43361969844.849434,5818514168334012.0,6.304102838032779e+16,6060741606435476.0,3.0303030303030296e+16,1779579508243.9421,-154692548761.83667,259138153.05682412,6061228740864.694,-2915240721.089894,2527316901242530.5,6060606060606.061,0.0,0.0,6059843231629945.0,0.0,72032300542.90477,0.0,606060606060606.0,-51827635155.4286,1265874878.1008134,969662730713608.2,121212743171022.36,6061304220581032.0,471394797009.7936,1066403419.1827472,60894332808729.31,-15792171854071.88,-11963199791992.117,2285075493.1627493,-55869723239.8181,-281044992669.59894,-836597064.477685,111044252940.8941,367561212988.28784,-3427850.5200800546,208602069.8998839,-217908621.85612425,-98172266.14462812,-1641156558.8691952,1804307392.2538106,-4300555.413721435,-13789178.008481875,164475432.9436973,-163775.59386184462,14460015.562981252,1351067.3015802524,8494.535895507082,23676.938265224482,724500.2776040646,-49090377.04942209,-6259095445.717918,40665166593.18248,-14546456.994645031,-9634973.277646901,-374928042.9519347,-1208684.7359166672,-49598715.46394648,45657196.98353338,-24675.563982444255,404088.7107264525,-348631.3023495038,388221.3531365384,277383.0442055918,3391786.937546608,-23306.876442805282,1592.5175943629558,124337.29742928929,-137.5642635898353,7974.054834832196,11562.135538609802,31.87244509737496,127.75044335713434,634.0185271931211,1827902777993.6746,3464920331.182146,15990289802075.889,-20136300336.578327,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.61,60606060606060.6,60606060606060.6
100,1.4062932420488087e+18,0.0,0.0,0.0,605768332463306.0,0.0,0.0,5990520307313335.0,0.0,11253587111020.79,1.2171138174532502e+16,6059849409035878.0,756774010192.804,6059576518560824.0,1058647968788.189,1211715188459044.2,530856043794.3698,5812214520467975.0,6.3538546225373064e+16,6060249624612831.0,3.03030303030303e+16,77654200041674.27,122512748642.47345,109181323224.50104,6014032115266.126,51939008768.053276,2526163303173625.5,6060606060606.061,0.0,0.0,6058699916454959.0,0.0,1910972362664.6426,0.0,606060606060606.0,107685293.54196167,758709071.7700641,969626005141182.0,121210301334057.33,6059314160468296.0,323011084282.0715,-139378407.40846112,59178490854403.234,18531190411595.35,9916804772319.373,5956045731.634487,94822256511.28642,71335826674.74414,-187839533.0819867,-78691150676.2903,-323456478032.84753,2997405.5536637874,277469800.87271225,1546228966.0285265,-144423465.02553082,-1756866680.459302,5233451825.550489,489866.4370958842,11382408.101681644,91485215.16452229,261941.63190236554,-6166615.039152346,-22676562.69674019,5023.993641502759,-61817.15859506988,-43141.04313301675,20558878980.379654,18216981256.403522,33749125871.87534,-5166061.9635252915,70831020.71120057,-224904301.95523223,7010706.981081199,-96377756.25287786,80984263.01658264,4695.925945697748,27286.04628586723,1517787.710543565,66349.9295966729,-325687.63005801465,497016.2871873361,2510.0568674682113,-176.9205265231845,-100048.67034557853,-920.4830911069116,6666.086582201853,7224.812310135256,-16.437913702583973,-280.91817173652106,-1589.5195385099478,-4734610116974.328,481531383.4885417,22207808193799.117,-6174685774.420694,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
200,1.4062336933554173e+18,0.0,0.0,0.0,605445994403109.4,0.0,0.0,5866084788505099.0,0.0,11282309352871.049,1.2170951330101016e+16,6059902439632273.0,719210717464.619,6059622522727742.0,972954738959.5797,1211131773847021.5,880178385078.6849,5809644061202478.0,6.509977954298597e+16,6060156258820981.0,3.03030303030303e+16,129722584653074.4,539073131373.50323,107951053100.51883,5970468949839.214,94370741044.6977,2525727033524298.5,6060606060606.061,0.0,0.0,6059590908247328.0,0.0,3721935611889.4014,0.0,606060606060606.0,100356457857.4376,1525566763.4723444,969638900185387.9,121208541912807.02,6059420773032504.0,1261730043203.4958,-659769874.6655061,59130668939980.59,81780211961334.53,-46631511475572.33,8527995109.824081,-35870157202.93213,-262000317888.45117,1813852950.9678826,-135436988060.66696,168724542164.41156,639975.2346723722,-356900437.4017878,1388398956.2843728,-104961390.61046202,-134746392.6236336,5329437024.253703,-2809210.2379172277,43252191.792631626,-104755239.76577167,-256541.43450079724,-17881909.67632993,-34183505.3554893,8519.755921655165,254183.29325155844,-836135.1407732685,37824545443.20208,11632702594.132395,-9262748843.540482,12480286.68636233,74354936.64936809,-266480749.9406747,7981010.520707842,71112999.60819784,96901592.92166638,-37882.92294461509,778601.8159068355,1601229.8197521532,-33589.19652339739,106268.38917238283,-243411.94766254336,-19599.92602078554,7413.08054684841,-46459.31496295086,-774.7710963932271,-4691.169783029684,22993.840515090767,73.22553270595824,12.416817036362474,1284.267832854619,-1606091989949.3423,2350974638.0525203,-11245436379806.79,11527969737.406147,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.59,60606060606060.6,60606060606060.6
300,1.4062237520529021e+18,0.0,0.0,0.0,605341989830962.4,0.0,0.0,5819774128841521.0,0.0,11399477898884.861,1.2170939275851422e+16,6059935626532524.0,653266351845.7738,6059686418284463.0,898087488667.7601,1210828874934950.0,1327228606310.1282,5802505754057036.0,6.489689662836237e+16,6059603203183608.0,3.03030303030303e+16,260858539023047.88,1062917329602.6489,109668660237.7544,5933816544818.723,125853055652.87106,2525270645555551.5,6060606060606.061,0.0,0.0,6059078764651183.0,0.0,5419037177000.128,0.0,606060606060606.0,112252156820.52545,2218996225.336972,969616096169786.5,121207618414106.88,6058806461009995.0,1766766215476.572,-482499200.28315943,57323821223440.41,101612487672193.88,-27938076129835.34,16660331171.65897,-1433257799.7846718,256916802307.8855,1355978327.062983,128049750569.4603,-340637893376.5794,-3567319.799616494,-650073938.4318988,957707569.4852263,-22875391.236819774,-1655654599.0569026,8305253094.150735,-3930674.18287244,35593125.28395353,7150488.224917239,-168366.22507447752,11598484.118287085,14421130.053057626,8436.765786383141,157052.91613654164,-795143.1688540572,54767922802.90211,54741566573.26103,40109917495.46894,12292252.614636354,51753716.22615588,-779256.5415632278,7318154.2649168,-106442104.5147389,-163319146.71672368,40917.887798154814,521858.2910564035,1252280.1501000226,-35828.722343224406,184005.99168226914,-3822531.2973162667,-6036.046393513279,6916.2966439490565,230928.3062782321,473.38125358038695,-8501.890063350247,10389.742521336648,37.43932514448277,-128.4758630811848,695.0068193317476,589280740868.9106,-2523203759.440842,11691254001435.562,12732017771.060213,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.61,0.0,60606060606060.6,60606060606060.6,60606060606060.59
400,1.4062707535573202e+18,0.0,0.0,0.0,605148245133470.0,0.0,0.0,5766507649098994.0,0.0,10552288906513.078,1.2170906470119432e+16,6060001915573512.0,613581180077.4386,6059738062287691.0,845162086441.6917,1210526523779666.8,1644671779039.497,5800770034663918.0,6.7445722764818824e+16,6059235229834314.0,3.03030303030303e+16,334546504722173.0,869229077927.1489,109623833798.20056,5915279795543.649,149725234553.46744,2525436380464124.0,6060606060606.061,0.0,0.0,6058953132611652.0,0.0,6657006744381.558,0.0,606060606060605.9,152727139771.58243,5058411265.277873,969536310136129.1,121207267539318.06,6057347233409848.0,2680757944531.329,760488380.5511692,56311406986286.37,146009850467471.56,-2450128873659.9805,23781461211.145542,17581631122.168983,-65140665319.4225,2368749391.2666755,-119073350719.85545,-339410121400.9043,-3000410.318140265,-248623781.40599066,1295640393.2698832,-27492756.48970425,1987723691.7203667,-4130503743.8664975,-2007833.7918837438,-29167719.114220392,216498060.12146086,212223.01063468747,-3432849.251374757,26452304.109059133,6433.917091257498,391077.91152819886,389083.8094903664,71438481070.07143,93627047837.02104,36788496267.92193,54752087.4811831,136977727.5032788,147622608.51018834,10439954.310997905,-37582371.29316263,49930847.750452235,2953.0636430096006,731645.0174548341,183830.81461317858,95264.0118099604,-78771.59656067213,439401.2226496869,3312.495950352093,-7250.583703754731,-192833.5934232332,-460.39080562074525,-1141.331646475327,24031.47577783939,58.16509095398362,44.56081925948317,468.4622491897161,9417971534230.582,-1967922771.0876322,22539210034789.83,9121503251.901659,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.59,0.0,60606060606060.6,60606060606060.61,60606060606060.6
500,1.406229632217958e+18,0.0,0.0,0.0,604998059970037.9,0.0,0.0,5700457381112754.0,0.0,10788250995101.508,1.2170469668506834e+16,6060039716490883.0,595887655078.814,6059772287844147.0,782406789771.6199,1210196217609780.0,1921928136891.872,5798294745621538.0,6.9429979101107064e+16,6059107889847810.0,3.03030303030303e+16,352201785423485.9,1194278057776.4963,109999819024.75168,5896787643309.062,170159900941.7937,2524634728615367.0,6060606060606.061,0.0,0.0,6058626241517636.0,0.0,7650933009721.836,0.0,606060606060606.0,202231140867.85284,4779580427.238438,969488922318409.5,121206098697100.86,6057591756439254.0,3659235113160.7476,404440365.3197219,54919065429084.74,161195216230976.53,39645487279895.41,25951686829.560715,86978701345.00267,261716700711.6387,3236333302.116015,184620417577.68933,-302121772054.1063,4176022.5928516677,179531706.97828236,-1426200462.5347025,110835252.55029406,417610962.4671778,5085661086.674919,384612.87390750693,-34729886.70568332,184249796.66970176,-97783.4950892058,1990943.4699204473,18929316.632958923,1565.8459960587484,241189.9182118999,-93351.71073895096,82303691933.84995,108924693948.97711,11971709379.203785,68232000.65369624,186387073.77324498,-232625393.044057,13470984.691806441,-60463370.13470833,57824960.52517526,26172.759860077607,80818.24383495319,-140734.6370821635,5413.855068143719,-18622.61879710629,389839.7681696764,-693.8333758693443,-7116.134870721233,-85414.98487281162,1093.602979551053,7003.617710728421,-23610.514395011545,35.0554681617292,256.93312778829187,1438.7346622239843,4310659658089.422,9002457673.865292,34494797489832.305,5030493519.555365,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.59,0.0,60606060606060.6,60606060606060.6,60606060606060.6
600,1.4062191293469391e+18,0.0,0.0,0.0,604423524942985.1,0.0,0.0,5600000499513999.0,0.0,11600960670529.428,1.2170265617283472e+16,6060039194460563.0,559029642910.5676,6059854869833192.0,745265644696.4536,1209806506322513.5,2264261522743.995,5786371545773441.0,7.029326212931304e+16,6058783573891045.0,3.03030303030303e+16,421755688244364.9,1776930892875.7988,108699847858.14723,5876183442919.215,182284299657.02423,2525046164291395.0,6060606060606.061,0.0,0.0,6058880635083295.0,0.0,8207589780091.912,0.0,606060606060606.0,309176501238.1678,5338764001.624863,969419541393908.9,121206153851276.0,6056382131418436.0,3126955106902.2266,37886736.45115614,54509073938263.24,189668892960550.66,96833920036233.0,28716072642.782467,197369248525.66064,-186824629676.10474,3611103806.960458,108030915118.62329,750264602.4197121,1084334.853712001,-543736012.4469439,917165024.0930983,250500065.2520466,-312340014.1542754,-2830017874.019102,3532560.6222761995,5540015.918238424,83363872.91103148,272734.8270510322,9541042.534780655,-37349009.423663944,2778.315948930845,-21882.290244560427,167655.42942454352,93623616407.2318,148347689351.41602,40196440660.271484,96395526.9172378,228625719.65676236,-108761408.9750798,6732038.253505431,-46149700.87865447,29458249.321108714,59720.70856439393,530040.20030015,848995.403234624,651857.3325885442,378162.5241962237,3565334.6352981194,-20478.577707059423,5798.8902358153555,-5316.621045449919,-690.6567110059535,2443.2060157613487,-15567.416415084344,74.9453898189711,424.8528784930805,-1329.2077527878002,9272031447927.504,7764588337.65612,2348845062242.408,10305714289.99681,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
700,1.4061595780296003e+18,0.0,0.0,0.0,604386597807062.0,0.0,0.0,5564222112101815.0,0.0,11102613019811.238,1.2170810721703988e+16,6060105781946318.0,535311327190.3184,6059873418839918.0,719620107099.4983,1209582118060191.8,2432667546337.5557,5782053845698806.0,7.111488584194842e+16,6058502041404821.0,3.03030303030303e+16,492806910630745.4,1881637528719.039,108306879286.2121,5861616007119.285,199266946905.71765,2523271291480577.0,6060606060606.061,0.0,0.0,6057228892755818.0,0.0,9097387524248.02,0.0,606060606060606.0,275829377180.39355,7719037300.586755,969368567249498.1,121203784178008.75,6056745621492526.0,5159192831947.848,2379558684.8756676,53041411611019.11,203408194415428.1,99484925961091.2,36707908760.548256,191258356857.65234,29512481647.04358,6193946778.87522,102822296372.53694,285755542130.24286,7715776.527129149,-336442992.07622474,1432528763.3513024,272991991.36428744,-940649739.4568968,5063240823.24257,5539142.725843514,-10178786.502165694,-200777873.8132008,123141.81016231835,5786660.474527498,-20094782.41706698,-530.0632128255404,-430394.5500216145,-955943.34785285,107103555855.34969,189683864976.68533,64316391775.85833,130575840.21689096,284603759.8776325,-210375972.7674508,8526019.849755624,64628135.470938355,-138639907.54238933,6900.561594168234,-475068.0742565531,1870121.8480312845,538482.6857440993,656163.6638324882,410391.4546174455,18783.537861736626,9107.879360981471,99040.16098733379,-807.1375406419534,719.7081293381812,15037.440489401071,8.55192797264419,-151.22908830077338,84.02796985889948,11501624236684.375,697191887.7643299,39429017407487.18,21832025304.839832,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.61,60606060606060.61,60606060606060.6
800,1.4062321948964206e+18,0.0,0.0,0.0,604060500841085.4,0.0,0.0,5549932684066018.0,0.0,11852428199252.277,1.216995540963321e+16,6060102253302403.0,501619165683.9017,6059939521945063.0,671560850781.5947,1209390880767601.8,2646113757115.7314,5783459761162557.0,7.050471936612205e+16,6058366205937906.0,3.0303030303030296e+16,563202021653199.2,2025997368225.332,110112435123.39482,5845683322783.117,212692132689.02945,2523127531134428.0,6060606060606.061,0.0,0.0,6059487680100029.0,0.0,9355274835063.973,0.0,606060606060606.0,392763191817.0827,9190501840.53849,969309676888356.9,121203110839540.42,6054584784219931.0,5706767586872.275,997029371.9103549,51719173902944.086,239304131268688.22,182539712411710.0,41652875595.7149,256642563313.46326,203288989183.83112,7416735263.198583,58833294623.06833,-276406798586.68787,8157735.877954816,-7327919.337100163,12812381.893729467,385714340.0169213,3212630589.0568547,-2348343227.5999804,6828245.52607907,-26097874.852946155,-118004385.39897923,103163.95447896961,-12903509.74336299,9711275.540369637,5157.176283729182,96354.42387184642,-247775.40816124974,113626301598.05463,247329335755.23825,81913545765.39645,163112111.4688262,247121384.5822914,-117767018.5162918,24602788.78921067,215361780.31684253,-49584573.822010234,-6609.500151646658,82714.60591089989,-1016958.0371674149,891808.7875429207,763547.6737086028,-98871.46401365346,28706.338315940153,1068.791024774885,-16553.381554926935,619.4327549597301,5639.376182971881,-20214.204587488854,53.01542590038527,67.20651074192757,-283.0375041922868,4704864334029.986,7731825350.947109,47099186737991.81,3871956407.729656,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.59,60606060606060.59
900,1.4061275000616366e+18,0.0,0.0,0.0,603940682022674.8,0.0,0.0,5475739154167267.0,0.0,10787632904357.678,1.2170360045870346e+16,6060128053839778.0,444456170991.5283,6059989069758778.0,626759658794.2181,1209197517278320.0,2893129667691.475,5780409390010611.0,7.246429973534043e+16,6058221033020365.0,3.0303030303030296e+16,599343198890806.1,2463332809347.7954,108350410215.93181,5842867842752.801,218393416930.71268,2523078925487036.0,6060606060606.061,0.0,0.0,6059477335093265.0,0.0,9900487916918.816,0.0,606060606060605.9,362243664917.84686,8320745590.726803,969287715071945.0,121202936250680.47,6055227268525495.0,5363411883152.84,3219174629.4906116,51586795537953.055,248685733988213.72,176673705614312.12,46090808411.68035,298860904975.05566,198210305467.05673,7375048299.896982,173911920255.90982,307657851092.6362,4814897.687225798,342116319.013644,-576112231.730096,430025010.2805118,411594807.550982,621055686.4749248,7136341.34673842,54151508.10789014,-139495247.03848135,11010.882423253555,-5940754.63062967,14306142.594015518,5749.217406844279,426248.59479694057,949841.6099845989,121858328659.43277,274015334435.56076,157928199222.6449,216473457.93102404,379032654.20535666,-61825131.74776077,31536934.88409358,182768537.28443897,-45523162.20243326,-2290.4038729770473,594206.624019359,-1186068.049745534,1133293.585908435,1317017.4997768512,1296889.3101457828,24104.91101817406,16026.190159892925,-30535.74750835458,-142.490642980829,-2418.982842050791,20788.721048052088,35.991269069507865,-26.11220218072905,-444.48573602459766,11202210837765.186,8715050673.871504,45513357565866.53,31061246790.588764,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.61,0.0,60606060606060.6,60606060606060.59,60606060606060.6
