milliseconds,InR,Ins_InR,Ins_InR_P,Ins_2_InR_P,cytoplasm_InR,cytoplasm_Ins_2_InR_P,cytoplasm_Ins_InR_P,PTP1B,IRS1_TyrP_PI3K,PI345P3,PIP2,Akt,Akt_P2,PKC,PKC_P,AS160,AS160_P,cytoplasm_GLUT4,cellsurface_GLUT4,PTEN,PP2A,PTP1B_ox,PTEN_ox,ROS,GSH,GSSG,cytoplasm_SOD2,NOX_inact,NOX,NOX_deact,IRS1,IRS1_TyrP,IRS1_PolySerP,IRS1_TyrP_PolySerP,PI3K,JNK_P,IKK_P,JNK,IKK,DUSP,DUSP_ox,degr_Foxo1,cytoplasm_Foxo1_Pa0_Pd0_Pe0_pUb0,nucleus_Foxo1_Pa0_Pd0_Pe0_pUb0,dnabound_Foxo1_Pa0_Pd0_Pe0_pUb0,cytoplasm_Foxo1_Pa0_Pd0_Pe0_pUb1,nucleus_Foxo1_Pa0_Pd0_Pe0_pUb1,dnabound_Foxo1_Pa0_Pd0_Pe0_pUb1,cytoplasm_Foxo1_Pa0_Pd0_Pe1_pUb0,nucleus_Foxo1_Pa0_Pd0_Pe1_pUb0,dnabound_Foxo1_Pa0_Pd0_Pe1_pUb0,cytoplasm_Foxo1_Pa0_Pd0_Pe1_pUb1,nucleus_Foxo1_Pa0_Pd0_Pe1_pUb1,dnabound_Foxo1_Pa0_Pd0_Pe1_pUb1,cytoplasm_Foxo1_Pa0_Pd1_Pe0_pUb0,nucleus_Foxo1_Pa0_Pd1_Pe0_pUb0,dnabound_Foxo1_Pa0_Pd1_Pe0_pUb0,cytoplasm_Foxo1_Pa0_Pd1_Pe0_pUb1,nucleus_Foxo1_Pa0_Pd1_Pe0_pUb1,dnabound_Foxo1_Pa0_Pd1_Pe0_pUb1,cytoplasm_Foxo1_Pa0_Pd1_Pe1_pUb0,nucleus_Foxo1_Pa0_Pd1_Pe1_pUb0,dnabound_Foxo1_Pa0_Pd1_Pe1_pUb0,cytoplasm_Foxo1_Pa0_Pd1_Pe1_pUb1,nucleus_Foxo1_Pa0_Pd1_Pe1_pUb1,dnabound_Foxo1_Pa0_Pd1_Pe1_pUb1,cytoplasm_Foxo1_Pa1_Pd0_Pe0_pUb0,nucleus_Foxo1_Pa1_Pd0_Pe0_pUb0,dnabound_Foxo1_Pa1_Pd0_Pe0_pUb0,cytoplasm_Foxo1_Pa1_Pd0_Pe0_pUb1,nucleus_Foxo1_Pa1_Pd0_Pe0_pUb1,dnabound_Foxo1_Pa1_Pd0_Pe0_pUb1,cytoplasm_Foxo1_Pa1_Pd0_Pe1_pUb0,nucleus_Foxo1_Pa1_Pd0_Pe1_pUb0,dnabound_Foxo1_Pa1_Pd0_Pe1_pUb0,cytoplasm_Foxo1_Pa1_Pd0_Pe1_pUb1,nucleus_Foxo1_Pa1_Pd0_Pe1_pUb1,dnabound_Foxo1_Pa1_Pd0_Pe1_pUb1,cytoplasm_Foxo1_Pa1_Pd1_Pe0_pUb0,nucleus_Foxo1_Pa1_Pd1_Pe0_pUb0,dnabound_Foxo1_Pa1_Pd1_Pe0_pUb0,cytoplasm_Foxo1_Pa1_Pd1_Pe0_pUb1,nucleus_Foxo1_Pa1_Pd1_Pe0_pUb1,dnabound_Foxo1_Pa1_Pd1_Pe0_pUb1,cytoplasm_Foxo1_Pa1_Pd1_Pe1_pUb0,nucleus_Foxo1_Pa1_Pd1_Pe1_pUb0,dnabound_Foxo1_Pa1_Pd1_Pe1_pUb0,cytoplasm_Foxo1_Pa1_Pd1_Pe1_pUb1,nucleus_Foxo1_Pa1_Pd1_Pe1_pUb1,dnabound_Foxo1_Pa1_Pd1_Pe1_pUb1,nucleus_RNA_InR,cytoplasm_RNA_InR,nucleus_RNA_SOD2,cytoplasm_RNA_SOD2,E2F1,SGK,CDK2,AMPK,CBPP300,SIRT1,E3,USP7,SCF,Proteasome
0,1.4062113972871634e+18,0.0,0.0,0.0,605985882900126.9,0.0,0.0,6051481908788902.0,0.0,60533238217379.875,1.212065865828127e+16,6060607561117815.0,5367842279.800262,6060584190011182.0,21251751034.14413,1212042744586593.0,50227982556.135475,5816063379254566.0,6.185086729819652e+16,6060529493873997.0,3.03030303030303e+16,11911551002133.645,81459174210.87354,1132097107.152757,6059888706829.993,-4169174516.565987,2527150976418018.0,6060606060606.061,0.0,0.0,6061835109663137.0,0.0,-168104447239.0377,0.0,606060606060606.0,29938023694.985874,27273253.310712278,969724824329306.6,121212043067457.97,6061353476293101.0,-183796993314.76947,964234889.3329448,60648306731836.05,-14165952874496.459,-69049326662746.664,1542271800.655783,-4597474829.839072,-254639588914.62372,722770554.7971915,35523041357.39585,130106586842.87875,-2721852.3382030977,-197656409.7394924,1435475506.886788,131054498.52151884,-793061176.3228861,-5778583998.975604,3679844.5205303505,35680189.934070215,131965064.12099576,244220.47894755792,17854012.357043732,14900737.494057957,-2732.6590452651894,359540.13437789463,-87235.6235101675,1151268023.93377,-13986301441.669344,-14913419126.791744,15136721.822150167,-31081160.276047032,264261273.58834094,4032122.400150438,62753242.373532556,-213974479.02095655,-8067.697751815557,-686308.6044258274,-1074565.9450048297,96209.23806108841,288471.45384341903,4156204.807618505,639.1501724297701,2684.6068028724453,-5269.436354877611,386.0426981688226,6171.815391678225,2222.0233864846336,-0.4752881711896852,43.03210005045224,548.0269372531823,3395833740955.4004,706333160.1389036,10348309804504.201,-17415960385.623047,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.59,0.0,60606060606060.6,60606060606060.61,60606060606060.59
100,1.406283971590926e+18,0.0,0.0,0.0,605624877560784.0,0.0,0.0,5981861784349122.0,0.0,11020289746053.287,1.2170844468844496e+16,6059851749595270.0,739680227467.3485,6059562973431866.0,1059047779081.1649,1211709668487574.2,535162196810.47253,5814902529189810.0,6.326434066165149e+16,6060427237339281.0,3.03030303030303e+16,93867897374814.33,359320648987.9627,109684949589.5588,6015574539681.924,50539355689.22239,2526398193305811.0,6060606060606.061,0.0,0.0,6059813668496925.0,0.0,1912658555889.063,0.0,606060606060606.0,87302705510.97794,1192674489.6437397,969606319197680.0,121210713547941.62,6060224898394347.0,186248603862.73657,412082008.8616383,59798233536011.16,28378224167890.297,-65904162701725.6,8052877979.197695,32066831085.153908,197861508974.66934,942585296.3556697,2917982370.3092546,-83818155138.22383,4661112.634047932,-611227332.2468323,-512430091.914723,-67398475.23636116,-58207263.29816786,-2057797935.0223465,-4422174.351924952,-12917584.788776834,-927671.7327784357,181163.61853538267,-15721555.640515318,34728836.92672878,5412.437500268089,-78736.7556556764,383862.14499198535,21181401523.615887,4422501408.655455,44488528829.995316,17336150.540390093,34107191.19373416,59480792.99262434,7223845.179037365,-90025763.34904163,-32915867.75434145,-18595.867916804407,-855666.9004434693,1297993.3252324914,44482.46127638918,333888.85380189546,1757040.5797611475,15849.076491621901,6182.344273330047,-254907.8330307477,-1151.426431743547,3686.504509340924,19446.70679124309,7.678337630033376,108.79160925414409,-1517.8962618443975,-3439517660387.9673,-6015431331.992761,-9016048646361.178,-16171838478.884903,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
200,1.4062439962032223e+18,0.0,0.0,0.0,605511848892991.1,0.0,0.0,5904750774410867.0,0.0,11142734352476.78,1.2171095613636644e+16,6059896549976895.0,713893239115.0828,6059643383084790.0,951758755168.4266,1211187845901460.8,924783011467.4392,5807464467840992.0,6.513270432512829e+16,6060194580878109.0,3.03030303030303e+16,163489065267265.38,313434211930.401,108848782085.99265,5976761340834.44,84442752415.32716,2526067438919014.0,6060606060606.061,0.0,0.0,6057582985450955.0,0.0,3972886285201.7124,0.0,606060606060606.1,66766325621.18707,3578809718.5095253,969624445668448.6,121211231522478.08,6059601028007325.0,1350168543836.3882,-257398643.08537108,58351646300701.03,86002791763404.88,-51640378507844.6,11567845734.41496,18807456000.91794,181028535464.50073,1000357537.0381964,-11167581381.39889,-225278260741.04156,4852320.234029446,-277650944.92667586,-1456310481.7066488,47994090.31043516,-1773678601.7082021,3950657051.467355,-2134258.81779149,35840120.61444787,-222603977.48510468,-31205.9423392833,-9372879.855614608,26170897.804184858,298.3840247158444,-289528.8309729973,773765.3514578214,40829859706.22556,20035084878.834274,-19768742237.816093,29614133.155608993,29744591.6551002,270654234.44219404,5183911.118211601,60686051.80851651,135052077.43129525,17400.06228502289,-633089.7396473668,-1224752.1430835484,241312.5688530115,-104858.30287073679,1729616.1752615233,-7373.32462618241,1384.317240258233,-294464.0270321479,767.5225781927529,-2735.7677220519886,8775.771894715088,14.24982519752443,-38.070681116794205,1300.5836593301356,7338312456590.553,-3310713442.0724077,-125583650194.00879,-18378082262.547256,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.59,60606060606060.6
300,1.4062345560126628e+18,0.0,0.0,0.0,605154619193505.1,0.0,0.0,5820283159612152.0,0.0,11152433901599.438,1.2170097449206138e+16,6059938240225451.0,668442027029.9961,6059679547329704.0,925130926400.4735,1210811082437202.2,1370221846490.8235,5802257336461014.0,6.701880238105677e+16,6059955781790893.0,3.03030303030303e+16,270745770626394.66,791817181928.1527,107954687664.91658,5938115283971.649,115753814624.92905,2525949089898592.5,6060606060606.061,0.0,0.0,6056900255980530.0,0.0,5403520370233.854,0.0,606060606060606.0,178860197469.18695,3845363890.5755606,969530818215320.9,121210138526324.75,6059160633543438.0,1503155214938.9443,-157373438.1470595,57970505469217.76,106866818209804.25,50585775076176.81,18028067094.550186,108936149319.142,278806544271.67206,1935235868.1929333,111596365194.91434,-344093980825.31165,4426350.775909714,398529679.7364526,892367056.3397841,140205225.00023702,524532190.20063347,119154403.10110492,-3005603.009811344,31931622.298438877,185989988.92662275,-227400.16150163632,-8529739.879974818,2631275.8132302896,2484.216710724473,375932.8613139998,-636272.7577573132,57460662053.519035,44313597102.94027,36093848905.40972,40830637.40121775,-54386188.94944742,-278973160.56687385,4599415.371670717,-79610268.60140969,166285444.97129816,43752.351285772354,-632197.6172334139,-1103811.6288504857,13014.908316987967,-195905.57471596944,1877452.6008119455,15994.331294909136,-4596.3700444996,-19305.506712671053,430.9768788579754,2614.425303174929,-20480.372074734278,-24.48175898767215,154.48881533976166,780.9907295869913,7583329864502.543,5129105755.61742,4060591237995.802,-17636491837.018208,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.61,0.0,60606060606060.59,60606060606060.6,60606060606060.6
400,1.4061930164843354e+18,0.0,0.0,0.0,605008141375022.4,0.0,0.0,5776176782779238.0,0.0,11483044837470.732,1.2170360359657758e+16,6059985853161267.0,635403006113.5477,6059763800267439.0,879127486306.2992,1210467631229281.8,1630875698740.069,5802025657726535.0,6.771863649116688e+16,6059403125452260.0,3.03030303030303e+16,331644362088290.6,1367573240529.1785,110405312012.60223,5908350334676.47,150736861169.55026,2525744546936759.5,6060606060606.061,0.0,0.0,6056723026008870.0,0.0,6501557261326.22,0.0,606060606060606.0,210651446909.6978,5585114797.495854,969568623323069.8,121208900215868.62,6058247152909143.0,1988528677765.1875,-632575444.3595246,55730256201786.09,137891144479250.23,24039119434284.188,24518296238.48927,-36998080864.05419,-221609145003.55588,3060141111.3622065,176190692981.50354,-88801644929.49786,-648845.2775607848,-541312426.1239904,-1231059497.1745353,151671712.76065278,-314839965.54278433,1351178323.2048514,4868240.778482265,39678505.22686007,-137522236.78265625,-62762.13211132798,-7949991.720261007,-27903555.76897678,-2308.068746386313,-400041.7890757967,1052895.1519671148,74361507029.52629,71995265693.63129,52695458313.53598,70461682.50645271,18620487.15923489,250964391.96446744,9256724.548658699,-82433499.46352546,233231346.99002495,-42013.17384004103,288985.5882247471,1531816.8148880443,-116293.68966787015,292129.06810127257,-1051865.9838962783,18752.501400239213,-6826.617812884781,-267816.953848768,-1163.665694486222,6393.939437290666,11277.804350627695,-50.31576380045963,178.07542521699182,-956.8485773305707,-1604371669039.064,586842302.036592,35617913578375.31,-1353688656.7128296,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.59,60606060606060.6,60606060606060.6
500,1.4062280546065498e+18,0.0,0.0,0.0,604917747576587.4,0.0,0.0,5696654195328909.0,0.0,11638238639073.432,1.2171042148381444e+16,6060029748819313.0,600389015629.0234,6059771905288474.0,827292810057.9902,1210081338418173.8,1991108272917.027,5792117951672172.0,6.896308379808993e+16,6059447890370645.0,3.03030303030303e+16,377935768434702.06,1531729836089.6868,109640844804.65639,5894126104856.226,164566149525.43436,2524397719107355.0,6060606060606.061,0.0,0.0,6056679930640401.0,0.0,7666372088887.245,0.0,606060606060606.0,233985200503.9534,4330005480.469437,969520759748984.9,121207376569667.02,6056980073797212.0,3828777531361.269,740259105.6752603,54825713328785.016,143887187434457.12,111383171953001.45,28955475240.24127,152836520561.1374,-201087852601.27664,3255388672.207971,-915323580.0926514,123645062005.7581,-1487378.4016912945,-34506204.96637428,257872966.07579616,135721515.181975,-1465092219.9773335,-1015829601.8613226,-226239.61980559782,-15504258.497763926,-145000940.01474103,307731.8030324814,14745474.823911915,-25126674.744577684,-337.75286859449227,-43199.3597801243,-607784.339781215,86051990731.4598,133049766258.7158,41904008985.97672,88026480.35417484,77455263.62838751,-4524095.019748636,12305817.925025467,106311349.30084403,-28137473.574101094,-38140.07266235246,-286649.98593891185,1388326.0035848052,340105.87159368815,3329.979218026885,-5574861.381186145,2489.1624872136845,4615.050618188065,-140225.33887182674,-428.75075089588586,-7395.443860197611,26790.970167606414,47.37612872807117,-167.46578907699052,1551.3212856043667,9148840854446.29,936546598.1496964,30946379712794.9,12060832007.003473,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
600,1.4061763489093604e+18,0.0,0.0,0.0,604516159493377.5,0.0,0.0,5600532265876764.0,0.0,11738488149641.652,1.2170971199056262e+16,6060042846514374.0,545667897881.48016,6059863598429017.0,759429473733.4878,1209908616406015.2,2293523257289.817,5794199394916913.0,6.995978146968015e+16,6058946784736478.0,3.03030303030303e+16,440404631006971.75,1696704457773.4712,108544184033.87424,5874907067060.233,181292724576.20728,2524676263293795.0,6060606060606.061,0.0,0.0,6059119100735534.0,0.0,8200166484855.371,0.0,606060606060606.1,256861614968.76382,5422419082.955328,969455295970225.6,121206188302439.25,6057454000863191.0,4593516059195.806,549028822.7945454,53661479152992.984,173930240062037.38,111131901686745.8,32647278761.114937,32183873539.873886,101567288043.80133,3565862420.2265434,79317363058.93402,-280042856988.8401,3454852.5622628657,-113288223.1826802,390891504.02338165,251206552.0373245,1154333097.2073534,-7817987641.848469,-1081454.9137545247,-35886017.73576888,-173475502.58312434,285817.9843804531,-10208447.550795699,-45017732.82371072,-3510.1156310400647,-74862.91822688926,-74283.61694336962,97789900837.4121,146183314038.80048,53066296094.528564,131207660.27084313,184763159.8927781,431076329.37328076,14779791.852570154,-14487811.891703613,-196078557.27072617,-21838.47513802525,-601337.8037514513,-670080.0615661701,111858.8893033035,370465.0866765008,-454887.96087385126,-20145.198641258685,-5047.621040641143,49241.248446981255,-946.1121547387597,1261.6221271195116,13224.586294003308,76.98295457595788,85.67129551826443,-1132.6311716832745,2990120082072.4263,8980903112.669209,12563276061717.53,21265125930.964863,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
700,1.4061963761899412e+18,0.0,0.0,0.0,604536635906483.8,0.0,0.0,5582596983603610.0,0.0,11785090404868.402,1.2170923172847838e+16,6060077335453492.0,515370718104.10236,6059904911964957.0,732732437638.1729,1209675793482448.8,2485042391095.7954,5783154238702025.0,7.030852408322137e+16,6058741681135628.0,3.0303030303030296e+16,529319730339433.9,1868243399409.3257,109735359371.58081,5861216883176.095,197116838553.85214,2523649122757039.0,6060606060606.061,0.0,0.0,6058140190169808.0,0.0,9034267043803.334,0.0,606060606060606.0,262105283979.23883,7400546857.490057,969385358661480.9,121204533558808.78,6056335702018004.0,3899386932723.343,2368384122.157717,54121162011180.97,230195005228309.06,138257374331335.33,38195439760.09462,164513180855.58337,236124067979.1306,7056507400.264303,-4219358392.7525177,319435548111.83765,1220876.6280504162,272914086.908634,748055855.409891,188221923.87939104,641778815.5034916,1678907276.5497046,2148839.0381911523,-25199172.094788913,-29999528.400356743,12916.812147565415,18510950.636516433,-20223857.256794475,8863.6560560558,-325745.8089441205,-1040082.5363318607,106607154379.26422,201133938942.10602,95740935079.77925,157555002.36975494,174103196.34740773,13050152.860770777,17187639.553380977,81987115.82842025,151771802.83833945,-9592.921643295816,162485.183226313,-29653.312580658425,825068.4363684246,802124.3896967489,5550927.977118266,5466.23756593269,3992.6728233249,319839.32577809354,647.7995123197668,1510.2952392646505,-21604.104725126683,-59.37966975794643,186.3310737195984,-1327.2456388551218,3552025849243.962,1497546832.9921474,20370669222701.562,44909039015.9433,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.61,60606060606060.6,60606060606060.6
800,1.4062347826825516e+18,0.0,0.0,0.0,604089158189028.8,0.0,0.0,5514888170491846.0,0.0,10611916534958.39,1.2170454495811146e+16,6060125923312522.0,484299606949.27637,6059942465581631.0,684272208872.141,1209429888375363.2,2699094512661.367,5781161268947324.0,7.256160663711371e+16,6058519859152796.0,3.0303030303030304e+16,555245372012278.2,2181471316158.5017,110506998239.33546,5844213274682.961,217218846476.51337,2523199682173927.0,6060606060606.061,0.0,0.0,6060244593167930.0,0.0,9429478411364.91,0.0,606060606060606.0,312008873010.3728,8753101894.058426,969327333926677.0,121203533306430.11,6056143373980491.0,5626600281941.436,1505021791.6491287,51699811922744.78,243249163057478.03,143382727506243.7,41738713083.32252,215875570061.8458,185846504934.76096,8133309927.286597,179980678321.3251,110860177703.90825,7624380.304581572,273177919.7017889,-1370468221.3186705,249251055.45738468,3375450009.4207354,9568854661.744978,6840219.340292804,51236372.28684268,-11378184.883326985,90647.28543577784,3175884.345931358,16581479.236238683,-5653.66411916476,-409003.29271867883,1172110.0520946796,114284694669.76291,231092532875.42767,111797091516.79152,171122083.8982819,402241103.1824533,-25401577.698836833,16612259.438268736,51989386.383705765,65459304.6319185,30740.764375742,43920.028650830645,669694.3999511272,927999.8307596588,1171445.4223998273,-4278656.957789189,31742.19730663944,8213.707427966634,191051.25546784606,-276.0935030566409,-7444.465645036184,18937.786419464082,-77.05387524407162,-417.8025945427961,-1409.4037863841552,4242877113513.921,1866503799.6160612,34398755751084.82,13997044377.35458,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
900,1.4061393390548552e+18,0.0,0.0,0.0,603821687530301.6,0.0,0.0,5455386615557639.0,0.0,11228055606298.398,1.2171017441652524e+16,6060136943885640.0,470221772802.7505,6059988533428350.0,645267111306.6106,1209339115150432.0,2791583300235.466,5779877991263239.0,7.351044251472726e+16,6058313625682600.0,3.03030303030303e+16,585944308670469.2,2158697845997.563,108638699687.39493,5838655551886.196,224161496080.50986,2523457651256068.5,6060606060606.061,0.0,0.0,6058521327980428.0,0.0,9856267707919.771,0.0,606060606060606.0,384028710439.8036,9770838444.011244,969358800705586.5,121203359781496.05,6054629888744872.0,5660806757939.921,1437698052.703333,52345109588234.13,245417371401262.4,145182580651598.62,41653986963.0829,215596146010.0,430342366948.34845,7601192389.632752,250243037702.9178,277212205366.9078,6293768.934506081,-110334368.25480038,-1312572922.0985053,558585940.1563762,2386897159.6669307,1213071892.7543838,5442486.885957278,19916928.505771562,56819418.350298285,62035.27832878191,15804638.084447213,40817182.01161626,-1354.7636690794502,280914.45968567097,482945.62852021813,121196139370.02849,280512635268.6408,124373613377.2905,231569461.74952587,367321119.75194037,-116806286.5171315,23738086.54912888,105186659.57332571,306662873.04560447,23669.974554408003,689302.9758323377,-1092179.9997971996,780108.0820821049,1004581.7372338418,1573219.6614320748,36145.078944317676,17333.637973391676,-155688.7894292466,-357.5523893276044,-662.1139529119787,6263.166858969469,70.91908830886521,14.226366418548645,1327.422625875666,15812528277794.637,14065355114.657658,33913506012522.504,41918704084.4652,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
