milliseconds,InR,Ins_InR,Ins_InR_P,Ins_2_InR_P,cytoplasm_InR,cytoplasm_Ins_2_InR_P,cytoplasm_Ins_InR_P,PTP1B,IRS1_TyrP_PI3K,PI345P3,PIP2,Akt,Akt_P2,PKC,PKC_P,AS160,AS160_P,cytoplasm_GLUT4,cellsurface_GLUT4,PTEN,PP2A,PTP1B_ox,PTEN_ox,ROS,GSH,GSSG,cytoplasm_SOD2,NOX_inact,NOX,NOX_deact,IRS1,IRS1_TyrP,IRS1_PolySerP,IRS1_TyrP_PolySerP,PI3K,JNK_P,IKK_P,JNK,IKK,DUSP,DUSP_ox,degr_Foxo1,cytoplasm_Foxo1_Pa0_Pd0_Pe0_pUb0,nucleus_Foxo1_Pa0_Pd0_Pe0_pUb0,dnabound_Foxo1_Pa0_Pd0_Pe0_pUb0,cytoplasm_Foxo1_Pa0_Pd0_Pe0_pUb1,nucleus_Foxo1_Pa0_Pd0_Pe0_pUb1,dnabound_Foxo1_Pa0_Pd0_Pe0_pUb1,cytoplasm_Foxo1_Pa0_Pd0_Pe1_pUb0,nucleus_Foxo1_Pa0_Pd0_Pe1_pUb0,dnabound_Foxo1_Pa0_Pd0_Pe1_pUb0,cytoplasm_Foxo1_Pa0_Pd0_Pe1_pUb1,nucleus_Foxo1_Pa0_Pd0_Pe1_pUb1,dnabound_Foxo1_Pa0_Pd0_Pe1_pUb1,cytoplasm_Foxo1_Pa0_Pd1_Pe0_pUb0,nucleus_Foxo1_Pa0_Pd1_Pe0_pUb0,dnabound_Foxo1_Pa0_Pd1_Pe0_pUb0,cytoplasm_Foxo1_Pa0_Pd1_Pe0_pUb1,nucleus_Foxo1_Pa0_Pd1_Pe0_pUb1,dnabound_Foxo1_Pa0_Pd1_Pe0_pUb1,cytoplasm_Foxo1_Pa0_Pd1_Pe1_pUb0,nucleus_Foxo1_Pa0_Pd1_Pe1_pUb0,dnabound_Foxo1_Pa0_Pd1_Pe1_pUb0,cytoplasm_Foxo1_Pa0_Pd1_Pe1_pUb1,nucleus_Foxo1_Pa0_Pd1_Pe1_pUb1,dnabound_Foxo1_Pa0_Pd1_Pe1_pUb1,cytoplasm_Foxo1_Pa1_Pd0_Pe0_pUb0,nucleus_Foxo1_Pa1_Pd0_Pe0_pUb0,dnabound_Foxo1_Pa1_Pd0_Pe0_pUb0,cytoplasm_Foxo1_Pa1_Pd0_Pe0_pUb1,nucleus_Foxo1_Pa1_Pd0_Pe0_pUb1,dnabound_Foxo1_Pa1_Pd0_Pe0_pUb1,cytoplasm_Foxo1_Pa1_Pd0_Pe1_pUb0,nucleus_Foxo1_Pa1_Pd0_Pe1_pUb0,dnabound_Foxo1_Pa1_Pd0_Pe1_pUb0,cytoplasm_Foxo1_Pa1_Pd0_Pe1_pUb1,nucleus_Foxo1_Pa1_Pd0_Pe1_pUb1,dnabound_Foxo1_Pa1_Pd0_Pe1_pUb1,cytoplasm_Foxo1_Pa1_Pd1_Pe0_pUb0,nucleus_Foxo1_Pa1_Pd1_Pe0_pUb0,dnabound_Foxo1_Pa1_Pd1_Pe0_pUb0,cytoplasm_Foxo1_Pa1_Pd1_Pe0_pUb1,nucleus_Foxo1_Pa1_Pd1_Pe0_pUb1,dnabound_Foxo1_Pa1_Pd1_Pe0_pUb1,cytoplasm_Foxo1_Pa1_Pd1_Pe1_pUb0,nucleus_Foxo1_Pa1_Pd1_Pe1_pUb0,dnabound_Foxo1_Pa1_Pd1_Pe1_pUb0,cytoplasm_Foxo1_Pa1_Pd1_Pe1_pUb1,nucleus_Foxo1_Pa1_Pd1_Pe1_pUb1,dnabound_Foxo1_Pa1_Pd1_Pe1_pUb1,nucleus_RNA_InR,cytoplasm_RNA_InR,nucleus_RNA_SOD2,cytoplasm_RNA_SOD2,E2F1,SGK,CDK2,AMPK,CBPP300,SIRT1,E3,USP7,SCF,Proteasome
0,1.4062729941641562e+18,0.0,0.0,0.0,606211723942810.2,0.0,0.0,6059591813818203.0,0.0,61078907782501.945,1.2121802667216688e+16,6060587705482933.0,-17584395256.52994,6060597078361823.0,-21109434930.18043,1212050074366552.0,53142119511.10326,5816091970640564.0,6.147836874371394e+16,6060630346626391.0,3.03030303030303e+16,22341560053066.594,-244111130832.21463,936373661.4226557,6064662684891.847,5534339082.549195,2527296446198942.5,6060606060606.061,0.0,0.0,6061332126265498.0,0.0,-183791518132.77698,0.0,606060606060606.1,-2037677670.0127378,1069485089.949604,969726114386182.8,121212980660887.89,6061004550954016.0,486404402964.281,-996318410.561194,60161301690776.92,9697620716449.576,11131221308870.146,-2678594234.0982285,-20512624853.29783,166822369775.33163,-294896171.40209526,39962446451.03716,-331796641206.1295,2424362.344645063,122790067.59977373,214246623.86506772,39148981.822006986,167137097.70566058,-2813897834.234877,2333578.756834235,-23842738.981953673,-110106582.76712713,-27114.360765702528,2819739.380909004,-7826933.0179846,-7011.542745688277,424230.66964724974,-924132.6026509894,-2819745271.828449,13317514721.804047,-17745524204.03733,247426.17011670198,52068153.48031871,-260290544.6380936,-3754391.3253229237,-98196311.98585454,57773761.34158939,-6202.051073436544,-4690.820511726966,15772.040212463166,-155068.29967411183,-169605.0373583279,5491834.286124272,-6459.466805253244,-2615.8288947183223,9745.75825532248,-829.7456644581088,-2671.946509376559,-5116.429989699372,-57.73406389556486,229.0376393154653,-696.8329144145339,3776242383505.3867,-1280830708.5231326,4036903250377.435,17260563040.346867,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.59,0.0,60606060606060.6,60606060606060.6,60606060606060.6
100,1.4062623804142564e+18,0.0,0.0,0.0,605723125346192.5,0.0,0.0,5992158960064937.0,0.0,11835545544076.477,1.2169993950348842e+16,6059875648929470.0,755202753179.9274,6059578738036570.0,1040274453706.6747,1211648535026307.0,414314757781.4833,5810171959261617.0,6.389421187334561e+16,6060558106390243.0,3.0303030303030304e+16,55238949994176.84,37852454080.6228,107924316959.93321,6016983578493.795,50556669612.218346,2527171109375016.0,6060606060606.061,0.0,0.0,6060247429469149.0,0.0,2025360505815.9849,0.0,606060606060606.0,93503541635.1752,1652383165.9472613,969623497885946.5,121211941001241.72,6060826855772137.0,1246097347380.6892,781830450.9274632,59794344478177.97,36189056211847.734,11626663967888.629,5604355417.667762,-56836973905.04798,208322912408.35428,32165640.18998584,-111075486696.76114,-174009601595.0914,-4605622.926839463,190675580.78801242,-128189453.26517491,-150746661.96790457,1039598876.7277379,-4220811137.0143347,-919084.7000101282,36364930.3703463,205363950.10363397,73477.95656909035,11478802.272200432,-1646612.6853348513,-8728.577875864905,-152787.66634321268,-239725.9635896974,21449813977.6018,13576212819.495407,-44521556578.42427,12335547.192794524,-62989014.91847103,272570481.6414727,6431626.304375123,-109481872.73734938,-59794550.20865102,-45830.304758649436,598248.8123917648,-1600972.8070350757,274367.40314249933,-186035.02286461796,823625.0392435823,-467.1081420005303,-3816.5075681162994,-175392.84590715278,-795.7361845037098,5097.043583953694,3155.8513610103296,-22.90338909913717,24.4874118983283,38.47251466512417,2201983016815.081,73426845.60432404,428178766777.2578,-7951709597.811289,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.61
200,1.4062382245629466e+18,0.0,0.0,0.0,605566096148179.0,0.0,0.0,5877591857933891.0,0.0,11739736346097.758,1.2170034873060486e+16,6059906706895870.0,686647558381.6194,6059611722256793.0,946036620188.7096,1211240377020747.0,980495117826.7697,5807253481884805.0,6.581609400171189e+16,6059915393591533.0,3.0303030303030304e+16,138717308790277.36,626266769967.7616,110162642382.24956,5967587301932.954,91646945517.66159,2526460185074749.5,6060606060606.061,0.0,0.0,6058836498469776.0,0.0,3930549716728.169,0.0,606060606060606.0,45732217947.0857,3159401412.01234,969621364461728.4,121210124922211.05,6058698012775371.0,684938449899.9343,-825434475.0557271,57475729396015.62,61637926608668.484,-53706739065307.15,14436755641.714777,81901799695.15302,-326664303447.878,-278773820.01146185,-140134354475.5019,-119102686792.3875,3832943.9108599573,397965320.06254625,901510557.6211909,53556573.85278589,-937907159.4035662,6311741810.279475,2470296.1351652713,-8442217.015807677,15062867.66679328,261854.06183190882,-4276171.188370794,-26932642.61291484,2139.955038318841,382210.9017289654,276793.1511468522,41366751874.56165,22570263534.562016,47394702953.20805,31410418.83140614,85995317.05154784,173742877.99485746,5978900.781317479,29711078.33835617,124535171.17389815,-52492.4647745184,-777307.4610194095,1591285.348595532,50609.262475758995,-274791.4434822438,4350066.603765592,23212.650515736215,-8277.950561633097,-246575.74313749946,-397.77447700421857,-5038.000427429556,20442.159975349583,27.145550357037546,268.3951558047762,1179.856205652573,844116267877.4204,-716613779.8778925,-12083338460311.516,-5754553586.379103,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.61,0.0,60606060606060.6,60606060606060.6,60606060606060.6
300,1.4062117084901082e+18,0.0,0.0,0.0,605384309999146.0,0.0,0.0,5854424061410020.0,0.0,10589436567634.693,1.2170514656447682e+16,6059964475631001.0,652168293130.1417,6059670925019826.0,893962232423.0741,1210801256933992.0,1348286252090.8508,5808482694626863.0,6.55790027893986e+16,6059560751481889.0,3.03030303030303e+16,233397733174740.28,599289633792.3574,107743311258.53014,5933793576402.547,115961782688.66048,2525860955283839.5,6060606060606.061,0.0,0.0,6057401758755397.0,0.0,5433988142495.48,0.0,606060606060606.0,88341202891.868,4451336678.008097,969547320197767.4,121208666714370.31,6057779198153440.0,2642322709260.998,-846591508.1033702,58168729103734.58,109527136624318.75,-21653184889698.348,16142739353.338108,-61289684399.96572,-249932367098.83975,655704815.6179113,-124834045314.5917,-170117996175.9474,-1023036.2921125572,620598172.6750916,-1151592443.0473204,-2574141.326834485,450008593.9897259,5513045908.156893,-542514.8955888716,-19403870.24028395,-85937572.66663773,-118372.27365580498,14190518.794408608,-19209984.306635402,6474.241862241833,-429714.9893259315,-836552.220195856,55791296199.081825,59676425908.14878,34154292392.719795,34371061.29478655,-13417954.678017024,387027859.76253456,4375229.171614304,35694752.67331457,-235242379.9258872,-9494.073128730031,-253267.72490948456,1426011.1826241782,84793.60096583716,-85089.83592577359,-541099.451328688,26219.75706460896,7968.655305035592,86237.8724157634,554.5984657436283,3515.8293242588165,15779.302896387673,-58.89185154485443,-138.05999836685663,-671.111938403346,8521098461467.044,3930398824.0962825,19650114974400.05,-4609207388.121036,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.61,60606060606060.6
400,1.4061951812298752e+18,0.0,0.0,0.0,605192367870801.8,0.0,0.0,5718691883267007.0,0.0,11481988647386.46,1.2170413687555116e+16,6059972734474296.0,635358889771.2399,6059759729787967.0,876123365223.0509,1210406168132208.2,1603801676310.1033,5795865586071078.0,6.748766908232696e+16,6059663821798944.0,3.03030303030303e+16,320162879831165.6,1325619047152.6082,107769011365.61217,5909958642031.359,147356954508.07797,2525530350227585.5,6060606060606.061,0.0,0.0,6058465617446253.0,0.0,6423943905101.6045,0.0,606060606060606.0,158628276549.5122,5687991971.41689,969563242371745.8,121207026864772.73,6057360889810722.0,2642971523601.7373,1100353629.8880258,55489616042089.52,118868714733272.1,82925758206918.9,21125462056.56171,82592664064.40398,26766908997.41281,1838712745.4523325,135402465973.64333,-149414391121.64975,-1312354.474535198,226757786.08388746,273323803.7797808,-22039626.999519378,44804095.515070856,346655056.5978502,-3015861.573970208,5154146.065288189,-50224118.68925293,238784.8484484237,11593188.904130375,-36773641.636501215,632.1876168187247,-111631.37287923261,-944748.8041390212,72728105325.18,88385520167.9341,-8282092097.552727,65268456.93111418,132471021.14429428,-38289243.92309678,10849030.345517173,-20429783.950168237,654461.8134883193,-18427.665261108137,71899.49060878229,-252920.29791981104,101183.91217127543,46361.42137988449,173385.20179876633,-18127.354547647858,-6487.093724521522,211776.014757186,-718.776583807024,-538.5958970136552,-14558.368523723966,-58.29987054446319,-200.21655858918092,538.3379081385904,2979067666734.1177,5963397811.497347,32795407838425.594,29901802790.13584,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.59,0.0,60606060606060.6,60606060606060.61,60606060606060.6
500,1.4062608719999404e+18,0.0,0.0,0.0,604677313142603.9,0.0,0.0,5721119157359994.0,0.0,11149589539567.066,1.2171221463416982e+16,6060035556054593.0,572972717460.0265,6059824730026220.0,819360281268.844,1210178024336800.5,2003378313608.0994,5791874918480634.0,6.915017137855858e+16,6059317339529724.0,3.03030303030303e+16,410628681814593.7,1177738224923.394,108911794169.84866,5894575670287.307,167429580782.6267,2524471603703269.0,6060606060606.061,0.0,0.0,6056633748199346.0,0.0,7408852038653.544,0.0,606060606060606.0,218364017422.03043,5966740989.875344,969424294661882.1,121206317458247.2,6057979675343297.0,3910059803677.3564,171565463.93173498,55959866209300.484,170104668939613.7,88684823315703.47,29656827873.58068,85812674817.01471,-59985048405.804474,4740895361.706802,-81770908749.08142,-226629873121.8575,5431726.636595073,640410634.6776605,-126362964.72376025,298263233.79255694,1894212154.2021396,-3898927002.4738636,-3765431.0119350106,30737008.072467186,-27717774.465667833,-118557.61813400543,-15539770.589348676,-3451388.020587406,2242.5301159824585,-158425.81455027743,1216002.8336566319,82542426635.44981,110427501024.8464,-1208525434.1370087,96411831.23416239,50838648.23205119,50859378.15945709,1166185.9164718464,-22079007.090281133,-95936610.84804958,-46174.01559741275,820769.4036673821,-618963.273683504,594765.2811261846,229132.15719278762,-2246087.3741852134,-17227.789383569318,-2071.675260024699,251835.34561229314,514.6083673048367,2818.9218931977116,4196.209103131693,-40.76327124627865,-402.1650950553118,1598.8532606375506,9578543730967.615,560788845.4405193,-3726812885419.133,34544721602.60865,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
600,1.4062603407113252e+18,0.0,0.0,0.0,604688119144451.4,0.0,0.0,5593843206442669.0,0.0,11891540840932.756,1.2171122459065866e+16,6060037240274544.0,555507167522.5688,6059825143319594.0,758278028279.8011,1209904385243894.8,2204505528278.944,5790467498576778.0,6.9635722975415304e+16,6058704482115340.0,3.03030303030303e+16,431508093212460.1,1782362249560.982,109321312471.17957,5873809507263.209,181165267126.58484,2524670566232714.5,6060606060606.061,0.0,0.0,6058191444864755.0,0.0,8302280394384.746,0.0,606060606060606.0,241686988906.49103,7644103433.788826,969459419976602.4,121204952930390.4,6057094036284571.0,4193971582247.617,1173006200.3709617,55065991995035.88,184442104511446.25,101555609766685.62,34514457702.33243,127286253602.75806,194599970614.11282,5614527682.055603,224564716189.37952,-260410775271.65372,-573694.7851228733,-209984915.537964,1243382475.5141919,256636400.2259103,817839034.2938029,-4387912740.837498,-2232674.086452505,-28953516.56764559,-212182277.8484988,186738.81995864346,11062859.500338664,34976436.45215053,2717.9868852447426,368528.3484541217,-783331.7707159935,98433132123.13115,172841152919.00793,72376586492.34787,98477065.33983012,105854436.39949867,279278582.5233275,16097312.645682272,119630714.13641915,-205581925.27079117,-47548.29106020369,-761269.3830997451,-1517810.9148016018,45221.99524137407,472153.5501641665,-4107847.0020785723,23447.433699981302,-476.72550176541426,-169200.76366307004,1072.8556634559914,9031.370133818084,-13986.950091467059,22.08265196182684,311.808887466353,1125.117026782293,1574785057519.5137,2749903010.8718905,5233556170439.842,5792456467.05069,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.59,0.0,60606060606060.61,60606060606060.59,60606060606060.6
700,1.4062349854755686e+18,0.0,0.0,0.0,604549766278109.9,0.0,0.0,5587025925177097.0,0.0,10887772731023.426,1.217084534073656e+16,6060068215392011.0,511555157251.9291,6059892943291790.0,707418925399.8036,1209691723230383.2,2403575801048.5635,5791478902406652.0,7.020090387858662e+16,6058765370619675.0,3.03030303030303e+16,480460857552420.4,2102487518102.4062,108196107401.92798,5864910072172.856,197578802715.0002,2523315871397862.5,6060606060606.061,0.0,0.0,6058782417422272.0,0.0,8970718596934.564,0.0,606060606060606.0,299714065340.10675,7458611723.1856985,969382584607843.9,121204860476856.69,6056666710476260.0,4066273490645.373,1477088920.3355143,52763211806683.72,229755777279257.75,159868817442975.0,36544341325.47039,119729362845.92458,311643749505.1053,6925109767.808972,-38985890218.39108,201073839698.0862,562723.9424264613,-208232511.99484676,1681612336.763675,195617059.3030964,-920676572.0924387,9298541787.032444,4323205.6446621,28253905.137254875,124015839.64380959,268538.37931198545,1793078.569816138,11964473.034797272,137.80127537115675,-111322.46299203507,1027968.9628816259,107227413681.81465,186574936289.61356,121994436760.42688,145074756.11819333,283570576.7724651,-68186341.75726195,9694218.799891427,-1856604.1734742373,-153695867.91712514,26877.4791974698,-502414.0093858716,-428718.8221748149,939925.5594393405,536866.9435721913,-946536.6019722847,-16883.865831612406,1594.5054035300068,-7900.176149301881,944.6954269188307,-4595.596768227095,-19074.60891771078,-5.055027305827576,-84.10170241045525,-701.494563264536,11020677327485.229,8447131934.675356,33953592177970.57,-141011884.11025238,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.59,0.0,60606060606060.59,60606060606060.6,60606060606060.6
800,1.4062079621237373e+18,0.0,0.0,0.0,604106213024402.8,0.0,0.0,5541130565413424.0,0.0,11630972342986.873,1.2170727967809252e+16,6060103555200478.0,491479495063.1548,6059952747330458.0,659936118637.2773,1209387830272838.0,2627416584908.7583,5778537987439751.0,7.237862926268107e+16,6058630216034276.0,3.03030303030303e+16,519822490534361.2,1954805413901.0408,109718271516.1417,5850076954350.64,211706307642.28052,2524073345392249.0,6060606060606.061,0.0,0.0,6057845080428564.0,0.0,9268208363979.545,0.0,606060606060606.0,383189829520.8186,9081966676.706278,969359668052344.1,121203341657418.34,6056051138669413.0,5924126715965.457,2245828204.575726,52283243250541.53,243621397905559.38,132569693881402.86,37597756819.18972,212473826909.691,-111716622183.60443,6768580259.328599,49897992203.8922,-71934304559.94528,3562485.142979203,-523139984.1544349,-1295445019.8987818,293048955.54430664,3223873764.089461,-4575872453.019404,4777257.534389744,-5760298.721355031,35808818.728937894,301058.90814765077,-10785882.216307066,12558807.370481424,-4733.035983669811,-55125.7556013266,1021187.0113122645,112539050914.09978,235940043006.28073,96415395560.43454,172996112.08961526,364783300.1951235,202110920.95891932,25867754.29769907,17891719.866776437,131695211.18432912,-31072.671084901842,288080.40916522517,1518360.2130146318,717008.6484290371,583427.2309868132,-1218999.9017421706,-7540.338462401774,12897.385850080454,-17349.203141853486,-430.2378187590899,6976.185777167574,-6225.001720889014,21.38286214172598,373.2613901003461,-611.3361641932878,13361273958638.09,9696285274.146248,49589005017994.44,23388430476.45017,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.59,60606060606060.6
900,1.4061760268533847e+18,0.0,0.0,0.0,604104122733703.5,0.0,0.0,5469446617164552.0,0.0,11754380504207.51,1.2170245864420922e+16,6060130814489156.0,454978442152.08466,6059974148365140.0,648081517050.8562,1209268651338867.8,2824903920061.2603,5776424929704073.0,7.29066598000502e+16,6058229169345412.0,3.03030303030303e+16,596092904149894.2,2444724132949.446,109578610652.0063,5843261893621.378,219902817382.50317,2523207988897564.0,6060606060606.061,0.0,0.0,6058773090558333.0,0.0,9671536825154.113,0.0,606060606060605.9,421471862350.4363,9620962587.995417,969311527477391.0,121203717945997.19,6054733519427189.0,6248603226879.551,1944771382.47631,52110704538235.164,267849838384920.3,169195706153956.2,41532570748.48324,265059486086.9798,-128244520038.71248,7875556007.896119,93747033944.34361,287185622435.2737,7078867.696066819,705621934.0960729,278067104.735739,563387526.1038527,3764173549.0581455,-3639952957.543343,4414554.105178282,-25547750.86384388,-192502450.09519,-58934.516652086415,136352.51067162445,-14805034.945237404,-3911.0339569743046,-209505.34006417153,1019013.4711878847,117445747777.09512,277335839139.66296,122112198567.1656,203310552.90136793,356891540.27047825,352669554.6876797,20692540.94066886,251044270.00063282,165630161.00338665,37969.39429212274,-177083.3550693068,-569880.9927924104,1305359.6581998887,985869.8713917556,4513996.975176054,10711.192363547167,10404.563666799073,-44274.70394491461,1236.1808462722001,-3012.020429883398,8347.210272236802,-29.728615581732853,-237.0108634486171,-1037.9523991918243,14513539534526.54,15169892429.88461,43602111588304.68,22055216995.65323,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.59
