milliseconds,TF,TF_VII,VII,TF_VIIa,VIIa,Xa,IIa,TF_VIIa_X,X,TF_VIIa_Xa,IX,TF_VIIa_IX,IXa,II,VIII,VIIIa,IXa_VIIIa,IXa_VIIIa_X,VIIIa1_L,VIIIa2,V,Va,Xa_Va,Xa_Va_II,mIIa,TFPI,Xa_TFPI,TF_VIIa_Xa_TFPI,ATIII,Xa_ATIII,mIIa_ATIII,IXa_ATIII,IIa_ATIII,TF_VIIa_ATIII
0,2.4985791820826595e-11,-4.50812968652519e-14,9.999911226206725e-09,-3.027551676576587e-16,9.999251511606885e-11,-2.766135985923001e-15,-7.061093761942787e-17,1.7468746908415302e-16,1.6000001973112013e-07,2.310383483932031e-16,8.999999828867258e-08,-6.574322698881288e-16,1.3104959619836783e-15,1.399999998283606e-06,6.999999391886085e-10,-3.0513137619320873e-17,-5.2748862369417696e-23,1.9329922840098553e-22,4.154934239054735e-19,-1.2365345765993257e-18,1.999999932817496e-08,-6.718613229057359e-16,9.508663808951808e-19,-1.254546873248516e-19,6.23861706423067e-17,2.499999000659189e-09,-1.682023897787168e-16,8.886124781843773e-16,3.399999999133227e-06,2.2448526761508686e-16,1.7044308664625743e-19,1.3831760306417913e-17,1.3378863786185932e-16,-5.044057985606591e-18
100,2.490756651845401e-11,5.785261288127205e-14,1.0000026348213455e-08,4.360468057985755e-15,9.998722365467648e-11,3.653421017928757e-14,-1.2255786583742197e-15,2.5364910672531667e-15,1.5999995684474263e-07,6.886530464632637e-16,8.999999666203268e-08,2.439826654646871e-16,-3.2673017449681755e-15,1.399999999463016e-06,7.000000817580554e-10,7.604209501377789e-17,-1.7699499787567552e-23,1.005602040737182e-22,1.2268129210124113e-18,-9.431199590587758e-19,2.0000000153768373e-08,2.368038453523022e-15,-8.594895529447373e-19,-4.0809380785090353e-19,3.211516173962159e-17,2.5000004367415978e-09,-3.5084224803212256e-16,-5.69068465843642e-16,3.399999999428511e-06,-5.852008212684104e-16,8.831978094179044e-18,1.7723984887159344e-17,1.3491969284803704e-16,-8.45855315185479e-18
200,2.478829165233236e-11,1.8525635462028304e-13,9.999900419522091e-09,6.1609323953470184e-15,9.998084533750824e-11,-2.131735444736137e-14,1.4718665849853627e-15,1.9473932403943102e-15,1.5999996569911586e-07,1.7019737735731218e-16,8.999999510065222e-08,8.01858503046051e-16,1.2937397582231413e-15,1.4000000000456036e-06,7.000000636068913e-10,6.234457986030576e-17,6.065485974317974e-23,-5.548384876952158e-23,-1.1116492420942603e-18,-1.6057246133610164e-18,2.0000002165861463e-08,-1.0788830737874996e-15,8.91931696972086e-19,9.04370726837173e-20,-1.6996701855956242e-17,2.5000001389422753e-09,2.996422672732157e-16,1.2483446392173749e-15,3.39999999897027e-06,-3.608993710670939e-16,1.0471973364494311e-17,7.379987827053733e-19,-1.5018631720823206e-16,-3.629482433243837e-18
300,2.4661506262005597e-11,2.2581277872418844e-13,9.999652975864146e-09,1.0891256739712647e-14,9.99729246871779e-11,-2.8023909730587738e-14,3.60569699065902e-16,3.59219102932451e-15,1.599999569341026e-07,5.555211035798665e-16,8.999999694360369e-08,1.7677665371410373e-15,3.4969418239748564e-15,1.4000000017918505e-06,7.000000605887749e-10,-7.889749366006403e-19,7.806364775861792e-23,8.984102202358835e-23,-4.404192568929608e-19,1.012772973334334e-18,1.9999997660035356e-08,2.351517708827449e-16,-5.260299756175781e-19,8.988629774344967e-19,1.6011965564910455e-16,2.499997715637657e-09,-1.5981060464378102e-16,1.6653156279127097e-15,3.399999999582801e-06,-5.721389868623569e-16,1.5289935570491943e-17,3.4597642287000114e-18,-1.2623341358079058e-16,-9.940933781662611e-19
400,2.4615903667930697e-11,2.4583675861828184e-13,9.999666312518513e-09,1.0665284493931808e-14,9.999152116693379e-11,1.7096274446914063e-14,1.3164177534797463e-15,4.905730245593594e-15,1.6000002024055492e-07,1.789986295113526e-15,8.999999588757768e-08,1.9590743705910857e-15,-2.2956072908569506e-15,1.3999999987381087e-06,7.000000079391198e-10,6.929181626574982e-17,1.0145156443426149e-22,1.9380799024119593e-22,1.8112581234662853e-18,1.4012636155225608e-18,1.9999999693425163e-08,9.119830345259862e-16,-8.11070697754837e-19,1.3041528845642803e-19,2.6501192519507526e-17,2.499999404744223e-09,-2.160280292308088e-18,-9.258075773988793e-16,3.399999999860122e-06,-4.884912634691903e-16,2.1379922105282717e-17,3.119958899012118e-17,1.628544607151113e-16,6.2359291865396924e-18
500,2.4507362660206904e-11,4.809975968001326e-13,9.999544381190198e-09,1.5947549600875835e-14,9.997628442365368e-11,2.732348066214509e-15,3.169351806770279e-16,7.807809314996705e-15,1.5999997602746096e-07,2.1447206058047483e-15,8.999999173060441e-08,2.3941633520822055e-15,3.762341819686381e-15,1.4000000002225883e-06,6.999998611846812e-10,1.1396061719866568e-16,8.256426134969073e-24,1.3873357856823102e-22,1.5142585104647186e-18,-8.73796370009018e-19,1.99999990812515e-08,3.140741817558803e-15,1.9084436811478886e-18,1.6714359726967608e-18,8.547350183411817e-17,2.4999976243740684e-09,1.3550525540662345e-16,1.122531022357174e-15,3.39999999942171e-06,5.72462714695932e-16,1.2429126377544795e-17,1.4145884237135295e-17,5.5398778180518665e-17,7.20071327391612e-18
600,2.4558367487407017e-11,4.164109371993648e-13,9.99952478257841e-09,1.5682855745550472e-14,9.998796893643508e-11,9.179267998748036e-14,7.43029937472523e-16,6.2828765740797566e-15,1.5999994210497163e-07,2.3470112285374764e-15,8.999999309702851e-08,2.605555764586015e-15,9.111393469966333e-15,1.3999999987104852e-06,6.999999714195482e-10,1.4862142272025098e-16,1.2138891262854612e-22,4.349539417382114e-22,2.4905484315270277e-18,2.6639287836247404e-18,1.9999996774531105e-08,1.5260719919988834e-15,1.9522446534456593e-19,1.8428714816803676e-18,1.8687536565920687e-16,2.499996300602699e-09,3.071135207404359e-16,3.7361629349365935e-15,3.399999998094749e-06,1.111568559650589e-15,2.5450946481918144e-17,3.438621996266122e-17,2.204024360033442e-16,2.3893970453373402e-17
700,2.4504875756618965e-11,4.772392965898054e-13,9.999336533553889e-09,2.1467734646796475e-14,9.999335963521907e-11,1.2914743609174873e-13,1.5875508952315586e-15,8.205430919784203e-15,1.5999989916384276e-07,2.26594085659633e-15,8.999999083075405e-08,3.326172362493134e-15,1.1377154951836592e-14,1.399999996067135e-06,6.999998434375443e-10,2.087028150914712e-16,2.2515988559923964e-22,1.291206371109964e-22,4.184711897392399e-18,1.207718232323957e-18,1.9999997024798203e-08,5.2743920942987016e-15,1.765390190205845e-18,1.1760693132049962e-18,5.634423142293912e-16,2.4999961255456266e-09,5.476464143023843e-16,3.235090236453589e-15,3.3999999977854667e-06,1.3316879070693172e-15,2.4783758475816882e-17,3.279749581013602e-17,3.802583289919042e-16,2.6976318420726075e-17
800,2.4330040621972062e-11,5.745291867547107e-13,9.999394029284988e-09,2.028869913826795e-14,1.0001984611522936e-10,1.3549656594227502e-13,2.2530185672510784e-15,9.350577136806339e-15,1.5999989935285284e-07,2.8081763658872288e-15,8.99999785623841e-08,3.0757731266826278e-15,1.1488613782963109e-14,1.3999999949200266e-06,6.999998436423024e-10,8.631640427208464e-17,3.3456856630926765e-22,3.1513475883581223e-22,5.346519198735266e-18,2.6202679741045122e-18,1.9999997113727295e-08,2.841630281065552e-15,1.6519457305627924e-18,3.163162366802437e-18,5.42095340062842e-16,2.4999923970056965e-09,6.072485838270301e-16,4.928022114968573e-15,3.3999999976700936e-06,1.5562984880624256e-15,3.511551584802532e-17,7.681587307607279e-17,4.055891866335576e-16,2.933751658766367e-17
900,2.4201832043996275e-11,6.119943986268291e-13,9.99916635818895e-09,2.5586779427077844e-14,1.0000277457838595e-10,1.4665053739208534e-13,4.7281711205111955e-15,9.503912556799093e-15,1.5999981649569578e-07,3.573745828561029e-15,8.999998320408601e-08,4.358485910295246e-15,2.0914351786349792e-14,1.3999999937118495e-06,6.999998269186201e-10,2.3538827648864416e-16,2.4645710108086036e-22,6.076863819729181e-22,6.3078755501778635e-18,3.625872024427202e-18,1.999999179510895e-08,8.373514987632013e-15,2.146646757765173e-18,2.7946767873563233e-18,6.757617634827738e-16,2.4999911537449326e-09,1.052518293279809e-15,4.966576001222942e-15,3.399999997583097e-06,1.7285443379850933e-15,5.229143962745947e-17,6.301554711213409e-17,4.623830798780431e-16,3.0495920895187545e-17
