milliseconds,TF,TF_VII,VII,TF_VIIa,VIIa,Xa,IIa,TF_VIIa_X,X,TF_VIIa_Xa,IX,TF_VIIa_IX,IXa,II,VIII,VIIIa,IXa_VIIIa,IXa_VIIIa_X,VIIIa1_L,VIIIa2,V,Va,Xa_Va,Xa_Va_II,mIIa,TFPI,Xa_TFPI,TF_VIIa_Xa_TFPI,ATIII,Xa_ATIII,mIIa_ATIII,IXa_ATIII,IIa_ATIII,TF_VIIa_ATIII
0,2.502140219645133e-11,-8.54692989573061e-14,9.999927023452162e-09,2.3756637269144808e-15,1.000105177464719e-10,1.5249754764916662e-14,1.2548335215608044e-15,-1.384260282658863e-16,1.599999666817008e-07,-2.3944315860774045e-16,8.999999928801798e-08,1.4054934469849328e-16,-2.292535280955939e-16,1.400000000026061e-06,7.000000774089496e-10,-5.340763021918996e-17,-8.541791830111607e-23,-1.6201918525276843e-22,-1.860527511424289e-18,9.763933360320449e-19,1.999999883728202e-08,-3.020100852659608e-16,-1.2502949858302756e-18,-3.3744320087582723e-19,-1.2492943039724441e-16,2.4999996529130587e-09,-1.1243088285874975e-16,4.0495947333476543e-16,3.399999999573586e-06,2.9340205931187093e-16,-2.0240592188972688e-17,8.785639923224375e-18,1.2620615082516595e-16,8.335949926878527e-19
100,2.4857795239474392e-11,4.366074690659336e-14,9.999839682587805e-09,3.2574936634430194e-15,9.999333712643595e-11,5.199881134578067e-15,-6.577420791331035e-16,2.193752809264666e-15,1.5999999287310473e-07,1.456986338457152e-16,8.999999588691435e-08,1.397757094884665e-16,4.1678347339753547e-16,1.4000000002374989e-06,6.999999587222364e-10,7.551728430268219e-17,-1.0891700902239603e-23,1.300489918275808e-22,-8.495917590162444e-19,-1.1912884406031565e-18,2.0000001947056945e-08,-1.2761192743565023e-15,-9.188475548592622e-19,-3.8309813963023593e-19,1.0770813443208745e-16,2.500001990757314e-09,8.420329880941975e-17,-1.0759596790422817e-15,3.4000000009204195e-06,-3.427797972375933e-16,-2.1821106520935687e-17,-1.7106569258115657e-17,-1.2190106015422253e-16,5.58094688425861e-18
200,2.4832974824978313e-11,2.4078831432128577e-13,9.99989444322664e-09,6.650782235528569e-15,9.998969600439185e-11,-3.6895660187678925e-14,2.971766220312762e-16,1.6757645832955556e-15,1.5999996542179065e-07,1.745056744391432e-16,9.000000439096152e-08,4.850261437917619e-16,4.447685222779531e-15,1.3999999980505642e-06,6.999999582475753e-10,-3.977651797141837e-17,8.060995377496389e-23,-2.1347151338564684e-22,1.6090214309133597e-18,1.876299756717458e-18,2.0000001060580363e-08,3.506746456603942e-16,1.1100263360806787e-18,-8.708139096376636e-19,7.192171737524565e-17,2.5000001301134267e-09,1.9743300499940408e-16,-1.3390693150417666e-15,3.4000000010494574e-06,1.9325830825802802e-17,2.1746692954759675e-17,3.0296431321302606e-18,-2.9928704207399776e-17,7.810390699526927e-18
300,2.480590606338961e-11,2.3814472654684363e-13,9.99981364663563e-09,8.911589197356004e-15,9.997188085060808e-11,-2.4531286478071058e-14,4.1690834909294064e-17,2.4806098583245666e-15,1.6000001561697094e-07,8.822043304712437e-16,8.999999477531018e-08,7.206820773785492e-16,4.892991840678713e-15,1.3999999996481651e-06,6.999999994442209e-10,4.5728403815655886e-17,1.0856637866449575e-22,-1.9879248396879465e-23,1.1790436246936914e-19,1.092987206377175e-18,2.0000000697580797e-08,2.4640501244274123e-15,-1.5497918131913862e-19,-8.657369159599566e-19,3.235482540869138e-17,2.500001609421009e-09,-9.145121847319014e-17,2.0105149491455247e-15,3.39999999996838e-06,1.945536433689619e-16,-5.709456452891003e-18,5.1178933581268864e-18,1.3764778159436242e-16,2.4520017836830703e-19
400,2.466637271976453e-11,3.729991192520808e-13,9.99964283951092e-09,1.2490512668832107e-14,9.997834259749754e-11,1.0047801063839615e-14,5.398266305000482e-16,4.202427469551263e-15,1.599999464027567e-07,9.123090651598443e-16,8.999999182478308e-08,2.2457306852950318e-15,4.021459264233666e-15,1.3999999988201491e-06,7.000000016187091e-10,8.980164567403945e-17,8.00708541677858e-23,-1.151886664694236e-22,1.8786733976020093e-18,-8.71117622044747e-19,1.999999738954976e-08,1.880451521690681e-15,1.2115197605407668e-18,3.27067918383799e-19,-1.1667020426378705e-16,2.4999992373986447e-09,2.7111131007571777e-16,-7.905954087528933e-17,3.3999999995554183e-06,7.413124525846374e-16,-1.645756853779606e-17,3.0950096404045637e-17,1.518401221558155e-16,1.431482855669592e-17
500,2.4510271730142293e-11,3.155621003161066e-13,9.99968916433224e-09,1.1877779357442109e-14,9.997791729784787e-11,7.719021967536326e-15,2.1973351488939228e-15,6.0453786323355015e-15,1.5999997285245068e-07,1.834567262367301e-15,8.999999576941697e-08,2.168838492440506e-15,5.568090774313524e-15,1.3999999974760177e-06,6.999999602724384e-10,1.1620329831509876e-16,-2.1563997891167928e-23,3.4285163418200935e-22,-5.518137919703945e-20,1.4193550165716175e-18,1.9999996151209366e-08,3.4105128206486903e-15,-4.760278194875887e-19,1.3926079842003348e-18,1.767902086528808e-16,2.4999958707173844e-09,1.9575044143444825e-16,2.0475748915284785e-16,3.399999999484181e-06,9.67167073384344e-16,2.0566221299753448e-17,5.0662501056741515e-17,6.110455608528278e-17,1.763168981128256e-17
600,2.451143377039775e-11,3.921190033466265e-13,9.999424105957405e-09,1.5510824140688134e-14,9.999749673872587e-11,2.8274816675374498e-14,1.8352315034115743e-15,6.994659561744762e-15,1.599999639897988e-07,2.311681969784759e-15,8.99999934443617e-08,2.9617330595788255e-15,8.571152798777307e-15,1.3999999958189134e-06,6.999999189526181e-10,1.655280886682994e-16,1.059677796360841e-22,2.8176385639826264e-22,1.1353484831902237e-18,1.0510160493571155e-18,1.9999996551721083e-08,5.474559488540123e-16,2.250484148234415e-19,1.0719490320458511e-18,-9.630309067161344e-18,2.4999971117865503e-09,5.708283165511237e-16,1.6101031905658372e-15,3.3999999984675095e-06,1.3584937105162568e-15,1.797551992782478e-17,6.92358476826938e-17,2.5326233280220696e-16,1.1668564464655681e-17
700,2.445866328609564e-11,5.848520984346357e-13,9.999344334037377e-09,1.8558076022574458e-14,9.999961349965705e-11,8.57614600256094e-14,1.5879810953877543e-15,7.904849627604426e-15,1.5999989921883348e-07,2.2522784021220038e-15,8.99999905378125e-08,2.4881132450692765e-15,1.2502767899886345e-14,1.3999999977947897e-06,6.999998760099062e-10,4.57249137655225e-17,1.9005122050551293e-22,1.3353641350357783e-22,1.932249662616656e-18,8.759159054471893e-19,1.9999994746161403e-08,4.928246013924743e-15,2.2188289111085638e-18,1.3946517313910921e-18,4.1803237716733334e-16,2.4999939936061116e-09,6.544137950638203e-16,2.5750894000587906e-15,3.3999999990969532e-06,2.137739783879685e-15,9.788801189784942e-18,7.410918427440304e-17,3.3242822531740665e-16,1.87247208967216e-17
800,2.4459136472259947e-11,6.555441330709817e-13,9.999273496555155e-09,1.98795642319217e-14,9.999547012621702e-11,1.1030602455106154e-13,4.988734710321554e-15,1.1184069924504185e-14,1.5999982707075826e-07,2.8773331192554324e-15,8.99999817702201e-08,3.5196674653867335e-15,1.0738730603068145e-14,1.3999999936619018e-06,6.999998013967325e-10,2.32112134325062e-16,1.5479395643617246e-22,4.615203359373277e-22,5.032205024602555e-18,1.6902710259238788e-18,1.9999992710343556e-08,3.754657503148356e-15,2.4990722993177377e-18,2.5477938714909862e-18,4.411364815848327e-16,2.4999952222500974e-09,1.0914243176134537e-15,6.0577616694281766e-15,3.3999999978085484e-06,1.0776800129064838e-15,2.8476643326681396e-17,5.310302135076151e-17,4.0913969365182373e-16,3.065914244987149e-17
900,2.4258129027922908e-11,6.518324803798012e-13,9.999154262573606e-09,2.4725662146471232e-14,1.0001590337518215e-10,1.3621759252085573e-13,4.7640728255760156e-15,9.894290574994272e-15,1.5999980472852246e-07,2.962146874933284e-15,8.999997863371347e-08,4.103574609590926e-15,1.7012042821588434e-14,1.3999999951548834e-06,6.999997612122578e-10,2.98458998653148e-16,3.8779469876819733e-22,5.627620866064214e-22,4.9530078206702585e-18,3.353935452639796e-18,1.9999991897673428e-08,5.824774666240858e-15,4.2035993495130364e-18,3.045872265922412e-18,3.581938186955842e-16,2.4999911844768446e-09,1.005186689562577e-15,4.888648041830616e-15,3.399999996069773e-06,2.2861275010756087e-15,3.974431581805349e-17,1.0982506639595735e-16,3.6350328652212417e-16,2.796237440270411e-17
