milliseconds,TF,TF_VII,VII,TF_VIIa,VIIa,Xa,IIa,TF_VIIa_X,X,TF_VIIa_Xa,IX,TF_VIIa_IX,IXa,II,VIII,VIIIa,IXa_VIIIa,IXa_VIIIa_X,VIIIa1_L,VIIIa2,V,Va,Xa_Va,Xa_Va_II,mIIa,TFPI,Xa_TFPI,TF_VIIa_Xa_TFPI,ATIII,Xa_ATIII,mIIa_ATIII,IXa_ATIII,IIa_ATIII,TF_VIIa_ATIII
0,2.490814934234744e-11,-5.2039059738008897e-14,9.999925650224987e-09,-2.4571512680230403e-15,9.999799221899363e-11,-3.9555146844337707e-14,1.138002666679747e-15,2.6635165224062616e-16,1.5999998981095e-07,-3.178388109610926e-16,9.000000333825719e-08,-5.723923818640737e-17,4.401750515942658e-15,1.4000000015155087e-06,6.999999797327398e-10,-6.40716369630046e-17,-9.532580534577934e-23,-7.920025089340409e-23,1.1003282961481196e-18,-9.01358862590744e-19,2.0000000182717193e-08,-1.788552156385667e-15,-6.240757649167637e-19,-2.8866875551434996e-19,-6.079948713541307e-17,2.4999985802119803e-09,2.3080054247025614e-18,1.784409600179653e-15,3.399999999821603e-06,6.730053327666523e-17,1.4078391213812419e-18,-4.011323472456364e-18,-4.585453776774579e-17,-3.329387216450803e-18
100,2.4872341646448878e-11,1.2040707191312976e-13,9.999914178596415e-09,2.021134637401129e-15,9.99859148284634e-11,-3.296783704899757e-15,-6.025079707241219e-16,-6.172457427172536e-16,1.5999998162157442e-07,3.367201359631503e-16,9.000000291058794e-08,8.596618955735988e-17,-3.1127479672364454e-15,1.3999999988067385e-06,6.999999619355696e-10,4.636573215227291e-17,1.066690149774019e-22,-9.855131349061967e-23,1.94196239753139e-18,-3.5971026633855023e-19,2.0000000448875066e-08,-1.21060782197468e-15,-4.829786149701695e-19,-1.0011635057009508e-18,6.17224829279607e-17,2.5000009211688964e-09,3.455624284875648e-16,1.7576097711530776e-15,3.399999999751489e-06,5.549384418779485e-18,-1.5197414417738452e-18,-1.3881524341062005e-17,-1.002169556926603e-16,1.7068681443895594e-18
200,2.485139507066449e-11,1.885211082634866e-13,9.99991700689474e-09,4.9763976430929e-15,9.999556961726258e-11,7.729715788123729e-15,1.373202077440794e-15,3.450178137030674e-15,1.6000002607313962e-07,4.178886978726449e-16,9.000000016254008e-08,7.99374539629005e-16,-6.607450165471268e-16,1.4000000011598572e-06,7.000000150427715e-10,6.857431890424439e-17,-4.995748526637875e-23,-5.775861151522513e-23,-1.6488496718613947e-18,-1.3091631649705793e-18,1.9999998809681855e-08,9.762583802662156e-16,6.526035909939944e-19,-3.734300001145367e-19,-2.0885269325070138e-16,2.4999999857870076e-09,-2.8980527287308593e-16,6.908710332457941e-16,3.3999999993286324e-06,-3.268915375770051e-16,-8.95318745305483e-18,-2.6865905433064078e-17,9.036635092938948e-17,-4.45330097718672e-18
300,2.469756707363288e-11,1.5905065373909172e-13,9.999814340235796e-09,1.2657296998456402e-14,9.998293876762505e-11,2.9913094348444924e-14,9.192781536824137e-16,2.9444119610943233e-15,1.5999994291003354e-07,5.133012731922989e-16,8.999999945354743e-08,1.6328320454273178e-15,-3.367775756984091e-15,1.4000000020019733e-06,6.999999601756417e-10,-3.908439606301449e-17,-1.2667997600140882e-23,-2.144139738775561e-22,1.8406032514778612e-18,1.686963861881576e-18,1.9999997948441435e-08,-1.8530651821072422e-16,-9.522307234161521e-19,7.073208927854108e-20,-7.331165021327817e-17,2.4999975903930455e-09,-1.770820465779731e-16,-1.2204016374338193e-16,3.400000000685704e-06,6.314429672958701e-16,2.0392908795867855e-17,-2.473401367860295e-18,-1.5011458176024576e-16,1.174055426657268e-17
400,2.456513482224782e-11,4.0607446566579414e-13,9.9996294822962e-09,1.5221693230011028e-14,9.998926959764215e-11,6.496086488531439e-15,1.7197273123736234e-15,4.440434203595933e-15,1.5999997413481174e-07,1.376144796064625e-15,8.999999187646846e-08,1.7647929984251403e-15,5.136142831191017e-15,1.400000001752721e-06,6.999999543860876e-10,7.326820029542139e-17,-9.111362482174573e-23,1.7369806972608977e-22,-1.602208008520087e-18,-5.28371053276994e-19,1.9999999867398048e-08,1.034212942304186e-15,1.3063615102484134e-18,-7.568544000460893e-19,7.191395061589898e-17,2.4999975225227935e-09,-6.854333929740046e-18,3.469782090728279e-16,3.3999999997328365e-06,1.19903067040943e-16,1.46447748217019e-17,-1.849314619876778e-17,2.3672948526700623e-18,-1.6906783518569027e-18
500,2.4651149372008306e-11,3.1766043321739933e-13,9.999716286969256e-09,1.7566270850058747e-14,9.999891033597903e-11,5.818758043183217e-14,1.6440966417972147e-15,5.641524215173746e-15,1.5999997640558404e-07,1.7622380423118105e-15,8.999999676213561e-08,1.5817817954160089e-15,6.400046032276775e-15,1.3999999992572562e-06,6.999999435497897e-10,1.0952181062536693e-16,-4.840349620516728e-23,5.370458762408771e-23,-7.696628509551973e-20,1.838454125097874e-18,1.9999996564171058e-08,1.7509197957586496e-15,-2.818934852776845e-19,-2.5665884505089207e-19,-1.0218293332081808e-16,2.499999435497439e-09,5.2131615757933935e-16,1.9167430000194138e-15,3.3999999984408847e-06,-1.2827312422036417e-16,-1.1149133801451793e-17,9.785278039438663e-18,1.3237966916049369e-16,1.5989951682852094e-17
600,2.44591398437429e-11,3.616466298084972e-13,9.999487196530595e-09,1.5405322794475923e-14,9.999175671923733e-11,5.820548810903768e-14,3.1483280881822933e-15,8.949818541649207e-15,1.5999990838198503e-07,2.4690048071241918e-15,8.999998661409416e-08,2.889546558286197e-15,5.276828100181609e-15,1.3999999972217266e-06,6.999998626649044e-10,1.3097960764558485e-16,9.022969003886122e-23,4.0071316098844484e-22,2.4342244650764052e-18,2.4592280513351236e-18,1.999999642276401e-08,1.4617045550276417e-15,3.717219052207338e-19,7.170311864612426e-20,3.704624938100067e-16,2.4999980550932317e-09,4.871636821366459e-16,2.1884128747805514e-15,3.39999999880914e-06,6.730310495859063e-16,-5.050724282234699e-20,3.6310548733775083e-17,2.464143881453283e-16,2.1403086581287202e-17
700,2.4375063175265863e-11,5.980506393948735e-13,9.999521806123418e-09,1.6452974159548626e-14,9.999917166829077e-11,9.733513978175519e-14,4.155964603600691e-15,8.64531198043136e-15,1.5999992314853092e-07,2.7131723818849652e-15,8.9999991405858e-08,3.3324335395925835e-15,9.39497714803007e-15,1.3999999980021243e-06,6.999999027736485e-10,1.5801461289749642e-16,1.7011363213365962e-22,5.28091304228439e-22,1.2298397887837823e-18,8.384303963593401e-19,1.9999997057383524e-08,2.952594690579925e-15,1.4220280901679181e-18,1.6287395837613555e-18,3.5652580240739396e-16,2.499994115524383e-09,8.730433256399425e-16,4.487017596012155e-15,3.3999999971651544e-06,1.827803440818152e-15,2.5881518037326226e-17,3.624447169035866e-17,1.1527405760956968e-16,2.3029683423528435e-17
800,2.4434358122004282e-11,6.926097688553269e-13,9.999267076000491e-09,2.1631425146894796e-14,1.0001544222595743e-10,1.012011880324987e-13,4.536113254800223e-15,8.636695893118022e-15,1.599998175587622e-07,3.343507226430471e-15,8.999998265250962e-08,3.388576648668354e-15,1.6753080183557683e-14,1.3999999942753642e-06,6.999998310872054e-10,1.7548594248061814e-16,1.317726758221329e-22,5.567599664917615e-22,4.132281664362906e-18,2.879205508256905e-18,1.9999997096946884e-08,5.4950188324061016e-15,2.83861892702295e-18,1.433165659716667e-18,3.749419913387449e-16,2.4999936147531195e-09,8.937011145867668e-16,4.154748645947411e-15,3.3999999974143735e-06,2.32809151824158e-15,5.654225084637331e-17,7.533068876756025e-17,3.189557713987311e-16,3.0964494769065087e-17
900,2.434306888569633e-11,5.755654430963442e-13,9.99936044266845e-09,2.4633486050674666e-14,1.0001866569973831e-10,1.2394934483524798e-13,5.73646359874988e-15,1.0849091038002068e-14,1.5999979375684278e-07,3.554225349999131e-15,8.999998065516305e-08,3.2755085665102293e-15,2.1585302563766593e-14,1.3999999928713628e-06,6.999998621209225e-10,2.441473882459582e-16,3.7706657089788664e-22,6.4755736097779115e-22,4.571080592380722e-18,4.779212596450711e-18,1.9999994442829184e-08,7.693553617699818e-15,2.2549838890105232e-18,3.188416739440681e-18,7.639937743145455e-16,2.499994653132733e-09,1.1274361855973696e-15,5.264993925764971e-15,3.39999999642991e-06,2.4722455329703716e-15,4.049779079841432e-17,1.0816430439504846e-16,4.53325923008808e-16,3.1485754121824073e-17
1000,2.421146939897315e-11,7.152908621620812e-13,9.999100074912732e-09,2.7324651968845304e-14,1.0002636480401135e-10,1.5623161360124748e-13,4.2051893593174635e-15,1.1089536918933689e-14,1.5999983358522346e-07,3.741241183593852e-15,8.999997055744001e-08,4.641422718665193e-15,1.9229908222550732e-14,1.3999999954162866e-06,6.99999772849426e-10,2.665461889020178e-16,2.3979880776609065e-22,5.255678436426939e-22,4.709347068197171e-18,5.309348056409413e-18,1.9999993523880175e-08,7.817951512466394e-15,3.4181094578770166e-18,4.0534288412992195e-18,5.781238874657641e-16,2.4999919646568463e-09,1.342755562406561e-15,8.894688223525003e-15,3.3999999968439002e-06,2.082837576591829e-15,4.5083841110945974e-17,1.245967020998267e-16,5.218023701748248e-16,4.4786109284014775e-17
1100,2.4106250960033294e-11,7.493427082449495e-13,9.999118491881259e-09,2.522770365852768e-14,1.0003529013328199e-10,1.8895685785706162e-13,6.22463695925497e-15,1.2987807707512722e-14,1.599997661799655e-07,3.6406225379283005e-15,8.999997051775505e-08,4.785713563364614e-15,2.4020093630841704e-14,1.3999999940623807e-06,6.999996987175544e-10,2.341817057604754e-16,2.9380865076005075e-22,8.972055029396081e-22,6.914124548562306e-18,5.314599430729336e-18,1.99999939261036e-08,6.7009808189895174e-15,5.041146551427127e-18,3.767712093478685e-18,5.562775449484365e-16,2.4999897515024757e-09,1.7116234214024325e-15,8.592271271194188e-15,3.399999996293388e-06,2.5314469658603766e-15,8.336251310508215e-17,1.3326101615562806e-16,5.489949998792149e-16,5.807025160758147e-17
1200,2.412789637472908e-11,7.731035966239534e-13,9.998947988895263e-09,2.7632823499298432e-14,1.0004192778908962e-10,2.3084471943319277e-13,7.243879869305846e-15,1.4060100084619831e-14,1.599997367915584e-07,4.208051454297165e-15,8.99999704790459e-08,4.823239638697401e-15,2.6602494693393754e-14,1.3999999897060365e-06,6.999996357986943e-10,4.041106772460876e-16,3.4693907464983407e-22,9.568680350700736e-22,8.83910827628907e-18,8.73310961515848e-18,1.999999019638529e-08,1.1871391131118451e-14,5.891976079718701e-18,3.2314173228239353e-18,9.536084320278902e-16,2.4999908522093167e-09,1.594462062570657e-15,1.0484248365371868e-14,3.399999994435505e-06,3.1402218583058715e-15,4.82461559456693e-17,1.5731860406812025e-16,6.907324907450166e-16,5.4892673938033005e-17
1300,2.395384268648374e-11,9.76407330640817e-13,9.999035469849838e-09,3.263197110827393e-14,1.0004066329413934e-10,2.0820574677265987e-13,9.390161851172365e-15,1.586325970919494e-14,1.5999968596165495e-07,4.484334791611417e-15,8.99999626773891e-08,6.2225397174565085e-15,2.4294888546025077e-14,1.3999999914088505e-06,6.999995308438026e-10,2.957969405853154e-16,4.090987455016828e-22,9.07480969246934e-22,6.974366278749839e-18,7.740654394422843e-18,1.999998799716751e-08,1.0185235041871287e-14,4.5829416485733005e-18,4.075526563694625e-18,7.900284724018598e-16,2.49998538067581e-09,1.686015496368613e-15,1.1408009883036806e-14,3.3999999939827796e-06,4.126952990006645e-15,5.763947959406722e-17,1.526425348999395e-16,7.89491343798128e-16,7.310588589006416e-17
