milliseconds,TF,TF_VII,VII,TF_VIIa,VIIa,Xa,IIa,TF_VIIa_X,X,TF_VIIa_Xa,IX,TF_VIIa_IX,IXa,II,VIII,VIIIa,IXa_VIIIa,IXa_VIIIa_X,VIIIa1_L,VIIIa2,V,Va,Xa_Va,Xa_Va_II,mIIa,TFPI,Xa_TFPI,TF_VIIa_Xa_TFPI,ATIII,Xa_ATIII,mIIa_ATIII,IXa_ATIII,IIa_ATIII,TF_VIIa_ATIII
0,2.4892707065376678e-11,-2.9852789121172036e-14,1.0000007903464556e-08,-2.1539211545246623e-15,1.0001058384855875e-10,-1.6383704438224095e-14,-7.47807280217469e-17,-6.509510888696372e-16,1.5999998822770865e-07,-3.1993336213102154e-16,8.999999743316323e-08,-1.3537164614745254e-16,-3.6553306091230005e-15,1.3999999995882115e-06,7.000000491756244e-10,8.676259895064523e-17,9.531404258543182e-24,-1.9803828424220012e-22,1.8049001155916566e-18,2.210294876990809e-19,1.9999998186377172e-08,-6.872162296240496e-16,4.04726259361398e-19,2.896453177892565e-19,2.24445533310359e-16,2.500001790328918e-09,-2.5488522719567507e-16,1.0485854950681806e-15,3.39999999971795e-06,-6.663066869686461e-16,-7.495877624658319e-18,9.539742495779753e-18,-6.691595510165005e-17,7.017682454629274e-19
100,2.4897443422334516e-11,-3.3601592995397003e-15,9.999909659062748e-09,1.8097592340469115e-15,1.0000355701111009e-10,2.6183491103922678e-14,-9.8096435088751e-16,9.23202257253497e-16,1.5999997012089693e-07,1.4847194834503393e-16,9.00000018324984e-08,5.271896697381834e-16,-3.2421876903494933e-15,1.4000000007211625e-06,7.000000761798381e-10,6.340291203845071e-17,3.888470384185853e-23,-5.633737151763595e-23,-1.4247378182604352e-18,-1.831025638406316e-18,2.000000196278824e-08,7.757279794616941e-16,-1.5075587385284072e-19,7.848998788239632e-19,1.802290590510359e-16,2.50000154593294e-09,-1.2809158018002554e-16,-6.937906309132728e-16,3.400000000609636e-06,-2.5794078569715766e-16,6.942431412273605e-18,3.2376781850810254e-17,6.576702709325857e-18,-5.552872189541213e-18
200,2.49234241015915e-11,1.5082449663961678e-13,9.999827902996847e-09,6.713147703822862e-15,9.998484886876644e-11,-2.8535449547596023e-14,-5.763409369468552e-16,3.4566829320365184e-15,1.5999999511366548e-07,6.664130841034581e-16,8.999999822925706e-08,9.192715745966153e-16,-1.4288973196737872e-15,1.3999999994672217e-06,7.000000028825722e-10,-2.2312453012300325e-17,7.554721030341392e-24,1.7375492857702545e-22,7.593297165106973e-19,-1.2803263524012477e-18,1.999999769931351e-08,1.2461214796765482e-15,-4.88136329935262e-19,3.441388811925604e-19,2.4086581338196836e-16,2.5000001124197902e-09,-3.0632969455503847e-16,-1.154472781944152e-15,3.400000000235738e-06,1.2089365914781766e-16,3.525536654806335e-18,4.087248770979866e-18,9.812885130639874e-17,-6.6092770394760584e-18
300,2.4699257006768787e-11,2.4681060313233146e-13,9.999804772901488e-09,1.1086443070523712e-14,9.998486549323779e-11,2.5657959014484177e-14,1.076068143240833e-15,4.87099478166826e-15,1.600000031344408e-07,8.534701816577832e-16,8.999999951459911e-08,9.407812481647682e-16,-3.2179812415911384e-15,1.4000000007205268e-06,7.000000354288269e-10,-1.1846192273001283e-17,-6.913014739630244e-23,-4.8874377280927617e-23,1.718954872800894e-18,-6.548860724595139e-19,1.9999999270219743e-08,-1.061128247357406e-15,-8.759970502815605e-19,-1.0690913406213315e-19,-3.862473888719648e-17,2.50000044279755e-09,3.476404830289054e-16,-1.2850748862496637e-15,3.400000000264937e-06,3.136138890371517e-16,5.482797928282608e-18,-2.400179732713276e-17,-4.205805546675784e-17,-6.6301343935048085e-18
400,2.461583718569144e-11,3.0603840896515116e-13,9.99968159864988e-09,1.4818118381242262e-14,9.997357820708543e-11,-1.0594455758222796e-14,-6.169464295220656e-16,4.167863589633073e-15,1.5999994944738597e-07,9.27008039802248e-16,8.999999927228668e-08,1.318650518121668e-15,1.8340272484111963e-15,1.399999998609112e-06,7.000000560587805e-10,-7.334434807761088e-17,-5.184760012926423e-23,1.7493009772358717e-22,1.7909470820082656e-18,-1.4318425201336137e-18,1.9999999345042143e-08,-1.4890976060940214e-15,-8.812175483292197e-19,6.650979330634469e-19,-8.133029907304213e-17,2.500001531070472e-09,-1.6324641060729308e-16,-7.143170369368735e-16,3.4000000007668613e-06,9.425373467852264e-16,2.0767161231992446e-17,1.9311793487687744e-17,-4.462006131225441e-17,2.812304451030515e-18
500,2.463035349741727e-11,3.4901363701470007e-13,9.999668582022706e-09,1.188521514409447e-14,9.999153734863235e-11,7.29968104532995e-14,5.677601323663042e-16,6.936139420555739e-15,1.599999649388637e-07,2.2269676923119525e-15,8.999999260356824e-08,1.5369225385126387e-15,6.682944033841702e-15,1.3999999997609475e-06,6.999999819625903e-10,-1.7438091660752334e-17,1.8078450836149146e-22,1.3351045316504108e-22,-4.7451304827742715e-19,2.072864567226546e-18,1.9999999689201467e-08,-4.1314058905962666e-16,-9.660198714514362e-20,2.5695572608712774e-19,1.190926580528007e-16,2.499998976704181e-09,-1.1195505588694304e-16,3.2403259093571347e-15,3.399999999733848e-06,1.2238521327717284e-15,2.1465751960007073e-17,7.085570834469685e-18,1.9063331465799877e-16,5.521180026541336e-18
600,2.4443102210133424e-11,4.950005187809709e-13,9.999414328826259e-09,1.789596641284949e-14,9.998944542670719e-11,6.038294303716837e-14,2.8820502273437597e-15,8.185565794348762e-15,1.5999990440759157e-07,2.092194323552352e-15,8.999998639768496e-08,2.8173507440965103e-15,1.120498137484648e-14,1.399999996441847e-06,6.999998497634465e-10,1.545889145927018e-16,9.951966773392043e-23,1.9771316027638355e-22,3.624020472012787e-18,3.2896336299411402e-18,1.9999996493114133e-08,4.2220047186973914e-16,1.0851966263843247e-18,1.8520750458180153e-18,4.61339648271861e-16,2.4999954492201348e-09,7.411046840814225e-17,1.8050036856491442e-15,3.39999999774944e-06,8.662459202606873e-16,1.6039889480670993e-17,1.5010529129107714e-17,5.2882608626324564e-17,2.742259447638357e-17
700,2.4526450445591847e-11,4.514385982173392e-13,9.99936894174242e-09,2.0609462698137943e-14,1.0000161301679485e-10,1.286467848627632e-13,1.3685330074538217e-15,9.363009669654187e-15,1.5999992379921136e-07,2.7461664666847155e-15,8.999998948936272e-08,3.3091663615027883e-15,1.4494367675204343e-14,1.3999999954414666e-06,6.99999803809552e-10,2.023440838812319e-16,1.1394585150501135e-22,3.8770191449253716e-22,1.1551562827615407e-18,1.2271876109110432e-18,1.9999998481139503e-08,5.531922781381018e-15,1.1524850332270877e-18,1.5319961027630692e-18,4.0407117359367e-16,2.4999936275266162e-09,3.114586672954491e-16,4.108818498815203e-15,3.399999998023817e-06,1.145082834050941e-15,4.435100909189468e-17,4.1260279476216576e-17,1.9955140047607145e-16,2.0061116680488935e-17
800,2.4413970695998705e-11,6.835171096236501e-13,9.999299301103641e-09,2.212754315765085e-14,1.0000506570601372e-10,1.3301035865860773e-13,2.6689935667888038e-15,9.551754033239908e-15,1.5999989342302203e-07,2.813226344826466e-15,8.999997739865396e-08,3.965643003717152e-15,1.1416153897557587e-14,1.399999995383078e-06,6.999997672726259e-10,2.48853136664356e-16,2.8824693239103643e-22,2.6531327029239345e-22,1.6305419866705004e-18,5.404832805495702e-18,1.999999423109557e-08,4.4068998066271525e-15,2.6141986583235527e-18,1.1528138713398592e-18,3.536727719195293e-16,2.4999955042730573e-09,9.605468085425493e-16,6.078947808989114e-15,3.3999999973452603e-06,2.230273187255887e-15,3.148511889685776e-17,4.3705425946807933e-17,4.533840487459552e-16,2.2718657294563888e-17
900,2.428836902100652e-11,6.328986002159438e-13,9.999289299594553e-09,2.30565309690327e-14,1.0002442274725475e-10,1.3485933247181845e-13,5.635377266257236e-15,1.1455066708851445e-14,1.5999984489174286e-07,3.174049874181375e-15,8.999997444693407e-08,3.545702261156794e-15,1.695860713946362e-14,1.399999993821444e-06,6.999998510701641e-10,1.920475947685671e-16,3.2666263145844118e-22,3.205050620856778e-22,5.425734462712835e-18,6.1094609608561305e-18,1.9999994810371236e-08,6.986398339714186e-15,3.965797842769089e-18,2.4211342721151496e-18,6.702318019098131e-16,2.499992155341982e-09,1.0725002253223847e-15,5.57278402245029e-15,3.3999999963915724e-06,2.5206272077547254e-15,4.619166279058275e-17,7.054321751702573e-17,5.135263419147722e-16,4.450306720309816e-17
1000,2.427726205065566e-11,7.885417343999218e-13,9.999143275304442e-09,2.8069292067510166e-14,1.000188219511173e-10,1.7487958176699348e-13,5.7485813124525936e-15,1.343940552950085e-14,1.5999978186317406e-07,3.338868462063435e-15,8.999997968313697e-08,4.2617384973480516e-15,2.4370045969882047e-14,1.39999999427402e-06,6.999997579078468e-10,2.0519689913814922e-16,3.4420441685209277e-22,8.063458638965191e-22,5.592320677454015e-18,6.580601511024253e-18,1.999999070453463e-08,9.704941958511365e-15,3.494246014544326e-18,3.850240467153812e-18,4.1109419630422583e-16,2.4999916471483137e-09,9.062447865888602e-16,7.410395507275227e-15,3.399999997517844e-06,3.4349616854880318e-15,5.5351451394633037e-17,1.0257890394398206e-16,3.090164500467406e-16,4.253807603845479e-17
1100,2.41641201048734e-11,8.138277880935431e-13,9.999071941882059e-09,2.6596278779335722e-14,1.000323089546783e-10,2.0855972473398976e-13,7.318224573724701e-15,1.2189903111861525e-14,1.5999980559674806e-07,3.4815763042845477e-15,8.999997504352573e-08,4.202879150519771e-15,2.6428109000809485e-14,1.3999999932607002e-06,6.999997821361154e-10,3.632651768656007e-16,4.741030513974344e-22,7.608434418607737e-22,4.67832807397828e-18,6.044297547208771e-18,1.9999993802895415e-08,1.0061246123716437e-14,4.346286387666834e-18,3.3778020553093115e-18,9.32905213636416e-16,2.4999923352362195e-09,1.5800745546940557e-15,1.001649565377205e-14,3.399999996751887e-06,2.6102573469420024e-15,8.085201931797384e-17,1.443381785289147e-16,4.3674330280857785e-16,4.221505737924378e-17
1200,2.4083256883777688e-11,9.23449048544975e-13,9.999082638280935e-09,2.72836163280477e-14,1.00038677755596e-10,2.0108902121845734e-13,6.0521294412209375e-15,1.535625668290646e-14,1.5999976481758372e-07,4.377940279373993e-15,8.999996444270623e-08,5.480158234803492e-15,2.4680425302720703e-14,1.3999999916254098e-06,6.999996638999793e-10,2.626049372109819e-16,5.109819147891912e-22,8.517994857589375e-22,7.168074736418557e-18,5.8984779068023855e-18,1.9999989608028496e-08,9.981795185857321e-15,6.121859383824178e-18,3.929657517949499e-18,8.555210962644474e-16,2.4999886850723953e-09,1.509539148414222e-15,1.0787775265407169e-14,3.399999994457198e-06,3.917552991746767e-15,7.89813867804695e-17,1.1707676589895782e-16,6.32594277526857e-16,6.572264287885928e-17
1300,2.4066226285912872e-11,9.659736773481808e-13,9.998956728804624e-09,3.163207272006513e-14,1.000461867373888e-10,2.1760082552179993e-13,7.714843168100016e-15,1.6584164581524437e-14,1.599997311335904e-07,5.054036856342224e-15,8.999996837932527e-08,5.933362325879789e-15,2.6805548374823275e-14,1.3999999887515606e-06,6.999995583833773e-10,3.041956657085165e-16,4.393838434425368e-22,9.66933047629336e-22,8.37614503434943e-18,6.9375277977938045e-18,1.9999989024599048e-08,1.2792563033096225e-14,6.73872903309265e-18,4.790740436063975e-18,8.814404840460382e-16,2.4999868081732707e-09,1.821269537117131e-15,9.270167200015389e-15,3.399999994418937e-06,4.220136913797595e-15,6.234058612629188e-17,1.312769495631199e-16,7.358926217578681e-16,5.45451329391975e-17
1400,2.3892212125646972e-11,9.894854687823728e-13,9.998818446169072e-09,3.146265760707174e-14,1.0005012581104407e-10,2.642291808754795e-13,8.594801836702613e-15,1.772686380488148e-14,1.599997249420249e-07,5.237133298009789e-15,8.999996102927314e-08,6.078402174493299e-15,3.377776963237015e-14,1.3999999896197977e-06,6.999996124023199e-10,4.2407495855615124e-16,6.00566431554491e-22,1.0689527233436268e-21,9.465113485363157e-18,8.476815809043503e-18,1.999998696972612e-08,1.0262826622680984e-14,5.679925594799324e-18,5.586235488807046e-18,8.420003909154568e-16,2.4999841691705228e-09,2.2458655006678267e-15,1.0055230740130451e-14,3.3999999933732204e-06,5.2962779540537224e-15,6.588316307729473e-17,2.0833696901764192e-16,7.319515797120765e-16,7.646797160174574e-17
1500,2.37745016952347e-11,1.0342589428834048e-12,9.998772294842606e-09,3.3292586915004545e-14,1.0006769865875427e-10,3.116267286335849e-13,9.154421798828931e-15,1.8515927301362067e-14,1.5999965456545743e-07,5.701451988133772e-15,8.999995458582444e-08,7.255174708949395e-15,3.9147425211349297e-14,1.3999999888681422e-06,6.999994663031802e-10,4.469588489922613e-16,6.359635408289101e-22,1.2257384129935111e-21,1.0279036032001005e-17,1.0748760685782972e-17,1.9999984254317902e-08,1.4743542726373603e-14,6.811983929992639e-18,5.445404450479678e-18,1.1286712903808727e-15,2.4999829812652686e-09,2.19393432019354e-15,1.277263281247366e-14,3.399999994059391e-06,4.527741799668422e-15,8.901377250074661e-17,1.702527886649707e-16,7.850499574412996e-16,8.07857860197471e-17
