milliseconds,TF,TF_VII,VII,TF_VIIa,VIIa,Xa,IIa,TF_VIIa_X,X,TF_VIIa_Xa,IX,TF_VIIa_IX,IXa,II,VIII,VIIIa,IXa_VIIIa,IXa_VIIIa_X,VIIIa1_L,VIIIa2,V,Va,Xa_Va,Xa_Va_II,mIIa,TFPI,Xa_TFPI,TF_VIIa_Xa_TFPI,ATIII,Xa_ATIII,mIIa_ATIII,IXa_ATIII,IIa_ATIII,TF_VIIa_ATIII
0,2.4984965017895905e-11,5.617316131110419e-14,9.999974308748537e-09,-1.575582059887713e-15,9.999741245712743e-11,2.845252267860405e-14,1.566640951370654e-15,-1.4659359539191097e-15,1.600000073897696e-07,3.091453986138466e-16,8.999999859391535e-08,4.924719249406783e-16,-2.678005348164031e-15,1.4000000012738405e-06,6.999999515235147e-10,-2.852358540409751e-18,5.928878749753979e-23,-1.650024010511247e-22,-1.775366622554457e-18,1.6553063679759154e-18,2.0000001790595315e-08,-2.6022157465028756e-17,7.286319917325519e-19,3.127906791793332e-19,8.450777567106393e-17,2.4999981491752843e-09,8.597374092592694e-17,1.3319537470786727e-15,3.399999999917812e-06,-8.03450239230281e-16,3.6461835903916864e-18,-1.443645898384108e-17,9.933025855968631e-17,9.590611630124182e-19
100,2.500765994743333e-11,5.714250387967046e-14,9.999972113182085e-09,2.647828656035027e-15,9.999218588221228e-11,4.5289800074778055e-15,-1.3718509728345636e-15,2.7537926346921483e-15,1.599999809103863e-07,7.28764612730242e-17,8.999999762571295e-08,1.7205203613028369e-16,2.161119521312951e-15,1.399999998395812e-06,6.999999116721286e-10,7.949379776894862e-17,7.139466678874933e-23,-2.1731840128160578e-22,1.831119849287132e-18,1.91054543355815e-18,2.0000001910548706e-08,2.343425776255485e-15,-1.9449281756926857e-19,-2.98245540110745e-20,-9.341489176013237e-17,2.4999983642873245e-09,3.310537290916092e-16,-2.7162624935361874e-16,3.399999999601079e-06,-8.199044858518384e-17,1.4850175853464114e-17,2.717371422959683e-17,1.131115616136577e-16,-9.213570480484208e-18
200,2.492399759874859e-11,2.005343549081666e-13,9.999742756690326e-09,4.9496044047678215e-15,9.998176786552772e-11,-2.4389637745904425e-14,2.8799510933176035e-16,1.4253933427353048e-15,1.5999998060155815e-07,7.205480620481612e-16,9.000000218317498e-08,5.597075861710342e-16,4.297094764674053e-15,1.3999999990626684e-06,7.000000611635882e-10,-6.18841875770574e-17,1.0175444540329915e-22,2.169012657975773e-23,-1.0239461116613952e-18,-1.0580328404512616e-18,2.0000002323735017e-08,2.19331581879312e-15,5.381876644551749e-19,8.221819116067051e-19,1.8413767036372064e-17,2.5000000270079223e-09,-2.7757790194486507e-16,1.9401428786255257e-15,3.400000000465254e-06,-4.3354618345642986e-16,1.0122905175012316e-17,-1.6794671766874297e-17,1.1452614675795088e-16,-7.878763333693574e-18
300,2.468812414839058e-11,2.934257989768228e-13,9.99983829671868e-09,9.988824965471484e-15,9.998593021258659e-11,-3.133133414858184e-15,-3.2540064887178504e-16,3.241860507993524e-15,1.5999995848041658e-07,1.377899413740902e-15,8.999999585356162e-08,1.0702323006195933e-15,4.73040970127198e-15,1.3999999986931837e-06,6.999999428612553e-10,-6.999585303622344e-17,3.162236735972479e-23,-2.1490915689724302e-22,-1.7706023666657407e-19,-9.877659566675518e-19,2.0000000913555937e-08,-8.990502889469039e-16,-5.359874919908102e-19,-1.055960447651639e-18,7.492632526868002e-17,2.50000073556469e-09,2.6306149834070475e-16,-4.770716349373832e-16,3.4000000000492237e-06,8.498169512657685e-17,1.657039936224593e-17,-2.9049167063489297e-18,-8.376161932276817e-17,1.902103757213308e-18
400,2.4739382648939885e-11,4.1042805103568226e-13,9.999688628349093e-09,1.0982167391420663e-14,9.998947675527684e-11,2.5668598643382294e-14,6.827519063175981e-16,4.245132501347645e-15,1.5999993756962072e-07,1.632195902807215e-15,8.99999930708481e-08,1.9716918530693627e-15,3.665148140763089e-15,1.39999999996887e-06,7.000000256009734e-10,-4.1591311242587795e-17,4.0234560345945684e-23,-1.452026332125006e-22,1.1550894276010648e-18,4.624993586987501e-19,2.000000085174423e-08,1.1688662544873381e-15,6.548222407686539e-19,4.496695629285318e-19,2.3202591071548433e-17,2.4999985212498245e-09,4.4838270664645224e-17,4.1973240664319547e-16,3.4000000002342826e-06,1.9686070710425193e-16,1.3304257354552229e-17,2.686795591242135e-17,-4.085967810633127e-17,6.577695314625663e-18
500,2.4652840737275135e-11,4.4965891007282247e-13,9.999577861386626e-09,1.5037128283740426e-14,9.999893047558367e-11,7.57514830458399e-14,1.6358559638492078e-15,6.228676355530495e-15,1.599999576927399e-07,1.6454520479297627e-15,8.999998930118482e-08,1.993772420274865e-15,7.66890579413595e-15,1.3999999969249936e-06,6.999999468454447e-10,-3.1204659711156773e-17,1.476438138421523e-22,2.59613957214449e-22,2.616417449894895e-18,1.3208285110532473e-18,1.9999998339537197e-08,3.4461531952012633e-15,1.7961444961120573e-18,-3.8378112176331334e-19,-5.2526299856899955e-18,2.4999992056692033e-09,6.959396024378656e-17,1.2891161743459413e-15,3.400000000228798e-06,3.455329990737564e-17,4.439266362939738e-18,-9.98622250976415e-18,2.3324419813837243e-16,7.680923473169213e-18
600,2.459182708236369e-11,3.885251216277844e-13,9.999493413386247e-09,1.5321508474825506e-14,9.999227059476689e-11,6.036500814299441e-14,1.3294034884775324e-15,6.0030549858868645e-15,1.5999994691662816e-07,2.1463510684726237e-15,8.999998672115124e-08,2.4668296728474794e-15,8.151808391260022e-15,1.3999999972428135e-06,6.999998791872342e-10,1.7223196109385396e-16,1.9880397728949754e-22,2.955197963461949e-22,1.0712953043773232e-18,3.3232966614103213e-18,1.9999995735823555e-08,4.7429263365597135e-15,4.477690886060675e-19,2.587185569825284e-19,3.073629815087197e-16,2.499998830054078e-09,1.0836724234272429e-16,1.7062209630680534e-15,3.399999999810779e-06,6.261315460732516e-16,7.132456381210291e-19,5.706983305820242e-17,2.5652576123919716e-16,2.0972112865289947e-17
700,2.4390017988466352e-11,5.693655241006597e-13,9.99944168303668e-09,1.763881603008294e-14,9.998843958291676e-11,1.1145869077153835e-13,1.5358731731793383e-15,1.0227088710937454e-14,1.5999984564956328e-07,2.476572441943351e-15,8.999998996691557e-08,2.7689650447004133e-15,1.223570126232285e-14,1.3999999948746283e-06,6.99999854794354e-10,1.3116981025660837e-16,2.0029313841493048e-22,5.313533351406065e-22,2.7552439494607146e-18,3.7066285426358965e-18,1.9999996971183456e-08,2.1149321033702645e-15,8.684508768721184e-19,2.4767965439201768e-18,1.0623565658277064e-16,2.499993704904995e-09,8.578525710727434e-16,3.425209405278461e-15,3.399999998069687e-06,2.034549349924417e-15,3.0649633469491145e-17,5.806662899905775e-17,3.464541051803324e-16,2.9264896945275445e-17
800,2.4429473867729203e-11,5.765149512269564e-13,9.999426653496352e-09,2.0049515892446546e-14,1.000099517278645e-10,1.0779511896940191e-13,3.456158614688137e-15,1.1239782477306634e-14,1.5999983401335822e-07,3.1228985508572593e-15,8.99999849462139e-08,3.9698836213216235e-15,1.5328913786774478e-14,1.3999999937621484e-06,6.999997781292394e-10,2.141402474731087e-16,2.671119671995893e-22,3.597606803909455e-22,3.6969139339399805e-18,5.050995652984485e-18,1.9999997068604523e-08,7.195728146863831e-15,3.5167131430991114e-18,2.957570171827468e-18,6.163949430852649e-16,2.4999954195184216e-09,1.1756438071294941e-15,3.9778391423678284e-15,3.3999999978592962e-06,1.2222965351085459e-15,5.580440750732403e-17,1.0629113082370697e-16,3.355480195923563e-16,3.047780280288126e-17
900,2.4215430370274835e-11,5.940710276878964e-13,9.999223797437119e-09,2.1490291266895414e-14,1.000112959082495e-10,1.0954281342711678e-13,3.6927670621394775e-15,1.0964968466479782e-14,1.599998469721031e-07,3.0612425704734557e-15,8.999997684198618e-08,3.7513655182265934e-15,1.3992414262757684e-14,1.3999999935655785e-06,6.99999706203189e-10,2.503656951041904e-16,3.7168177550629817e-22,3.5700602160987306e-22,5.383606775511485e-18,5.203094413153749e-18,1.9999993179560508e-08,6.394696605777945e-15,3.595580512686101e-18,2.168560349404556e-18,6.133116202745813e-16,2.4999920890927415e-09,1.355721521567776e-15,5.0153840995017e-15,3.399999997477718e-06,1.7741122713790491e-15,4.8030729765514904e-17,7.377475676204157e-17,4.591283753419034e-16,3.060367155608302e-17
