milliseconds,susceptible,exposed,asymptomatic,symptomatic,detected,recovered,deceased,detected_cumulative
0,14367978.301476715,443.63420984314985,188.87067308711718,212.42708583590905,0.9134385821450294,1.6560858044694715,0.01270721004210969,1.170355234963258
100,14367958.089170402,447.8521145493718,188.92124986689444,212.37196701281187,1.4004191902282024,6.580971469751955,0.1257315239335643,1.1364865901986139
200,14367953.370432774,449.21902023827147,191.13681461419898,213.84685698155505,1.504394913283578,7.5030659946251355,0.44568238113835823,1.6777058039195865
300,14367937.526170133,455.32967600135447,191.5102095569005,213.21458056280906,1.8515224955813412,20.78172117676323,0.8782996559594966,1.8506793189747026
400,14367938.667883333,457.0673924453839,195.521418364765,214.03789174213722,2.047098349802358,18.95283081728186,1.0901901141222803,2.199561092784417
500,14367910.527861072,465.61768155921277,197.3349469416991,216.38695944951516,2.306861579816138,29.527271476853763,1.797208608471616,2.3844444775732585
600,14367906.842115384,466.0204135220552,197.92976323324527,216.22560509949136,2.692938162255425,35.81387650391412,2.0531741315318244,2.7390553920170118
700,14367886.390426,473.7468009872279,199.7547375230637,217.77784474771423,2.8665225877362928,43.94569679719794,2.4524085673965783,2.9858597556829976
800,14367885.03753461,478.8284652205146,202.1996513517317,217.83349047585676,3.3425120910470696,47.84881474140738,2.7898582340744476,3.543788285918133
900,14367852.312412119,483.71365177864067,202.39090748228773,220.13938238222002,3.5148301673603046,55.857858521834295,2.919354929116971,3.613865684814401
1000,14367856.921620857,482.69332311054745,204.4152337437189,219.3335285561843,3.7788638222841664,59.31758718526966,3.3858636083933606,3.8235428242784044
1100,14367833.632437916,487.14933085829887,207.94958756676223,221.55944099074057,4.0764094574693575,67.28531119257866,3.6783835773955653,4.118380667279517
1200,14367813.959091185,490.5210793764184,207.4264681801158,221.7331537985613,4.184163189253171,69.82506389091654,3.874286706825296,4.530242499638642
1300,14367811.147604635,497.6686971475344,209.40131113027059,223.86434793528517,4.326809811304811,76.19524690687355,4.091110078919547,4.768000368706053
1400,14367803.284667369,499.4043710124831,213.14145304176972,224.80771330990018,4.967971134457383,81.94481328925353,4.498685553205528,5.157600046524235
1500,14367787.982351432,504.01198188734486,214.97961474269783,225.87742332720353,5.031412436687494,88.63762222091223,5.119552942731855,5.289333084724267
1600,14367763.056676682,512.8364230788454,216.48895823487425,225.4834720472341,5.193286849696075,90.22334809733442,5.444622350700623,5.598251478532773
1700,14367752.012350505,516.9999552670322,218.47648371761062,227.3541746656306,5.727191850650123,102.75225618643802,5.747751841601103,6.038699174531524
1800,14367740.622834291,521.6025279940999,220.68029956918113,228.11388233826352,5.792401825726695,103.80618999514347,5.910237087338103,6.148598502197185
1900,14367729.513600592,526.3924249234589,221.45282736628232,229.89236604869723,5.962655779782723,117.66591570012645,6.12783709967948,6.857836725550506
2000,14367715.256649526,531.678811844198,223.3342715854207,230.98031766191764,6.3595677303424125,119.99359411724919,6.655738974785139,6.875913701292735
2100,14367693.372391654,533.5900594723979,224.6874425998171,232.3534425595581,6.50354606765345,127.61718191076436,6.860197995072477,7.077079631082933
2200,14367689.247789672,534.6844893187546,228.2593669475068,232.80450798192095,6.967853232929816,132.5976827855741,7.179395553454914,7.416048006427688
2300,14367669.02985656,541.320189546429,230.52943543619412,234.54053361574108,7.2502127658268325,139.77850962158325,7.857667075449188,8.113811007880809
2400,14367643.174174627,546.7271997054974,232.75535336824203,236.3305717744654,7.393946873667222,148.909299947656,7.9723598785771115,8.08503967632774
2500,14367624.18582849,548.2776978871003,232.761795764279,236.36439263681854,7.577147222278313,153.71680395851942,8.30339676623723,8.619803375571236
2600,14367629.670692757,555.1789306215707,235.91738404258555,239.22317432789816,7.7181365765708625,159.06297515326983,8.759445459811687,9.09131376224813
2700,14367593.210485764,561.2502896875269,237.08619317506052,240.28000405893934,8.271143502691022,161.02181005009234,9.15739740449221,9.104123108126213
2800,14367588.341164924,566.0359906377865,239.2851534005592,241.23698093715987,8.535682198457666,167.83029150945688,9.559598166924907,9.573087112340268
2900,14367573.528840594,566.5302494677499,241.01978703458767,242.07169269129972,8.799194738294355,179.1177409518563,9.764292419987603,9.684380128722998
