miliseconds,susceptible,exposed,asymptomatic,symptomatic,detected,recovered,deceased,detected_cumulative
0,14367980.910839701,439.7241373373158,189.449873609519,212.18652981200387,0.810858241168617,3.6318182679106354,-0.18842927456259811,1.1093057750631448
100,14367959.629659109,446.3931840695153,190.39064761385973,211.76340864754548,1.2252371957139176,8.004938117629681,0.32595602254031375,1.0595901472384253
200,14367963.38757676,447.2839366953897,190.92007368090168,213.22758921775264,1.7289061284512723,15.064729918337322,0.5675559904111336,1.5107953186455367
300,14367946.125234632,453.9696873093605,192.45514435153947,214.7998102189403,1.9130890429018377,16.472309398859966,0.6913933693801724,2.0014937531213346
400,14367931.708007481,461.0447745284271,193.45596646723214,214.91591995490683,2.1536699824231698,26.03953328998264,1.2012175300029402,2.006877238041628
500,14367910.123648906,465.73412827011003,196.14092955321826,215.81296658994825,2.5514190721934913,32.34155713352982,1.3734985421889625,2.219587353910949
600,14367909.712821806,464.88841134015297,197.37491042550846,217.1847551999543,2.5538262177178677,35.83160083956856,1.7016746139487315,2.716725105755511
700,14367896.287515894,471.5314315093851,201.21206721221995,217.63801595867605,2.924556175955078,40.340092446647986,2.5220576878711785,3.019416239319918
800,14367871.053536195,477.6050416776959,201.59058552279615,217.63163705588434,3.0199888572868208,45.62353023569515,2.455274901222367,3.4024270223057913
900,14367852.850229086,480.8607027556983,204.69054399702736,219.0871913357467,3.4620198462233547,47.899109177384446,2.887323354818895,3.7733685349799417
1000,14367838.06320336,482.0244681869782,205.98411763791873,220.6308163408663,3.5928590067415658,62.33903377120674,3.1226394110757068,3.7123712115845113
1100,14367827.94098166,487.8434234941652,205.88807065880192,221.4494935615244,3.948705436925839,64.90353914907482,3.411837475383057,4.129687933756815
1200,14367828.237781992,490.8423980705631,209.39228943246542,222.18802536706596,4.376710227951211,72.14212096013802,4.145472634070456,4.277845338178812
1300,14367815.546237987,500.31491291307515,209.37880099437675,222.27992827202388,4.361642968501271,76.44970673614351,4.406215871071029,4.656658266191097
1400,14367793.155270971,502.0290056318599,211.39729897215443,223.9634233050711,4.667760513359146,80.29504149819171,4.87495263757626,5.329717025052117
1500,14367787.90969894,505.2404902267165,215.66592277693738,224.60216181785032,5.196457702654453,84.52960772135964,4.723918221003857,5.304146566082994
1600,14367757.851637326,513.306335817832,216.71656494360124,226.25386770697187,5.39864849288078,98.39424381091384,5.476636213274651,5.797429244916186
1700,14367750.433930784,517.2177742507608,218.258454164192,226.87220230080314,5.50605968362918,103.27264344926147,5.940681172514583,6.257986819948008
1800,14367741.723240789,519.313132721629,220.70589017125064,228.37543965104564,5.737257893837729,105.7490124044235,5.80059343134612,6.375686164966272
1900,14367724.258673443,523.1839781766254,221.8097692869063,228.88973699936463,6.275569858942144,117.71855549945177,6.323757701045534,6.595941963060339
2000,14367706.820264792,530.3759108571651,224.58279092522153,231.416755094502,6.195451240906471,122.75665590131885,6.535318042808712,7.18005697781956
2100,14367684.68427558,533.3724911193701,226.79693903435856,231.76419576693243,6.437132509817359,122.20965885802003,7.094672473589917,7.032836311497022
2200,14367680.35783899,540.3481997950818,226.64869115654093,232.94980803844922,6.979450684849933,136.64561204121875,7.3060451165853175,7.736840321234617
2300,14367660.643568963,539.3221258043675,230.41533181809342,233.86513470643678,7.208386324940455,135.21203929768816,7.852282861636606,7.9219995581162435
2400,14367642.373634303,545.174680980739,231.05357702530887,236.34843162939097,7.196266005934153,140.97966117453285,8.191741570084691,8.126010988101596
2500,14367629.939885782,547.9503813126826,232.89411744718748,237.40021464107832,7.6466987761525935,147.78310504022397,8.640319050353845,8.774200858855844
2600,14367627.551561052,553.0450268380995,235.7430533274674,238.5111970637099,7.7557737619208265,157.46730328425912,8.653247504094118,9.05931702583845
2700,14367610.513667233,557.0707667161552,237.95863435109732,240.4106965173512,8.253273407690104,162.5668327126755,9.438421711363196,9.013986622461898
2800,14367597.044435894,560.9169269386667,239.92366996328337,240.9843575516217,8.539563688750135,170.86149071246493,9.841860576406445,9.440599258592869
2900,14367562.785068162,570.7872351139822,243.46020563210234,242.09301698791265,8.709292689003131,177.75257799633056,9.918545932632814,9.69044527419513
3000,14367547.006635029,571.3680632860481,244.8498762143434,243.6619720919158,9.037093640657144,187.20586947338117,10.311147437816635,10.170167014226816
3100,14367532.952627556,575.1772020939745,246.92677320919006,246.23326910560698,9.0468467530905,189.56285669347838,10.974239924069241,10.729754162282783
3200,14367529.181409284,579.0732039230921,248.7718714794974,247.3886365335256,9.270473355408065,195.52147020652362,11.171184398588325,11.051939846700924
3300,14367518.612145603,587.8536298674318,250.11823467550576,248.30684831648153,9.77145633641797,202.1514292597858,11.617343973140654,11.000317517685465
3400,14367492.508526647,590.3550430024483,254.0329218446924,250.3023132869956,9.766851166410332,212.45001448670712,12.058677551800757,11.526554555993664
3500,14367480.134441098,593.5001070363941,255.0372799170063,250.57278244546907,10.17804933624615,218.37975289953576,12.606699945814988,11.59425758123315
3600,14367465.787104333,601.0005298096291,256.3056544446026,253.23797081359393,10.557177609957094,223.81109573565183,12.54928642558378,11.965305361709726
3700,14367456.032506058,602.947366393096,260.55421070882966,254.34620181969305,10.584209138274979,235.97740227137533,13.359475677562976,12.732671182242301
3800,14367440.263855066,609.4480956289805,260.83166797370586,256.1531249814188,11.141594344581641,246.06233826976475,13.252391183972668,12.88428226702137
3900,14367419.05355725,614.6970034481369,263.17942396552394,256.7048050668335,11.242477966014839,247.78920073237254,13.828834301334071,13.320848708248949
4000,14367387.668279171,617.0467547750433,267.11189709303676,259.6600208212662,11.308324199767712,260.2083554666416,14.464649757494437,13.444811122034304
4100,14367387.916086853,621.8243931711936,269.2389426313913,260.14168486289077,11.933597387775919,263.57046851048284,14.81790211731942,13.683221801312042
4200,14367364.718914263,625.2445001726235,271.6776750409248,261.757019815103,11.854677339884736,276.2338053507755,14.951752066164296,14.261040061301514
4300,14367337.455525607,630.1092218709767,272.1092767020552,263.80941313013295,12.331824311805413,276.28287624869034,15.58146543984109,14.754269196603529
4400,14367327.343688998,635.1176352449065,273.429713707871,266.05637500890407,12.555749326730947,283.78330776716297,15.728798531623415,14.856649693045041
4500,14367316.66703465,640.0774033007298,275.9708193180646,267.49868704293357,12.795702379128578,296.07734096463525,16.547886453763553,15.48530371145912
4600,14367290.749693498,643.8718266013935,280.10945185858674,268.7296414224734,13.13168945930434,299.78204441761324,16.762838789853532,15.834608113094363
4700,14367282.483709626,653.0187730986084,281.77389761271985,270.0279232526761,13.458037876361999,312.23415797995733,17.378552014647735,16.011469732231355
4800,14367267.26076784,653.7226561876541,284.85184051207216,273.1110908748143,13.43560362070588,315.73077030688086,17.516730638564162,16.49547650965492
4900,14367248.35650601,664.2766581347778,286.0154742751837,273.8473299222386,13.632526740245705,324.6075475436794,18.17390076636657,16.660403260403015
5000,14367215.06684411,666.9972682917288,289.8365689543199,275.83696029119955,14.098413205367464,339.2320116414398,18.800798393821445,17.028820074382203
