miliseconds,Cdk1CycB,APC,CycB
0,19.980451985379005,2.8936610385574867e-05,60.00229267520205
100,19.241082548777456,0.0011607320841887025,60.00533919263144
200,18.491271366745647,0.001991988633673082,60.007388438860644
300,17.909260516742968,0.0025930057064827506,60.00954272799202
400,17.44905237217799,0.00320391719393624,60.0134943761222
500,17.070989229231987,0.0035902869393345804,60.019331778459716
600,16.72861288476505,0.004017437792577806,60.02343062513004
700,16.473329578884602,0.0043257643135536684,60.02650587339286
800,16.1528974791472,0.004561078037290706,60.02925736026375
900,15.980576313759405,0.004727660549654659,60.03845761796617
1000,15.844106647017538,0.004867306207882751,60.04207696411903
1100,15.656553111455091,0.004971699079002326,60.04399136568979
1200,15.60787190240247,0.005128960267718889,60.04717775761143
1300,15.466841416534487,0.005167478229234861,60.05267894423126
1400,15.446191007560993,0.005302795704006891,60.05881502543035
1500,15.35546270260485,0.005299478758510502,60.061681889396965
1600,15.281822353978114,0.005479849991266809,60.06560384101261
1700,15.264997812528314,0.005465626958380049,60.06541789646197
1800,15.248569368673714,0.005573908380100437,60.06940011484592
1900,15.281292974077987,0.005558070339858651,60.07879062709856
2000,15.166766313779675,0.005559794524087019,60.07710067505439
2100,15.200557637310382,0.005626918511264919,60.08119850167366
2200,15.142364318656135,0.005621298516431055,60.090656216898495
2300,15.113971190999104,0.005758959185933512,60.09411406092813
2400,15.138425263975204,0.005733209489215773,60.09552802893687
2500,15.100529606467848,0.005701774419342282,60.099090116301426
2600,15.176078381611504,0.005826593765921801,60.10264940100787
2700,15.15743903154466,0.005725532873984702,60.11029772659179
2800,15.142079046342122,0.005857320068568602,60.11151777252782
2900,15.153821623748563,0.005850191523078178,60.116539164014334
3000,15.166859867870551,0.0058442515241815,60.120845166851346
3100,15.175261352568322,0.005856321315611874,60.122956928567675
3200,15.162853608234494,0.005840849025632126,60.12720206395483
3300,15.148941077506091,0.00587252595893605,60.129384367378115
3400,15.167601362609352,0.005831791038574325,60.136334729316864
3500,15.128986288445406,0.0058515965022874605,60.1371234453061
3600,15.083984305624199,0.005876788250577647,60.14119031680024
3700,15.143443986964243,0.005909693163753119,60.149077946787166
3800,15.095645380771948,0.005869657673081589,60.15002809117874
3900,15.132773922564835,0.005993694881659804,60.156497874125044
4000,15.15520180463605,0.005888881183363786,60.16152483697709
4100,15.131192038686216,0.005958216983639997,60.1617258572394
4200,15.112002625480315,0.005992879941390088,60.168291431256435
4300,15.12094880953428,0.006027220867592575,60.173169945337236
4400,15.118289538358335,0.006020571362015891,60.17434759249831
4500,15.130499979423298,0.006010048415846244,60.177178077439386
4600,15.145265563480484,0.006037076449838777,60.182357153419304
4700,15.12819845586055,0.005992715895205811,60.187369627572366
4800,15.155584783758808,0.005976000799656465,60.19335725046264
4900,15.137514570848369,0.006038882443520898,60.19682394433249
5000,15.15837554821837,0.005965689373683512,60.20085611359073
