milliseconds,Fe3__enos,Fe3__Arg,Fe2,Fe2__Arg,Fe3__NO,NO,Fe2__NO,Fe3__NOHA,NOHA,Fe2__NOHA,Fe3__O2__Arg,Fe3__O2__NOHA,Citrulline
1500,0.000656327853511984,0.006806775271932208,1.550031855406624e-05,0.00016556624281195277,9.652781084365954e-05,0.004807397439176457,1.6796371055688284e-05,0.006431722024908755,0.0011058666415082218,4.3450065688007245e-05,0.0005792934514207602,0.00017903874178075885,0.0047685026338693095
1600,0.0006719457681709274,0.006808333662470683,1.5607120696141647e-05,0.00016577765500937417,9.792636394029764e-05,0.005195186382232286,1.7113534098627528e-05,0.006563437532314694,0.0012747780617018859,4.340435867103467e-05,0.0005733475602898123,0.0001836044726019805,0.005760115494624064
1700,0.0006299240657241575,0.006628692285803308,1.556535471103322e-05,0.00016447252979794424,9.839579095954357e-05,0.005922369525561197,1.763990094023115e-05,0.006510059219460728,0.0013792936675029602,4.4344037104434645e-05,0.0005747713312091326,0.00018635107454875402,0.00622077413939968
1800,0.0006843814750321528,0.006644723345795206,1.566202850510009e-05,0.00016276654843068943,0.00010131568208588273,0.006797835274968184,1.7731841581162184e-05,0.006592077255916458,0.0013808349317076239,4.503340904361748e-05,0.0005689065830584371,0.00018724278710502534,0.00668017263046726
1900,0.0007264339733465168,0.006574427192534443,1.5479623726189646e-05,0.00016261790534290976,9.976750963707913e-05,0.007310954697156657,1.8002083832516254e-05,0.006641164439886846,0.001528893705652657,4.5415393893800496e-05,0.0005688668755519685,0.0001882518367519997,0.00766763557152569
2000,0.0005813724070970878,0.006530641346769439,1.5514395882007058e-05,0.00016089846720802675,0.00010195604023242358,0.007867166059561666,1.8214341221288975e-05,0.0067514584913081705,0.001777959822394667,4.589242490242942e-05,0.0005627555873842932,0.00019048264873493902,0.00802821544624268
2100,0.0006388601245693034,0.006557048609302705,1.5344887025733736e-05,0.00015944111013620356,0.00010238782920234591,0.008322784176709041,1.845573614863607e-05,0.00677266994645753,0.0018735844536016827,4.6144809266194724e-05,0.000565642126552253,0.00019075797939776176,0.008664774968584059
2200,0.000724411425089094,0.006490517619788244,1.5509908448027666e-05,0.000158390884362248,0.00010153943457329204,0.008800262493135216,1.8613714066319535e-05,0.006757289504492122,0.0018670595426783867,4.5544864470856494e-05,0.0005584955502580504,0.00019253458064487098,0.009257565389109759
2300,0.0006628137559491788,0.006504489090414698,1.5634663446044267e-05,0.0001578608550206218,0.00010334455687788719,0.009003512970419746,1.8457263341136027e-05,0.006757663453906715,0.002089107628204883,4.541608896623996e-05,0.0005539980166320923,0.00019337416197195222,0.009742396883470068
2400,0.0006616824868898798,0.006523174087539873,1.5565966131653582e-05,0.0001573515362665568,0.00010235812322172026,0.010125236838191921,1.860374762583568e-05,0.006835676597560189,0.0021725751714208857,4.584849838351892e-05,0.0005599424083086903,0.0001930435286020901,0.010116159371104366
2500,0.0006759688682063886,0.0063997109623815515,1.525376793027146e-05,0.00015917250815635428,0.00010451666278306065,0.01045207214797038,1.873965244984095e-05,0.006786251274986824,0.002328904913384241,4.651094540748519e-05,0.0005505368888856903,0.0001916973140853596,0.010431248881586449
2600,0.0005767878219753778,0.006521000697410382,1.5557413461127044e-05,0.0001576980789220792,0.00010436886715234196,0.010957778453168013,1.9168075623815105e-05,0.0068818083544646734,0.002492539155006839,4.6124304506676345e-05,0.0005507399786632504,0.00019226199902528372,0.011389431286951003
2700,0.0005453482117966389,0.0064018297284231035,1.5377200097184836e-05,0.00015681063392505626,0.00010293714500170126,0.011425708195882258,1.9105596247589656e-05,0.006778670917649654,0.0025432326961105224,4.585815466900983e-05,0.000554997941924616,0.00019509860035605761,0.011785841408191836
2800,0.0006181305488929987,0.006450056729452586,1.544647082378153e-05,0.00015790393106634003,0.00010497235032157973,0.011683040875631795,1.9139264950208963e-05,0.0067648205036972345,0.0026987691404536693,4.654112185511867e-05,0.0005492140543232165,0.00019460795436427168,0.012475061370950806
2900,0.0005556187680475498,0.006402525890844499,1.5518383529249937e-05,0.000159004419028295,0.0001053055346739693,0.012432962354095483,1.9146051233307082e-05,0.006771308069111638,0.0027540069012155256,4.6891253573706156e-05,0.0005562544969379324,0.00019428841102396606,0.013109038077394728
3000,0.0006761788978322346,0.006350713765735044,1.5532036055757182e-05,0.0001569015431702192,0.00010353171111127583,0.012899665035567595,1.9246961484017463e-05,0.0068052934577332675,0.002838284986122116,4.686794616438209e-05,0.0005538632551444945,0.00019591746859379367,0.013794684577131327
3100,0.0005515750824411696,0.0063873168170735075,1.5249995176561706e-05,0.0001585154820531152,0.00010341981125410542,0.01394635019742227,1.9108453663923645e-05,0.006904825760476144,0.0030701775768825295,4.6941795605249146e-05,0.0005514080100016767,0.00019277114456123763,0.01380861936646337
3200,0.0006353807053380633,0.006367012443374927,1.5593115474151814e-05,0.00015781634774084986,0.00010420340277746136,0.014162752240291666,1.8863051892430452e-05,0.006789961265519185,0.003197656985182343,4.685818808098052e-05,0.0005467043919942752,0.00019356278253913927,0.014777498099733362
3300,0.0006838829152915111,0.0063545643783998185,1.539709773982017e-05,0.0001574623674742647,0.00010446658652130144,0.014982740736084322,1.8975858635437704e-05,0.006788564341471946,0.0033001558965688998,4.658436323371273e-05,0.0005482775066628406,0.0001945979386498104,0.015295100109214994
3400,0.0007220356804801252,0.006382823513510567,1.5576000380105792e-05,0.00015675567883184906,0.00010419948968916775,0.015584530809645836,1.915011333054197e-05,0.006835834485646846,0.0033703589080501957,4.6122958826356626e-05,0.0005552871434252643,0.00019205408699658874,0.01542547304685621
3500,0.0006385666216781025,0.006459024674903358,1.521740701306076e-05,0.00015609309332294234,0.00010464493986454932,0.01624140075070857,1.9099580094705742e-05,0.0068165001588082605,0.0035743039507788545,4.692165066294098e-05,0.0005539880230740941,0.00019326276564145663,0.01627366212869876
3600,0.0007085866748966208,0.006454815604613378,1.5582123592938754e-05,0.00015851658844898646,0.00010445774901750148,0.016481780483890936,1.8953683819668594e-05,0.006886318207002227,0.0035827111955501418,4.645106672247406e-05,0.0005502770801058878,0.00019301447446041622,0.01704666544151027
3700,0.000673404467480291,0.006439148200779408,1.5211897141274614e-05,0.00015777671547992733,0.00010459898673104701,0.017295380206460497,1.9090615242242845e-05,0.006842400545987324,0.0037312953000484352,4.693907611991019e-05,0.0005455483634034091,0.00019522062335147086,0.017612310122572878
3800,0.0006792341591636995,0.006417774516993936,1.5363735670331516e-05,0.00015680670290820267,0.00010356667909828122,0.017485280633825043,1.9343991075514043e-05,0.006809357176347782,0.0037952731540719657,4.5876708696271216e-05,0.0005514163201325412,0.0001944251980994685,0.018430940828623357
3900,0.0006876235679931902,0.00637007393636617,1.5372835069191708e-05,0.00015892180822964688,0.00010458596935081979,0.01822382693316911,1.9067027266986482e-05,0.0067979171531854805,0.003949311523535712,4.634231324059984e-05,0.0005489240444965966,0.00019410355296260905,0.018337086015689043
4000,0.0006583386183931353,0.006364600706184803,1.548412861681818e-05,0.00015839406157182288,0.00010448043144055168,0.018587472561473868,1.9230744687382753e-05,0.00690399384833369,0.004171018282708584,4.595304543626887e-05,0.0005470136329196143,0.0001929625123994149,0.019371153643537496
4100,0.00059823886557271,0.006469382111935197,1.5424844467328804e-05,0.00015789471847907713,0.00010358287566528201,0.019030292463267665,1.8961277478687553e-05,0.00686925675127684,0.0042691438672148065,4.66310793708695e-05,0.0005482679899025941,0.0001962887700917537,0.019601096031399246
4200,0.0006131448546771445,0.0063424320326909344,1.5277879114737708e-05,0.00015648117560853746,0.00010531574723630062,0.019558176735563596,1.92759403065645e-05,0.006918117986648849,0.004357382936399548,4.678866581351796e-05,0.0005540333661392585,0.0001950284567759648,0.020184873997444175
4300,0.0007370099691276094,0.006354880453554083,1.5576629576012645e-05,0.00015818073089626526,0.00010418554619305749,0.02058437476319632,1.8986741889124713e-05,0.006815530981699044,0.00455182328960162,4.6255737407513764e-05,0.0005562046686469272,0.000194812777553081,0.020879832570467268
4400,0.0006295336996719685,0.006435322866119144,1.5307258839337653e-05,0.00015670909706045542,0.00010448588215222101,0.02067564243921861,1.9323177453221098e-05,0.006936660201046265,0.004526026456988529,4.611499652481201e-05,0.0005450901266023879,0.00019523349594113658,0.02159890031531828
4500,0.0007169034448926081,0.006419368892187614,1.5390626194842937e-05,0.000158681656619034,0.00010354239565313477,0.021525594215143138,1.8916632791972003e-05,0.006914717192034598,0.004691778825040757,4.6620051903630907e-05,0.0005494349344930553,0.00019325961787878683,0.022215060274245187
4600,0.000607635656460798,0.006426203107204028,1.5579472665869485e-05,0.00015663681138731493,0.00010450846064627333,0.022382985373430697,1.9470595091366082e-05,0.006940836046335697,0.004788129141008197,4.616119760233464e-05,0.0005464764835627752,0.00019666817090762705,0.022783867630110626
4700,0.0007253886092083647,0.006336935995372228,1.5314665083435566e-05,0.00015809369664874357,0.00010382895639680834,0.022534505772009893,1.921956148410746e-05,0.006858811481532832,0.004976912487122474,4.5943299109591394e-05,0.0005476765884857403,0.00019297737866905327,0.023338515972699706
4800,0.0006104440076613458,0.0063979785679054565,1.5316051721017196e-05,0.00015649699182917763,0.00010364627359516355,0.02327462323360686,1.923003354803417e-05,0.006923136250097995,0.005032225111737947,4.687071748118492e-05,0.0005530441147587943,0.00019689592437660834,0.024005508880213078
4900,0.0005522857357885876,0.006388285857235127,1.5428363204644388e-05,0.00015697216697214682,0.00010362762382277497,0.02358671251538246,1.9200444623549532e-05,0.00689255772723371,0.005258495118483743,4.6023081942903895e-05,0.000549250843564664,0.00019371865375031932,0.024068423553199797
5000,0.0007135895387342496,0.00638601245729259,1.526497608912608e-05,0.00015766759666232524,0.00010554041544651487,0.024099865698693768,1.89100929021208e-05,0.00683495886737603,0.005385787646234927,4.5996615912238676e-05,0.000554214366699279,0.00019688799321073485,0.024752163366655658
