miliseconds,Fe3__enos,Fe3__Arg,Fe2,Fe2__Arg,Fe3__NO,NO,Fe2__NO,Fe3__NOHA,NOHA,Fe2__NOHA,Fe3__O2__Arg,Fe3__O2__NOHA,Citrulline
1100,0.0005396448397404588,0.007473993690544373,1.585755145042457e-05,0.0001801206656202303,8.734667707899523e-05,0.003058215774054007,1.4309609605706141e-05,0.005962968741608963,0.0007108328039607025,3.932700011065796e-05,0.0006249721463862971,0.000165956177368162,0.0031050119552868717
1200,0.0005760434224611259,0.007262324986345798,1.5875001110501095e-05,0.0001757975051919828,9.164445345801335e-05,0.003287580463380788,1.5193514688961184e-05,0.006025120025218299,0.0007593313496001934,4.0819433881122406e-05,0.0006147096596794385,0.00016928226889109275,0.003623377104139254
1300,0.0006680976584537935,0.007035671310700948,1.569532295231198e-05,0.00017026862767776025,9.382811008281185e-05,0.003990777519245561,1.5666304428935218e-05,0.006275279334093565,0.000805734196219699,4.244227287952767e-05,0.0006010896624371677,0.00017466064951205464,0.00435770524054097
1400,0.0006558692973756433,0.006968979062640516,1.5656563453944452e-05,0.0001703128055717276,9.67754173615878e-05,0.004252582776527482,1.6482056511558222e-05,0.0062726936442056855,0.0009755623387693859,4.299090719018234e-05,0.0005880565794581222,0.00017828539150841936,0.004658424970784251
1500,0.0005402371734966711,0.006821793502946041,1.5626464429053387e-05,0.00016525773707225017,9.810475835439542e-05,0.005196685820919697,1.674962475738699e-05,0.006524554525618499,0.0011841735721611942,4.331846176807259e-05,0.0005834641734295821,0.00018242582087414213,0.005279410606700876
1600,0.0006924986195394037,0.00677361865416567,1.5676205422689096e-05,0.00016519766144512768,9.841313736516789e-05,0.005695130270749306,1.7394579923645353e-05,0.006461766867069655,0.0012687919424302346,4.447750276774082e-05,0.0005735499964223516,0.0001826055736206078,0.005486979655381344
1700,0.0005219453256849853,0.006672608696394746,1.5364803466140592e-05,0.00016484725469835274,9.931025792534823e-05,0.0057025588005913536,1.7389254144363986e-05,0.006540302480051113,0.0013638020112508697,4.427314827182106e-05,0.0005732059477274108,0.00018652446092975482,0.005966510133944341
1800,0.0006771027572404917,0.006635188065836504,1.5300888579851578e-05,0.00016206607145228302,9.93001817520241e-05,0.006406526380979053,1.798440592376999e-05,0.006677824433139404,0.0014441808676464727,4.493912054446581e-05,0.0005647243129323225,0.00018704752551537866,0.00704451432966038
1900,0.0005519162093818264,0.0065466700190157,1.5613294045854852e-05,0.00016022150667742972,0.00010076236984156796,0.0068708646721989276,1.8372004584115364e-05,0.006678452807439576,0.0016201105013914053,4.528260487247761e-05,0.0005600372284342746,0.0001904417050130691,0.007057898417504265
2000,0.0005664215183902733,0.006631586987806723,1.5346618980042215e-05,0.00016005523547936798,0.00010194297141509999,0.007379478088931211,1.8108082088574162e-05,0.0067001230701073024,0.001659036575321381,4.530998770754006e-05,0.0005577427031196952,0.00019183596127851497,0.00815177321539678
2100,0.0005996152756094415,0.006463839898599382,1.5440108497955176e-05,0.0001604402881818259,0.00010162697666193017,0.007859201968670123,1.8552830432827986e-05,0.006820121504731606,0.0018936881044856885,4.563985750355596e-05,0.0005551209854660616,0.00018916804906352432,0.008461043868277507
2200,0.0005937427044466818,0.006482266599657495,1.5540433488441364e-05,0.00016051364310422052,0.00010234271864577333,0.00856461230362286,1.8526921508353414e-05,0.006699528723784435,0.0019258705267490713,4.5828047902513704e-05,0.0005625589068896315,0.0001890255879760683,0.008870998820477123
2300,0.0005889241075398912,0.006513299423161147,1.5432877877163843e-05,0.0001603740374637679,0.00010192881383849782,0.009201935114300487,1.892070285717682e-05,0.006852644046637512,0.0020745307334092498,4.615422319072116e-05,0.0005571654030346576,0.0001903628764797067,0.00943147985445072
2400,0.0006750868120345538,0.00654175085686365,1.533258438475596e-05,0.00015968017610960787,0.00010204907470912281,0.009993909296288591,1.8898718114677777e-05,0.006783296071404064,0.002257146257508025,4.563285262135147e-05,0.0005612469871454033,0.00019258715831980058,0.010405615533848979
2500,0.0005781225732224987,0.006453408801655102,1.535387670393098e-05,0.0001585834215194117,0.00010265030681982278,0.010242893984814226,1.9072219278416086e-05,0.0068315174423342565,0.0022818057121806955,4.571978466710786e-05,0.0005579688776025292,0.00019215452873258884,0.010873686543018065
2600,0.0006988862272730228,0.006432114321399534,1.5315293584677424e-05,0.00015915046120483202,0.00010371573442008393,0.011257714574518317,1.9010435111935068e-05,0.006790084954234936,0.002497050496951375,4.602797180259217e-05,0.0005505431585957223,0.00019357124255638965,0.011260224714977625
2700,0.0006646699394077516,0.006497794353779902,1.560296249107586e-05,0.00015910803192410565,0.0001026970605994653,0.011457093883191837,1.9160845962869403e-05,0.006851265303321786,0.0025331319859398706,4.59353043886457e-05,0.0005589756298290337,0.00019437678475637095,0.011917557483837344
2800,0.0006092469151703675,0.006505316027990602,1.5311200671104546e-05,0.00015946720852021975,0.00010264124520277479,0.01171725562131874,1.9169724049762673e-05,0.006870164712674966,0.002575054353167462,4.647983044209725e-05,0.0005527572537075662,0.00019140626855722632,0.012021269110288927
2900,0.000682323158703927,0.006377252359078344,1.524736761057513e-05,0.00015865329166705666,0.00010529618635454202,0.012953307063266,1.9202631093005796e-05,0.00687799252977616,0.0028410149853579703,4.673330160553742e-05,0.0005559758582421312,0.00019279296267769985,0.013259531342201862
3000,0.0007167238050342062,0.006489634848345591,1.5380054670889545e-05,0.000158696471273893,0.00010509983954761606,0.013190737225455338,1.912575217502514e-05,0.006792689312535915,0.0028815336290086103,4.647515331621062e-05,0.0005552936033483603,0.00019608098962836722,0.013536165225284563
3100,0.000722543128766117,0.0063878441067918195,1.557453436183914e-05,0.00015666248811784309,0.0001030860022206113,0.013371890851681731,1.917865511773488e-05,0.00690378805693856,0.0030449530552433203,4.5874138959026735e-05,0.0005568465486292084,0.00019174776292880824,0.014228075253102752
3200,0.0005741571409677839,0.006366693727308616,1.542561178556062e-05,0.00015915571409122795,0.00010365210337332679,0.014580042878011484,1.8996145533736472e-05,0.006818817743809191,0.003168992824590344,4.625732259693456e-05,0.0005553911161514062,0.00019313502898464342,0.014477749283873905
3300,0.0005420198882582959,0.006369728468308723,1.533843308776132e-05,0.00015724945945946755,0.0001046092766402989,0.014772923050896437,1.935863390503023e-05,0.006851570817067354,0.0032833648818953033,4.599834762298254e-05,0.0005515579702231951,0.00019569073788383318,0.015264997599398469
3400,0.000552718505821125,0.006331455991865682,1.5594647657715696e-05,0.00015799782163428838,0.00010524681971893149,0.015133597313579432,1.905461968380755e-05,0.00680390742739083,0.00346392062489707,4.646879743852457e-05,0.0005462842230642241,0.0001968036947164074,0.01571987308387164
3500,0.0006041589390791526,0.006357424773216997,1.5227370526829234e-05,0.0001579699025895375,0.00010514630943823128,0.016234920340258863,1.9198185049423035e-05,0.006779908762104766,0.003579550562129501,4.6694755857463686e-05,0.0005499685012132472,0.00019461753807227782,0.016358023444609505
3600,0.0005954047039811515,0.0063438918973342615,1.5387292717314153e-05,0.00015898165839905545,0.00010340704032869147,0.016404296703183205,1.940920895916684e-05,0.006818706122853375,0.0036257325151315273,4.6949387125245076e-05,0.0005519191178375906,0.00019334139860959044,0.016995914974519143
3700,0.0006595772439223896,0.006431688822404949,1.5343937004652022e-05,0.0001563285373408317,0.0001033524718031918,0.01744107105982215,1.8945912214664326e-05,0.006785732987363254,0.0038292087350757977,4.658124159123384e-05,0.0005525717782655163,0.00019330916152971486,0.017512984570974225
3800,0.0005909705767744998,0.0063477460619306226,1.554787737989235e-05,0.000157548558844646,0.00010357684150827745,0.017506873091370927,1.899359504419375e-05,0.006858670171575872,0.003889471644854162,4.6310909439296896e-05,0.0005557554924712015,0.0001965854340640061,0.01784005192518965
3900,0.0006324509849952904,0.006358199772115065,1.5226918631486165e-05,0.00015631876779304623,0.00010350462739437577,0.01787759567295621,1.9028253075578988e-05,0.006810873777409141,0.0040533704420314945,4.681555550883738e-05,0.0005512588912766768,0.00019339996437373316,0.018888462233599124
4000,0.0006604773983306958,0.006344749978665004,1.5241842067304e-05,0.0001579956739615826,0.00010491506472716968,0.018913639657792178,1.919545368084596e-05,0.006909936446617509,0.0041099325240846465,4.6933773772101635e-05,0.0005469220696050892,0.0001937032251268862,0.019283801114872445
4100,0.0005740781645794589,0.0063406851432197065,1.5239355218155867e-05,0.0001562525188883861,0.00010476304331079303,0.019481811075929594,1.8993408234042676e-05,0.006897006037337315,0.00426309506258504,4.606379813704657e-05,0.0005507564472176164,0.00019646159067623033,0.020108313941357807
4200,0.0007139174095994635,0.0063620318968468995,1.5416467924863878e-05,0.0001576910582090069,0.00010443454730907608,0.019673332666752735,1.9081243951111657e-05,0.006894381917703527,0.004395574776777507,4.6688110445658686e-05,0.0005465600895587664,0.00019528172022269678,0.020538335418738365
4300,0.0005783577137940285,0.006325342871366799,1.550745964992695e-05,0.00015790750335070591,0.00010518207957350878,0.0201441095161748,1.8976058565520376e-05,0.006918616540826644,0.004559201329763891,4.669996522220929e-05,0.0005463053489223084,0.00019641944463805343,0.02092753905757713
4400,0.0006622868136108925,0.0063389524768965675,1.5365845647724412e-05,0.00015823683822793844,0.000103472957320669,0.021219926984544467,1.89920896850155e-05,0.006916953827768161,0.00458261434480242,4.6980738576939646e-05,0.0005528648471892142,0.00019470104519495447,0.021368799584532507
4500,0.0007420873481507585,0.0064741970104727166,1.5553834187491834e-05,0.0001567816221405464,0.00010384758096056131,0.02193879316572906,1.9468761864231452e-05,0.006884559936982264,0.004753694153428515,4.6043206242749874e-05,0.0005554766242974739,0.0001933311249184718,0.02233045447542977
4600,0.0006315502938834372,0.006425988063228607,1.55905392095613e-05,0.00015734016142250195,0.00010414508259914122,0.02181788131973406,1.9447905787482155e-05,0.006912136138623532,0.004809980959712912,4.624946255123046e-05,0.0005470077943977396,0.00019711167960797933,0.02241588576899102
4700,0.0005756820116993014,0.006437593631327135,1.5478424151500136e-05,0.00015605633153280505,0.00010510205239864323,0.02302923744375014,1.889570196503369e-05,0.006946258710170128,0.005045960237996107,4.662913334264227e-05,0.0005459231862869532,0.0001933841682971043,0.02289992330231572
4800,0.0006661764297286307,0.006411269762546072,1.5264283460517555e-05,0.00015630308349871407,0.00010538934156379045,0.023391933367915393,1.9443367543853767e-05,0.006939244110273091,0.005153226200824958,4.6438100234277324e-05,0.0005479905133788207,0.00019594302902470591,0.02411881001751236
4900,0.0006169885815249278,0.006452075041597013,1.5484633037774692e-05,0.00015889962451101384,0.00010498793584180596,0.0237258240535057,1.9235962405664956e-05,0.0069294670597561175,0.0052611956989282276,4.696706106318956e-05,0.0005455824477900606,0.00019566887798798052,0.02414931537257073
5000,0.0006124675272112544,0.006400891026342434,1.5376851532966437e-05,0.0001578989722073687,0.00010463461558025753,0.024688851861376416,1.8955303383981807e-05,0.006824467839964157,0.005381981393230099,4.679513519182289e-05,0.0005470245983410187,0.00019207863785616073,0.024735092852717272
