miliseconds,Fe3__enos,Fe3__Arg,Fe2,Fe2__Arg,Fe3__NO,NO,Fe2__NO,Fe3__NOHA,NOHA,Fe2__NOHA,Fe3__O2__Arg,Fe3__O2__NOHA,Citrulline
0,0.01495913381392297,9.997547765938368e-06,4.7881014674013e-08,1.6045232017184839e-06,-7.067681641056526e-07,-4.1993525625199964e-05,9.472712901684507e-08,1.9535250448485235e-05,-1.3758727530308743e-06,5.889112109550599e-07,-1.916548451491228e-06,-1.0727034660585283e-06,-0.0002028937341887727
100,0.0049823692522282205,0.008557213502134892,3.7135563232337617e-05,0.0001913597160829686,1.7089651858845162e-06,-4.9542961530936436e-05,6.177616530139177e-08,0.0004864626673683692,-5.993041280885712e-05,1.3065185618726953e-06,0.0006333970631241858,5.568186856471069e-06,-0.00021241562719379333
200,0.0018501776490904892,0.01074932599163338,2.4152395127079776e-05,0.00024179995055249293,1.1521494488831521e-05,-0.00030102642730850014,2.698522731201103e-07,0.0013805784334884978,6.264169301013037e-05,6.360025111840492e-06,0.0008438891254301233,2.946808924384416e-05,0.0001362588604696086
300,0.0008151798012014619,0.010871164397862782,1.9472603939048446e-05,0.0002471520962105258,2.5221864917376558e-05,0.0004268140853357144,1.9562008606853947e-06,0.002251352893432748,-3.3559380396416808e-06,1.3263008324997824e-05,0.0008637641472038789,5.074718907658095e-05,-8.680100520563148e-05
400,0.00047944392327746096,0.010295707212813318,1.74997546616521e-05,0.0002369321811208842,3.856196021340318e-05,0.0005476979415922602,3.328351981348105e-06,0.002950151954470078,0.00015395122822590437,1.9042325148257824e-05,0.0008391459373323269,7.788576255946072e-05,0.00010774629380166213
500,0.0004151839612671674,0.009756435568371226,1.6791931270492364e-05,0.00022420138894885312,4.9339199785968256e-05,0.0005275648587430162,5.462327502227704e-06,0.003672053554560798,8.31645516466373e-05,2.3038227353397385e-05,0.0007881740174423101,9.766008504191277e-05,0.0009001857488218062
600,0.00029629969594947435,0.009171785281820888,1.6337952835208917e-05,0.00021515199680957218,5.935162862684635e-05,0.0010981869785529827,7.2386271315125395e-06,0.004231679829584897,0.00018368111152997915,2.7561765329079356e-05,0.0007541407503570457,0.00011575480447314446,0.000552963097791741
700,0.0005165480326611727,0.00859700783096021,1.6127662803843412e-05,0.00020412098015869183,6.926427382448841e-05,0.0014666461284208905,9.235929636181612e-06,0.00469567506276807,0.0002650389908970742,3.114845472563555e-05,0.0007167660465557629,0.00013154306394899955,0.0010599939888108487
800,0.00044218041003503265,0.00828474869631497,1.603072914923844e-05,0.00019639152517615964,7.521802356997709e-05,0.0017876357966848029,1.0782930807429524e-05,0.005040501759990223,0.00039366505267720984,3.4278682564811976e-05,0.0006867560548544783,0.0001386501685661449,0.001701686350769111
900,0.0005722583104524997,0.007938145995204222,1.600608744272787e-05,0.00018769618551817257,8.095415165490388e-05,0.001620667572679244,1.1772441218471776e-05,0.005469909491635619,0.00042253028352077317,3.617938910869732e-05,0.0006598976741974773,0.00015062727218902763,0.002376286451023472
1000,0.0004931155899337625,0.007678240825347868,1.6036495374087498e-05,0.00018328090554980793,8.427468540488762e-05,0.0021481381937445984,1.339950364903626e-05,0.005651872862303974,0.0005272726663499897,3.8595543271538886e-05,0.0006413835688557298,0.00016003351103992516,0.002331284678425708
1100,0.000576272910057367,0.007364636332832046,1.5857981147356913e-05,0.00017983509186505207,8.828073200656375e-05,0.003271082702944964,1.4461544201072014e-05,0.005928750012194175,0.0007471774439033286,3.956576304910043e-05,0.0006300554113062084,0.00016599770703673046,0.0029158293235886606
1200,0.0005150788651575801,0.007231924308742844,1.5563829405557533e-05,0.00017326689256364413,8.964911936210426e-05,0.0030598274409453534,1.4860805069677203e-05,0.0060437099420945625,0.0007031627377576484,4.067240697386578e-05,0.0006120265029217562,0.00017020388771234722,0.0038634346245589504
1300,0.000665515252592666,0.007072236946812181,1.5763313278809816e-05,0.00017314280977684897,9.472106999636347e-05,0.0041410344186981795,1.583590112203603e-05,0.006171529888377879,0.0008246591885743182,4.1600112177187686e-05,0.0006057817830723582,0.00017607739332297972,0.00389076309344523
1400,0.0004976802709691545,0.006957525221013036,1.5458921833205784e-05,0.00016757834598006907,9.411333629149717e-05,0.004491094727197855,1.625536251203352e-05,0.006364664565436774,0.0009193970590100815,4.227148053754143e-05,0.0005915246596195068,0.00017866741404785164,0.004741533939744229
1500,0.0005478664884134293,0.006921622959299041,1.547662536331605e-05,0.00016641649159829082,9.631609607101889e-05,0.0051449687353785165,1.6952970341354013e-05,0.006451427668864473,0.0011302152050986205,4.302295707968834e-05,0.0005843126959668868,0.00018145527847103336,0.005018146442965677
1600,0.0005478294037535199,0.006816350455901273,1.5389840198842908e-05,0.00016571067003625793,9.700365217645725e-05,0.005318253856250207,1.734871543738979e-05,0.006521898268343498,0.001308562858047596,4.405841072291022e-05,0.0005726893014175923,0.00018450365448750608,0.005534775735033743
1700,0.0005662395979411642,0.006699678408200301,1.5672638674754774e-05,0.0001636132420173315,9.863367863368774e-05,0.005707339937599117,1.777106108952098e-05,0.0066428035427264194,0.0014039007396092003,4.460032584856939e-05,0.0005778159892502651,0.00018342120328923125,0.006084121827042061
1800,0.0006957843546081916,0.006703648671781079,1.5425692362966014e-05,0.00016301846610603104,9.993806328966443e-05,0.006419168969170986,1.7800363493555584e-05,0.006695324844771242,0.0013993708995982195,4.492944133988786e-05,0.0005655860414693042,0.00018990463870315345,0.006657384924393843
1900,0.0006937987018812268,0.006561947358586329,1.5583120914515975e-05,0.0001609326203299801,0.00010247500283812914,0.006726389068439118,1.7970337137423e-05,0.006620534843281054,0.0015362290270190626,4.548683208412854e-05,0.0005629379738757258,0.00019001227875527484,0.007454626901292431
2000,0.0005718828757528168,0.006554247663828022,1.5423297388535155e-05,0.00016047822740345076,0.000101908860439112,0.00758974547577079,1.844791943297812e-05,0.006707739418230374,0.0017035809234784143,4.530273983408147e-05,0.0005674316665657601,0.0001904778201626525,0.007461191958779569
2100,0.0006081948121529218,0.00657219838104417,1.533292906846039e-05,0.00016007248689227304,0.00010184962361337824,0.00826940483095413,1.852213672709298e-05,0.006761562425838902,0.0017919724076254375,4.564860358549617e-05,0.0005664151537777175,0.0001903381278682827,0.00813707266042972
2200,0.0005534714404224907,0.006554474617949228,1.5261809954024008e-05,0.00016081081073494454,0.0001037344618784799,0.008826596135345196,1.8707732792012785e-05,0.00682333991356075,0.001919559527708294,4.583415706336067e-05,0.0005557000862916703,0.00019204895023277615,0.008625716755838335
2300,0.0006944821227448223,0.006539104867634824,1.556349261438357e-05,0.00015946312624095466,0.0001021002119855151,0.009621078828742694,1.8840992540797397e-05,0.006836825180203982,0.0020090146711435448,4.570186247399628e-05,0.0005533980049577645,0.00019298640564219946,0.009447651860492774
2400,0.0005736023657092179,0.006425775385325107,1.5428896495222952e-05,0.00015856471542954398,0.00010308201949732892,0.009574124693173303,1.9070186130006158e-05,0.006858457987445711,0.0021216590116442248,4.627326211684907e-05,0.0005598729171993057,0.0001899740415403762,0.010102305390163525
2500,0.0005505474874604486,0.006438469859134029,1.5312943257871718e-05,0.00016019146338803333,0.00010281051564812718,0.010265671656637436,1.8992815101666173e-05,0.006748805396260502,0.0023498612567905016,4.635181349717316e-05,0.0005606179090109369,0.00019290852836804614,0.010474952136083869
2600,0.000666774787237096,0.00644396044950639,1.535750013562859e-05,0.00015779083138944998,0.00010369129224515431,0.0106625852819425,1.8915648224739227e-05,0.0067503207329925674,0.0024069251277182443,4.618702096721015e-05,0.0005549674031723703,0.00019354874539026447,0.011486849057410249
