milliseconds,lck_inactive,lck_active,phosphatase_inactive,phosphatase_active,lck_total
0,0.0,0.0,0.6,0.6,0.0
100,0.0,0.0,0.600598660167922,0.599401339832078,0.0
200,0.0,0.0,0.601195797095152,0.5988042029048479,0.0
300,0.0,0.0,0.6017912476676792,0.5982087523323207,0.0
400,0.0,0.0,0.6023849546267224,0.5976150453732776,0.0
500,0.0,0.0,0.6029768907586172,0.5970231092413828,0.0
600,0.0,0.0,0.6035670693492463,0.5964329306507536,0.0
700,0.0,0.0,0.6041554853754864,0.5958445146245136,0.0
800,0.0,0.0,0.6047421420111222,0.5952578579888778,0.0
900,0.0,0.0,0.605327053519495,0.594672946480505,0.0
1000,0.0,0.0,0.6059102751120269,0.5940897248879731,0.0
1100,0.0,0.0,0.6064917552317742,0.5935082447682257,0.0
1200,0.0,0.0,0.607071493878737,0.5929285061212629,0.0
1300,0.0,0.0,0.6076494910529153,0.5923505089470846,0.0
1400,0.0,0.0,0.6082257467543091,0.5917742532456909,0.0
1500,0.0,0.0,0.6088002609829184,0.5911997390170816,0.0
1600,0.0,0.0,0.6093730337387432,0.5906269662612568,0.0
1700,0.0,0.0,0.6099440974958912,0.5900559025041088,0.0
1800,0.0,0.0,0.6105135437100049,0.5894864562899951,0.0
1900,0.0,0.0,0.6110812816076588,0.5889187183923411,0.0
2000,0.0,0.0,0.6116473111888531,0.5883526888111469,0.0
2100,0.0,0.0,0.6122116324535878,0.5877883675464122,0.0
2200,0.0,0.0,0.6127742454018628,0.5872257545981372,0.0
2300,0.0,0.0,0.613335150033678,0.586664849966322,0.0
2400,0.0,0.0,0.6138943463490337,0.5861056536509662,0.0
2500,0.0,0.0,0.6144518781842929,0.585548121815707,0.0
2600,0.0,0.0,0.6150078370514775,0.5849921629485224,0.0
2700,0.0,0.0,0.6155621252391286,0.5844378747608714,0.0
2800,0.0,0.0,0.6161147427472459,0.5838852572527541,0.0
2900,0.0,0.0,0.6166656895758296,0.5833343104241704,0.0
3000,0.0,0.0,0.6172149657248797,0.5827850342751203,0.0
3100,0.0,0.0,0.617762571194396,0.5822374288056039,0.0
3200,0.0,0.0,0.6183085059843789,0.581691494015621,0.0
3300,0.0,0.0,0.6188528221674774,0.5811471778325226,0.0
3400,0.0,0.0,0.6193956006593134,0.5806043993406865,0.0
3500,0.0,0.0,0.6199367469891621,0.5800632530108378,0.0
3600,0.0,0.0,0.6204762611570235,0.5795237388429765,0.0
3700,0.0,0.0,0.6210141431628974,0.5789858568371026,0.0
3800,0.0,0.0,0.621550393006784,0.5784496069932159,0.0
3900,0.0,0.0,0.6220850106886834,0.5779149893113166,0.0
4000,0.0,0.0,0.6226179962085954,0.5773820037914046,0.0
4100,0.0,0.0,0.6231493850953626,0.5768506149046374,0.0
4200,0.0,0.0,0.6236792259537921,0.5763207740462079,0.0
4300,0.0,0.0,0.6242074721382782,0.5757925278617217,0.0
4400,0.0,0.0,0.624734127350628,0.5752658726493719,0.0
4500,0.0,0.0,0.6252591952926493,0.5747408047073507,0.0
4600,0.0,0.0,0.625782679666149,0.574217320333851,0.0
4700,0.0,0.0,0.6263045841729346,0.5736954158270654,0.0
4800,0.0,0.0,0.6268249125148135,0.5731750874851864,0.0
4900,0.0,0.0,0.627343668393593,0.5726563316064069,0.0
5000,0.0,0.0,0.627860884991312,0.572139115008688,0.0
