milliseconds,TrkA,pTrkA,pTrkA_Akt,Akt,pAkt,S6,pAkt_S6,pS6,NGF_TrkA
0,8.520687917997545,-4.696179619066779e-07,-3.598451462673147e-08,1.1559489547922486,2.3784246970552503e-11,3.5523360393356787,9.046965773660294e-10,-8.916443637726646e-13,-6.163737562438098e-05
100,8.520582533181743,-4.346760798738873e-08,9.348984347670523e-08,1.1559489505506593,-2.1689666319827283e-11,3.5523360396413817,-5.530335358803403e-10,-1.939190898599321e-12,-4.1735281767674805e-05
200,8.520707780285393,-3.160383115690434e-07,-1.4112306411872043e-08,1.1559489576285005,-1.4262448291925576e-12,3.5523360409135294,1.277808967451176e-09,-3.4447085177779912e-12,-1.335732319686743e-05
300,8.520599071153072,-2.7523448332095997e-07,-7.61705953940108e-08,1.155948901949188,-2.9889871388651505e-11,3.552336038399862,-1.4933958882752893e-09,-5.859251966219539e-12,4.591178946977459e-05
400,8.520568277259821,-5.969571462976324e-07,2.6126168253214162e-08,1.1559490208307788,2.223216685895451e-11,3.5523360401030266,-6.806245727997222e-10,5.857156219747538e-13,6.049193922072662e-05
500,8.52069152195736,1.7970859886623268e-07,-1.0930312789326115e-09,1.155948999223019,2.0589678899265482e-11,3.552336038365642,2.241176110249923e-10,6.467060374942226e-12,6.107722280353379e-05
600,8.520619587839914,3.065751127508867e-07,7.75776071452387e-08,1.1559490428597121,-1.0475702366262694e-12,3.5523360401540702,-1.2613392395839588e-09,1.834793542024944e-12,6.872784840671114e-05
700,8.520667556677184,1.2828959216952062e-07,2.460855574561854e-08,1.1559490176741458,3.5939791179245466e-11,3.5523360402325417,1.436292664604164e-09,-2.8910299366428563e-12,3.674608879906569e-05
800,8.52052844745729,-2.52869805683999e-07,4.310587398666934e-08,1.155948955157718,-9.03304122962654e-12,3.552336040292196,1.3201773883626465e-09,-7.31484507904744e-12,6.109904342821803e-05
900,8.520629808855082,3.4645031028807595e-07,7.653444302407079e-08,1.1559490059026092,-4.6160728960583725e-11,3.5523360387814424,1.131752219023847e-09,-1.5203284942447035e-12,0.00012489013196896804
1000,8.520507593192239,-5.235960100170153e-07,-7.255710411504577e-08,1.1559490389937752,2.1620950387549864e-11,3.552336038351946,1.2848824678447222e-09,-7.041526529059445e-12,8.101548870061492e-05
1100,8.520589756076383,1.1510723555136546e-07,5.479860074304784e-08,1.1559490140555508,3.777851897616726e-11,3.552336040401607,-1.6594528748448352e-09,-8.283029382941418e-12,0.00012075283524843361
1200,8.520503993283302,7.276404502770173e-07,4.468126691678196e-08,1.1559490370579637,-3.143371972992517e-11,3.5523360385093024,2.647906750059208e-10,3.8364428946990056e-12,0.00016119026916322466
1300,8.520491248195503,4.001579700493837e-07,-2.7218362290616497e-08,1.1559490043493537,3.417035121721402e-11,3.5523360407075923,-9.660488860252479e-10,-2.5227330461247047e-12,0.00017255973936177707
1400,8.52045532821533,8.009284176355731e-07,5.159607102894691e-08,1.1559489178819695,-4.249585583417959e-11,3.5523360376642943,-2.7843516182205123e-10,2.103782950167925e-12,0.00011659566887820666
1500,8.520404202130601,1.1917098058381739e-06,-3.2182497725735956e-08,1.1559489679384045,4.9086310634344544e-11,3.5523360397648496,1.003515825332333e-09,4.047451649606309e-12,0.00024242108577160495
1600,8.520352013348912,1.7805875437109802e-06,6.385311397801104e-08,1.155948996770467,5.120240643055963e-11,3.5523360376685233,1.1738694166807036e-09,7.572852496063412e-12,0.0002624260048192266
1700,8.520330066288778,7.619445538661242e-07,9.838275546651195e-08,1.1559488452866526,1.6556843093783352e-11,3.5523360396593042,1.2171656756166633e-09,-6.172005224341859e-12,0.0002704694821647689
1800,8.52034460224937,7.138188939377021e-07,2.508945370440601e-08,1.1559490063057465,3.764984481239012e-11,3.5523360403921105,1.8504288720681384e-09,2.444866880756465e-12,0.0003582832013980736
1900,8.520330983332032,2.017310241666817e-06,1.7232374718288911e-07,1.15594888430112,-8.571483552651315e-12,3.552336038757149,1.9816674403915625e-09,-3.2940448718719595e-12,0.00036713381082565364
2000,8.520320745855186,1.990136247042327e-06,6.797502145340961e-08,1.1559489701083236,-2.3033496560098945e-12,3.552336039749926,2.5615067446608692e-09,7.093053216573085e-12,0.00038413481932093906
2100,8.520204433335389,1.7464076599643932e-06,1.8371959287615257e-07,1.1559488468636623,-1.1336965489651614e-11,3.5523360381738884,6.524609290823e-10,5.465681847863294e-12,0.0004656407363083954
2200,8.52026407761935,2.8826903340410873e-06,1.7405616422331888e-07,1.1559488555433053,5.252272917369355e-11,3.55233603816997,7.470524244868649e-10,-1.7093898234633086e-12,0.0004989999442816046
2300,8.520125543305436,3.430551418540106e-06,1.8487062704959615e-07,1.1559488295506393,5.853481881236115e-11,3.5523360393179524,2.9005602859557697e-09,6.873666968190649e-12,0.000523193951204961
2400,8.520116039514289,3.973370287166463e-06,2.854932444743079e-07,1.1559487787804357,3.809432415640352e-11,3.55233603839854,2.5625013487737728e-09,2.54688070636884e-12,0.0004953502806966664
2500,8.520043258608084,3.2060844037934623e-06,3.2384176083424047e-07,1.1559487349250712,4.2473951975141365e-11,3.552336035375381,8.690831938115118e-10,5.671639857024163e-12,0.0006495941318174811
2600,8.519969307875204,3.888090942177172e-06,1.9294707321968828e-07,1.15594864300168,1.2617039858638485e-10,3.552336035472102,2.6910803590552718e-09,1.208210161350301e-11,0.0005647848324249748
2700,8.519964039361684,4.995705255811437e-06,4.065505096378957e-07,1.1559486576415772,1.0860707707938239e-10,3.5523360356451086,4.5220516358784435e-09,9.216513613420285e-12,0.0006934802736304918
2800,8.519939527007766,4.734117165743956e-06,3.7255978150380603e-07,1.1559486249498185,1.5546251151049649e-10,3.552336034539275,3.5852526025542057e-09,1.2814044349017035e-11,0.0008038328042588558
2900,8.519800557795804,6.210613029972234e-06,4.1240112464270765e-07,1.155948496398305,1.2871138314740603e-10,3.552336036478519,6.567467849090241e-09,1.3177955698035507e-11,0.0008120225729863718
3000,8.519862387398051,6.534712166710839e-06,3.958879558472475e-07,1.1559484328696563,1.725825449626412e-10,3.5523360346179493,5.442196048145644e-09,1.9466069463383963e-11,0.0007911479777068309
3100,8.51972523032379,6.848450618681993e-06,4.7600494831548846e-07,1.1559484825530766,1.6625443948712114e-10,3.55233603131322,6.343449147730712e-09,2.2828269746235703e-11,0.0009068542291709023
3200,8.519647477815138,6.9770894736264485e-06,5.69119067676669e-07,1.1559483191115225,2.1545614511144306e-10,3.5523360305859475,7.525736275688078e-09,3.101774224614025e-11,0.0010135733389551064
3300,8.51963704757017,7.709773377016997e-06,7.501056837458459e-07,1.1559481881821942,2.453206891067362e-10,3.552336030653401,7.711007376963282e-09,2.1071958396852727e-11,0.0009786898869443975
3400,8.51959175675832,9.093284788523331e-06,7.736958349284181e-07,1.1559481047619393,3.35902021081374e-10,3.552336027141242,1.128467190132768e-08,3.183786673582248e-11,0.0011241826258339442
3500,8.519449731864508,9.01659375449877e-06,8.813825291441558e-07,1.155948018641078,2.907082571044046e-10,3.552336027174877,1.0880806830276688e-08,4.215996889185585e-11,0.0011425356624196839
3600,8.519423271807648,9.760286603771557e-06,9.77005064913256e-07,1.155947961174236,3.9703778580966347e-10,3.5523360248884805,1.278994145979209e-08,4.79320448170605e-11,0.0011527729597983207
3700,8.519367830346331,1.0766830288983957e-05,9.939337667688548e-07,1.15594787055828,4.184589033445063e-10,3.5523360224582547,1.5118237500516887e-08,5.4013835036812484e-11,0.0013085280301931904
3800,8.519307366622261,1.2472197190829785e-05,1.3025873074997582e-06,1.1559477522962283,4.5150971888925026e-10,3.552336021543791,1.8229915080478315e-08,6.462974911919806e-11,0.0013172990279350916
3900,8.519251530676344,1.356482237696315e-05,1.3404842906071529e-06,1.155947642475579,5.421971825306853e-10,3.5523360180832837,1.9321353979549308e-08,7.80453653596668e-11,0.0014040721672453013
4000,8.519206811804915,1.4394047205899747e-05,1.3794286216434143e-06,1.1559474956639655,6.04780071404276e-10,3.5523360165906652,2.197850084168231e-08,9.557796693288144e-11,0.0014936426820194421
4100,8.519061349483826,1.4427193598969849e-05,1.629481172156662e-06,1.1559474071532665,6.576579799863057e-10,3.5523360149464147,2.6635746163642338e-08,9.659634772298018e-11,0.0015465486274914564
4200,8.518993246219827,1.658630000905161e-05,1.68945775552497e-06,1.1559472346671498,7.876926995580494e-10,3.5523360093381813,3.110329425433064e-08,1.1510829157769953e-10,0.0016794704404479146
4300,8.518860122130624,1.7236172531447658e-05,2.0163925694837387e-06,1.155946933380425,8.355896111522805e-10,3.5523360050715436,3.3577811104967506e-08,1.4434885062937468e-10,0.0016609082667074495
4400,8.5188674107436,1.7766279844484495e-05,2.0816716213302825e-06,1.1559468807813682,9.722520400728227e-10,3.5523360015717165,3.5459753205982927e-08,1.629300142589267e-10,0.0018497782464107098
4500,8.51878034019866,2.047710046857241e-05,2.271353228001667e-06,1.1559466728083818,1.0377972883692918e-09,3.5523359987933545,4.007895725375324e-08,1.7285688378871137e-10,0.0019244202517537435
4600,8.518654034702156,2.1026211964432685e-05,2.4378917857214744e-06,1.1559464416500203,1.1427911236105858e-09,3.5523359924337883,4.487274707060407e-08,2.0572632761409868e-10,0.001941976618540798
4700,8.518625800851556,2.2088286119131577e-05,2.752928158795706e-06,1.1559462776375617,1.3055033600136414e-09,3.5523359898228826,4.95047356837616e-08,2.356434974145525e-10,0.00197466879442264
4800,8.518493131104139,2.359133289949869e-05,2.873963874275133e-06,1.1559460545933675,1.4308113525910314e-09,3.5523359839150004,5.7343369532898974e-08,2.5881078268744107e-10,0.002078599709936681
4900,8.518405868337215,2.513243644449385e-05,3.146604379226186e-06,1.155945775561226,1.5916179842054175e-09,3.5523359759944837,6.18827091369039e-08,2.8943578362152044e-10,0.0022776846699058347
5000,8.5183127169562,2.624995106781238e-05,3.370503736789553e-06,1.1559454773585487,1.7173372300353794e-09,3.5523359696658456,6.893897850901381e-08,3.3861819813348635e-10,0.002346284207605855
