milliseconds,TrkA,pTrkA,pTrkA_Akt,Akt,pAkt,S6,pAkt_S6,pS6,NGF_TrkA
0,8.520579386911253,-7.578499434963036e-07,-6.491122003324285e-08,1.1559490305098397,-2.1994514101595723e-11,3.552336040830277,-1.37581695298782e-09,-1.4479324532408341e-12,-3.442534265401985e-05
100,8.520645638455733,-7.622384879908119e-07,9.219818195691639e-08,1.1559489404556902,-3.854824416885694e-11,3.5523360387008567,-3.327732561353402e-10,1.5856706445735916e-12,-3.5654819130622335e-05
200,8.520650742098379,-6.953495348966916e-08,4.451491100935681e-08,1.155949073119311,1.4187525410521264e-11,3.552336039302088,-1.378910628818172e-09,-5.5298391620786505e-12,-5.467970672773463e-05
300,8.52061863041696,-6.513940226760261e-07,1.913877656139813e-09,1.1559489410096446,3.7053465067048773e-11,3.5523360408591715,9.023811565693271e-10,-8.231456424837853e-12,5.963515378101981e-05
400,8.520681645287057,6.211394784343532e-07,1.5686024181967827e-08,1.1559489417840707,-1.0271385957183644e-11,3.552336041400586,-6.230366605621813e-10,-7.82780066390466e-13,3.1530182531071083e-06
500,8.520649866633953,-6.728288620277327e-07,-6.024466113653938e-08,1.1559489539788967,-1.2026899727894377e-11,3.5523360395220607,1.2396298623066193e-11,4.839367765237512e-12,9.097664318972592e-06
600,8.520589275175977,6.518182443068182e-09,9.770069666650953e-08,1.1559490650906916,4.434633393177158e-11,3.552336039050224,4.5032309167630877e-10,-1.4211840087263906e-12,9.591977850565267e-05
700,8.5205701804934,-2.2856648478731894e-07,8.3613865916118e-08,1.155949001248705,9.392133619115433e-12,3.5523360397671615,-4.829688570480152e-10,5.551576242816209e-12,7.353034976210194e-05
800,8.520556996977676,5.77796719442684e-07,-9.172316327758707e-09,1.155948930627998,3.944801979470366e-11,3.552336040164069,9.380626409511983e-10,5.3165460335451995e-12,5.681166865879564e-05
900,8.520544807385066,8.473677226063998e-07,9.883611404882879e-08,1.1559490325414152,-7.976943438996786e-12,3.5523360381416365,-4.986728127751025e-11,6.650788815887373e-12,5.275580040143934e-05
1000,8.520496709076742,3.761100300698668e-07,-1.997581025609341e-08,1.1559489237389247,3.9209311328315846e-11,3.552336040323931,5.372744949822651e-10,3.918200029774582e-12,8.772214802471519e-05
1100,8.520537047062808,1.7728349404173787e-07,9.729151994925571e-08,1.1559490652301485,2.508087684790607e-11,3.5523360378679625,-9.352038600388393e-10,-4.588002483333841e-12,0.00015306140131752025
1200,8.520553117769236,9.267691203875948e-07,1.5813151150696316e-08,1.1559489306833972,-3.0984890453582296e-11,3.552336038121243,-1.6050383289973674e-09,4.405738056079612e-12,0.00018538425619104643
1300,8.52043348055886,8.613332724941902e-07,4.8949605265966686e-08,1.1559488709827017,2.609137406973015e-11,3.55233603891941,-1.0434130549390522e-09,3.922912180575968e-12,0.0002094868760068312
1400,8.52043571961973,1.4262831218517453e-06,-2.437242405760037e-08,1.1559490514415187,3.293286979089219e-11,3.5523360386261396,-4.0345986093611685e-10,6.413084700128237e-12,0.00018037556049006317
1500,8.520392483669404,3.743800736824327e-07,6.570632289305653e-08,1.1559488678102454,4.2972699080642234e-11,3.552336039030182,1.0702787663472232e-09,-2.48378694726554e-12,0.0001766073362310587
1600,8.520425445326488,8.47501350888425e-07,2.9359833962698922e-08,1.155948928142153,-3.106626042238776e-11,3.5523360380507545,-1.2203935183925302e-10,2.730561406484281e-12,0.00022906891987643845
1700,8.520314539005902,5.039973101025499e-07,1.6852462879507005e-08,1.1559488344431734,-2.4159935347180067e-12,3.552336038715484,1.8022103531231046e-09,-5.1701373620538545e-12,0.00029670374904042967
1800,8.5203637949604,2.1412979582578277e-06,1.3510058253039457e-07,1.1559488699250944,2.913712516337078e-11,3.5523360391254455,1.7110369333142671e-09,7.609640759975932e-12,0.0003667689714984111
