milliseconds,TrkA,pTrkA,pTrkA_Akt,Akt,pAkt,S6,pAkt_S6,pS6,NGF_TrkA
1900,8.520354241329095,2.0382155868500546e-06,9.048671876670707e-08,1.155948853962216,3.2113118812653275e-12,3.5523360391683525,1.8941957422064e-09,5.961821504661143e-12,0.0003688599670525778
2000,8.520262846193027,1.9480267073905036e-06,1.6968523447707704e-07,1.1559488877018826,4.521444635609814e-11,3.5523360399088952,9.125811168125871e-10,-6.216826320755541e-12,0.00041514636871994837
2100,8.520249744855233,2.5479719134717767e-06,8.457429203228025e-08,1.1559489281533002,4.6480243809709985e-11,3.5523360384351217,7.095281142776208e-10,8.756157472167239e-12,0.0004114167028491608
2200,8.520236705718467,2.4683606244294443e-06,1.5086210883962047e-07,1.1559488907271402,6.126106257641188e-11,3.55233603778998,8.794800909588225e-10,-5.1351201242171e-12,0.00038521869327179793
2300,8.520172798933482,3.5999972929456887e-06,1.390568485485764e-07,1.1559488715098507,1.632547792231065e-11,3.552336038762132,5.8748646363736e-10,7.536458142899417e-12,0.0005428263409385089
2400,8.520063883417581,2.509824549852532e-06,1.9406250460135934e-07,1.1559487259698134,6.467096901511546e-11,3.5523360364262353,2.184107341079228e-09,1.1884120943453997e-11,0.0005047992088240874
2500,8.520062319720484,3.6618735758800524e-06,1.78249635041127e-07,1.1559486785678035,1.0388366408170973e-10,3.552336037942804,4.16755706820364e-09,4.628332491665303e-12,0.0006438842211986699
2600,8.520070117886133,3.3803015260839057e-06,2.788475446505991e-07,1.1559486769150897,7.07885362469401e-11,3.5523360359519307,4.590245664444637e-09,9.12742472906156e-12,0.0006785802722668358
2700,8.519895104603984,5.320516979318982e-06,3.371461775863368e-07,1.1559486970550834,6.141645295114234e-11,3.5523360351113333,4.530022928377117e-09,7.757999860443662e-12,0.0006511542152151515
2800,8.519858958283752,4.5738501554107255e-06,3.296729272803221e-07,1.1559485579847502,1.5405628351914785e-10,3.552336037206227,3.997775732514752e-09,1.4475616843245818e-11,0.0006844895479677111
2900,8.519809832161883,6.188790670832192e-06,4.2739147486237866e-07,1.1559485152790012,1.6665817163592493e-10,3.552336035980485,5.708115252870562e-09,2.0020733490340743e-11,0.0008344815833902322
3000,8.519780235472448,6.111458205047061e-06,5.366565982258227e-07,1.155948402936035,1.3572882611572103e-10,3.5523360330947455,5.0822694664802414e-09,1.469359844296415e-11,0.0008812952210254278
3100,8.519752969935993,7.423545552801666e-06,5.285507777011877e-07,1.1559483682975957,1.4788333996180543e-10,3.5523360336673653,6.046124202933198e-09,1.2069367226615824e-11,0.0008756145338164956
3200,8.519616180355062,7.401441496847109e-06,5.87336910870626e-07,1.1559483202104714,2.072928233481105e-10,3.55233603043995,6.256733162273086e-09,2.8051685946163855e-11,0.0009110429832662732
3300,8.519662377054527,8.008732167853925e-06,7.40222975957189e-07,1.1559481855260296,2.725801324474787e-10,3.55233603018066,1.0607641621988517e-08,2.498248446084402e-11,0.0009860444116012812
3400,8.519579123630386,8.464167718268109e-06,8.71199690662622e-07,1.1559481956002633,3.3572786660880367e-10,3.5523360295435134,8.96653133998401e-09,4.154852726249729e-11,0.0010800193703000209
3500,8.519482700921468,1.0463487056986566e-05,7.831873749587368e-07,1.1559481482914984,3.53846388448098e-10,3.552336029029853,1.2020900793639064e-08,3.9833466357786257e-11,0.001186921317178915
3600,8.519405690111883,1.0268881653019484e-05,1.0395836098955433e-06,1.1559480026172604,4.2339652062191757e-10,3.5523360256813397,1.534994892609049e-08,5.366463061174871e-11,0.0012214703377104183
3700,8.519356817394165,1.12471743677535e-05,1.1256123881945966e-06,1.1559479333970306,4.4695513980319573e-10,3.5523360248988136,1.711806390086881e-08,5.6562306899953555e-11,0.001238660219076034
3800,8.519315528969752,1.1540433883258972e-05,1.1148358901745882e-06,1.1559477871654424,5.127486352120065e-10,3.5523360198228646,1.8576466367253892e-08,6.973215595597363e-11,0.0012785582295341482
3900,8.519260304118232,1.3907198950314235e-05,1.3943095959529465e-06,1.155947545317321,5.561156122157263e-10,3.5523360177394823,2.2424670559129643e-08,7.262074981278173e-11,0.0013682277474067694
4000,8.519118320363775,1.4299695987274952e-05,1.4701625654387944e-06,1.1559475198790836,5.761696490542077e-10,3.5523360158625525,2.4696857576772157e-08,8.582256634368389e-11,0.0015327821473627983
4100,8.51901920368547,1.5220527191120726e-05,1.6213773432628033e-06,1.1559474179832907,7.20325285333945e-10,3.552336014154762,2.684495628460788e-08,9.636954036661644e-11,0.0015425137098949988
4200,8.519057571872446,1.6353346630019695e-05,1.7311214659255424e-06,1.155947238826642,7.900608939001649e-10,3.552336008277825,3.08113028864062e-08,1.1773015046754478e-10,0.0016132979554280295
4300,8.51895598776142,1.785308467548065e-05,2.0150852586455442e-06,1.155947071621923,8.772332318811921e-10,3.552336006572685,3.191678489980918e-08,1.4468614111511811e-10,0.001651057531194434
4400,8.518853347067768,1.8147456990390965e-05,2.086895711455504e-06,1.1559469175616166,9.527723060882242e-10,3.552336003233327,3.738883645687063e-08,1.501412429797183e-10,0.0018129005883269992
4500,8.518705600537334,2.002174654728248e-05,2.383155616933848e-06,1.1559465300595664,1.0594288755587402e-09,3.5523359988655936,4.228073849015644e-08,1.7995941773505912e-10,0.0019300204445998287
4600,8.518691690377857,2.0288947638994784e-05,2.514444052799778e-06,1.1559463989689363,1.1912107573131395e-09,3.552335993574987,4.4791095755952223e-08,2.0298332577222339e-10,0.001977358073325631
4700,8.518541630955804,2.2642109359123094e-05,2.8098523207033273e-06,1.1559462437554233,1.3009681788241738e-09,3.552335988408445,5.100313876910258e-08,2.2761019528208422e-10,0.0019872434739390747
4800,8.51850012553651,2.4258201412715892e-05,3.0194830887934345e-06,1.1559459136817511,1.4063641157823699e-09,3.5523359823723766,5.7839293501723314e-08,2.642514490749639e-10,0.0021552947680170296
4900,8.518360384458234,2.432335932621651e-05,3.2035533391335004e-06,1.1559456233005636,1.588683781580213e-09,3.552335978582194,6.193516484960435e-08,2.9288594995636587e-10,0.0021801411154762167
5000,8.518357864562068,2.653067728300538e-05,3.3960543131678084e-06,1.1559454443714503,1.7938476966413519e-09,3.552335972036972,6.923331118865266e-08,3.322595467449825e-10,0.0023258662922559527
