milliseconds,TrkA,pTrkA,pTrkA_Akt,Akt,pAkt,S6,pAkt_S6,pS6,NGF_TrkA
0,8.52059320330966,7.238279336073849e-07,-7.265236636224135e-08,1.1559489032621282,-1.1963591372619013e-11,3.552336038545012,-1.0010351839102874e-09,6.401214052779416e-12,-6.351034641670427e-06
100,8.520662773783755,-3.9470673411484367e-07,-9.469978226646362e-09,1.1559490415950577,-1.9552242977339053e-11,3.552336037911007,1.6098091816075423e-09,8.657913313216664e-13,6.459084630724401e-05
200,8.520697194428292,-5.477357168637716e-07,-5.609985840870258e-08,1.1559489811220294,4.543158491734348e-11,3.5523360404084543,9.36678973372181e-10,2.281420412866628e-12,-1.0614567693174245e-05
300,8.520706444983931,4.159976114414555e-07,7.048207770863935e-08,1.1559489343421845,3.331907831141623e-11,3.5523360380376015,-8.728036372740839e-10,7.438604938420037e-12,3.1994882998211535e-05
400,8.520603301736518,-5.51325956899773e-07,-8.477558905792921e-08,1.1559490667574877,-2.0630906584679995e-11,3.552336040779321,-1.557592612268632e-09,4.051122423095635e-12,7.093851240303349e-05
500,8.520662844272499,3.287172118480167e-07,-3.90630092911705e-08,1.1559490586503374,3.200735665104189e-11,3.5523360395691377,-2.5225679865264425e-10,-8.103204225179725e-12,-7.007962933561521e-06
600,8.520645250992885,-1.9762368693298373e-07,7.51632956535469e-08,1.155948916491516,3.429059914227427e-11,3.5523360385751146,8.326792050706791e-10,7.682889161963914e-12,4.8559345025973294e-05
700,8.5205661754292,-3.10000317697148e-07,-8.711743799891949e-08,1.155948902404083,3.3298828012419826e-11,3.5523360389843766,1.0185939164627718e-09,-3.3497314275208383e-12,8.587476090520737e-06
800,8.520646544892477,-6.498930791284283e-07,-9.469569773391372e-08,1.1559490755368134,-1.3242247176189182e-11,3.552336040030413,-1.8219946060854789e-09,-5.3375311815888176e-12,2.802381264437427e-05
900,8.520605945456312,9.08386172105471e-07,9.437215822867876e-09,1.1559489838444186,-4.6436036648852204e-11,3.552336040949344,1.0878488934013755e-09,-2.57647093737698e-12,5.452721957545724e-05
1000,8.520560751834987,9.83001228697507e-07,7.491530168020533e-08,1.155949021759387,-9.578944295003206e-13,3.5523360389732903,9.729342234241382e-10,-2.03041900070416e-12,6.936711859996885e-05
1100,8.520564528772631,-2.2407555015506895e-07,9.264895990613344e-08,1.1559488957367117,3.870244093989622e-11,3.5523360399489956,1.7888495048876956e-09,1.9060368275297005e-12,0.0001641928666987036
1200,8.520459596475073,5.328091464155502e-07,1.0718315714931256e-07,1.1559489556501583,-7.494815961783082e-12,3.5523360394197696,1.1458690077845264e-09,8.084734237262038e-12,0.00013861056410988606
1300,8.520490385151119,8.747053780806569e-07,5.1165374122457024e-08,1.1559488612336664,4.730485622852316e-11,3.552336040706856,4.5933208480667816e-10,-7.726349602697315e-12,0.00020031589099730237
1400,8.520409016833002,5.364195198643891e-07,-3.5687561665650606e-08,1.1559490387813636,1.629725652549323e-12,3.5523360384546345,-1.6706862316254071e-09,5.685512517013968e-12,0.00022248980044184297
1500,8.520469962138952,5.049728193286378e-07,1.1863933934595394e-07,1.1559489515694106,-4.226931206568114e-12,3.552336038182547,3.8433105382932737e-11,6.089696434432871e-12,0.00026308248659177126
1600,8.520398073046973,3.4601364671510196e-07,7.56923589812206e-08,1.155948955520213,-6.5249576929540945e-12,3.552336039500989,-6.812291347697342e-10,-8.070172187736705e-12,0.0002551935465162566
1700,8.520448365996563,6.172654689863814e-07,-2.8968639414186975e-09,1.1559490256424059,-2.771512467210433e-11,3.552336040592855,8.503679404745738e-10,-1.1422923538535646e-13,0.00031678672789681037
1800,8.520307010036113,1.5684639955556102e-06,9.525214251637334e-08,1.1559489687298192,5.658694576272251e-11,3.552336039549128,-1.2140841520167835e-09,1.3069687005570178e-12,0.00033772228566809637
1900,8.52028700876808,1.0140578135048417e-06,6.721066843457357e-08,1.1559488883399296,4.563962707605395e-11,3.5523360388514513,1.844999091191184e-09,1.3616040998417804e-12,0.00028023539369640647
2000,8.520203684475167,1.4067559805200784e-06,1.6784753321093212e-07,1.15594882363471,6.615984439310793e-11,3.5523360378965894,1.1685925716896255e-09,2.267070987238157e-13,0.00031589318035556293
2100,8.520282006967122,2.981823817428541e-06,1.7603078133319062e-07,1.1559489445105422,5.1159941223981923e-11,3.5523360384373954,1.8305046740700034e-09,1.0309831118666788e-11,0.0003508790949224314
2200,8.520123232360438,2.89783937674508e-06,6.638672619971766e-08,1.1559487471816399,5.0656704499406346e-11,3.55233603849731,4.107391056840607e-10,-6.236782354421045e-13,0.0003885523742842675
2300,8.52010663017059,3.3748321684665433e-06,1.4429785510784565e-07,1.155948833367012,7.783286675909263e-11,3.552336036552803,3.384567709776501e-09,1.0611853357707312e-12,0.00043918788514885613
2400,8.520091082158565,2.86395300944514e-06,2.2596604474901366e-07,1.155948703830903,1.3171500204163851e-11,3.5523360369286086,1.8338717790617268e-09,1.843338952124469e-12,0.0005297406238831761
2500,8.52000625407735,3.233796602369368e-06,1.6617776444577402e-07,1.1559488339710182,5.4564483088002336e-11,3.552336035966117,2.3983700599706708e-09,1.1004509298725786e-11,0.000586220140291185
2600,8.520025068167433,4.764184099095598e-06,2.9490656242790125e-07,1.1559486730397208,7.342025286411158e-11,3.552336038254025,2.524131445609999e-09,1.5463914189776654e-11,0.0005963135073510177
2700,8.519949817215243,3.919129747764135e-06,2.5947200729945935e-07,1.1559485939904903,1.1527979809344482e-10,3.5523360378477444,4.6206094016239334e-09,8.442801038648525e-12,0.0007267508805096647
