milliseconds,FITC_Dextran_three_compartment_model_compartment_1,FITC_Dextran_three_compartment_model_compartment_2,FITC_Dextran_three_compartment_model_compartment_3,Pyranine_three_compartment_model_compartment_1,Pyranine_three_compartment_model_compartment_2,Pyranine_three_compartment_model_compartment_3
0,-0.20557394005865165,-0.02602691489566905,-0.0007371488574858535,0.0,0.0,0.0
100,1.0177701282357081,-0.024876344014365562,-0.000982705246494998,0.0,0.0,0.0
200,1.2621500763155626,-0.030180590252846855,0.0024693327082244763,0.0,0.0,0.0
300,2.275699605618178,0.041714311491034176,0.0013806074933134605,0.0,0.0,0.0
400,2.587438581814176,0.048693443999917804,0.0024191271993212805,0.0,0.0,0.0
500,3.3418173421368134,0.0013618362166807549,0.0005927627286116861,0.0,0.0,0.0
600,3.6763270673046007,0.05926446857376438,0.0013993939925926583,0.0,0.0,0.0
700,4.95461218338185,0.04237405185826906,0.002366479083007942,0.0,0.0,0.0
800,5.292965280374564,0.05328221104096517,0.001187240695666552,0.0,0.0,0.0
900,5.87949372697622,0.11294393727893451,0.0006882188196184316,0.0,0.0,0.0
1000,6.767516093697316,0.1271898951733058,0.0033079098844934133,0.0,0.0,0.0
1100,7.109753929124637,0.16801755078258698,-0.0002416521785790918,0.0,0.0,0.0
1200,8.216178734064506,0.18376845294896887,0.0028523110975478324,0.0,0.0,0.0
1300,8.22041314048532,0.19488297976930766,0.0038185913816400083,0.0,0.0,0.0
1400,9.160099633487379,0.22812889219574478,0.00283494185682827,0.0,0.0,0.0
1500,9.609466778338309,0.23007080627270082,0.005710636355715486,0.0,0.0,0.0
1600,10.159496018563486,0.2973371089404399,0.005609515037360085,0.0,0.0,0.0
1700,11.16747409779441,0.3611031820554304,0.007419726619428886,0.0,0.0,0.0
1800,11.777438779042425,0.41657972471558646,0.010624810398289572,0.0,0.0,0.0
1900,12.68327148724274,0.44118071168508116,0.008714391110328717,0.0,0.0,0.0
2000,12.524383313577506,0.45242749705327234,0.012660083229723316,0.0,0.0,0.0
2100,13.398069984535843,0.55450448663721,0.013735732981792412,0.0,0.0,0.0
2200,13.914914264644633,0.5601652641700122,0.015587028210457734,0.0,0.0,0.0
2300,14.91712018284293,0.6399895102637245,0.01538645821849683,0.0,0.0,0.0
2400,15.737935865640079,0.6309432581641646,0.020172922439047423,0.0,0.0,0.0
2500,16.34663368128652,0.7233075019783562,0.022865222826375885,0.0,0.0,0.0
2600,16.661001815903045,0.782012652829849,0.025019579826990292,0.0,0.0,0.0
2700,17.212419116782826,0.84464056114975,0.028401964572982823,0.0,0.0,0.0
2800,17.92438130633827,0.9252827664750887,0.03088434399519466,0.0,0.0,0.0
2900,18.25997879099523,0.9753894447325947,0.03227122687153994,0.0,0.0,0.0
3000,19.12991298102344,1.0444953740663656,0.039462752724161915,0.0,0.0,0.0
3100,19.23826689421171,1.0858962335039202,0.04216262385749464,0.0,0.0,0.0
3200,20.086864420007114,1.1712201871160564,0.047042990257447195,0.0,0.0,0.0
3300,20.88305607355116,1.2803800951105224,0.04992064215788063,0.0,0.0,0.0
3400,21.658394201254797,1.3291737653095714,0.05247608050006117,0.0,0.0,0.0
3500,21.78128363495689,1.3581853431034532,0.05912478263287408,0.0,0.0,0.0
3600,23.01245889699308,1.4896912741327046,0.06315922531208261,0.0,0.0,0.0
3700,22.785235619320222,1.5160735592275323,0.07003842233899418,0.0,0.0,0.0
3800,23.728523499356477,1.6126694180181285,0.07618519438630207,0.0,0.0,0.0
3900,24.06289515840571,1.721017212764392,0.08345214618664328,0.0,0.0,0.0
4000,25.175891624898288,1.8310946649696018,0.08991313076186508,0.0,0.0,0.0
4100,25.49495719086279,1.8763372047698361,0.09207087592385942,0.0,0.0,0.0
4200,25.65673754200084,1.9562806936224226,0.09967486843363862,0.0,0.0,0.0
4300,26.867055936581828,2.046442787575723,0.11005738518499866,0.0,0.0,0.0
4400,27.467951065003515,2.1289707843518073,0.11748520874169603,0.0,0.0,0.0
4500,28.206016582574655,2.280778630165273,0.124892984416048,0.0,0.0,0.0
4600,28.702674746905352,2.3057438121561287,0.12976125296612182,0.0,0.0,0.0
4700,29.090972810834877,2.3996792057338254,0.14161568142139466,0.0,0.0,0.0
4800,29.055714717149282,2.56047887334176,0.14646819124804397,0.0,0.0,0.0
4900,29.671974697144897,2.6198699468986346,0.15953488692471549,0.0,0.0,0.0
5000,30.708921066484823,2.7417556043501947,0.16685112005595956,0.0,0.0,0.0
