miliseconds,FITC_Dextran_three_compartment_model_compartment_1,FITC_Dextran_three_compartment_model_compartment_2,FITC_Dextran_three_compartment_model_compartment_3,Pyranine_three_compartment_model_compartment_1,Pyranine_three_compartment_model_compartment_2,Pyranine_three_compartment_model_compartment_3
0,-0.048968044832267056,-0.03538122381475504,0.0006252049339043149,0.0,0.0,0.0
100,0.2677679907584943,-0.037740228860499526,0.0023511477322651856,0.0,0.0,0.0
200,0.9147379944912086,0.001604613536583956,0.0008496991686906944,0.0,0.0,0.0
300,1.6514334269236484,-0.006843716965099422,0.001858165028301892,0.0,0.0,0.0
400,2.7017318568329114,0.044234669514255184,-0.0010594778682412563,0.0,0.0,0.0
500,2.966692030100476,-0.005354211289190572,-0.000568349277331905,0.0,0.0,0.0
600,3.742273780787254,0.03719235950545685,0.001274872013482236,0.0,0.0,0.0
700,4.299183584624848,0.08648043074861048,0.002571380422624773,0.0,0.0,0.0
800,5.676141305262677,0.10480112618954111,-0.0010197348433016512,0.0,0.0,0.0
900,5.806446221353964,0.09259796305073426,0.0030466980159890803,0.0,0.0,0.0
1000,7.014147262567312,0.14166871184077404,0.0021104331763684304,0.0,0.0,0.0
1100,7.613759670513647,0.18113220907000147,-0.00042954915307830046,0.0,0.0,0.0
1200,7.410584541249573,0.19875218968165487,0.0022731006496037078,0.0,0.0,0.0
1300,8.341361931777271,0.24222845421499067,0.0008014199151404945,0.0,0.0,0.0
1400,9.423693601746272,0.21347599252742153,0.003750444886608087,0.0,0.0,0.0
1500,9.751079263070904,0.3047561070662521,0.005810186000741222,0.0,0.0,0.0
1600,10.83137173415277,0.3171666946617797,0.0036518364602713617,0.0,0.0,0.0
1700,11.412106697326935,0.31867177701373056,0.00509475969241888,0.0,0.0,0.0
1800,11.76473291792589,0.4227234459304942,0.009977806070591693,0.0,0.0,0.0
1900,12.13008518965626,0.4370950446538639,0.01070276616757037,0.0,0.0,0.0
2000,12.781262997212087,0.4804414913305525,0.009205881718391817,0.0,0.0,0.0
2100,13.419540503028731,0.5412877302468035,0.014288913733721754,0.0,0.0,0.0
2200,13.938049215404071,0.592386909995472,0.016662976822781173,0.0,0.0,0.0
2300,15.218838613890636,0.645105480622121,0.018560902468749946,0.0,0.0,0.0
2400,15.649578339427597,0.7074777473581778,0.020669395906627353,0.0,0.0,0.0
2500,15.720194171998418,0.6890628075452226,0.021749134763020733,0.0,0.0,0.0
2600,16.901814963846256,0.7714859959384026,0.025288684841547966,0.0,0.0,0.0
2700,16.91429799045491,0.84733317680584,0.030157168396663082,0.0,0.0,0.0
2800,18.070573811303674,0.8671513037175911,0.030757458160683687,0.0,0.0,0.0
2900,18.55930056992576,1.003025042529944,0.0336475976623756,0.0,0.0,0.0
3000,18.698827989967988,1.022178837411721,0.04038459306404571,0.0,0.0,0.0
3100,19.379082588480276,1.1200862924624602,0.03940041010612722,0.0,0.0,0.0
3200,20.044229044181193,1.1858210064230224,0.04651873587931018,0.0,0.0,0.0
3300,20.75584525258587,1.2865996992573483,0.05059486815588966,0.0,0.0,0.0
3400,21.249636283007742,1.3373447631596962,0.05537035747232076,0.0,0.0,0.0
3500,21.709946934382266,1.365353192844551,0.060716007059550416,0.0,0.0,0.0
3600,22.681760389367902,1.4524166037216895,0.06566758728163055,0.0,0.0,0.0
3700,22.77947216280562,1.5230133102885157,0.0705652181827161,0.0,0.0,0.0
3800,23.62054483958928,1.6729557313594337,0.07322894647239749,0.0,0.0,0.0
3900,24.566767577031285,1.6753487056380625,0.08036963098449425,0.0,0.0,0.0
4000,24.77850401558934,1.828004464836354,0.08546009804243451,0.0,0.0,0.0
4100,25.782067948290422,1.8735503243816483,0.09281782034670603,0.0,0.0,0.0
4200,26.374934022753312,1.9850367826798836,0.09943953392970838,0.0,0.0,0.0
4300,26.338743490695673,2.072848322599678,0.10810818134448372,0.0,0.0,0.0
4400,27.53020530019965,2.130088285502431,0.1145896722809431,0.0,0.0,0.0
4500,27.338269657344334,2.26529199671126,0.12327072887491695,0.0,0.0,0.0
4600,28.753492723315308,2.349571779054045,0.1302159707762366,0.0,0.0,0.0
4700,28.861825174364338,2.4449313111600812,0.1372525693380772,0.0,0.0,0.0
4800,29.045363941392953,2.5558534537477873,0.14610940623235094,0.0,0.0,0.0
4900,30.190266579642692,2.662835476115621,0.155213826531338,0.0,0.0,0.0
5000,30.199336836492126,2.758370195179327,0.16800251397746022,0.0,0.0,0.0
