miliseconds,FITC_Dextran_three_compartment_model_compartment_1,FITC_Dextran_three_compartment_model_compartment_2,FITC_Dextran_three_compartment_model_compartment_3,Pyranine_three_compartment_model_compartment_1,Pyranine_three_compartment_model_compartment_2,Pyranine_three_compartment_model_compartment_3
0,0.1647784137864789,-0.01948022014935774,-0.00021237926565467456,0.0,0.0,0.0
100,0.42985755489563643,0.03223657081916527,-0.001928407779314415,0.0,0.0,0.0
200,1.3030260590702802,0.035281256211259986,-0.0019153351388081464,0.0,0.0,0.0
300,1.7642385347661713,-0.026062514897165205,0.0014349256871409625,0.0,0.0,0.0
400,2.9679913299609932,0.05901047884707222,0.0015492557660630602,0.0,0.0,0.0
500,3.3014909937489856,0.024499673433151778,0.0014590651843412316,0.0,0.0,0.0
600,3.9679761614732993,0.01423376063243174,0.0020092793128310056,0.0,0.0,0.0
700,5.0351832390926115,0.09494304880937542,-0.0003164386074959016,0.0,0.0,0.0
800,5.476382271895718,0.05186657749665573,-0.0008887107350867394,0.0,0.0,0.0
900,6.337013699758463,0.0618031040156899,0.002659273340119439,0.0,0.0,0.0
1000,6.98308960672656,0.09472703631879499,-0.0007114135001254009,0.0,0.0,0.0
1100,7.21006031701525,0.10459235472517782,0.000769928975978976,0.0,0.0,0.0
1200,8.054529870166116,0.135598860121883,0.0028610084095413027,0.0,0.0,0.0
1300,8.584316015309048,0.1797717504785214,0.0010244121125488857,0.0,0.0,0.0
1400,9.588602454182162,0.24133262208256864,0.0036173526252861366,0.0,0.0,0.0
1500,10.174863808459536,0.2803276986849589,0.007206668037678648,0.0,0.0,0.0
1600,10.776127592354214,0.2684748956136703,0.007768139623290288,0.0,0.0,0.0
1700,10.976839783524879,0.3064225197452132,0.007382577163509812,0.0,0.0,0.0
1800,11.62838192139686,0.3816000798365866,0.007017907924382666,0.0,0.0,0.0
1900,12.564365283282049,0.394160678061817,0.008276798713094398,0.0,0.0,0.0
2000,12.810954219315425,0.46425787180165007,0.009221962097652898,0.0,0.0,0.0
2100,13.793517136331282,0.5467515091786943,0.013830422864828475,0.0,0.0,0.0
2200,14.328624354408351,0.5468740230319806,0.01308442792319391,0.0,0.0,0.0
2300,14.715610555030864,0.628833719764538,0.01825478704310564,0.0,0.0,0.0
2400,15.63311270726939,0.6564592651977846,0.01825767221996035,0.0,0.0,0.0
2500,16.133622057319407,0.7212604602416541,0.022057240517557336,0.0,0.0,0.0
2600,16.342170064084556,0.7564359723252774,0.025184004505949226,0.0,0.0,0.0
2700,16.806799935402235,0.8788029164537241,0.027615856594415927,0.0,0.0,0.0
2800,17.944659738939578,0.8802082969134575,0.03238803243761718,0.0,0.0,0.0
2900,18.361795816467044,0.9536194918047263,0.033944042663271314,0.0,0.0,0.0
3000,19.274036205360723,1.0627245109782102,0.03663566532121249,0.0,0.0,0.0
3100,19.204865622780257,1.1110464129277062,0.041133913292233384,0.0,0.0,0.0
3200,19.818844154218066,1.1779777431347636,0.04627696223594018,0.0,0.0,0.0
3300,21.060642621597772,1.2860014141027973,0.04984682724033839,0.0,0.0,0.0
3400,21.538259903325276,1.2909852033816815,0.0548810613635523,0.0,0.0,0.0
3500,22.42151629032043,1.4329200622194842,0.05938419036383368,0.0,0.0,0.0
3600,22.486714623827854,1.4556728447548968,0.06449996073826407,0.0,0.0,0.0
3700,22.813656231634297,1.556659061006901,0.06791536589066101,0.0,0.0,0.0
3800,23.637014255603546,1.6212144986399875,0.07486170072479603,0.0,0.0,0.0
3900,24.097190287937547,1.6850713054365194,0.08371015868470517,0.0,0.0,0.0
4000,25.062280473393947,1.7791672421880202,0.08886230110885007,0.0,0.0,0.0
4100,25.825223772043906,1.8495010403443106,0.09604406639215013,0.0,0.0,0.0
4200,25.660239392583225,1.954839903055355,0.10165891850839551,0.0,0.0,0.0
4300,27.001557390108495,2.0274902311273584,0.10839981941841129,0.0,0.0,0.0
4400,26.937747994180647,2.195676959793153,0.11501763701565539,0.0,0.0,0.0
4500,27.837253210638796,2.2793132410506964,0.12563961296105805,0.0,0.0,0.0
4600,28.51690974687996,2.3783827505772193,0.13345390063418944,0.0,0.0,0.0
4700,28.851094774301558,2.4120941276992243,0.13925451953720816,0.0,0.0,0.0
4800,29.77369510726473,2.531116088203531,0.14835184347595998,0.0,0.0,0.0
4900,30.436592913898426,2.6338928993190294,0.15503501119458857,0.0,0.0,0.0
5000,30.38913278474905,2.7357286836678063,0.16592701237496477,0.0,0.0,0.0
