miliseconds,FITC_Dextran_three_compartment_model_compartment_1,FITC_Dextran_three_compartment_model_compartment_2,FITC_Dextran_three_compartment_model_compartment_3,Pyranine_three_compartment_model_compartment_1,Pyranine_three_compartment_model_compartment_2,Pyranine_three_compartment_model_compartment_3
0,-0.1453679571948688,0.031170545390073537,-0.0008951203306635382,0.0,0.0,0.0
100,0.23451504284432428,0.042271444128273376,0.0012676487210205672,0.0,0.0,0.0
200,1.7615357754851335,0.01832785728999042,-0.0006129174016043114,0.0,0.0,0.0
300,2.2151351497801453,0.04014582805769099,-0.0005083159388544069,0.0,0.0,0.0
400,2.264025248921642,0.024091828971004238,0.0018878385265578472,0.0,0.0,0.0
500,3.373763657289801,-0.010240294680725133,-0.0019970690920687304,0.0,0.0,0.0
600,3.609246505070139,0.06977010554296399,-0.0007969777826412057,0.0,0.0,0.0
700,4.7012092097742695,0.09272295274579395,1.9737374873256058e-05,0.0,0.0,0.0
800,5.24557117705061,0.03814100441405904,0.00120679727558217,0.0,0.0,0.0
900,6.252271500902816,0.06451381873805542,0.0030249457284227616,0.0,0.0,0.0
1000,6.374053919024964,0.15655203478773522,-8.099256223285077e-05,0.0,0.0,0.0
1100,7.371911672955336,0.1543236167945271,0.0044025023209821445,0.0,0.0,0.0
1200,7.7343166385512205,0.20849931560025184,0.0009689526043698338,0.0,0.0,0.0
1300,8.430811886028895,0.24142370462934948,0.0038808906490218364,0.0,0.0,0.0
1400,9.329117418126634,0.26240422981213996,0.0027754458028289184,0.0,0.0,0.0
1500,9.640797253582662,0.274706073890925,0.004104433893061407,0.0,0.0,0.0
1600,10.06408580393886,0.28242569313615407,0.006251795683817797,0.0,0.0,0.0
1700,10.617349503776044,0.3473147996849458,0.0064975010480366625,0.0,0.0,0.0
1800,11.987940184124117,0.3901978299118736,0.006957436212076453,0.0,0.0,0.0
1900,11.942890530450475,0.40253062719694305,0.008581819335826801,0.0,0.0,0.0
2000,12.945817324212767,0.5039520289742832,0.01103856563398132,0.0,0.0,0.0
2100,13.127588931497133,0.5058432521935452,0.014117482554265655,0.0,0.0,0.0
2200,14.551811391723932,0.5985517621334294,0.01735653772141778,0.0,0.0,0.0
2300,14.439544174293255,0.5943967786645091,0.017898544065176488,0.0,0.0,0.0
2400,15.767923866333932,0.6316050232156627,0.01850732745167021,0.0,0.0,0.0
2500,15.69581217946183,0.7088981202496268,0.023658819817429184,0.0,0.0,0.0
2600,17.006749667562936,0.7909873071965727,0.023454587415106518,0.0,0.0,0.0
2700,17.64906322298455,0.8653244938898041,0.027691131542481214,0.0,0.0,0.0
2800,17.928647478077295,0.8808732477489187,0.0317017255921321,0.0,0.0,0.0
2900,18.849232465675925,1.0102321735587858,0.034345640660020216,0.0,0.0,0.0
3000,18.9738613367631,1.055642849535029,0.04049066744368816,0.0,0.0,0.0
3100,19.860227438558358,1.1157712168692795,0.04432275354745692,0.0,0.0,0.0
3200,20.414016782336994,1.205691536248088,0.04732667619782427,0.0,0.0,0.0
3300,21.105775693343713,1.2399860031576735,0.05215577724927366,0.0,0.0,0.0
3400,21.20346065066385,1.3564343949512159,0.05518832014518051,0.0,0.0,0.0
3500,22.084197135201357,1.399857269809205,0.06042642991356396,0.0,0.0,0.0
3600,22.921309415920078,1.512503201342537,0.06447738077546838,0.0,0.0,0.0
3700,23.366354012665532,1.5911887044004298,0.0680003537646716,0.0,0.0,0.0
3800,24.151963191629697,1.6289410806681863,0.0768130562943233,0.0,0.0,0.0
3900,24.23327168640602,1.7009174176863249,0.08092329272218685,0.0,0.0,0.0
4000,24.640959094617553,1.804586230151241,0.08569055267263913,0.0,0.0,0.0
4100,25.61605204050601,1.8957214166401608,0.09433861030020808,0.0,0.0,0.0
4200,26.295453490621416,1.9382496194690193,0.09988474329221333,0.0,0.0,0.0
4300,26.604162193618908,2.0220105295043362,0.10600878398357313,0.0,0.0,0.0
4400,26.97392114835165,2.1757371513903005,0.11583453406203355,0.0,0.0,0.0
4500,27.84111342853354,2.2304439295505376,0.12312414358717286,0.0,0.0,0.0
4600,28.740641265100084,2.33732428629039,0.13197003728023293,0.0,0.0,0.0
4700,29.066490591348092,2.463396158792107,0.14132676663676405,0.0,0.0,0.0
4800,29.382113948601443,2.525460173259019,0.1489264906779314,0.0,0.0,0.0
4900,30.24521263282125,2.6160151807436782,0.15665253171602425,0.0,0.0,0.0
5000,30.257404009329377,2.745209918323425,0.16686634491862962,0.0,0.0,0.0
