miliseconds,L,R,LR,Gabg,RGabg,LRGabg,RRGSm,LRRGSm,RRGSmGabg,LRRGSmGabg,GaGTP,Gbg,Effector,GaGTPEffector,RGSc,RGSm,RGSmGaGTP,GaGTPEffectorOFF,RGSmGaGTPEffectorOFF,GaGDPP,LRRGSmGaGTP,RRGSmGaGTP,LRRGSmGaGTPEffectorOFF,GaGDP,P,z1,z2,z3
0,0.0,203.64643566442692,0.0,0.18807915910509873,-0.5364612831376518,0.0,0.007983418924389361,0.0,0.15832367290952187,0.0,7.61133782524629e-06,205.6419867866469,305.03378167262184,0.0021465267715965668,59.67304267721069,-0.33542401899577573,-0.05473387714687354,1.5533700512141802e-06,0.006883619111772625,0.00013659215966134306,0.0,-1.9061330437321513e-06,0.0,205.99296251634158,0.009596496738621224,0.023115227111467882,-0.02328847103904363,-0.03157376575188191
100,0.0,185.83568498314418,0.0,182.43570252338998,17.920577837672596,0.0,1.8881415218154751,0.0,1.6621100004184635,0.0,0.00140460595938514,4.087719601198278,304.14174957793267,0.7451551410189663,8.181656857004478,44.91300089625607,2.8352506777651008,0.0003256554845773732,0.002779517245401514,0.00668798055327673,0.0,0.0006531244780839118,0.0,-0.686320272302315,0.252791821264123,0.08360546054071999,-0.002838492955972633,0.00020406780189074914
200,0.0,172.16084074456538,0.0,164.95036266349496,32.40528562248525,0.0,0.30668588436639166,0.0,3.261502790022723,0.0,0.0011698469509070593,7.010414099681371,303.8599033295045,1.0390169259602084,1.4833343804246675,49.90386458357042,4.906862881545218,0.00040945667898053406,0.17287069580503528,0.01204902428130646,0.0,0.0006662713710739706,0.0,0.963363126583851,0.7234120116836185,0.19462307042232088,0.03705894609269063,0.02232562543017235
300,0.0,159.1977284232247,0.0,148.21830014159502,44.26947713475055,0.0,0.14615141373835808,0.0,3.6583382987761897,0.0,0.0010971662617006133,7.787391880564617,303.46736177221055,1.2657050160929628,1.0914365409019608,49.614655290844894,6.213151591951005,0.0005119204073147643,0.22705742132291612,0.015903789077336083,0.0,0.0006438665762332715,0.0,0.12135438630664687,1.162273646600576,0.31501974545917477,0.05411407266080618,0.02512812172072646
400,0.0,145.4380181875594,0.0,138.08190900635392,55.552628209643856,0.0,0.13529181675698795,0.0,3.5706989688249755,0.0,0.0010244751775649588,9.84093656702946,303.11647174559886,1.4488400051993824,0.5022148035619274,48.05806776181091,7.07990569154004,0.0005962048336187333,0.3037659683038726,0.017668388459255547,0.0,0.0006317658713348307,0.0,-1.2702401304464022,1.5276470252477292,0.4816613939346149,0.09259958932806489,0.014060988437999147
500,0.0,137.7183470559261,0.0,128.98839386388352,62.729176433223664,0.0,0.13365174135014107,0.0,4.26500637394636,0.0,0.0009844984320007105,8.73012392033249,302.95849506573825,1.5925877937181432,0.7146133734425792,46.79616770931927,7.642191854446354,0.0006954676824878461,0.5632424532815236,0.019143764890559304,0.0,0.000593727905716833,0.0,-0.1788654726015845,1.718582698960323,0.6188769721258207,0.17673306064304609,0.06279350284334653
600,0.0,130.7393693215632,0.0,119.35926488680519,71.72413033345295,0.0,0.14177142990840386,0.0,4.750063605640846,0.0,0.0009450145868470432,11.532804799785708,302.552211906658,1.742059785873814,1.0252410662598022,45.4591901467724,7.844351230453697,0.000763290443121425,0.597798101515018,0.019946789283035116,0.0,0.0005803061902994522,0.0,0.0049752734148656485,1.8836012500784454,0.7356236269236484,0.24740511305254415,0.0477132325662459
700,0.0,119.93570181625445,0.0,112.47448799878278,75.88238563592249,0.0,0.1305793361454579,0.0,5.5127069245430675,0.0,0.0008966446029857929,9.225219996840785,302.2958874001201,1.8157564962715846,1.008657363406026,44.74580894638806,7.970503947937336,0.0008242240017288966,0.8039006455207998,0.019795635747107753,0.0,0.0005469581440770381,0.0,-0.25869412408630177,1.9428543705622374,0.8942946036673964,0.30690754167242734,0.0930368272229441
800,0.0,113.78122336362279,0.0,103.7624262107111,83.3188919343051,0.0,0.11123282189853714,0.0,6.045149222944698,0.0,0.0008452090588490855,11.054169749603608,302.15736141144197,1.9155155384659084,0.9606193672021291,43.32361157232079,7.793230321620385,0.0008647609615450632,0.9085207629855864,0.02003769561197828,0.0,0.0005327631117163352,0.0,-1.4120575698515692,2.001714670848774,1.0435928548511717,0.4215650667618608,0.14888492726347677
900,0.0,107.67357289991756,0.0,97.14859847917957,86.64137421358232,0.0,0.1066340602612253,0.0,6.895605485495663,0.0,0.000824675251853493,9.430523807357174,301.84061660351045,1.9549326384446029,1.0126634869770377,42.857862472379885,7.693247670785841,0.0009084273792701481,1.0868964987098395,0.01976667252530054,0.0,0.0005089653237479708,0.0,-0.23748296610146444,1.984748029872896,1.1758612178489667,0.5048483806162051,0.14520723212470016
