miliseconds,L,R,LR,Gabg,RGabg,LRGabg,RRGSm,LRRGSm,RRGSmGabg,LRRGSmGabg,GaGTP,Gbg,Effector,GaGTPEffector,RGSc,RGSm,RGSmGaGTP,GaGTPEffectorOFF,RGSmGaGTPEffectorOFF,GaGDPP,LRRGSmGaGTP,RRGSmGaGTP,LRRGSmGaGTPEffectorOFF,GaGDP,P,z1,z2,z3
0,0.0,206.67279790618295,0.0,0.9889284108375105,0.30620284703589284,0.0,0.011603469715965754,0.0,0.019744034836410615,0.0,-9.065297446221185e-06,205.42633755460835,305.0158332542904,0.0037509175453889856,60.2166997060935,-0.11173391666205915,-0.07298672923706356,2.992966703619709e-06,0.05877633235391465,-0.0001352882281610264,0.0,8.357516195359845e-06,0.0,206.15403780679762,0.0024157899103281174,0.005661747705578154,5.8872807473083245e-05,-0.030388344305163767
100,0.0,182.27258137402671,0.0,181.83634828583723,17.1221597289781,0.0,1.8867206089251838,0.0,2.364365647349673,0.0,0.0014085857709994739,4.218844585540309,304.2006602652746,0.7418250566637385,8.544031788573456,44.63518884428366,2.7173225758881543,0.0003298027747242669,0.057863137595845646,0.006830697430327254,0.0,0.0006446955563795105,0.0,0.6767137517314227,0.2455781279261772,0.05850440586056709,0.02660835828924078,0.009911659245213197
200,0.0,170.30119628948756,0.0,162.8199444162421,32.74082443712243,0.0,0.3033427829467427,0.0,3.317441346967456,0.0,0.0011816137227473101,5.611983859365924,303.8331934032697,1.016442024411703,1.4375152828599647,50.186401570927266,4.864759735496566,0.0004025648832837142,0.18350555737005386,0.01208638184137875,0.0,0.000662091379753549,0.0,0.7454762588449069,0.743276848049944,0.20688956834269218,0.04866902815838207,-0.029891904615290642
300,0.0,158.10844601836675,0.0,149.01892576139133,45.48945249561446,0.0,0.14368298559536452,0.0,3.73777571185283,0.0,0.00109029416078481,7.963747489839187,303.4945229304907,1.249431612362467,0.9464291186969861,49.11964520787631,6.239438181868311,0.0005225346022405096,0.25111480449263196,0.015589191453540123,0.0,0.0006416628024230263,0.0,0.28573554607560603,1.1921836653108016,0.33678140319845407,0.05454728796708992,0.027241831483587407
400,0.0,146.70478899937967,0.0,137.73056583691974,55.400073184322586,0.0,0.12966391715314193,0.0,3.7976818015617924,0.0,0.0010275902572357079,7.774590787526755,303.22563838720856,1.4588871705031285,1.0467375654158682,47.821296691606435,7.1161791535988295,0.0006107439382886494,0.3886503483169292,0.017838524523790755,0.0,0.000631286683036077,0.0,-1.2019114402526179,1.4982863416915828,0.488613191632502,0.09714260925825101,0.00809672023174243
500,0.0,138.33481630609168,0.0,128.29068251906924,63.74282505258614,0.0,0.1219561432744999,0.0,4.178097377990725,0.0,0.0009818420882690415,9.686443807130669,302.868563133613,1.6104830561487415,1.3140868797569496,46.62818303149778,7.681848878840653,0.0006958877567071583,0.5189885696378118,0.019369655610193055,0.0,0.0006045120181138197,0.0,0.6772376006471081,1.7477614235804044,0.6324896492977264,0.1889760715554582,0.05951504139674023
600,0.0,127.92231721172675,0.0,118.137065450027,69.82582032279416,0.0,0.11983535023977682,0.0,4.46926559965152,0.0,0.0009287957710957033,11.504462322899599,302.68959863662934,1.743449029129362,0.6333908503581785,45.864708050500234,7.92110521190752,0.0007531699766108301,0.609751253229181,0.01967292248563808,0.0,0.0005684308727916099,0.0,0.07044476136609895,1.85690386258973,0.7531088580750611,0.24497398101843948,0.05305599786871199
700,0.0,121.20076496531208,0.0,112.78598127561008,77.17531709644315,0.0,0.12734747333747545,0.0,5.852351967008245,0.0,0.0008978769547609835,10.738402672928284,302.2902767766492,1.83473617220509,1.2867035562554014,44.270137942742465,7.8795976450307466,0.000823751260164766,0.8175589797895756,0.01986183646685029,0.0,0.0005483363227791026,0.0,1.2101815056212264,1.9471858867482035,0.9093642542006859,0.3348270357712618,0.0749247764026607
800,0.0,114.86968552673981,0.0,104.52432413338403,83.88611276263154,0.0,0.11876612275643908,0.0,6.538704547765542,0.0,0.0008674984398231142,9.999866622054192,302.17490505172043,1.898172443611184,0.6185769232699363,43.75925818956854,7.7556185593420475,0.0008650647162562167,1.0379521021489735,0.020100590396413938,0.0,0.000532810250084072,0.0,-0.907440952147115,2.002708413437957,1.033693167154911,0.3880731237127028,0.1327890019042958
900,0.0,109.58272065604659,0.0,99.13394819722731,89.58660085872158,0.0,0.09934831875699042,0.0,7.056571536804947,0.0,0.0008200546134711078,10.884315847053383,301.89818495746505,1.9769978001850739,1.07752513987585,42.49569972883968,7.604383595616884,0.0009170467006780978,1.0924920856308022,0.019746047307017418,0.0,0.0005016927166165864,0.0,-1.0487804798134905,1.953741461369988,1.1596769008713759,0.48706014682857074,0.19398075729077197
