milliseconds,R,LR,G,Gt,Gd,RG,Gbg,LRG,LRGt,RGd,RGt,LRGd,LRrgs,LRrgsG,LRrgsGd,LRrgsGt,Rrgs,RrgsG,RrgsGd,RrgsGt,rgs
0,842.6948898264541,0.0,522.865287632352,0.0003089884379260201,-0.0004934887190748467,-1.722659810760836,0.02545007945730446,0.0,0.0,0.00041082176105162576,0.010610001085940608,0.0,0.0,0.0,0.0,0.0,1.2616398581733141,2.5920539671087655,-0.007076886780019631,0.0040892820425215025,165.17808226996516
100,656.419487184315,0.0,382.87950115418863,0.024037921643610145,0.04969770581828047,131.8177735829141,0.10714194238697172,0.0,0.0,0.024417106177745677,0.0063749243225488025,0.0,0.0,0.0,0.0,0.0,40.81078463721962,10.728232407703763,0.0027259897745743845,0.007279987139736309,159.22846350191233
200,548.2191086532961,0.0,290.5634534619957,0.03605069132032098,0.07487855624444135,203.43160524926708,0.17741061835686373,0.0,0.0,0.05535413360999661,0.014128715083611881,0.0,0.0,0.0,0.0,0.0,66.09998662230944,22.606882583096336,-0.0007742957549380083,-0.00014865781019491415,154.79064801652453
300,473.2041975035209,0.0,227.69317534826092,0.04258832525422637,0.08943513313040424,246.1299292612741,0.32801929755112497,0.0,0.0,0.09587870694090013,0.053089391994232904,0.0,0.0,0.0,0.0,0.0,82.85576840417657,42.865669220203145,0.016163571143408172,0.009957518923621045,151.556036091524
400,416.28391525949,0.0,190.60656234855705,0.046167748232353055,0.09610214347264127,270.55626488191797,0.37515525275693135,0.0,0.0,0.13013461651096633,0.06331908056144415,0.0,0.0,0.0,0.0,0.0,93.70532642839063,62.73765181076479,0.031856349641160214,0.015860517336697532,147.85766778300817
500,371.66626200343444,0.0,155.8438561975969,0.048352830202830474,0.09876116719789403,286.27427209087534,0.4860891888902601,0.0,0.0,0.17433003834064084,0.08282497606367303,0.0,0.0,0.0,0.0,0.0,101.95039304478476,80.82860359231314,0.05437568830978535,0.017579403746564356,144.87681383126267
600,346.5689915480547,0.0,132.55992970418137,0.048720296122198144,0.09978184192504044,296.85704227259083,0.6008785763448141,0.0,0.0,0.22831208399759406,0.11324973476458261,0.0,0.0,0.0,0.0,0.0,108.66934340575848,93.68988632670124,0.06640797922259101,0.03892071573290668,143.2076581995238
700,321.76707969271916,0.0,114.57109544508039,0.04933784824497443,0.09948747946358294,300.6650116938193,0.6919499715472548,0.0,0.0,0.25780587669572813,0.14125954092669993,0.0,0.0,0.0,0.0,0.0,114.76687048292125,109.07980538620347,0.0982897091940509,0.04681491825432486,140.79251774050786
800,300.2565979241825,0.0,100.30340222763286,0.04851712406758246,0.09722377417241156,303.7152939502965,0.7495077813226091,0.0,0.0,0.30259161670324547,0.14347096692686975,0.0,0.0,0.0,0.0,0.0,118.53568879106916,120.25085949555479,0.115133504003507,0.058429450878599694,139.39930415416353
900,293.0919142171067,0.0,89.39226400520728,0.04700495711376943,0.09473952976392956,305.89234218533954,0.8910951688481726,0.0,0.0,0.3496338864624492,0.1773316176948198,0.0,0.0,0.0,0.0,0.0,121.02052504917435,127.99225439041658,0.15197663831947567,0.0663213814214806,137.74837927977904
1000,274.9178956299375,0.0,74.55251176521939,0.047119255127552544,0.09291342569019868,306.9426154036747,0.9194274959705246,0.0,0.0,0.36965854183709856,0.1802042193999774,0.0,0.0,0.0,0.0,0.0,124.31534898017242,140.52782835467343,0.18195693807960736,0.07531375746275637,136.66543785769034
1100,267.10746029219365,0.0,67.78791221658062,0.04636519202270839,0.08979555655616865,306.43479740735677,1.0319581235559554,0.0,0.0,0.4011735744307395,0.19740814258134365,0.0,0.0,0.0,0.0,0.0,125.82542579030459,145.4138063966104,0.20828752777107323,0.08727438514532543,135.72126595573084
1200,255.84896354960912,0.0,64.04542200957084,0.04551045458960911,0.08763837413462973,304.2790751519709,1.154970347140942,0.0,0.0,0.42354999665819987,0.21406533716304277,0.0,0.0,0.0,0.0,0.0,128.3460212538097,153.80830116862123,0.2261411314517034,0.10899986746326713,134.4229678667524
1300,244.82524617998772,0.0,53.6383916755759,0.04531024297661723,0.0858537971896814,304.6173438590475,1.232100763312444,0.0,0.0,0.46525096576180447,0.23512065704599008,0.0,0.0,0.0,0.0,0.0,130.20105747622452,159.12463715600236,0.2445529002304681,0.10904092066264959,133.57445919869852
1400,245.00401215067362,0.0,52.56918888806316,0.044344822969463585,0.08378045259465966,302.08386372088046,1.2721084106036709,0.0,0.0,0.47819360039200376,0.2530078547876608,0.0,0.0,0.0,0.0,0.0,131.03493278381447,163.48935730866836,0.2672383386530473,0.12037562737776782,133.45001473790023
1500,234.47181758110605,0.0,50.18259396481413,0.04487482172123038,0.0826519568023146,305.66669947714433,1.3599833025867305,0.0,0.0,0.5107025736719583,0.2827202517755359,0.0,0.0,0.0,0.0,0.0,130.96104191773514,168.03069519578557,0.2914996771850872,0.13570269624132833,132.82235556965898
1600,240.06602824028184,0.0,46.1235910215317,0.04458961046684468,0.08109095551329111,301.45475069320895,1.397635180741916,0.0,0.0,0.52732234460431,0.29176142993736837,0.0,0.0,0.0,0.0,0.0,131.84227078228793,173.12356010498382,0.3107775508938359,0.1542427647415643,132.37574608864122
1700,233.1071547506409,0.0,43.04034245241767,0.04488776233399189,0.0805553972704969,301.9662897520335,1.469404819471625,0.0,0.0,0.5627570067698152,0.3125572452053851,0.0,0.0,0.0,0.0,0.0,133.11238076748154,175.00600995119052,0.3368422805646047,0.16350375584848686,131.47381306727704
1800,225.71864150741106,0.0,44.27396107159358,0.04522809258609421,0.0783952749163207,299.7497283274227,1.5473568747533808,0.0,0.0,0.5783192788369899,0.3251033497344308,0.0,0.0,0.0,0.0,0.0,134.77443205939446,176.21622638888562,0.3644913439663766,0.17188462707036817,131.16098177456888
1900,230.20202112896618,0.0,37.218991668686826,0.04532396368107899,0.07840447350901605,299.5728741103465,1.6024730820882995,0.0,0.0,0.6090170008235258,0.35390360267278914,0.0,0.0,0.0,0.0,0.0,134.6900033067383,179.88122211342207,0.3838595731038268,0.17885981170104415,131.00370329398936
2000,229.91262641221488,0.0,35.576556388490346,0.046287864730239166,0.07806509348170582,299.78785877677393,1.668652391619593,0.0,0.0,0.6235053838332598,0.34977745856543996,0.0,0.0,0.0,0.0,0.0,135.32219008200352,179.59094834989017,0.40315150513138953,0.19549560031043942,130.6308135266918
2100,221.2237520739769,0.0,36.814110754985045,0.04670834107521445,0.07756262810080478,299.8649186941658,1.7808720920903134,0.0,0.0,0.636548589963137,0.38241249645338854,0.0,0.0,0.0,0.0,0.0,136.4615597949255,183.34058895737863,0.40705454941708397,0.19864839816047924,130.1734998071202
2200,225.69485366738226,0.0,38.82974698616722,0.04664417869794596,0.07663735248620943,298.6387810956892,1.8069493374956642,0.0,0.0,0.6565343376009309,0.38652225985263094,0.0,0.0,0.0,0.0,0.0,137.82997265783166,181.70283465399098,0.43331214371954296,0.2108205449571591,130.4987119675055
2300,225.09899062829504,0.0,30.39044795395397,0.04716764960669925,0.07769460127685228,298.8141164352399,1.8738097795777315,0.0,0.0,0.6690610144101569,0.4139848685756886,0.0,0.0,0.0,0.0,0.0,136.06557035556878,183.86257610211678,0.434537801987298,0.22711348382414398,129.88154711980243
2400,220.2597487079803,0.0,38.59423122487155,0.04823978795868859,0.07684034145506621,298.5405462810828,1.941762909506472,0.0,0.0,0.6715806496784388,0.41932704547990535,0.0,0.0,0.0,0.0,0.0,136.15951863955132,188.2249699974964,0.4606563633260232,0.23806153818479073,129.9045396590676
2500,219.19161898844587,0.0,31.809483015726183,0.049305211777296486,0.0776489876738156,300.0617702431674,1.9201366720296484,0.0,0.0,0.6876722085728381,0.446611020431485,0.0,0.0,0.0,0.0,0.0,138.57066361684127,186.1345248768029,0.4683662970890951,0.23962542358211147,129.79227779288792
2600,215.72071185190248,0.0,30.369267875819546,0.0497138234259194,0.0765555273837039,295.6704816793698,2.0376712036163487,0.0,0.0,0.6954491424327446,0.4525809631811066,0.0,0.0,0.0,0.0,0.0,138.12228360857287,186.7866450421493,0.4674214082212812,0.24308415454136184,129.52550504376057
2700,217.30398746155117,0.0,31.197781455679934,0.05076762172797635,0.07728449299108943,298.0960971840689,2.0442007755602023,0.0,0.0,0.6986829937107054,0.47045889996139045,0.0,0.0,0.0,0.0,0.0,138.31893526253086,188.2575927025208,0.4781419306529299,0.2644254211835166,129.52064214349014
2800,211.96516473078836,0.0,30.517583597003085,0.05192354738628711,0.07696769332552848,299.4107226551132,2.077590703103976,0.0,0.0,0.7156423175446399,0.48333174317379834,0.0,0.0,0.0,0.0,0.0,136.92352766884878,191.42351971098597,0.49678604362596,0.2716931595904178,129.71440802088426
2900,222.39156914583427,0.0,34.06370359643505,0.05326838344374005,0.07805039857412571,299.2643475183724,2.1259397711188748,0.0,0.0,0.7354604868587333,0.49535722843109586,0.0,0.0,0.0,0.0,0.0,137.49883899424353,189.03928828416153,0.5077065928812237,0.28015103764482513,129.08099346194228
3000,217.92974577141388,0.0,26.743515089709682,0.054991238858791126,0.0780589160100386,295.73918366104544,2.1489478031715517,0.0,0.0,0.7328722564045286,0.50367977613115,0.0,0.0,0.0,0.0,0.0,139.49111289465387,188.81182491591926,0.5053716347676489,0.2844167361331621,129.01386707949752
