milliseconds,ADAMTS4_mRNA,cFos,cFos_mRNA,cJun,cJun_mRNA,DUSP16,IRAK2,IRAK2_TRAF6,IRAK2_TRAF6_PP4,JAK1,JAK1_P,JNK,JNK_P,Matriptase,MKP1,MMP1_mRNA,MMP3_mRNA,MMP13_mRNA,p38,p38_P,PP4,proMMP1,proMMP3,proMMP13,PTPRT,SOCS3,SOCS3_mRNA,STAT3_cyt,STAT3_P_cyt,TIMP1_mRNA,TIMP3_mRNA,TRAF6,TRAF6_PP4,ADAMTS4,ADAMTS4_TIMP1,ADAMTS4_TIMP3,Aggrecan,Aggrecan_Collagen2,AggFrag,ColFrag,Collagen2,IL1,MMP1,MMP1_TIMP1,MMP1_TIMP3,MMP3,MMP3_TIMP1,MMP3_TIMP3,MMP13,MMP13_TIMP1,MMP13_TIMP3,OSM,TIMP1,TIMP3,IL1_IL1R,IL1_IL1Ra,IL1_IL1R_IRAK2,IL1R,IL1Ra,OSM_OSMR,OSM_OSMRa,OSMR_SOCS3,OSMR,OSMRa,cFos_cJun,cFos_P,cJun_P,cJun_dimer,SP1,SP1_TIMP1_DNA,STAT3_nuc,STAT3_P_nuc,TIMP1_DNA
0,7.156545383002267e-21,1.0640128304090846e-11,-4.521846662287181e-09,99.99999999997905,5.0,-8.680444366067422e-19,99.99846525247858,-6.109015116912412e-08,-5.230814546166043e-25,99.99964887274984,-0.00034661928493761636,100.0000000335308,3.156531032421329e-08,100.00008638797102,-1.746484208397599e-21,3.565470003812022e-19,-6.655661992444959e-19,6.54752328307773e-20,100.00000002831449,2.446413903867499e-08,-1.902602949715765e-21,-3.4792382435290986e-23,1.2869739192298775e-23,-2.833765216631009e-25,-7.142122114927577e-12,-1.0032239326114546e-12,-1.4147072897314567e-09,100.00020997042131,0.0002149837261320615,19.999999999988525,20.000000000008008,100.00000110223822,-5.0100109003056115e-19,-1.426316354950802e-24,7.469866736263654e-28,-5.4909812102769954e-27,0.0,100000.0,-8.407662744524533e-27,-1.0000698256348602e-66,3.353685694711996e-27,100.02746050246358,-1.030047949755717e-30,-2.102506306052178e-35,2.827974145992788e-36,-2.2973941712189988e-27,7.7696222978574e-32,-2.7099910010316756e-33,-8.949536125834984e-58,2.8441000241418377e-63,-7.632180213692566e-64,999.9033084616602,200.0,200.00011080792385,-0.12773671543598847,0.0,-0.0008683097448545108,99.89751162087475,0.0,0.006296117506103464,0.0,2.708728723367333e-13,99.89597392788924,0.0,3.058617727584666e-37,-6.449706047512402e-25,1.9168005655786804e-11,2.5681920627288545e-15,-1.2995310646163552e-42,1.6388373625691393e-47,-3.249036610854035e-14,-1.8124469849451527e-07,2.0
100,1.8298417946248763e-20,-3.0070695436486146e-12,8.673481025873227e-09,99.99999999979688,5.0,-6.871456675125398e-20,100.00099410986199,-3.8760384537362457e-07,-2.379719586912195e-25,100.00022016882468,-0.000363564995083533,100.00000003386904,3.403137624496611e-08,99.99990175161646,-1.7104966833959726e-21,6.439648341461686e-19,1.2514501474273859e-19,7.186415308893603e-20,99.99999996466357,-1.7291024277384133e-08,-1.134365597659562e-20,-6.008780667373862e-24,9.775312480975703e-24,-3.1235072409920176e-25,3.143538130669549e-11,-2.2783054739762407e-13,-4.73396081181947e-10,99.99975017052463,-0.00013896778882337442,19.99999999998403,19.9999999999937,100.00000185629604,6.235824230433051e-19,-3.3315384846619486e-24,-1.2755606488956439e-27,2.3444588041146225e-25,0.0,100000.0,-1.2605524445658014e-27,1.357139361908564e-66,-1.968498520505053e-27,99.92230216959962,-1.5664684007208434e-30,-1.7936340312821575e-35,3.787302831413924e-36,2.6619595275777432e-30,5.637358916223005e-32,-1.795838239747678e-33,-6.082322338420827e-59,1.892094196432577e-62,6.466599061323364e-64,999.8719101425397,200.0,200.00075328459323,-0.008819667517055763,0.0,0.00136054489597465,99.93504831062708,0.0,0.21867542088631536,0.0,3.4000740178647884e-13,99.89080421666522,0.0,-4.691134719616307e-37,3.2397450278768462e-24,7.991055884546765e-11,3.025796266606176e-15,2.0748639393244026e-42,-1.3152952953633902e-47,6.808832627292307e-15,-2.4361463898408816e-07,2.0
200,-1.903215939682806e-21,1.3821018007765204e-12,-1.546359080893092e-08,100.00000000026746,5.0,9.168806533434225e-19,100.00147264841179,1.7188162889977199e-06,1.903803405143794e-25,99.99991176008085,0.00011205658401134296,100.00000003008351,2.9408001291434975e-08,99.9998801790957,-7.516656470181664e-22,-2.4174822571729346e-19,-5.91674223963105e-19,-3.7793775696293867e-20,100.00000003016031,-1.328438717864216e-08,1.209023503376451e-20,-8.009817220607502e-23,2.8534515365489435e-24,-2.121036025605633e-25,-1.88992575558813e-11,6.829949832975362e-13,7.135034749441088e-10,100.000275677441,0.00020555685450559738,19.99999999999376,20.000000000007088,99.99999733456939,-8.076106650084631e-20,3.4017546397004835e-24,1.178866537530124e-28,2.8526999757662264e-25,0.0,100000.0,-3.2031592407325926e-27,7.071763500941891e-67,8.1636140180333e-27,99.88304227874552,-1.6843755283886565e-30,-7.403250485376527e-35,6.451641439757422e-38,-2.1882733504759813e-27,6.718117654792131e-32,-3.3178692509155646e-33,1.4387627684173994e-57,1.9153001789078956e-62,4.642192678509739e-64,999.6481813810249,200.0,200.00129131337033,0.1389556348293055,0.0,3.523327972579771e-05,99.7624790573268,0.0,0.21618384308988897,0.0,-3.4416848683900097e-13,99.8966899068376,0.0,4.737199707627797e-37,4.961534181435444e-25,1.2147998652693058e-10,3.905503300652402e-15,-3.1709283607883744e-42,1.0399996936333781e-47,-2.555264188054047e-14,-2.7480493533829464e-07,2.0
300,-1.6867954532383115e-20,3.442372852855163e-12,-9.671132966171996e-09,99.9999999996831,5.0,-4.577988198379316e-20,100.00081394934138,2.90012104292026e-06,5.153964943894458e-25,99.99997749302739,0.0003618308873567194,100.00000003087499,-2.4402036626028873e-08,99.99974399236396,3.0922339985661086e-21,7.746042504768166e-19,-1.200574556213827e-21,2.5403144222897542e-20,100.00000001915491,-7.173103218789199e-09,2.566424448533378e-20,-5.579499421087046e-23,1.0945336349348104e-23,5.965291312557467e-25,2.940033265423598e-11,-8.04189272047306e-14,4.5321696663386693e-10,99.9997506583887,-7.340497722574133e-05,19.999999999977216,19.99999999999104,99.99999835485005,-4.6769854747143985e-20,-1.6128784521411854e-24,-1.5579605299012714e-27,-2.1190067329810647e-25,0.0,100000.0,7.162152815794356e-27,9.68306744779918e-67,-5.731677299977984e-27,99.66139742852967,3.0805450505318962e-30,-5.581307350632297e-35,3.918443486118874e-36,-1.5840683670558984e-27,3.935007747076814e-32,3.169917783731464e-33,-1.1547643289539816e-57,-6.721576951394158e-63,2.2299175428280483e-64,999.6329484347136,200.0,200.00109102773834,0.33979092005868294,0.0,0.0019226848677357349,99.75765529251633,0.0,0.3938013421868472,0.0,1.404924154326196e-14,99.83383772652435,0.0,5.608113809180667e-38,-7.810905378181472e-25,9.165714493143586e-11,5.55634158901446e-15,9.376712922595827e-43,-4.1567335450451074e-48,2.8910034694012404e-14,-2.6298506113269277e-07,2.0
400,1.0454395234447339e-20,-1.2069928444778402e-11,-3.6583554483636886e-09,100.00000000018896,5.0,-3.430326144111319e-19,99.99910056990223,-1.4285054099634004e-06,-3.5713689301376393e-25,100.00021906897256,-0.0002718979319829106,100.00000002772889,2.847638293663906e-08,99.99974884537946,-3.2301229787377275e-21,7.044374720794267e-19,8.042153503629174e-19,-6.40537732953351e-20,100.00000001959225,-3.404663683516872e-08,-2.718144143887027e-21,6.043664446322243e-23,-8.831204131170251e-24,7.8988643879117515e-25,-4.63158554283914e-12,8.29889592534669e-14,-1.9450697226924143e-09,100.00012978737081,4.573272001512264e-05,20.000000000000583,19.99999999999553,100.00000155805017,-2.168847377019718e-19,-4.930010320814246e-24,1.1332862953237934e-27,1.1310655357013766e-25,0.0,100000.0,-5.955313373370467e-27,2.5250451047777393e-67,2.2389613297787928e-27,99.62998378949688,-1.4136927952444763e-30,-6.378759378555633e-35,-2.3251156081194434e-36,3.113786953113116e-28,-9.86834464903041e-32,-2.651141031144171e-33,-1.311470767565006e-57,-2.1240078736321113e-62,-7.375235345220199e-65,999.5188727429087,200.0,200.00148006428788,0.3149969479254323,0.0,9.311477999973298e-05,99.60824482039061,0.0,0.4089359420925564,0.0,-2.689687565087133e-13,99.67813668305496,0.0,-4.125477233959196e-37,-5.555557849857076e-25,-1.3923042361831512e-10,1.4437053173835328e-15,-2.232993093732691e-42,9.641136080881225e-48,9.725408761485152e-15,2.321059011349689e-07,2.0
500,1.6714042530921505e-21,-1.3058000006811404e-12,1.0678521765610326e-08,99.99999999977248,5.0,7.029796175732578e-19,99.99908672711233,-2.140152301769658e-07,2.8949133269535243e-26,99.99984510613795,0.00012960726773309983,99.99999997769478,-1.3389097497864267e-08,99.99958572386875,4.3645246535667046e-21,-3.9978963923355515e-19,8.307616322322469e-19,-1.2506489126174357e-20,100.00000001873238,8.678338370364951e-09,-1.1159516076179169e-21,-1.1827647152737969e-23,1.4149785348717423e-24,7.171619542218792e-25,3.1658066676933367e-11,-9.671248425899923e-13,7.896595324088655e-10,99.99991188640578,-0.00018199495864731227,20.000000000019913,20.00000000000476,100.00000044448656,-3.9429940799621886e-19,4.098306495486168e-24,7.089325776495986e-28,2.4305943573159855e-25,0.0,100000.0,6.752543630549743e-27,3.20693547224662e-67,3.405992331591451e-27,99.55742659892731,-3.997040041581994e-30,5.132283035214605e-35,-2.031451971495798e-36,-1.3764348054717921e-27,-2.8520564298481014e-32,-4.400934401321871e-34,4.210433143981812e-58,1.309694750330006e-62,-2.7153763294523318e-64,999.4661860037784,200.0,200.0021792361071,0.6042640263701815,0.0,1.8389043520706302e-05,99.51776634848662,0.0,0.4093780768828173,0.0,-7.118350462151047e-14,99.50654442780916,0.0,3.482399872914425e-37,-2.2735331079907834e-24,-2.958984466525209e-10,-5.110771814180572e-15,2.1080307628989172e-42,-1.7035670533608018e-47,-3.299073170279781e-14,2.9578257855361867e-07,2.0
600,2.5236126031365898e-21,-4.108148197704749e-12,-1.57372834038225e-08,99.99999999979048,5.0,-4.870859325701835e-19,99.99943042931126,-2.7061653544378567e-06,3.468423586408293e-25,100.00005551823938,-1.4720008527900738e-05,99.99999997816934,-2.4231160937753913e-08,99.99961838703894,1.7646121592781649e-22,-1.330434736861109e-19,2.2453618297397805e-19,-8.212915914777245e-20,100.00000001728938,3.685226445499499e-09,1.997655551891427e-20,2.8951597979459294e-23,1.5432450807432595e-24,1.202390115710153e-25,-2.0682351536521918e-11,-1.218671578610912e-13,-5.003112555296786e-10,100.00005495165443,-0.00010821859732539874,20.00000000002258,20.000000000013138,99.99999780766424,-3.208497451508462e-19,-4.206027304918075e-24,-1.2939478103934515e-27,5.610143452832756e-27,0.0,100000.0,-3.1885559739527412e-27,4.863430606634961e-67,3.901431365850394e-27,99.35609248006882,-2.4644394927429135e-30,-6.028853751979512e-35,-9.89929287427082e-37,-1.1899472737152838e-28,-5.348131005581135e-32,-8.431697893603885e-34,1.1447638814745986e-57,1.3210725731765702e-62,2.992385422937919e-64,999.33151375695,200.0,200.00188551819036,0.6861901851328388,0.0,0.00267089407322275,99.35861484839998,0.0,0.6705522330155225,0.0,3.475637159658198e-13,99.5424371653717,0.0,1.6514552975220292e-37,2.2176453530617176e-24,1.259074236792728e-10,1.004850915375377e-15,2.94088832273882e-42,8.768081296458291e-48,-1.2546755760525188e-14,-7.612359498104172e-08,2.0
700,-1.4380040490344934e-20,-4.643824216573246e-12,6.974536322237474e-09,100.00000000028284,5.0,-3.732835564141512e-19,99.99852192282265,-5.999499374684679e-07,-2.3554851643073714e-25,99.99999546028258,0.0004992154275422292,99.99999999949398,1.907983611268874e-08,99.99947987855198,1.9573571405817208e-21,6.907997089676549e-19,2.3050428723086805e-19,-7.786030703748253e-20,100.00000003005621,1.8153885209065084e-08,2.0550230763802884e-20,4.2056768913894586e-23,-8.318249586321004e-24,7.351482853183266e-26,2.7457376071410782e-11,-5.890661154303251e-13,1.35363186217364e-09,100.00001195368955,2.54013326075247e-05,20.00000000001642,20.000000000003027,100.00000137955067,-2.8691498307869307e-19,-2.603998938229411e-24,7.798357676468461e-28,-2.2869854089681468e-26,0.0,100000.0,4.9539534527213676e-27,1.0888325993013752e-66,-5.2253635247998516e-27,99.35622995023692,-1.48254006388172e-30,1.2550598344275066e-34,1.7342369129194026e-36,-4.071313024747197e-28,-2.069966824777521e-32,-1.579141897747551e-33,-8.974799399257749e-58,-9.205655765067265e-63,-2.867474159821871e-65,999.1222881479858,200.0,200.00279944159087,0.5860535587678242,0.0,0.0016025307111831302,99.20717792585393,0.0,0.7957515319124273,0.0,4.109883660178586e-13,99.29988641000234,0.0,-2.5650978316823867e-37,6.952856981904377e-26,3.1134274885702145e-10,-4.19307313261442e-15,1.7345536051667393e-43,2.959040799164183e-48,-3.1389732995004545e-14,-1.9014722990919016e-07,2.0
800,-1.375328699230084e-20,1.0873467290185163e-11,-7.506852502814202e-09,100.00000000019794,5.0,8.35845624702191e-19,99.99993249780206,2.9610469136768593e-06,4.668263847310786e-25,99.99947783338698,9.225943577284958e-07,99.99999998360644,1.9321004499066217e-08,99.99930066611788,-4.443527633091533e-21,8.129938329615326e-19,-5.483992312503613e-19,2.2184097573122915e-20,99.99999999729097,3.376443839874458e-08,-2.596307320523312e-20,-5.729324405240937e-23,1.1038984975427247e-23,1.5676050814675097e-25,-2.4897574016522514e-11,-5.233014371105091e-13,-2.401716102955118e-10,100.00008994812148,0.00023796637366203238,20.00000000002356,19.99999999999763,99.99999980395341,5.412349198011733e-19,4.5944677545086914e-24,-1.1308854834805722e-27,-5.054590138816224e-28,0.0,100000.0,3.049788768901426e-27,-1.1222302575811205e-66,-1.8744591800494544e-27,99.12177210966648,-3.169320759841768e-30,5.115482800854322e-35,-1.981348402310643e-36,-2.5867764160363784e-27,-3.3353360399078425e-32,7.252640853433892e-34,-1.2702583911859588e-57,-1.2996884679301708e-62,4.7299567985599546e-64,999.0896365378843,200.0,200.0031208717812,0.8409571542149674,0.0,0.0006296052486971332,99.32717492431509,0.0,0.6975314867683327,0.0,-2.745146169474818e-14,99.31118494968351,0.0,-2.6367587818474454e-37,-1.2824245015791828e-24,1.8214391648924382e-10,-3.3314001707338986e-15,-2.0272774543044326e-42,1.0291308736377122e-47,-4.222609439939509e-15,-1.360730676047018e-07,2.0
900,4.724478149676231e-21,9.819889647134017e-12,-1.2009074467990887e-08,100.00000000027836,5.0,-6.973012147447427e-19,99.9975931009623,-4.321397065603738e-07,1.7938160321393766e-25,99.99997088655556,9.866257143884471e-05,100.00000001908376,5.87703286336903e-09,99.99930311729439,-2.422764684177074e-21,6.118258406774451e-19,8.39688306754931e-19,5.936085886712788e-20,99.99999997012006,3.3903128451628885e-08,-5.0067506246654194e-21,-7.03210106617348e-23,-1.1445394612385084e-23,-4.182234959835497e-25,-7.590551735111143e-12,-2.978465491953056e-13,2.762517161614654e-10,99.99988009782875,0.00010363789355398787,19.999999999994287,19.999999999998455,99.99999741348616,1.4243097508822508e-19,3.755297016211128e-24,4.5243786220936113e-29,-1.5045277448481244e-25,0.0,100000.0,7.969614752708977e-27,-1.4003972260936765e-66,-3.71172789596159e-27,99.07071752942527,8.342063421221527e-31,-8.802388432083993e-35,2.3616411747540724e-36,1.9233887464042946e-27,1.1202577360175878e-32,2.1949481844472154e-33,-5.1516306723387344e-58,1.4027121537065212e-62,5.137008569172066e-64,999.1046180820666,200.0,200.00398076958896,0.8627979192675368,0.0,0.0016018021074981023,99.06255916807049,0.0,0.9149175857020164,0.0,2.3425261154875217e-13,99.24689472487654,0.0,3.0172062391419456e-38,8.089952369408266e-25,-1.237757123375874e-10,-3.4092903667822503e-15,2.2733031723823793e-42,5.121816289333506e-48,-2.910654069673643e-14,-3.202034266393117e-07,2.0
