milliseconds,TV,U,nTeff,dTeff,PDL1,TVd
0,14.516135880018187,0.0,-0.9628365954774399,-0.36713364470846693,-0.0006401707871809478,0.0
100,16.692027259961783,0.0,1.4484128856354082,-0.0017966744450488605,-0.00013737347242181075,0.0
200,15.110382814806242,0.0,-0.9194551761640242,0.48351921325991076,0.0006449319580905467,0.0
300,15.919186904772452,0.0,-0.7233276236783226,-0.9333915409013371,-0.0005545964006034181,0.0
400,17.810696187056724,0.0,-0.8700664665892078,0.6054706029701028,0.00048650515058846675,0.0
500,17.857325120850078,0.0,1.3618043453034052,-0.3770399345785763,0.0005082974803406494,0.0
600,18.526830063850046,0.0,0.3386132040004091,1.1378830732372034,0.0008065666795349714,0.0
700,19.430071720608616,0.0,-0.09107404620865456,-0.17670271466138088,0.00042217935852178616,0.0
800,20.120985719876764,0.0,-0.24305714701385184,-0.032934122147552425,0.0005046455883203457,0.0
900,22.284366937526976,0.0,0.06200045715710689,1.9518644073219873,0.00018909522358621401,0.0
1000,22.719221797677665,0.0,0.8231588015489933,0.8081984856075647,0.0015172392245197002,0.0
1100,23.96563899536171,0.0,1.1689531902539114,0.7635300755176352,0.0010572029410589646,0.0
1200,23.214861917385015,0.0,2.9381702627501873,2.5447492361356074,0.001288114271547028,0.0
1300,24.985798715221463,0.0,0.9485446818989027,2.4353178906597934,0.00202128217695376,0.0
1400,24.635819881329837,0.0,3.5552679845410573,1.5572841884848723,0.0023465231250027726,0.0
1500,25.891429968268664,0.0,1.341672673314131,3.2080170032884,0.001986090288777422,0.0
1600,28.682165966161897,0.0,2.0769535845201714,3.246520311898578,0.0021896074817087377,0.0
1700,29.42296321965532,0.0,1.4202908494921413,3.3090033308252162,0.0022822488250414524,0.0
1800,30.17658761832406,0.0,4.051072237791653,2.9249670049053784,0.0030274137824707146,0.0
1900,30.983722851601918,0.0,4.894939156087807,3.535249585071176,0.0021302806913008916,0.0
2000,31.52301251542407,0.0,3.699319775059925,3.5050583585123376,0.002809870184259961,0.0
2100,33.16099355917342,0.0,5.334472852972102,3.829025205126909,0.0038541193841813374,0.0
2200,33.850968311795484,0.0,5.784605761128426,4.4323004151328345,0.005293942618393885,0.0
2300,37.37215122322962,0.0,5.397542616703027,5.731962374969616,0.004632112302598701,0.0
2400,38.43230499734839,0.0,6.744036468564872,5.070389306796387,0.005683395365838528,0.0
2500,39.05023168299206,0.0,5.517206875557199,5.604117122886223,0.00577738230931943,0.0
2600,40.54508663983977,0.0,5.879446220471886,6.045222455593059,0.0065509582908238025,0.0
2700,42.66562582100171,0.0,6.312231337036715,7.229440285565873,0.008274734844676302,0.0
2800,43.236680859862936,0.0,9.245623000180844,7.509914248771858,0.008564607035569691,0.0
2900,44.804998606026565,0.0,7.41837385150331,8.154053164627317,0.008680461859882341,0.0
3000,47.93140577738087,0.0,9.649569483297014,10.495950251282466,0.010259323878999234,0.0
3100,48.43682635276749,0.0,11.140584594869742,10.81459008030784,0.011103182045151708,0.0
3200,50.64088540974592,0.0,11.882481118450249,11.410158221390367,0.012455008823171316,0.0
3300,53.72361288123737,0.0,12.941745328033077,14.358818351313978,0.014763062884456508,0.0
3400,53.62372035336049,0.0,15.687932267845556,14.031415030082028,0.015212590164921738,0.0
3500,56.96056855749862,0.0,15.954409710427235,16.949517484813615,0.01705714583940346,0.0
3600,58.042295300926305,0.0,18.516003453622087,17.916305081804445,0.019040690179663162,0.0
3700,61.498669927862075,0.0,21.6829927184623,21.605563834777726,0.020075398154876484,0.0
3800,62.30457731148965,0.0,25.45781564881108,24.601761126059177,0.023648231475245553,0.0
3900,65.79211393422601,0.0,29.099566596307508,27.481742573554367,0.02519079780208831,0.0
4000,68.56992666706535,0.0,33.063018141134165,28.720052767329413,0.028512956578222556,0.0
4100,69.5600437105186,0.0,40.831448711705164,33.64617189834724,0.03207140171809514,0.0
4200,73.72426819095263,0.0,47.32473836926243,38.231778100213155,0.03513510474556674,0.0
4300,74.72895670490354,0.0,54.8931619123763,43.2223372608397,0.038680728905880216,0.0
4400,78.31252893727122,0.0,62.537137783561874,48.87564331915478,0.044360922097892844,0.0
4500,79.8006485236914,0.0,71.93050972599028,54.39556272251769,0.04934123213182808,0.0
4600,83.96136240670666,0.0,82.70625354360624,62.37956988041833,0.05452784031613603,0.0
4700,86.57781860162832,0.0,94.10518122279595,68.83485595364009,0.060871134752819106,0.0
4800,88.70105713886608,0.0,107.20425269437024,75.60053566129972,0.06791141270339769,0.0
4900,89.81385911730194,0.0,123.26415236187968,83.05924876425429,0.07403499335439283,0.0
5000,93.22146278932955,0.0,135.07317395936667,89.5834766993548,0.08179753309522844,0.0
