miliseconds,TV,U,nTeff,dTeff,PDL1,TVd
0,13.928480842111968,0.0,-0.7882902352174351,-1.1808385908719115,0.0009250276221269861,0.0
100,14.54616203279168,0.0,1.4393338411217915,-0.4837053360889224,-0.0005604311836267135,0.0
200,15.549076339282394,0.0,1.5157409806135742,-0.3628998128110364,-0.0005067289577630812,0.0
300,17.242827102243897,0.0,-0.45309651119532307,-0.4751286357003496,0.0008765310360275982,0.0
400,18.068686988474745,0.0,1.4208035558246213,-0.49983997914293254,0.00026264908961406156,0.0
500,18.849094371960486,0.0,-0.6374148588087639,0.6297137112813915,0.0011247437256101894,0.0
600,17.928489398578982,0.0,2.00982339511528,0.04200365187766014,0.0010459882108215432,0.0
700,18.90795645334939,0.0,0.5294754498101333,1.4762465843269639,0.0012758663212368469,0.0
800,21.11589669010044,0.0,0.3574875266046099,0.9671814882537393,0.0007485004090512485,0.0
900,20.264265731553728,0.0,1.464972427721399,0.9791087361748763,0.0007432434391280171,0.0
1000,22.78359705811267,0.0,2.0033071350478355,1.5227281788107483,0.0008145870311558747,0.0
1100,22.31811774415546,0.0,2.760863169856833,2.1848517233758415,0.0015361496201560455,0.0
1200,24.46924560764384,0.0,3.0383562398800876,1.966470151402889,0.00016476558404249957,0.0
1300,25.010852306550586,0.0,3.196220778609387,1.3535514734535066,0.0008901331774125267,0.0
1400,26.175045281765104,0.0,1.2589368512488686,1.101556438388295,0.0019855528959580168,0.0
1500,26.35312720267454,0.0,0.7632106807245984,1.2118459525796768,0.00228197891357356,0.0
1600,28.64226773990771,0.0,3.755103799912204,3.4824513877966066,0.0028094091645061037,0.0
1700,29.358259665099872,0.0,3.0634868758352223,2.386852574538926,0.0017240539633271018,0.0
1800,30.018325375112234,0.0,4.225464469755202,4.118417294034719,0.003667395385521682,0.0
1900,32.02401645632501,0.0,3.2591923742263864,2.660024334730053,0.004122579176218923,0.0
2000,31.32359072846173,0.0,4.016505955814414,3.9751379847616506,0.0034841033942520764,0.0
2100,34.455596531373025,0.0,5.529093411022367,4.097569867192958,0.004731714381733836,0.0
2200,34.34622110859275,0.0,4.127659911700134,3.5045807122040125,0.0038036893022069065,0.0
2300,36.7024389984552,0.0,5.823885463306269,5.777445156956105,0.005165842976939933,0.0
2400,38.47408479376477,0.0,4.1301755314096065,5.836970987103371,0.006317678017446831,0.0
2500,39.449076400348915,0.0,5.436883336208901,5.698779241469608,0.007197070871115505,0.0
2600,41.13459695756621,0.0,5.002171371395072,5.735124935549507,0.006787499105622374,0.0
2700,43.13436773730246,0.0,7.607218095855418,8.36435622806192,0.007777585048257787,0.0
2800,43.66036340737037,0.0,6.3398442770725065,7.034586311952133,0.009034268543526689,0.0
2900,44.7427253102287,0.0,8.512334342290053,9.309345574033873,0.010076312376861631,0.0
3000,48.13923558615688,0.0,8.318531316337804,10.516191282622387,0.00990947170215627,0.0
3100,49.18079874740194,0.0,9.174828979891382,10.740911514939253,0.010785726384619571,0.0
3200,51.28057591819779,0.0,13.049869880982055,13.303076613924858,0.011711812824941409,0.0
3300,53.185458063096036,0.0,14.12115300002545,13.780898140991551,0.01401833894929692,0.0
3400,55.13062980577055,0.0,15.131179613502544,15.368565508854493,0.014194165188605418,0.0
3500,55.66126749713324,0.0,15.990197628790769,16.80725805215053,0.01668743920832392,0.0
3600,58.28346356795392,0.0,20.65941322871917,19.756915158628274,0.019467902953837764,0.0
3700,61.583260915658464,0.0,20.586053109546484,20.04107386066336,0.02045222510635368,0.0
3800,62.731661649894164,0.0,26.437123240729726,23.016946818328325,0.02330980166267499,0.0
3900,64.85472345684659,0.0,29.78871931757245,26.430466743674007,0.024974780834712506,0.0
4000,68.62262423068536,0.0,35.15411432703138,29.58126564853125,0.027619527329535553,0.0
4100,69.81497398663143,0.0,37.72412682282429,34.55349518614455,0.03254374887239426,0.0
4200,73.44430012723008,0.0,44.08505287271053,39.111367897419534,0.03625913022998755,0.0
4300,75.04992282586676,0.0,53.40746129632961,43.03819630739446,0.03978853180885909,0.0
4400,78.09228653304811,0.0,62.38267380540458,48.18410074142801,0.04505581546366554,0.0
4500,79.50484433451638,0.0,71.51338142113514,55.67200257620796,0.048176178895030626,0.0
4600,82.50765081522637,0.0,84.03380194064243,61.02600204638286,0.05487802963178759,0.0
4700,84.99741226591773,0.0,94.4174077284891,68.58237088772505,0.06150346668085999,0.0
4800,88.93576929019189,0.0,107.53911995351535,74.98140499675303,0.06827168705973544,0.0
4900,90.01559481156622,0.0,120.32231016391147,82.15038902840031,0.07514645754867154,0.0
5000,94.66806427668682,0.0,135.61257249425827,90.38005992923628,0.08294551091509603,0.0
