miliseconds,TV,U,nTeff,dTeff,PDL1,TVd
0,14.641201058695174,0.0,-0.8650328757574056,0.7276113461949114,0.00017177484758168596,0.0
100,15.555617022938584,0.0,-0.6982958679027511,-1.0000870310879133,0.0003642086833382547,0.0
200,15.684306033648525,0.0,0.36340649142675047,0.6269191466999273,0.00032640660769748327,0.0
300,17.755844202998563,0.0,1.3043340158998011,-0.04809453163469543,-0.0008682420890586157,0.0
400,16.43290234953811,0.0,-0.8607965067897124,1.2657334465021464,0.00022953573713483348,0.0
500,17.0345534395876,0.0,-1.0121625003221668,0.8683462313139415,0.0009581159091875322,0.0
600,19.498201048602077,0.0,1.5813519928666895,-0.5446958970873386,0.0007900499476686266,0.0
700,18.988475509720317,0.0,0.9704140505868506,-0.0641818042220561,0.0003516720827261391,0.0
800,19.26837109243423,0.0,2.5897201444743825,1.6355569126307592,-0.00012416561081488871,0.0
900,22.30012877302856,0.0,2.5832955431251894,1.9811269723999367,0.001539442379531839,0.0
1000,21.03090472740223,0.0,0.7684361555443923,0.050244912887506876,0.0015228279341468628,0.0
1100,21.897781343437718,0.0,0.3744230632144252,2.179468503971206,0.0008761323003303812,0.0
1200,22.745421575475422,0.0,1.6588827175516614,1.9155611692455423,0.001270624591198714,0.0
1300,24.07303179053102,0.0,1.0147272716149687,2.1080465466156313,0.0009533636767756826,0.0
1400,25.7260169606239,0.0,3.399021159555172,1.9849406804767107,0.0022333973942532765,0.0
1500,26.417016659372845,0.0,1.465284790675451,1.5155920339322444,0.0008276587640700787,0.0
1600,28.962647988414954,0.0,0.8205270132754805,1.9290736402252173,0.0027572220844484345,0.0
1700,29.899434681554396,0.0,1.2779377356103725,3.625206089449443,0.00258671084126205,0.0
1800,30.192625640961072,0.0,2.117858875923167,2.840172947530473,0.0027338131184911595,0.0
1900,31.316734910372546,0.0,2.182874843432726,3.6479154198577985,0.004149761643823819,0.0
2000,31.254347900420324,0.0,3.0065756230551877,4.478446140354365,0.0044208918560685075,0.0
2100,32.5725576419272,0.0,4.681760624312399,4.887312707442393,0.003412348490107033,0.0
2200,34.59084336826204,0.0,4.111090520383423,5.818675616807376,0.005220271581696752,0.0
2300,35.89454039339489,0.0,3.66260420345575,5.490715093924238,0.0053574954067238,0.0
2400,36.94555056944156,0.0,6.084557146507831,6.6956953055792505,0.006480485641169306,0.0
2500,39.07050500914772,0.0,7.351359242014299,6.5093012645537565,0.005311942997987843,0.0
2600,41.69680623753657,0.0,6.023992496216941,5.64285509096217,0.0074555802178412275,0.0
2700,41.23584158079262,0.0,8.384476806026658,6.372905422765836,0.007190255050424374,0.0
2800,44.54053821277408,0.0,6.340823749626224,8.673321928468766,0.00898472833973704,0.0
2900,46.62504350808464,0.0,7.211271074862188,10.13366617082538,0.009332764200487441,0.0
3000,48.0159579618414,0.0,9.036663502061927,8.939497518351976,0.01018279829632307,0.0
3100,49.59076748784894,0.0,12.230190029642788,10.743538573556057,0.011235594652437668,0.0
3200,51.38496907643642,0.0,10.199662181886387,11.706453211407338,0.012238620261202498,0.0
3300,52.01182585506056,0.0,13.846933348571667,14.014570233795197,0.014690184882529817,0.0
3400,54.2232260138872,0.0,16.610089956035743,15.719322804818894,0.015011796222003954,0.0
3500,57.42154997713689,0.0,15.340119223862445,15.830152908618576,0.01769164247658539,0.0
3600,59.636377978314165,0.0,19.662732483135628,18.539932665707994,0.017871803997240025,0.0
3700,60.84736379614186,0.0,22.56147067323805,21.76041883644459,0.021644524061987504,0.0
3800,62.17749454805448,0.0,25.081249385600184,23.049882226029375,0.02381293103937675,0.0
3900,65.14965312685908,0.0,30.64039731680028,27.357052483364285,0.026484486886623873,0.0
4000,68.9935418713074,0.0,33.47929537607474,29.95218055640381,0.028712243109992007,0.0
4100,71.29313345104438,0.0,40.32342646372389,33.53059576613092,0.03232068740593087,0.0
4200,72.33796922592211,0.0,46.258331659676095,38.39566867576481,0.03583301928412009,0.0
4300,74.62432858985568,0.0,52.78989162002952,42.334461985514494,0.03900094111474284,0.0
4400,77.37627822862028,0.0,60.646685919199356,49.08307242907084,0.04321915975302321,0.0
4500,79.83556582818552,0.0,73.08937959353122,54.421247490731425,0.05010238960286076,0.0
4600,83.1012818728931,0.0,83.6043970212242,62.65932394269612,0.05455395922133128,0.0
4700,86.47982127178028,0.0,94.57982806434502,67.84195220395785,0.06010227807415613,0.0
4800,89.34636598086931,0.0,108.8461123965677,74.5821036947928,0.06887118861129782,0.0
4900,91.55936582116836,0.0,120.01383533109164,82.6923211147416,0.07388923266705806,0.0
5000,94.62892808764774,0.0,136.71804232278058,88.76673016212601,0.08231506833864961,0.0
