miliseconds,x,y,z
0,200017394.09403777,100005490.22817017,399892677.5559839
100,199845538.83517897,99983300.27172418,399836266.3349177
200,199748244.08368692,99932802.93820217,399730160.92705685
300,199627143.20324862,99909334.8909347,399374780.14285135
400,199435265.64161238,99893710.28616606,399311395.92108357
500,199416268.03244945,99860541.2987299,399133576.5321373
600,199243211.65512893,99848997.58588421,398854312.6381604
700,199090886.42985034,99822628.35672767,398820023.20393443
800,198941524.48320672,99787929.56694435,398718191.9304393
900,198975128.96796378,99786840.57578959,398541946.2731078
1000,198700144.7707659,99744000.13317002,398202812.3050406
1100,198692396.72724417,99709128.84897032,398163295.2480677
1200,198523847.3575848,99698526.28164752,398013311.42488056
1300,198374960.82139957,99689131.72777268,397612296.0203075
1400,198276580.477085,99639557.97567438,397470544.33515394
1500,198164605.1788452,99636547.74593604,397273649.97978836
1600,198055146.5725911,99611026.82940663,397092367.98559105
1700,197914091.21279088,99581708.50746395,397090572.43546695
1800,197808945.27078834,99550862.6744463,396760241.4379985
1900,197609907.20316625,99543322.67434087,396602945.05732954
2000,197534798.89055455,99498970.48474832,396611766.83771294
2100,197359338.08147368,99467465.00248124,396314516.1010676
2200,197338293.71992055,99448632.74718638,396153708.8479336
2300,197191578.39445052,99431657.80976559,395963632.8793477
2400,197119519.61792582,99396642.32930796,395806806.8258281
2500,196894422.72846118,99392118.13606156,395702294.9084922
2600,196821815.58807528,99347361.64292425,395531169.3278165
2700,196637370.30549917,99343669.3898631,395312820.3270146
2800,196576920.05455986,99313326.09853008,395055655.95547765
2900,196466061.9028302,99267224.57073034,394951052.9825419
3000,196398681.1495547,99260873.44292752,394801671.6459787
3100,196255616.660341,99241882.7155698,394606107.6780401
3200,196174685.82287565,99195321.14581205,394375621.6575183
3300,196057855.44250998,99189190.92977147,394426833.4755114
3400,195875240.3414178,99154901.71467678,394138040.4917147
3500,195796245.53863293,99138014.71172024,394045489.0273603
3600,195633391.1969939,99122372.68023598,393702641.0525928
3700,195484299.25311875,99093692.95209484,393556810.60713166
3800,195405839.68035918,99076180.97856404,393350581.4897829
3900,195292196.3971857,99032427.79074208,393415073.4914782
4000,195207223.83727148,99023360.01850909,393050989.6965351
4100,195070792.35697106,98985276.76308091,392930484.0864896
4200,194960132.6539493,98973885.1305529,392804626.27497476
4300,194756030.7136409,98951052.22522645,392536979.5409932
4400,194604499.22875237,98930408.87541583,392333110.20609856
4500,194553365.532364,98902888.93286838,392340594.26313436
4600,194451989.76245746,98878125.95854096,392146012.2290122
4700,194359443.80660897,98855347.48053876,391889579.4819028
4800,194230565.12905294,98836073.37582918,391668700.5531683
4900,194089038.9630398,98815452.56931385,391511873.8166153
5000,193993523.02123454,98771286.02085398,391406149.11997867
