milliseconds,x,y,z
0,200064998.1487777,100015688.12778534,399926802.1643502
100,199828522.47927448,99987086.59046242,399851828.99222475
200,199742396.4656911,99934866.27212444,399663014.2118508
300,199667147.90030462,99914782.54035683,399360421.61296374
400,199453189.8607566,99895286.7363638,399373159.70553684
500,199328583.99407113,99876926.14995475,399162397.17426854
600,199185108.6592623,99831727.35282382,398995728.1830824
700,199206288.8251995,99835317.45222591,398887154.53940445
800,198952634.38790593,99808755.97945112,398588836.5930426
900,198866781.33530927,99767422.613931,398334672.91381335
1000,198694567.3379066,99734430.09317921,398189186.42035604
1100,198647875.2316611,99741706.54971926,398142251.59771633
1200,198487613.17705226,99713446.42031938,397926753.089943
1300,198397292.47207442,99660956.77282846,397756168.65844065
1400,198366616.0186068,99666263.7213328,397663665.23741674
1500,198216391.91360587,99641582.81157519,397492193.95632845
1600,198120974.75737417,99608410.36925207,397091636.11623704
1700,197928906.28917024,99565792.21434508,397140952.35803366
1800,197872446.0743609,99544892.46058199,396846932.61588365
1900,197594626.1105242,99521302.3278925,396574654.0361687
2000,197462805.73169333,99509552.40850215,396582211.9800976
2100,197513922.67671674,99470892.91394523,396341829.4951869
2200,197278857.08215547,99445968.67449367,396181062.1984621
2300,197140186.78522697,99442708.99949983,395921281.3941378
2400,197009497.32838568,99420352.83463992,395807263.9582278
2500,196944492.08930108,99382155.8767652,395640096.28311586
2600,196768716.30476186,99351444.36790203,395586901.70177263
2700,196705849.76313457,99334844.91251986,395322110.6019203
2800,196523127.71819556,99320557.4917477,395171511.7188224
2900,196390641.8085613,99268454.4820301,395069835.72588485
3000,196425064.59312296,99278988.98022333,394866177.8182406
3100,196285562.27217153,99245865.50806978,394697502.0336141
3200,196132234.25703818,99195502.92855297,394512384.4457086
3300,195906136.768205,99172101.11409038,394181334.40018284
3400,195781915.6198827,99155187.74456903,394159590.22767425
3500,195654427.23534095,99142903.59139682,393986597.2384132
3600,195661508.88955113,99132499.55057909,393862776.06261057
3700,195523833.98867336,99082197.5131943,393728576.77516454
3800,195386241.08304572,99060856.39270641,393382884.77886385
3900,195206200.92759445,99042221.97673343,393273540.0625027
4000,195055791.81972468,99008279.95810187,393235070.28389263
4100,195066490.415019,99003253.70130788,392968826.2799992
4200,194983285.6367844,98963175.18860793,392663990.1676216
4300,194865848.68575734,98952560.97007354,392555402.4199684
4400,194756746.15371418,98927008.97152525,392506423.281119
4500,194522277.2929598,98887878.5702439,392197464.59238595
4600,194418129.59718585,98876602.35474192,392003509.66569203
4700,194379843.0901787,98857265.70569023,392030388.1368233
4800,194164883.40348476,98841728.32260741,391760187.8892149
4900,194081375.69463146,98826576.63186891,391714946.40298426
5000,193905109.3986749,98796241.71088648,391512940.03892106
