milliseconds,x,y,z
0,200038130.03056055,99994301.69636688,399906602.63956785
100,199831593.5317895,99985758.23261143,399928616.94704944
200,199690974.79639587,99943732.38458267,399539474.8610854
300,199662849.23553434,99937623.36675054,399552746.9971321
400,199593573.9584993,99905751.09318231,399351960.5940209
500,199347059.94754967,99886656.21576361,399084621.5455839
600,199198612.63694543,99852038.87750785,399024682.1887329
700,199122255.09666637,99829835.29437034,398810790.5509004
800,198934022.59277874,99812923.42700548,398546802.7121692
900,198924278.69941872,99779001.24911,398496859.03721774
1000,198699920.31121853,99764039.46154787,398267430.8178778
1100,198673635.56066284,99714521.57164113,398105727.2722015
1200,198501356.25658047,99698431.18242814,397935401.2458829
1300,198354838.19675443,99684046.69487028,397829692.2452302
1400,198200554.55823952,99637210.01664141,397533564.7799081
1500,198201182.37927294,99617383.66725743,397453957.29546475
1600,198006280.12317908,99595385.36690903,397191179.7243943
1700,197880863.36273465,99560252.62498645,396961880.7386157
1800,197751440.7817451,99556041.28543784,396835868.74728113
1900,197604852.22314382,99511104.29591966,396823344.37788844
2000,197504960.8776357,99503814.1819956,396583864.75974137
2100,197465732.02686995,99477908.63595434,396398386.6055438
2200,197368605.2846066,99471591.25134647,396192441.9067381
2300,197257402.6699437,99441866.65323578,396046730.8367195
2400,197049863.90070522,99395940.4826821,395964565.07215035
2500,196856360.53843793,99375286.62538104,395557240.78603274
2600,196843811.95699418,99352686.12624602,395519946.1664874
2700,196691591.0694996,99342777.56209318,395255248.8946767
2800,196612468.36636245,99309959.26509179,395228868.41754854
2900,196383823.89809945,99267167.9187754,394915149.2935869
3000,196304834.25905678,99250259.8764954,394818206.14541554
3100,196248063.74644127,99253389.6519455,394691957.24557364
3200,196190843.59480557,99229522.95647562,394448010.94549245
3300,195918835.8350147,99172377.94655079,394198016.4136492
3400,195818079.44086793,99179255.81025985,394101440.79803246
3500,195735835.54979655,99148176.16737567,393987378.6173662
3600,195648020.47013146,99127560.11905539,393734307.5753541
3700,195545542.13559565,99107977.70980886,393623493.5722289
3800,195374159.5951288,99063903.12633656,393545675.03497696
3900,195199862.76522687,99029536.26276878,393377057.6871883
4000,195149592.87080905,99007529.30894932,393205688.9166487
4100,195021349.65486985,99015954.31831932,392837224.30730647
4200,194868570.33404753,98975191.81196883,392873732.09478444
4300,194830748.15982267,98936750.84745826,392667969.5682828
4400,194741500.51109198,98927090.21517748,392521357.0005298
4500,194552809.118415,98901004.86493511,392294832.020796
4600,194420846.99954027,98876024.37829062,392096460.5006515
4700,194286595.05722144,98854221.1419911,391854811.0754365
4800,194277396.4358598,98845134.09182818,391846033.49322087
4900,194002952.40753794,98794602.13870105,391512285.83704764
5000,193874577.7603593,98801323.0066006,391394284.5422256
