milliseconds,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,ARF,ARF_Mdm2,damDNA,p53deg,p53syn,mdm2deg,mdm2syn,Mdm2mRNAdeg,Mdm2mRNAsyn,totdamDNA,totp53,totMdm2
0,4.99909620183456,4.997236702707389,95.00324330061038,-2.487358499524349e-05,0.0,0.0,0.0,-0.0022651168185784058,-0.0011445286823916598,-0.00015112458157976415,-1.5724474785975015e-08,-5.976072885540734e-09,1.1047920214070506e-05,0.0,100.00000611951761,100.0000935260846
100,5.0026676021395176,5.003477912366919,94.99274806877666,7.004945631450778e-05,0.0,0.0,0.0,0.011841436527636324,0.009643518306545073,0.00012241088652867983,-9.48494752631681e-09,-8.672482997494859e-09,6.212352683737158e-05,0.0,99.9999666241753,99.99974100724184
200,5.0066545857812255,5.01062844477574,94.98773582165911,9.901238653423587e-05,0.0,0.0,0.0,0.013705006316463052,0.019553602993163156,0.00033349896332853716,3.242586304985538e-08,6.215382868135443e-09,9.319294130931866e-05,0.0,99.99994007283362,99.99965910017451
300,5.012733850478797,5.014114140461349,94.98657699429135,0.00017830652484077987,0.0,0.0,0.0,0.027795691888087212,0.02059639107453519,0.0006614603061556191,1.1782871802155182e-08,1.0048765016456926e-08,0.00015059334778827143,0.0,99.99990955272385,99.99945441617116
400,5.021967148502918,5.023127891080703,94.98237079354183,0.0002313096280415006,0.0,0.0,0.0,0.03639635654137111,0.02929676565547556,0.0007283401139716787,5.4062854643735265e-08,4.676821639532471e-09,0.0001890480924857002,0.0,99.99984274884262,99.9989714249294
500,5.027350486036279,5.0219902592717665,94.97794006875716,0.00023627783348979106,0.0,0.0,0.0,0.04125487355970131,0.043719742078294585,0.0011908957793411283,1.9318246140880373e-08,1.50290862316107e-08,0.0002600926848934346,0.0,99.99983362252276,99.99879862533005
600,5.0273125451645315,5.0284743446042395,94.96976834535174,0.00026516812425455704,0.0,0.0,0.0,0.05206705927318816,0.05084565728975202,0.0012829678558596784,8.518473362334026e-09,1.3189159937531078e-08,0.00030381948043034155,0.0,99.99977392791733,99.99884928902006
700,5.031281522408376,5.032235389888382,94.9671440109703,0.00035606751186548875,0.0,0.0,0.0,0.058161785310679386,0.04986582769471922,0.001367059042235118,1.0380225114912142e-07,2.1896665677653946e-08,0.00038565257231901206,0.0,99.99975652549723,99.99835045876404
800,5.041402441307059,5.040646570609972,94.95967875714919,0.00036529487509237807,0.0,0.0,0.0,0.05775329715691136,0.06527020623576757,0.0016460208432067921,8.954255703132605e-08,8.1935600547098e-09,0.00041247021179263943,0.0,99.99971933471639,99.99823031806486
900,5.041287010169828,5.047344331845906,94.95306205596698,0.0004579664333664741,0.0,0.0,0.0,0.0688249294913286,0.07091997638731405,0.0018135724212969627,7.295775484581819e-08,2.0697492397885787e-08,0.00041950269283278516,0.0,99.99966016888693,99.99813354598976
1000,5.050384326913577,5.04960037470278,94.95129756457662,0.00047484409637973756,0.0,0.0,0.0,0.08169888442877302,0.07298787212813504,0.0023365509833500483,1.193204987095778e-07,2.8756490539548483e-08,0.0004776471005723478,0.0,99.99962783671668,99.99780610942469
1100,5.05530063029724,5.055947296551554,94.9459592613494,0.0005702923762417308,0.0,0.0,0.0,0.09042583221213531,0.08691170814721026,0.0025085385104819708,1.7693698791424813e-07,3.0769430168070826e-08,0.0005892895202355974,0.0,99.99960452632011,99.99755372952914
1200,5.055557452778325,5.061646540866693,94.9422692234473,0.0005697014983333761,0.0,0.0,0.0,0.09921918683913265,0.08906531534088537,0.002551766191118251,2.0749155029755383e-07,3.41725079113397e-08,0.0005900990323931256,0.0,99.99956360450102,99.99722294093654
1300,5.0620230311904475,5.064284154285477,94.93751232648589,0.0006680697369084893,0.0,0.0,0.0,0.10082228166674236,0.09901601670771337,0.0028522045629504134,2.165877730069259e-07,4.2234026289078635e-08,0.0006226800447802022,0.0,99.99954354516511,99.9970691867101
1400,5.066487308852116,5.071301943764727,94.92733546689553,0.0006706195977465389,0.0,0.0,0.0,0.10868275820778786,0.11105547989824108,0.003151694014531376,2.312329533819731e-07,4.6246797997673716e-08,0.0006970353556458369,0.0,99.99951217891955,99.99689332202024
1500,5.069647824540907,5.077130497708381,94.92823086516512,0.0007569635967304415,0.0,0.0,0.0,0.11926911833984781,0.11120938171463163,0.0032112172447653696,3.1522557736460644e-07,5.404055213890418e-08,0.0007765714732841848,0.0,99.99949443488684,99.99667893123159
1600,5.077580947439298,5.076531952960778,94.92257972065245,0.0007862340454765332,0.0,0.0,0.0,0.13033374907269324,0.11956867651377044,0.0034644622426767673,3.5707697272113086e-07,5.876009646392645e-08,0.0007710298170921914,0.0,99.9994626481741,99.99647749240809
1700,5.080878798282092,5.087381221191306,94.91808720610604,0.0008549689561379312,0.0,0.0,0.0,0.13103181377709427,0.13203095551668426,0.0036753778944044503,3.967288239221595e-07,8.047985547258769e-08,0.0008512272480670233,0.0,99.99943621657054,99.9964324113732
1800,5.089110540594737,5.089586267474762,94.906473280997,0.0009260274563507109,0.0,0.0,0.0,0.13973239368647478,0.14041724159928856,0.00392139221669595,3.936488948340183e-07,7.339386755787362e-08,0.0008809028463218777,0.0,99.99941033451339,99.99601988527891
1900,5.092612375897761,5.094963855931977,94.90505368943208,0.0009822799846434548,0.0,0.0,0.0,0.14366088110510508,0.14753804159897901,0.004001417518460404,4.2202733938252644e-07,9.356104078284255e-08,0.0009535393695893576,0.0,99.99938025372236,99.9957639873097
2000,5.094037223335097,5.095685811164186,94.89693246646466,0.0010411074994786612,0.0,0.0,0.0,0.15673621387532977,0.1614626786731243,0.004243722788187167,5.076740652205322e-07,1.0305833409554999e-07,0.0009819192385255575,0.0,99.99934194033094,99.99565103003198
2100,5.102283331618005,5.103601205526428,94.8973369465463,0.0010521503293579803,0.0,0.0,0.0,0.16800638427572676,0.16282968794611208,0.004572060901019094,5.837575023403423e-07,1.11223221887407e-07,0.0010254870323717744,0.0,99.99930917160489,99.99536507956383
2200,5.105067142213683,5.1107074506746715,94.88758539748305,0.001115464278039461,0.0,0.0,0.0,0.17295479774201586,0.17024404576930524,0.00466129084763506,5.963645008755197e-07,1.1899350039357116e-07,0.0010980448916865578,0.0,99.99926715879126,99.99517131485482
2300,5.110061775778976,5.113565143950404,94.88799154104167,0.0011538767212232787,0.0,0.0,0.0,0.17773044483624284,0.18456631217934472,0.0051898759925469605,7.029845755627522e-07,1.2765149204139735e-07,0.0011652363254917887,0.0,99.9992624654636,99.99510978617161
2400,5.113936483642467,5.115682279532005,94.87863782005982,0.0011928278008333155,0.0,0.0,0.0,0.19335547784253712,0.18327385445485567,0.005135127659933742,7.322934121492015e-07,1.4680397846627194e-07,0.0011903050004204306,0.0,99.99920807786751,99.9946335011458
2500,5.116879476048625,5.1262393680237475,94.87221601586965,0.0012811415197483038,0.0,0.0,0.0,0.19180327161333066,0.19693258023790358,0.005401443772089269,7.634084771356091e-07,1.5492365928794538e-07,0.0012982508501510142,0.0,99.99919479204053,99.99457271438193
2600,5.124229178152755,5.125812122531701,94.8740648543996,0.0012907712083821174,0.0,0.0,0.0,0.20135112786191026,0.20366528772863185,0.0055395392274454665,8.721816381608475e-07,1.7917836574845297e-07,0.001319109009975019,0.0,99.99915705136081,99.99446380563039
