miliseconds,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,ARF,ARF_Mdm2,damDNA,p53deg,p53syn,mdm2deg,mdm2syn,Mdm2mRNAdeg,Mdm2mRNAsyn,totdamDNA,totp53,totMdm2
0,5.002491510578737,5.0006554688394225,95.0032677468457,6.500678416297903e-06,0.0,0.0,0.0,0.0035645604029947457,-0.004110770983018174,0.0001601053061597013,1.9188309009999074e-08,6.2187905316125115e-09,2.8199953891196184e-05,0.0,99.99998960059212,100.00013329800547
100,5.002046941194134,5.00844857790297,94.99175414178026,8.410171907341519e-05,0.0,0.0,0.0,0.013625685819661362,0.00504009786562199,7.979400351897114e-05,-2.4946010027545545e-08,9.877889449443644e-09,7.777238440151267e-05,0.0,99.99997084875378,99.9998259122854
200,5.012253704755746,5.008744193767966,94.98695417615751,6.909082102244087e-05,0.0,0.0,0.0,0.019560301976064377,0.010395651860088607,0.0004061133265444224,-4.133692270820761e-08,-3.6581713919139005e-09,8.291654300282463e-05,0.0,99.99991349996967,99.99960825196796
300,5.0128317633117545,5.0169791353706215,94.98292546203903,0.00012448829797476012,0.0,0.0,0.0,0.026830124003427432,0.027525274549472335,0.0006635548320489177,1.2198341330602892e-08,-1.3384592679802832e-09,0.00014010816411564074,0.0,99.9998988062279,99.99927039149294
400,5.019495334956811,5.020630283955423,94.98184208596705,0.00022948685851279004,0.0,0.0,0.0,0.026629299964668254,0.026879634367504415,0.0007825083279147097,1.9671801910628785e-08,-7.006392640235709e-10,0.0002146937473536461,0.0,99.99984788887974,99.99914949659022
500,5.021668652686873,5.026652631319872,94.97562874074045,0.00023325028591212132,0.0,0.0,0.0,0.034183207184996706,0.041329437671356176,0.0010567146538284211,5.438670661295194e-08,4.88597055708593e-09,0.00026487619013833345,0.0,99.99983704670412,99.99882296038315
600,5.026859257897349,5.027361629695928,94.97147362114654,0.00031899009721034075,0.0,0.0,0.0,0.04839979031245818,0.05007651747779386,0.0012555475028850301,9.586666905069121e-09,5.4003183377120104e-09,0.00033145939970973714,0.0,99.99978441829056,99.99874876195261
700,5.03275318423901,5.034926524784562,94.9613835443878,0.00038483437049637617,0.0,0.0,0.0,0.05540908219827494,0.060069546278255885,0.001418420257092343,8.379927970940479e-08,7.487367465464595e-09,0.0003500834401323705,0.0,99.99973241325864,99.99849319642766
800,5.040033409915772,5.043360349743924,94.95853632530508,0.00039520827101334287,0.0,0.0,0.0,0.06804164641695074,0.06722001615310985,0.001872698265655912,7.157820150786934e-08,7.029177902909911e-09,0.00042030415833076357,0.0,99.99973301625002,99.99826722711772
900,5.043107764816362,5.0453184728044524,94.9514426961333,0.0004384434909970471,0.0,0.0,0.0,0.07583340400649995,0.07568722401523845,0.0018485932719318346,7.573356801424535e-08,2.0202435950405752e-08,0.00046423390520770766,0.0,99.99966635922225,99.9980228905917
1000,5.045067649303755,5.048701464045356,94.95224384511519,0.0005116000675618661,0.0,0.0,0.0,0.07390126740179491,0.07948797757521296,0.0021531172367978617,1.7099353211960693e-07,2.796642863961739e-08,0.000517608810334366,0.0,99.99965561768187,99.99789847125663
1100,5.053254097191217,5.052372602973571,94.9481400867502,0.0005806997758826371,0.0,0.0,0.0,0.08094669330730798,0.0813549167640445,0.0025531087758872894,1.475651024594828e-07,3.702601338980989e-08,0.0005823559668915731,0.0,99.99960208525727,99.99758571580121
1200,5.055862237692952,5.056516193608444,94.93792941981849,0.000586938020853797,0.0,0.0,0.0,0.09259418812033698,0.0915315951438125,0.002670175360352102,1.6596121569844645e-07,2.8271944050619568e-08,0.0006327212465218754,0.0,99.9995850750818,99.99730417885783
1300,5.059667818595867,5.062846533451454,94.93829844291731,0.0006380570414526056,0.0,0.0,0.0,0.10021905438060244,0.09765967433499721,0.00282227746934086,2.3768805361513183e-07,5.073902976918686e-08,0.000640319128941388,0.0,99.99955459903154,99.99726574105865
1400,5.070448027709817,5.071888688052608,94.9267249072946,0.0006671758593689308,0.0,0.0,0.0,0.10845597440851244,0.11179351048601555,0.0030610169897327543,2.0292593936620018e-07,4.463272313173404e-08,0.0007321539036211998,0.0,99.99951715285907,99.99685000710801
