miliseconds,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,ARF,ARF_Mdm2,damDNA,p53deg,p53syn,mdm2deg,mdm2syn,Mdm2mRNAdeg,Mdm2mRNAsyn,totdamDNA,totp53,totMdm2
1500,5.072136654964793,5.072445000388111,94.92733086393514,0.0007376478338569504,0.0,0.0,0.0,0.11322393095281223,0.11798099760920597,0.0033639335024014524,3.0217655054114796e-07,5.782066995363457e-08,0.0007368514211084245,0.0,99.99948558691517,99.99682120023657
1600,5.078429133648249,5.081076903442039,94.92145689779707,0.0007710854501893563,0.0,0.0,0.0,0.12741032162945995,0.13014407152761412,0.003641305660123938,2.8154021756833604e-07,5.485925942205998e-08,0.0008174321009809403,0.0,99.99946737120938,99.99656262341882
1700,5.079875506484302,5.083772857768877,94.91826406950898,0.0008921512227030525,0.0,0.0,0.0,0.12794117774134645,0.13527608732837393,0.0035777658013132845,3.332184882038698e-07,6.461053138939121e-08,0.0008648740005217004,0.0,99.9994153599655,99.99616111637238
1800,5.088524820504896,5.08773407643713,94.90759075926141,0.0008889202643347153,0.0,0.0,0.0,0.14531257282501997,0.13915223368151344,0.0038719247520607744,3.6448115666826813e-07,8.705899197697322e-08,0.0009273423241877123,0.0,99.99937482990968,99.99598920892119
1900,5.0925450595463895,5.097600874298804,94.90187877400346,0.0009300023246658501,0.0,0.0,0.0,0.14863124656038001,0.15351277679551273,0.004112824378065986,4.7533687428559056e-07,8.481597774649926e-08,0.0009435342950128826,0.0,99.99934588207063,99.99580359940614
2000,5.098511871754072,5.097588188525432,94.89709553667998,0.0010399536428847948,0.0,0.0,0.0,0.15838986358666346,0.16138290759393387,0.004224667969805532,5.019958973990073e-07,9.693502083645601e-08,0.0010467669668334993,0.0,99.99931962694312,99.99571953120225
2100,5.102698268535545,5.106861557936108,94.89473811728915,0.0010560160801935704,0.0,0.0,0.0,0.16503740519303323,0.1654662990845368,0.004706425552865295,5.255623714197808e-07,1.0426942190102212e-07,0.0010802026519975928,0.0,99.99929125814737,99.9953627558287
2200,5.1036446712150445,5.106916596229589,94.89263890910563,0.0010958422614500427,0.0,0.0,0.0,0.1749317257397207,0.1678949604324769,0.004711659213416261,6.282228017607083e-07,1.262856495663259e-07,0.0011174814913320725,0.0,99.99925831311965,99.99505282710805
2300,5.112204998192872,5.112069362882183,94.88857025608277,0.0011754651981314068,0.0,0.0,0.0,0.1769585666790716,0.18102042435815727,0.005131440481180917,6.817229758716255e-07,1.4171512013558375e-07,0.001128272510199056,0.0,99.99925902286833,99.99487049344218
2400,5.117450689467646,5.119889751724138,94.88107921254276,0.0012313824661097396,0.0,0.0,0.0,0.18364159919257217,0.18601871674613418,0.00511814636424025,6.99012458907946e-07,1.4700032644435962e-07,0.0012232016328966556,0.0,99.99921350092771,99.99463845594559
2500,5.118002416540297,5.12038738007227,94.87711336142769,0.0013014369399540436,0.0,0.0,0.0,0.19912357353948953,0.19388786136535624,0.005509097434002252,8.076003940546362e-07,1.6307099550953354e-07,0.0013007314121512706,0.0,99.99920762476509,99.99465307005774
2600,5.120558688993992,5.131137671009423,94.87172588429102,0.0013049284849841192,0.0,0.0,0.0,0.20880264754630223,0.20190764905625458,0.005612190991331841,8.175816054590073e-07,1.7937812854392723e-07,0.0012936493507162785,0.0,99.99916604431347,99.99416608963236
2700,5.130884907288186,5.132785245453609,94.8679012211219,0.0013512621936637586,0.0,0.0,0.0,0.20640387533668303,0.20705267320081885,0.006021650567475265,8.780737580670285e-07,1.935896409354102e-07,0.001334678023348501,0.0,99.99912906840254,99.99399963900827
2800,5.136523033714097,5.140213995959753,94.86231465656478,0.001396161030541733,0.0,0.0,0.0,0.2167861782878244,0.21971610013693404,0.0061226152617152516,9.894049282930125e-07,1.9016511738042408e-07,0.0013888351945256694,0.0,99.99911774502714,99.99388178332696
2900,5.138811842361546,5.140611668214174,94.858400699719,0.0014586951736178329,0.0,0.0,0.0,0.23012085771043336,0.2244336686383783,0.006459162864752366,1.0294674341094336e-06,2.210448907366708e-07,0.0015020586952962053,0.0,99.99908265216423,99.99362912797751
3000,5.145126211913944,5.144635592065495,94.85327012865983,0.0014893495290586182,0.0,0.0,0.0,0.2315622340225242,0.230168361695885,0.006712056224760811,1.144006322723226e-06,2.20462436151836e-07,0.001558243225157616,0.0,99.99904047264884,99.99332206717335
3100,5.1477240138295315,5.155951231884026,94.84791219677564,0.0015654999676829315,0.0,0.0,0.0,0.24741508560866846,0.2432191433940226,0.0067941205473605925,1.1858173911413906e-06,2.431744723140296e-07,0.0015614368051299972,0.0,99.99905005581742,99.99312792800778
3200,5.153509093282333,5.155215435362953,94.83868736561774,0.0016172823894541758,0.0,0.0,0.0,0.2547452109890854,0.2486067803454119,0.007179285626199006,1.2732255873783911e-06,2.5073503077147634e-07,0.0016499050977340742,0.0,99.99900383952395,99.99307582852255
3300,5.158443218855411,5.160987628707122,94.83761207697313,0.0016660524103223754,0.0,0.0,0.0,0.25330339652058126,0.2562442829450193,0.007362626275869859,1.3738848626571741e-06,2.831854514377336e-07,0.0016938686422899548,0.0,99.99898705323186,99.99284349041878
3400,5.160273657095357,5.164522475404686,94.83112478339493,0.0016989995653095564,0.0,0.0,0.0,0.2692662391205476,0.26283742730887494,0.007469366760470096,1.435943661290022e-06,2.9507557597804714e-07,0.0017154734756614383,0.0,99.99895955066314,99.99240294538927
3500,5.162195665010518,5.175314291925736,94.82732055533546,0.001770418499496367,0.0,0.0,0.0,0.26958986290663345,0.2694262381573602,0.007848935913135688,1.521244598292414e-06,3.0931447532676915e-07,0.0018161998771708521,0.0,99.99892975981108,99.99233475569687
3600,5.1728728434622235,5.177349149317349,94.8186728523731,0.0018273803254596896,0.0,0.0,0.0,0.27718753182822387,0.28452213963903794,0.007932585694940868,1.6080781777077757e-06,3.275570620362005e-07,0.0018197378856395598,0.0,99.99891260304723,99.9919963159471
3700,5.176931333570884,5.178981539942962,94.81840418319617,0.001908110310251542,0.0,0.0,0.0,0.28755992262987484,0.28568002021740635,0.008140377394099339,1.7295527957342947e-06,3.559263580492327e-07,0.0018735538936732845,0.0,99.99888514504669,99.99177477519399
3800,5.181359095524167,5.189993918621558,94.80974127863702,0.0019229305095368975,0.0,0.0,0.0,0.2935696597648279,0.2963985423046914,0.008409066507229883,1.8283433089957494e-06,3.5722498398766836e-07,0.00193701767812359,0.0,99.99885669790662,99.99162126411505
3900,5.1857663699321,5.189513335093849,94.80941081135084,0.0019512502847698035,0.0,0.0,0.0,0.30095774094823774,0.30468053447089477,0.008616948716875203,1.9375339445241647e-06,3.7964308563437564e-07,0.0019903539792828673,0.0,99.99884209850387,99.99125573176735
4000,5.188071766465794,5.197525139421315,94.80521457477457,0.002033993266450944,0.0,0.0,0.0,0.31373214505732794,0.30785640731067065,0.008750292139169879,1.9818295068906563e-06,4.030762368346152e-07,0.0020199214534440207,0.0,99.99883118366952,99.99116400721722
4100,5.190526482302891,5.197550694302828,94.79935934671221,0.0020715509303136427,0.0,0.0,0.0,0.3209879208901109,0.3169136080260602,0.008897316271470295,2.0919269498884834e-06,4.2298445594328e-07,0.00210097801534334,0.0,99.99879042972795,99.9908871365759
4200,5.199550652479119,5.204361810893768,94.79251532775302,0.0021707609801191303,0.0,0.0,0.0,0.3243821148910281,0.3299436202582384,0.00916294416296469,2.2105890248367064e-06,4.521865544912095e-07,0.002144708849295369,0.0,99.99877739211811,99.99059476356764
4300,5.20208952788739,5.210005018154569,94.79033693251691,0.0022013851483726273,0.0,0.0,0.0,0.34101013319248247,0.331261576151975,0.009485529360691337,2.2908771911734807e-06,4.648275630021431e-07,0.0022230202379662427,0.0,99.99874697842817,99.99039841771214
4400,5.2060492451698845,5.214177799669518,94.7823674287072,0.0022315333849129587,0.0,0.0,0.0,0.33913662119161303,0.34586126938801515,0.009614785904146807,2.4354601303048876e-06,4.895912747516105e-07,0.0022846750903555793,0.0,99.99876055891991,99.99024341902803
4500,5.2084782350056695,5.223754522692442,94.77618798741018,0.0022734501833541853,0.0,0.0,0.0,0.35532697520921325,0.3529692027426132,0.009988388143322239,2.5641565537313975e-06,5.167985326043599e-07,0.0022869585688453436,0.0,99.99874212540797,99.98997920562039
4600,5.215435206324321,5.223852829016913,94.77551375186256,0.0023738009385687567,0.0,0.0,0.0,0.35897074921863714,0.35840260974030985,0.010159357241637931,2.706209435072303e-06,5.410022497979567e-07,0.0023623823061217964,0.0,99.99869617591216,99.98971266952664
4700,5.222485827221163,5.231674914921639,94.76714984805274,0.0023666767971282,0.0,0.0,0.0,0.3711668712687729,0.3673837961469063,0.010550784753339905,2.7978469136008817e-06,5.521402481907796e-07,0.0024369553877048367,0.0,99.99867876024553,99.98974535547384
4800,5.227315127909164,5.2343195445558255,94.76191305937046,0.002444625436298239,0.0,0.0,0.0,0.37469400756765664,0.3795307676077135,0.01066614295357538,2.9268015593010604e-06,5.89324648009406e-07,0.0024838360855686547,0.0,99.9986539667595,99.989216548705
4900,5.2270814731978135,5.240252396950597,94.75697631657262,0.002500725895136924,0.0,0.0,0.0,0.3891811622061807,0.379808635918018,0.010994935827332766,3.0619244941306413e-06,6.156107345817676e-07,0.002489776912668781,0.0,99.99863419823389,99.98916876041181
5000,5.236349028479385,5.2447737736505315,94.7560070424716,0.0025925869841021965,0.0,0.0,0.0,0.390194504772116,0.38649646703492774,0.011129136930986508,3.1495389354979067e-06,6.435450677711427e-07,0.002569943371174579,0.0,99.9986260495551,99.98896056549177
