milliseconds,pRB,pRBp,E2F1,CycDi,CycDa,AP1,pRBpp,CycEi,CycEa
0,0.09998578047343447,0.10003312882935524,0.10145433918725973,0.09985245357796049,0.09991882272303601,0.09992091385535554,0.09991828176099472,0.10026414373914533,0.10001054120271206
100,0.10938765210690256,0.0973893404598079,0.10417272156007565,0.10053163872203189,0.09960764491252168,0.10059841759657433,0.099707485881911,0.09957498790612818,0.10006192379220422
200,0.12641332079421996,0.09428972937918104,0.10695628922930182,0.10046719065423727,0.09939389704961309,0.1009139758571763,0.0981685383480632,0.09877027483929779,0.10012799958870681
300,0.1388203245379051,0.09246467994198182,0.10991999312762961,0.10099489537610357,0.09898238316163836,0.10152057508684187,0.09772330010200839,0.09815271678825331,0.10018568294411095
400,0.16488463384390678,0.0899821721300671,0.11638827765118762,0.10128683046785307,0.09864014279691131,0.10219510979919537,0.09734620130167297,0.09754642923030524,0.10023245571755977
500,0.17975912105866354,0.08738976186390006,0.11914179923608316,0.10142257424345454,0.09857304153977813,0.10220925280788204,0.09670413528267126,0.09688593321289349,0.10028305329301268
600,0.20042126884123973,0.0854057671069458,0.12464470972655799,0.10181651497085392,0.0984129727487891,0.10268295904032497,0.09519653786050583,0.09638246224438557,0.10031520598326049
700,0.2024745456101456,0.08341157721696979,0.13017683710709507,0.10222075257827364,0.09810274973388715,0.10327889583217313,0.0950923821611927,0.09560669796560364,0.10036457807113026
800,0.23700820916176532,0.08170006480215274,0.13099357365323985,0.10233485725873916,0.09756771950655409,0.10381357683516268,0.09411578323629059,0.09504021663788277,0.10039804843983757
900,0.24843880344329525,0.08037005305651002,0.13336466735709876,0.10260860984300221,0.09745893824300923,0.10438792694699733,0.09317282100571717,0.0946334970580491,0.10042655193350526
1000,0.2611601705666768,0.07853866255356427,0.14018983160004542,0.10298973349001744,0.09713643137386466,0.10433567359115449,0.09282202151554063,0.09410195848290541,0.1004602181413761
1100,0.27934977012676115,0.0770593416181759,0.14501310316774152,0.10358104859799748,0.09664314631686013,0.10525944846590056,0.09225357375469843,0.09371470878485824,0.10046579234246418
1200,0.2847806299288983,0.07606292379012682,0.14822248355119394,0.10369749864023385,0.09660107577845368,0.10523028869416536,0.09158864790272275,0.09337541057646559,0.10049401146224235
1300,0.29886809686629906,0.07446705265733003,0.1498164219880748,0.10404624708332484,0.09612745058299797,0.10579205627916574,0.0901146074372066,0.09249198226376225,0.10051762880447693
1400,0.32749160941893257,0.07393867332805988,0.1524361371538943,0.10438934838292635,0.0957702334642154,0.10644719637684932,0.09006809393979828,0.09242175557826122,0.10052142480630509
1500,0.3355737355770581,0.07284064419708412,0.16039649624889346,0.10456754184350313,0.09548021797458388,0.10669134917237517,0.08910792772371966,0.09203035980157807,0.1005445399294441
1600,0.3385183229047953,0.0722170816694203,0.1622613940286961,0.1049960223367966,0.09544194535849494,0.10729222307033524,0.08822459097446453,0.09135752086212293,0.10055132779081127
1700,0.36253621835981314,0.0713014766269724,0.1634925113374419,0.10555692339129874,0.09489192301470954,0.10786164165982981,0.08716319181650137,0.0911311335704311,0.10055761083645261
1800,0.38028796689825733,0.07008192421794891,0.17069530839860114,0.10568932167417386,0.09488756581596614,0.10820911237077487,0.0868246073497641,0.09064180671694387,0.10054251039578818
1900,0.3936613818301344,0.06920695681808893,0.17066372364881446,0.10615546356259453,0.09437768493183044,0.10865392758278056,0.08589953536717101,0.08982126503380707,0.10052947163904759
2000,0.41164153447538776,0.06892856501653365,0.1737025421013733,0.10616169215935096,0.09415519974564872,0.10888205221671067,0.08494743235932985,0.08948673687101492,0.10054909517974739
2100,0.4301200686969297,0.06883959788432356,0.18140834167152625,0.10680335011421545,0.09389223734923563,0.10957979344672679,0.08429112058421799,0.08904571632358942,0.10052277230749339
