miliseconds,pRB,pRBp,E2F1,CycDi,CycDa,AP1,pRBpp,CycEi,CycEa
0,0.10636508983111034,0.09994809218836649,0.10148347802069951,0.10020276133063293,0.10001311079578168,0.10023300404131402,0.09956050063697,0.10005302612223868,0.09999776991103872
100,0.11779761582747708,0.09762803739078123,0.10613482728354089,0.10049699896094993,0.09963097354110356,0.10073765749855984,0.09893413956972258,0.09950420878511634,0.10005408754261769
200,0.12827756585978833,0.09483555868166224,0.10884307922518566,0.10050846417620136,0.09938202260754354,0.10095677555853176,0.09850265824418901,0.09844249688988185,0.10013854090292997
300,0.1537243143525134,0.09214301413413198,0.11306716651027025,0.10118262304967839,0.09891489325711862,0.10125094995937357,0.09776556027692693,0.09818017557989138,0.10016814828018678
400,0.15588223346808203,0.09014425967478537,0.11593372001112447,0.10120925006468014,0.09881004610603061,0.10190361133402034,0.09688283825554658,0.09775224007449508,0.10023859334835471
500,0.1697186172241539,0.08790795431181837,0.11774726935768574,0.10165358503814768,0.09853247699821482,0.10242485921899284,0.09637793593164973,0.09693739489763462,0.10026701473953632
600,0.19274153523056697,0.08594388792238157,0.12460255846508465,0.10178247031074689,0.09811316536659243,0.10280904406770863,0.09606694955174704,0.09650204808138921,0.10032519458869814
700,0.21634220442529098,0.08368901552823223,0.12801075543300583,0.10217250802154222,0.09785364147094973,0.10332851898587585,0.09519497005062141,0.09560751487311787,0.10036589062200069
800,0.2273229457354942,0.08169579588563819,0.13104978879290718,0.10252920800472697,0.09772298680043355,0.10391599370395108,0.09370284719115064,0.09518915075053,0.1004021552398352
900,0.23243629493817577,0.0805930686859386,0.13787646448087074,0.10284527901688215,0.09741145521840983,0.10433565827124944,0.09313502977640209,0.09494954393275516,0.10042100251241173
1000,0.2481964238815366,0.07921834849009135,0.13942386358388256,0.10307870922199429,0.09716750606692338,0.10469495379523247,0.09228798396623472,0.09439886241227526,0.10044101755150796
1100,0.2800986782169318,0.07777787427234616,0.14265567636453885,0.10369188301151427,0.09693876267611931,0.1051749112975553,0.0923981835790099,0.09348045628843349,0.10046501032834927
1200,0.2839941465168034,0.07562491666860154,0.1455609355611164,0.10389299415512193,0.09660677159736542,0.10540271512958115,0.09147539582413737,0.09306255522321626,0.1004989690310807
1300,0.2958237687700504,0.07471460897124384,0.15294899271699203,0.1041621746278907,0.09627413759394514,0.10597082495739872,0.09017527514888435,0.09261039989406965,0.1004998161511034
1400,0.31290800999986784,0.07406726542507013,0.1563821886396663,0.10441027645387457,0.09587203432251692,0.10633365978395198,0.08953302392988181,0.0920114692360162,0.10052560236123347
1500,0.3310164760150817,0.07268373816046896,0.16009692717675447,0.10451867135431536,0.09565284510963577,0.10688358818855495,0.08868834948328494,0.0917542071548003,0.10054713912839952
1600,0.34054313209235926,0.072214006949197,0.15950568731594894,0.10513440264730657,0.09538401953272155,0.1069577536287116,0.08801925794357796,0.09101699955928828,0.10054149954055046
1700,0.35850396953502484,0.07143428813516985,0.1673669222652304,0.10524876010983275,0.0952386437931107,0.1076496364622065,0.08729841106086145,0.09101989346194511,0.10053310748736685
1800,0.3752019909851719,0.07053228272227285,0.16741940984955794,0.10555392821281293,0.09493421033910844,0.10791477128941708,0.0863494533691369,0.0906775823308968,0.10053313236533327
1900,0.4003919703081215,0.0697319667061562,0.17083846424167676,0.10622049651075663,0.09438319379346942,0.10829411799298858,0.08578134915955091,0.09025820649867533,0.10053306633316393
2000,0.4086600766984228,0.06924216928556284,0.17735226768065251,0.10607359508441071,0.09431865895000133,0.10864668484144321,0.08540324573652339,0.08932969546032485,0.10053999779133276
2100,0.41275332948024807,0.06839839685336156,0.18142687906754762,0.1066555918269012,0.09394055652891288,0.10930433784469971,0.08472485321731583,0.08941831744531059,0.10053667598602145
2200,0.4277853410551036,0.06817707213318284,0.1857107788975704,0.10705066654153668,0.09370624469996489,0.10983194487415203,0.08412983602747032,0.08866977066839471,0.10052953054847648
2300,0.4413911732678205,0.06729538731946996,0.18626593804263372,0.10703364898450653,0.09326610351074603,0.11051494920907758,0.08360215799480711,0.08842909390802953,0.10050552360459444
2400,0.4556075722680795,0.06734617959953922,0.19177192489623354,0.10761606510762403,0.09321726580373245,0.11034551361171761,0.08259654906524308,0.08797483012910985,0.1005001388999722
2500,0.48674544441433404,0.06690445709169295,0.19372595295808587,0.10805637622590841,0.0929387455180453,0.11089601772569241,0.08231785406006935,0.08789616317374657,0.10048102886768553
2600,0.4826022717282301,0.06692594301054335,0.19616395489443172,0.10830904690965296,0.09273986279821252,0.11154980376882695,0.08126612144242949,0.08714083229539404,0.10047292766653754
2700,0.49835117870663626,0.06639283464389754,0.19789858835379462,0.10860721553051597,0.09244733959502628,0.11194390684889807,0.0806865637892688,0.08671826819832917,0.10044694307490032
2800,0.5200660866935591,0.06605441330086893,0.2062207740601724,0.10870431211973121,0.09203982346729132,0.11209003414113979,0.08038409998628765,0.08662510280475363,0.10040295959360804
2900,0.5351499317551802,0.06622652752060915,0.20746672085746176,0.10942862562658717,0.09190048161381434,0.11267642297863165,0.07902386268209112,0.0862660109222042,0.10037663883757468
3000,0.5489344905058576,0.06633890410341432,0.21193530613896436,0.10936327521904732,0.09145755894019438,0.11318271961618695,0.07829615884013198,0.08594872120969159,0.10034578510340957
3100,0.571154385216066,0.06628852550987711,0.21281084236952397,0.10982802868215022,0.09148883585023812,0.11332204996988689,0.07782973918942142,0.08580068561876267,0.10032800135849579
3200,0.5673212523667933,0.06635861296742486,0.21764334575032498,0.1103215937187819,0.09108300903469742,0.11429102444674599,0.07754907188116483,0.08548180248060976,0.10030986498938917
3300,0.5986219793375459,0.06599040195142097,0.2184554565165399,0.11045722006428864,0.09068252680898722,0.11458216617931187,0.07723133955231587,0.08472426445024112,0.10026339730516777
3400,0.6065256215261682,0.06578407617321662,0.22135519507310267,0.11072061864076198,0.09048934936951314,0.11502665449097019,0.07600055261447534,0.08435011840753774,0.10023725059488743
3500,0.6231381600229784,0.06639752820951654,0.2271254493422551,0.11104344248111107,0.09006529247637286,0.11501877741715495,0.07530567894499811,0.08407765547103957,0.1001778747773903
