miliseconds,pRB,pRBp,E2F1,CycDi,CycDa,AP1,pRBpp,CycEi,CycEa
0,0.09567725790499582,0.10036083351933514,0.09836012361438246,0.0997672558597241,0.10004281470353875,0.1002256446145924,0.10031261299641805,0.09977168330367632,0.10001100231466699
100,0.11730717427304474,0.09709256548405469,0.10645852985917084,0.10055328671535177,0.0996711721164908,0.10065865825609953,0.09955232414979619,0.09918795313220355,0.10007068770135019
200,0.1278483349190026,0.09487928411468306,0.10974226941704522,0.10073704352882636,0.09924945553974336,0.1006683733946861,0.0980980739946535,0.09899278565803155,0.1001125583122105
300,0.1584615576404658,0.09235863575904757,0.11032809689595309,0.1008094967559177,0.09895665833282462,0.10168322842128705,0.09801500417208207,0.09809362058955597,0.10017664620194876
400,0.17277708788493967,0.09012961719438355,0.1146055630672709,0.10127896355449625,0.09866601494875332,0.10193542245172715,0.09753906421219653,0.09721528690036424,0.10021814701350512
500,0.18755267036894932,0.08724019390697081,0.12126281499524182,0.10168641420663807,0.09836770218956518,0.1024776672690616,0.09645498832271576,0.09703315680675699,0.10028642154343075
600,0.20259264182966727,0.08552107398570533,0.12461458121473042,0.10185090471954529,0.09833768829932085,0.1024991296806893,0.09551950597287703,0.09648121404661747,0.10031537551915365
700,0.20221103780528385,0.08328049941098667,0.12831540934496408,0.10209437801389029,0.09782117949863707,0.10354346030613576,0.09480949132335545,0.09572519574331934,0.10035524414168975
800,0.2171952110682345,0.08163600739044734,0.13134689203130923,0.10273853507083695,0.0978296846104634,0.10372777987580739,0.09425034500433355,0.09514798844146531,0.1003826062076766
900,0.2396709168899062,0.08063080190448119,0.1333944875498886,0.10267622153633059,0.0973715157712255,0.10446299138389038,0.093754964975843,0.09494885392109634,0.10043405705627992
1000,0.2559387842922998,0.0788410684352828,0.14050608919665353,0.10298018239014275,0.09717784684276824,0.1046195616786229,0.09242198307265308,0.09426016595125575,0.10044909328512132
1100,0.27440476309180933,0.07720039247500168,0.14434840008938857,0.1033493848085909,0.0966927181069203,0.1048195482561392,0.0919949127668918,0.09382233626823527,0.10046310616616247
1200,0.2965735225234934,0.07602727605669854,0.1460258480006471,0.1039819261696138,0.09637975002819622,0.1055244580596848,0.0909820332298814,0.09293563041507398,0.10049100181556787
1300,0.3089749237712362,0.0751159930633941,0.15211807443174843,0.10418795446044714,0.09608281527668637,0.10585984659895462,0.09024038992304992,0.09249326778335829,0.1005043999263166
1400,0.3124091996501885,0.0734823913944271,0.15333141636940137,0.10449729252001687,0.0958141295138264,0.1063160860614247,0.08956015504253349,0.09213603377725915,0.10050850036704019
1500,0.3395454579191303,0.07295789234903843,0.16036975598809164,0.1048143191898298,0.09547302494430183,0.10656227844304002,0.08911642948366005,0.09203832284929228,0.10053868525857775
1600,0.35185323645574523,0.0718085408844148,0.16368211564821233,0.10488916938226372,0.09518892781582325,0.10726707572487716,0.08780793370571212,0.091518644165375,0.10053483579530564
1700,0.3625988641786715,0.07084293468088858,0.16311759148389604,0.10525615410928159,0.09510618229637614,0.10773188312076226,0.08733227494624762,0.0909083379581731,0.10054057946748199
1800,0.38578435719873716,0.07023177314495789,0.16709198829983082,0.10588160085468236,0.09499405383475691,0.10826670912041113,0.08661535653223566,0.0905337476612898,0.10053497137396758
1900,0.38550850706403467,0.06997787325220435,0.1722157424233713,0.10578730001684734,0.09454502994695188,0.10883119993140862,0.08591235364171777,0.08978456856614464,0.10053864744105383
2000,0.40313573705608796,0.06932408437766215,0.17764670414906603,0.10616627521250781,0.09406540108276575,0.10919197327376373,0.08568618922796245,0.08968264212768393,0.10054268001986923
2100,0.4175113146067152,0.06885100345694703,0.17935028819297047,0.106605052336819,0.09408692641984098,0.10925985507331815,0.08491721071320267,0.08915798500152794,0.10054598273410968
2200,0.43919527268392894,0.06817083887966766,0.18478209904200435,0.10674903505468292,0.09380731445459525,0.1095447994941741,0.0841060283061518,0.0885597405187794,0.10052205552457504
2300,0.4579379561797327,0.06748632556250055,0.1891640461423312,0.10721605172819765,0.09325207159097974,0.10996557364471023,0.0832352961331637,0.08844819302937262,0.10050203268427821
2400,0.46037370596666966,0.0675519164949284,0.1910024676560824,0.10778043783994844,0.093250816081402,0.11093619760982569,0.08254731731273951,0.0877584782392219,0.1004834459993914
2500,0.4771645458940128,0.0672263924299668,0.19335651153556196,0.10811723506683124,0.09297344779575344,0.1110490689005601,0.0822722759609558,0.08738535955398868,0.10048343942506459
2600,0.49258830503289297,0.06639018459562156,0.19461276959615786,0.1081177461816788,0.09244338507340812,0.11155975925001645,0.08103396867143885,0.08746385529177411,0.10047257958318837
2700,0.5165866420943048,0.06596824353366118,0.20088627021950584,0.10866394694136548,0.09216672992411856,0.11183841053821474,0.08020166030238106,0.08689606762853724,0.10042879846534297
2800,0.5251607306492451,0.06584776422114032,0.20374240871468163,0.10910412150180147,0.09199152139477078,0.11246006672935421,0.07990404613733897,0.08670027339068648,0.10041963269027841
2900,0.5249721237101663,0.06648316373088996,0.20716159608142776,0.1092928199138131,0.09171379561395593,0.11247139678478839,0.07949455308194074,0.0861264283411951,0.10039460616457438
3000,0.5577326835131067,0.06576345358808473,0.21183434985437993,0.10962554553660984,0.09143751759504758,0.11341548391491356,0.07863286798142557,0.08589090509308236,0.10036242497261584
3100,0.5518387273904675,0.06594931910416288,0.21403048049470302,0.10987713398820517,0.09144060977621431,0.11386739582403212,0.07775653497607625,0.08534427865489677,0.10032524196384285
3200,0.5845243161381337,0.06628647525025279,0.21496774929987142,0.11032758131319102,0.09098254895557738,0.11378981328397728,0.07695224794223803,0.08505669975318701,0.1003030164057635
3300,0.5964016577414119,0.06564838179848655,0.2184067914693663,0.11042578489740777,0.0909362093957208,0.11423606018729589,0.07696658772817053,0.08466222835660507,0.10024614892779936
3400,0.6108916880345754,0.06652920376208843,0.22337932385267062,0.11077390896826012,0.09036089817654656,0.11502144632517564,0.07585017479296112,0.08453208619889443,0.10023829882467647
3500,0.6180122548611636,0.06646264625403439,0.2264225095628772,0.1111766620294251,0.09009983527015133,0.11548790592914769,0.07535231742970476,0.08449062447709828,0.10019169267064212
