milliseconds,pRB,pRBp,E2F1,CycDi,CycDa,AP1,pRBpp,CycEi,CycEa
0,0.1017280911036427,0.10002712857974963,0.0983187552062303,0.0998027389544392,0.09995015048299959,0.09971102205985771,0.09952075938590868,0.10000060714836218,0.09999020507610962
100,0.10565203652025924,0.09761004447626852,0.10475276049304785,0.10046145529207873,0.09972528262419694,0.10019304033767501,0.09949543597869467,0.0996152471389248,0.10006221071692188
200,0.14000345319975674,0.09489242697261824,0.10609541460372185,0.10074176981370193,0.0992617888667867,0.10085505330938446,0.0984909174213997,0.09893472702206062,0.1001278586733655
300,0.1483642920031891,0.09179578602410013,0.10997811329439447,0.10097147427187475,0.09896591415750734,0.10168997074077894,0.09808647864738826,0.09826468498034945,0.1001639276984036
400,0.1617752185602806,0.08989537667411623,0.11574799444345554,0.10108335828202944,0.09880400794738323,0.10159508355997157,0.0971818892193049,0.09774614972045918,0.10021680914131689
500,0.17386553016126616,0.08767614684096733,0.11861310489915157,0.10183155137054842,0.09839914564132868,0.10262529901205712,0.09646242527518716,0.09708073411524062,0.1002921885199543
600,0.1985381744533409,0.08582987434510485,0.12524726197992825,0.10204190629141163,0.09826002604706395,0.10305902959251778,0.0957261480670836,0.09644433546751867,0.1003239895335061
700,0.2032096614483397,0.08351600983317099,0.12697136811154155,0.10226883511909587,0.09788412995950196,0.10304830811053398,0.09487390869462879,0.09564041762097142,0.10034278508183002
800,0.21945818343191584,0.08216515113636301,0.13316955238049577,0.1024372884307618,0.09775493184154205,0.10401690363769266,0.09416806241061258,0.09544821618772327,0.10038998670485266
900,0.23274656374656583,0.0798994188769977,0.13574420704560633,0.10270325324714878,0.09717553305522271,0.10409170520967123,0.09361972506887518,0.09472590539113553,0.10041436472022512
1000,0.2544167342309644,0.079201867661425,0.13766132524695268,0.10304006361032032,0.09717714411959959,0.1043799515454515,0.0924306030446882,0.0939810831636507,0.10045707368526781
1100,0.2642016692439041,0.0774732668889527,0.14402422031746034,0.10360535582207024,0.09658462272722167,0.10505658601771495,0.09165862718678225,0.09389018454713732,0.10046213007166592
1200,0.2947108420581679,0.07578632771502514,0.14813673221944815,0.10389988536337248,0.09668246716481012,0.10565774010565959,0.09152645082478121,0.0933155820457265,0.10048731125946715
1300,0.293659372709936,0.07476831487525974,0.14934526159495698,0.10412117629690712,0.09608588989688013,0.1060056275661595,0.09070706544475705,0.09277630840256636,0.1004989537671511
1400,0.3187101767577639,0.07379750119330536,0.15358630573232038,0.10431868495510842,0.09601825501724283,0.10624521516223118,0.08946182647412292,0.09195739913293179,0.10050896421178339
1500,0.32820620266131084,0.07235250923259975,0.15862387174392906,0.10495859069340581,0.09576704365275346,0.10704165338413432,0.08914868648866055,0.09179629072947704,0.10053347811841513
1600,0.34338943294848573,0.07171207338300362,0.16416679582597035,0.1052676275396402,0.09537527776612863,0.10718494238516135,0.08871392024666583,0.09104399634488104,0.10055592997585999
1700,0.3678302447064643,0.07085335871800365,0.16346227023957255,0.10518292975365601,0.09496319476510184,0.10777218482812297,0.08795398108986859,0.09090700215092948,0.10053950532962937
1800,0.3688306003497923,0.07048704615436742,0.1688860986317809,0.10568978989674009,0.09463277380549777,0.10818499600719243,0.08632503444656078,0.09028273239291586,0.10053456929370641
1900,0.3906066644705962,0.06969267235271095,0.17094810755640438,0.10583530789853487,0.09444066425296356,0.10855902447624245,0.08620128345289216,0.09024680811577869,0.10055266890018176
2000,0.4168850791970835,0.06851891020077847,0.17547374234428623,0.10638328645910086,0.0944164756014993,0.10874303268007414,0.08490087229580502,0.08950751080762562,0.10053668997634399
2100,0.42713354731245423,0.06869943453018587,0.1785100130948776,0.10659602839178088,0.0938077229973292,0.10927755598756528,0.08478724162386442,0.08897412005258219,0.10052332956269802
2200,0.433223801752902,0.06811874556154976,0.1812952667608765,0.10682598183521831,0.09370638957706351,0.10951293951759135,0.0835989349648908,0.08895037077794941,0.10052313097231408
2300,0.4427531952433034,0.06716058786973428,0.18916265081308736,0.10723864062176756,0.09352069894847777,0.1100760123948468,0.08283293467397414,0.08853576769894678,0.10050302905005047
2400,0.4718666039789233,0.06687885787993837,0.19152839636203245,0.10772577195349943,0.09324098641400938,0.11061344198465564,0.0825529545578826,0.08793096448212517,0.1004892896907286
2500,0.4789951504882432,0.06644714023261931,0.19530489194029294,0.10788956772212707,0.09290976624829571,0.11115776161715836,0.08159021865034315,0.08741647074488433,0.10047461323831952
2600,0.4962693758423729,0.06658522776883288,0.1987492904094017,0.10832541982488895,0.09274155307323885,0.1116685481518725,0.08165126084858174,0.08719680253967955,0.10044832970151966
2700,0.5019882496159895,0.06609961078743623,0.20226183213625476,0.10850954496295037,0.09255078743571336,0.11169690651560585,0.08025857271468084,0.0869304765382485,0.10042174154139112
2800,0.5156104572598645,0.06638602910762112,0.20119064749810242,0.10898552415011742,0.091966466094892,0.1125747135754227,0.08007532358417763,0.08681791043784723,0.10042568548632409
2900,0.5258519025156086,0.06627162644182288,0.20556712441977315,0.10908379177644298,0.09201364751788627,0.11285084452378417,0.07922004950849763,0.085989601665049,0.10037033063624148
3000,0.5483117883279185,0.06589241740625972,0.20983978268025252,0.10934800657406576,0.09163506065393463,0.1131260751744593,0.0787652284541353,0.08577769839886909,0.10035693798758341
3100,0.5550004715455354,0.06627488042717733,0.2162187203632875,0.10968394476704488,0.09124857590042589,0.11339999815718128,0.07836394062596128,0.0852828413069632,0.10033969932012322
3200,0.5714862841530666,0.06583983156667125,0.21472541209773124,0.10999221463941217,0.09116223519912993,0.11388008932268923,0.07714640380014176,0.08530861345496316,0.10028714319260851
3300,0.581910894608073,0.06621651369231657,0.21803374985111304,0.11041968038607111,0.09065427432663052,0.11443275860494743,0.07689600707241717,0.0847685230153344,0.10025642586934222
3400,0.6019861137429904,0.06572222634474023,0.2213993983416829,0.11084049733208166,0.09035034969049681,0.1148244601979836,0.07635623568408016,0.08439190591622227,0.10023189059325434
3500,0.622746538048162,0.06601673997776603,0.22464680663405062,0.11114550409944045,0.09039920666957657,0.11508689205705772,0.07588362453998028,0.08423677759446847,0.10019070940052757
3600,0.6244384394427562,0.0664864638037963,0.23135658313889984,0.11154740397733966,0.08992278515360207,0.11582771971379685,0.07456574557665224,0.08401344041769006,0.10013381797810796
3700,0.6337707758167087,0.0668019963116772,0.23464833800052862,0.11188885699790173,0.08968061524545702,0.11615682953657186,0.07427544417959882,0.08389447587211368,0.10008918928171721
3800,0.6643755059480541,0.06661695308386939,0.23533311368756016,0.11238823334265874,0.08938466151593072,0.11642066230529372,0.07411402323984562,0.08357239332579242,0.10004386552958457
3900,0.6757307425321705,0.06672023914454817,0.24171538345707777,0.11266068621897274,0.0891988207885973,0.1166684837510129,0.07314943325470692,0.08309685840134799,0.10000336921924176
4000,0.6817864622705758,0.06686501023065329,0.2438182337647635,0.11283439984911121,0.08894660899967734,0.11717732457350803,0.07277483026983933,0.08306216807125358,0.09995407650572499
4100,0.6852665225383341,0.06728492583651194,0.24491757290824565,0.1131583977624343,0.0887404179143344,0.11806516909891734,0.07184937020347026,0.08278148963383562,0.09991645111046031
4200,0.704297091524321,0.06789052164583059,0.24657262304105323,0.11344404232041538,0.08828581736319832,0.11814659013050303,0.07193549399509624,0.08227622159316555,0.09987418622329086
4300,0.7223541060399644,0.06778635906173985,0.25367522455589403,0.11380919427531266,0.08826281023444761,0.11848219900854468,0.07115250905909248,0.08228939744137438,0.09980735519419784
4400,0.7276584073792043,0.06866753787639776,0.2554619051829427,0.11417402304760332,0.0880307609994896,0.11888883334353535,0.07022621726716706,0.08191117457493212,0.09976260689411194
4500,0.7517733006595169,0.0683478735118827,0.2591501515765554,0.11448448134149057,0.08781763333337649,0.11940747732299369,0.07048338538645098,0.08167067328245262,0.09971438235989827
4600,0.7561206649374154,0.06920475511827062,0.26212469539198824,0.11471392771058067,0.08765000798887068,0.11960263894384349,0.06985161746624756,0.0811717885798206,0.09964623872221773
4700,0.7693181330025121,0.06918622860329711,0.26377530073902705,0.1149910922894152,0.08720970011425942,0.12056377241196249,0.06896098199562248,0.0808588127082685,0.09958878087060637
4800,0.7799456832960875,0.0701900153902265,0.2644386576980341,0.11570599001712381,0.08711297388095494,0.1208688814936007,0.0681941809225924,0.080520225718793,0.09953990308510981
4900,0.7883321086925517,0.07079061302144699,0.2674484118918371,0.11604851030019918,0.08673857795051071,0.1207822140050094,0.06846292929343112,0.08035973670638785,0.09948721333813536
5000,0.7976265504220977,0.07084019473735023,0.2727896903451464,0.11626525698524233,0.08668527259634126,0.121183473584737,0.06771890051782925,0.08005804723965311,0.09941430595350359
