miliseconds,pRB,pRBp,E2F1,CycDi,CycDa,AP1,pRBpp,CycEi,CycEa
0,0.10471914067559351,0.09967384230185512,0.09991586246370045,0.09981695264493672,0.09988982949293818,0.09979057780813658,0.10003935879184407,0.09973172289772148,0.0999997175987621
100,0.12013128549545107,0.09682268776346785,0.10326639067108107,0.10025166615952891,0.0998811967596982,0.10055029301963332,0.09886151654255196,0.0992932020688274,0.10007427560978238
200,0.12862149574636098,0.09431723127311684,0.10657817072323195,0.10082042054266854,0.09939660572874112,0.10087516839532451,0.0990044548516055,0.09847058389283743,0.10012375516074293
300,0.1414532745244361,0.09251671217176662,0.11339634877515246,0.10104712909811457,0.09891038032857465,0.1012855064910494,0.09802815723511055,0.09799251260007312,0.1001638079150897
400,0.1582110749290354,0.08942899866783319,0.1156767967447862,0.10140491586558936,0.09892771967039261,0.10206179524789896,0.09751168889092701,0.09725217728911391,0.10023086724814165
500,0.1882608886657393,0.08798902403390457,0.12100770390509626,0.10170438151087789,0.09832510466777482,0.10248326645902378,0.09620771757147784,0.09697533399232333,0.10027675843735216
600,0.19259239148769544,0.08517985815001688,0.12300999986427655,0.10198742250848883,0.09835476712584174,0.10256369751277979,0.09541258056154704,0.09611077871330405,0.1003060342031516
700,0.21280852950973458,0.0838275389321863,0.13013914671528393,0.10222833533825072,0.09809758187624529,0.10354266081965673,0.09513360644238616,0.09586744152876178,0.10035163944309097
800,0.22530405353126137,0.0819396430679987,0.13077381179899628,0.10233590760145922,0.09759376493088866,0.10361072403365325,0.09396605602936196,0.0953715609552464,0.10040052691286189
900,0.23286839989956878,0.08058391475421853,0.1374466385123752,0.10262293563401008,0.0973901173506254,0.10413139981803692,0.09333033095466206,0.09468942501836909,0.10041124956021649
1000,0.25115319232140093,0.07889466697657611,0.14097081636230063,0.10330510002148267,0.09716255879492511,0.10454505247297476,0.09291728121499211,0.09432249668460412,0.10043498995702045
1100,0.28128708529608565,0.07697333677703258,0.14462641497709922,0.10353055924047043,0.09689133765255528,0.10506392359154387,0.09164514307373112,0.09383827430590633,0.10048677038105977
1200,0.2873200199794287,0.07588843123314223,0.1490209824726552,0.10369392470051418,0.09633700641053888,0.10563592349567709,0.09168268654893413,0.09311901568233695,0.10050315692613876
1300,0.31426201399415327,0.07487115195923545,0.1488287388407311,0.10431622243670781,0.09628958578897825,0.10606569186145358,0.09085768647428989,0.09244052640529621,0.10051197417530237
1400,0.32012989690975613,0.07357386095007754,0.1539943995962199,0.10440095497037848,0.09594033654004408,0.10605853074716039,0.08961819762217944,0.09231231327103419,0.10053118115534948
1500,0.324817593089608,0.07251812241690571,0.15587738891907832,0.10484613463664344,0.09546349445784967,0.10648084267063879,0.08920611868285541,0.09167802375696994,0.10052320322496794
1600,0.3485139048621549,0.07228699364632533,0.16300371876540334,0.10483084174461478,0.09525708269034663,0.10753691660226886,0.08817185090094325,0.09119757754041269,0.10053174502649526
1700,0.3537427048931266,0.07068292916154037,0.16657553293247987,0.10552612747293509,0.0950044946656939,0.10773379092499052,0.08762865724270977,0.09065611157187758,0.10053738906284984
1800,0.3717052032246665,0.07015333996632836,0.16932476174121247,0.10582913193449307,0.09485234077093647,0.108216532480619,0.08698389245687894,0.09053713569899798,0.1005477290079928
1900,0.3982603822163383,0.06986406230010052,0.17036200538567423,0.10578915634233722,0.09471376257231501,0.10837739675080513,0.08579891556257814,0.08987762105616579,0.10053850049601554
2000,0.4103369754474098,0.06926765546876841,0.1755758727656809,0.10609536752934799,0.09442834327303226,0.10908078624442787,0.08489148148996244,0.08972520551837636,0.10054863451926198
2100,0.4209754385734358,0.06829397215228818,0.17979117534956823,0.10653180425206807,0.0937803987262546,0.10955120491110473,0.08434667841020276,0.08944986071404958,0.1005394488445776
2200,0.4402640681567614,0.0678961453219194,0.181116491256538,0.10713282415512498,0.09381136602147196,0.10984695479379632,0.08387800915180846,0.0885721136580132,0.10051471724752764
2300,0.4574734842786627,0.06707241887215862,0.18525616981226414,0.10743264198363633,0.09326540886563404,0.11018319480732829,0.08366634888159148,0.0884426547345382,0.10050545238028223
2400,0.45799693901417166,0.06689640002204181,0.1894798100495032,0.10767152511222444,0.09334331438686537,0.11074375262461589,0.08294909422069625,0.08798960479319087,0.10050044273395124
2500,0.46853508246253306,0.06639923021962998,0.19215290873183052,0.10809396190158503,0.0929756650117944,0.1109749831141919,0.08219993975332328,0.08781870744048069,0.10048156221819234
2600,0.48397537862046924,0.06642407529224602,0.1995070879618348,0.10830520620502275,0.09244257880454919,0.11176167771924543,0.08139893610052466,0.0873366097594214,0.10046020454420217
2700,0.5107390553487922,0.06626236622395751,0.20075314656539378,0.10832067694944679,0.092344646697876,0.11208756364172105,0.08057957813154784,0.08667898194287298,0.10042124156188786
2800,0.5131683788454068,0.06594606356306447,0.20447735888949847,0.10887367269340893,0.09225941509779038,0.11249868474871012,0.08022967279718747,0.08637528936840363,0.10041245682817046
2900,0.5301868615239598,0.06625599028926589,0.20637134107377733,0.10914469804279092,0.0917656652933072,0.11286160688326174,0.07946434314524443,0.08617373681429182,0.10038559746272756
3000,0.5476874246940144,0.06617966849526172,0.2092230142908524,0.10937562106470722,0.0915101951955201,0.11315621487905478,0.07881277160094574,0.08614386806780266,0.10034612679452681
3100,0.5578905152956111,0.0656147912685242,0.2118476719831903,0.10965403409470428,0.09129516162952586,0.1135742902663347,0.07836547475399117,0.08572318590184819,0.10034138415304343
3200,0.5672325071346864,0.06595566764526,0.2171400895140156,0.11021173835182034,0.09086677197845142,0.11416687943425916,0.07750557027658325,0.08495549741385972,0.10028028469455343
3300,0.5853579087449573,0.06608754103015324,0.21943310694373772,0.11048222203349993,0.09083561270972773,0.11477183255965841,0.077143829903118,0.0848059729614206,0.10026621924973189
3400,0.599829895187675,0.06647668012213903,0.2215828008412493,0.11066101527241609,0.09038854443403566,0.11512381082177528,0.07608355947337211,0.08460835842864768,0.10021750474765291
3500,0.6170254947493952,0.06632450397583141,0.2289137232029364,0.1112078209857963,0.09018093924212546,0.11556459786477466,0.07590281351899013,0.08420854452501536,0.1001971184939518
3600,0.6184363352233482,0.0662550587764073,0.2290735289280481,0.1114502262225851,0.08988853699920794,0.11565662558594589,0.07529065616399787,0.08396304879137911,0.10016068492260984
3700,0.6340096377774713,0.0668165909203006,0.2347499574435451,0.1119444187395574,0.08972496875505882,0.11582677349659,0.07437745708875575,0.08383255797161014,0.1001158404634211
3800,0.651006252233976,0.0665434716561952,0.23706735110634342,0.11216272829108767,0.08954311069529,0.11670347426484964,0.07387839372572569,0.0833321139409899,0.10006148056204289
3900,0.6615167679901492,0.06707749870651472,0.2379819301572345,0.11224959883583895,0.08932213198871825,0.11694182982453573,0.07322359927257,0.08332475281580104,0.10000610525572062
4000,0.6712732226944157,0.06750680912828783,0.2407078494727216,0.11263009348887312,0.08883696451417279,0.11711812815889529,0.07276859164214568,0.08304138159961803,0.09996498639599119
4100,0.6891073555304879,0.06745321935005247,0.24307037576086093,0.11337961240842549,0.08880513895343374,0.11760917768429924,0.07215994253857592,0.08253085155030071,0.09991554324728259
4200,0.6995084709865402,0.06753097471623892,0.24676216845112023,0.11356160159210629,0.08846364451168283,0.11804810956455822,0.0716005475450012,0.08247391209319792,0.09986817237510245
4300,0.7259854127825707,0.06806682973049366,0.2511438092399451,0.11403011662856159,0.0883828927569702,0.11885912448780282,0.07130972450690143,0.08226964147476988,0.0998050405776952
4400,0.7339411675883057,0.0680588158261024,0.25292027937874706,0.1142667030307373,0.0879531721552116,0.11871971475917861,0.07078024303767491,0.08171447816756072,0.09976468156536666
4500,0.7464220048991344,0.06899397276665474,0.2592248143606142,0.11457330335800342,0.08788818459595095,0.1196263856850686,0.06982580366515086,0.0814852631646368,0.09971064029664546
4600,0.7647307588841419,0.06892147371886835,0.26113072497522793,0.1146726479874936,0.08746677298457138,0.11982207086146343,0.06943212371097704,0.08106555737420904,0.09964377644641553
4700,0.7648095242598879,0.06961274789640533,0.26123800183392465,0.11528371901423155,0.08721797310288791,0.12000904116785456,0.06868736405702247,0.08106767225759737,0.09958903465831143
4800,0.779538669596823,0.0700942283912403,0.2667663150755118,0.11540296166457453,0.08700330990204969,0.12070768742355041,0.06859442733770195,0.08102865871025142,0.09955626819431913
4900,0.801407999632143,0.0702619151184639,0.2696735614861524,0.11583480513899536,0.08694343291966926,0.12094533783489837,0.06830402745974681,0.08046816922108847,0.09948592544946512
5000,0.810516731247771,0.07090399192292975,0.27045182998223377,0.11597835069157285,0.08639286404744995,0.12123933544394852,0.06740732093749623,0.08019536886057474,0.0994316312952515
