milliseconds,_75,_79,_84,_96,_99,_101,_105,_129,_147,_153,_174,_181,_198,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,_5,_9,_11,_13,_15,_19,_21,_25,_27,species_16,species_17,species_18,species_19,species_20,species_21,species_22,species_23,species_24,species_25,species_26,species_27,species_28,species_29,species_30,species_31
1000,0.0014397790078819063,6.521075421096485e-08,0.012327983934097703,5.501777039696468e-14,0.013230337300798426,9.516125416491014e-05,4.3211343099574337e-07,6.848007007044004e-13,0.01034552837558952,3.1190861142808755e-25,9.471157121042203e-05,5.172533673204598e-12,5.727426534710876e-18,0.00011023054910382699,1.707270032599875e-05,0.03838740883742436,1.286830767769503e-12,1.2539979869565466e-06,1.1309613591972014e-24,1.704424087671944e-05,2.302936855459333e-08,2.8285405757165285e-05,2.9518195057951114e-12,5.275684534138869e-15,7.93564163086407e-09,1.2113905377473734e-56,8.475506861257142e-56,1.815637617735143e-05,0.00080014074966539,2.206502201432872e-15,8.406750381604357e-07,5.275684534138869e-15,0.00011431578988634004,8.082955285033452e-13,0.0009734415724823455,4.663287680899723e-07,2.8018183363846933e-11,1.4053884096487205e-10,0.00265073534461341,2.2065022014619808e-15,1.4967699874299934e-17,1.5438223427627496e-12,5.275684534138869e-15,8.399420701066431e-07,1.4021260101754432e-10,6.129090228753052e-05,1.5508364196054328e-11,5.275684534138869e-15,1.496769987439746e-17,0.09999999518422324,2.1427669401591747e-13,2.3317521655630766e-17,9.063313885925347e-07
1100,0.0015815399434734,8.654147295334217e-08,0.013542052260080078,9.690460500932279e-14,0.01433512791973071,0.00010399735170530739,5.645213527566705e-07,1.3128161919711704e-12,0.011237184895428663,1.369996636484508e-24,0.00010362573493235576,8.64035790790011e-12,1.2152830381640843e-17,0.00011499641301612096,1.8500453059179697e-05,0.041588044406526456,2.4154502245275824e-12,1.6381497834270142e-06,4.7661854725562284e-24,1.8463851731952903e-05,2.9871942437772236e-08,2.8646576044705117e-05,4.8540774309671545e-12,9.784098725178257e-15,1.0294113471505766e-08,1.775893419488814e-55,1.1681890395646435e-54,1.9786842818410996e-05,0.0009548414573566534,4.519454721477713e-15,1.0001083955083577e-06,9.784098725178259e-15,0.00013178395433216834,1.636664786811746e-12,0.001152803371338998,5.60351756047881e-07,4.2184098780998224e-11,2.2039678566742436e-10,0.0031201232147842336,4.519454721621161e-15,3.384273053825489e-17,3.058877621313673e-12,9.784098725178259e-15,9.99068775428349e-07,2.198204851848541e-10,6.950588551015392e-05,2.2965885273170208e-11,9.784098725178257e-15,3.384273053878221e-17,0.09999999518407109,3.664085634147714e-13,5.2636461733116106e-17,1.0861229765547058e-06
1200,0.0017228993469173251,1.1202536968966716e-07,0.014752752826665579,1.623912749672771e-13,0.015407359139808025,0.00011268901167066563,7.193653545155946e-07,2.368071392091733e-12,0.012106462938472085,5.254251022593507e-24,0.00011244335124123485,1.3746889310496318e-11,2.4132271224794666e-17,0.0001193317001943945,1.9884826150158895e-05,0.04469256638587107,4.274241110622297e-12,2.087335980787443e-06,1.759728710541695e-23,1.9838901765703395e-05,3.780308356847259e-08,2.8935874770394034e-05,7.6114205340391e-12,1.7126185877184638e-14,1.3028146948891957e-08,2.078653081602933e-54,1.2887543412071309e-53,2.1386875418925404e-05,0.0011207747154487145,8.66513777081962e-15,1.1702725725618694e-06,1.712618587718464e-14,0.00014965907017634828,3.0959663280345307e-12,0.0013429331749314334,6.622513285983426e-07,6.101295188265856e-11,3.316207313116063e-10,0.0036128878687481302,8.665137771429996e-15,7.104574954401677e-17,5.6727183944359046e-12,1.712618587718464e-14,1.1688459584154288e-06,3.3065318967335453e-10,7.777655988279792e-05,3.271659855141117e-11,1.7126185877184638e-14,7.104574954646701e-17,0.09999999518384123,5.962006299440414e-13,1.1031856541570752e-16,1.2801967351082404e-06
1300,0.0018638576315978548,1.420131445451648e-07,0.015960094975816,2.609896137570116e-13,0.01644850990355856,0.00012123302769547567,8.977181987103443e-07,4.059922083568077e-12,0.012954154843970049,1.8015022649166048e-23,0.0001211655535654934,2.0997807178300034e-11,4.532505581991247e-17,0.00012331709922440304,2.1227440858779738e-05,0.047705060262661254,7.2007252357391544e-12,2.6046397374784953e-06,5.823981586946765e-23,2.1170999419983552e-05,4.686026793185001e-08,2.9174725659035027e-05,1.1470453208055174e-11,2.855859210959056e-14,1.6150829769846605e-08,2.10572505333693e-53,1.226569987194353e-52,2.295721581484622e-05,0.0012974264330272835,1.571734720552058e-14,1.3505260534029607e-06,2.855859210959057e-14,0.0001678622246779565,5.5339614744017174e-12,0.001542987043280052,7.718516715671881e-07,8.533580430083734e-11,4.819404847163649e-10,0.004126381015667895,1.5717347207822395e-14,1.4013279639512093e-16,9.957330802568594e-12,2.855859210959057e-14,1.3486219500471424e-06,4.80384159971384e-10,8.608456464853948e-05,4.512732709592067e-11,2.855859210959056e-14,1.401327964051896e-16,0.09999999518350682,9.305081500634693e-13,2.1723743071843367e-16,1.4881114434277344e-06
1400,0.0020044152184572673,1.768511365909992e-07,0.01716408802357384,4.0478201771927103e-13,0.01745998051816612,0.0001296267090609522,1.1005270379732316e-06,6.66754467492881e-12,0.013781023118198992,5.634120514814957e-23,0.00012979346121013623,3.098280800777008e-11,8.119324662218973e-17,0.0001270180786370976,2.2529853150225502e-05,0.05062938486456139,1.16372768133294e-11,3.192773336261355e-06,1.7619623605158614e-22,2.246169667241753e-05,5.707443558126239e-08,2.93780850640228e-05,1.671459655033841e-11,4.569711073396739e-14,1.9673031723296773e-08,1.7598329571984045e-52,9.716444627554102e-52,2.449858684185767e-05,0.001484302508464233,2.7195247289303713e-14,1.5402548553002636e-06,4.569711073396742e-14,0.00018632934441333444,9.429961037772922e-12,0.0017521709983713521,8.889796840482606e-07,1.1601264391823092e-10,6.799936861550496e-10,0.0046581529385201674,2.7195247297169745e-14,2.6214690183966563e-16,1.6686353900252117e-11,4.569711073396742e-14,1.5377727392969518e-06,6.775800770644975e-10,9.441705136506395e-05,6.057279492400261e-11,4.569711073396739e-14,2.6214690187724066e-16,0.09999999518303547,1.4016557121565083e-12,4.0571128492682103e-16,1.7094375577007193e-06
1500,0.0021445725359183457,2.1688135177810956e-07,0.0183647412601334,6.088224165341668e-13,0.01844309702619625,0.00013786784849459697,1.3286209401028474e-06,1.0553732692930735e-11,0.014587801571858846,1.6124707599704576e-22,0.00013832817953781247,4.437810199696031e-11,1.3961804714925032e-16,0.00013048781999313563,2.379355636893451e-05,0.05346918669279123,1.8149974365561506e-11,3.854099591448622e-06,4.894242868210413e-22,2.3712490600342082e-05,6.847060984859575e-08,2.95564889943989e-05,2.3664737160979105e-11,7.056760143448115e-14,2.3603619831265176e-08,1.1689678061824093e-51,6.172984170308932e-51,2.6011692827027667e-05,0.0016809280639858838,4.517948195713859e-14,1.7388713606740903e-06,7.056760143448124e-14,0.00020500833271570727,1.5424801570840603e-11,0.001969738184724631,1.013464944885797e-06,1.5392439691068884e-10,9.353103074644229e-10,0.005205938694385867,4.5179481981485884e-14,4.684550675161879e-16,2.6876968130628717e-11,7.056760143448124e-14,1.7357008870244438e-06,9.316834189776111e-10,0.00010276495327380514,7.943293841457865e-11,7.056760143448115e-14,4.684550676421885e-16,0.099999995182389,2.0478204994596006e-12,7.237917964147092e-16,1.9437569075174016e-06
1600,0.00228433001980706,2.624414908194531e-07,0.019562063949911643,8.915608907057104e-13,0.019399115325922357,0.00014595469119076676,1.5827181361768681e-06,1.6179986659734368e-11,0.015375196413124207,4.2685219102015495e-22,0.00014677080014754724,6.19481269364582e-11,2.3166166666857176e-16,0.00013376957424928124,2.501998379991579e-05,0.05622791328763496,2.7448942871483317e-11,4.590652522323444e-06,1.2609768441766301e-21,2.4924824944746188e-05,8.106846126921461e-08,2.9717440880531827e-05,3.267961493025946e-11,1.0565597394111733e-13,2.7949654051768587e-08,6.679884254129714e-51,3.384914859840442e-50,2.7497220067453695e-05,0.0018868467101486673,7.24435176614452e-14,1.9458132064846294e-06,1.0565597394111754e-13,0.00022385677442142803,2.435399129932719e-11,0.0021949861935808995,1.1451396793455703e-06,1.9996592516448551e-10,1.2582901008871525e-09,0.005767645274674832,7.244351773053948e-14,8.042983647158566e-16,4.1835482339590493e-11,1.0565597394111754e-13,1.9418344847961855e-06,1.2529879752758877e-09,0.00011112182278837128,1.0209061120202357e-10,1.0565597394111733e-13,8.042983650993694e-16,0.09999999518152294,2.913362073905346e-12,1.24060861974866e-15,2.1906624003001347e-06
1700,0.0024236881132755745,3.1386497700744524e-07,0.020756065331618723,1.2752945552434778e-12,0.02032922501423134,0.00015388590526143334,1.8634329415618333e-06,2.412282937430141e-11,0.016143887290771052,1.058715381959637e-21,0.00015512240105076453,8.454644840587648e-11,3.7251343955737585e-16,0.00013689845472958725,2.6210511103790938e-05,0.058908825532183934,4.041011329313191e-11,5.404157160269726e-06,3.050207039475938e-21,2.6100091669122438e-05,9.488281153145565e-08,2.986619799849197e-05,4.4155944192992013e-11,1.5395623445778446e-13,3.2716561859071645e-08,3.4067440292779083e-50,1.6606864235953685e-49,2.8955837294099915e-05,0.0021016198439912336,1.1260208340906645e-13,2.1605422372808555e-06,1.5395623445778489e-13,0.00024284019487954742,3.728439750125545e-11,0.0024272545683401794,1.2838387260043783e-06,2.55040086537869e-10,1.6601728022720037e-09,0.0063413398179591966,1.126020835916237e-13,1.3332501830758143e-15,6.320702786482469e-11,1.5395623445778489e-13,2.155626164127393e-06,1.6526071393130764e-09,0.0001194831527490453,1.2892969746658685e-10,1.5395623445778446e-13,1.333250184154895e-15,0.0999999951803864,4.04908844126128e-12,2.053050551666458e-15,2.4497577348938858e-06
1800,0.0025626472667255257,3.714809839791829e-07,0.021946754618328335,1.786638586389681e-12,0.021234553018404167,0.0001616605534006482,2.1712823956787796e-06,3.509120648154979e-11,0.016894528298144227,2.4838626654530676e-21,0.00016338404684509923,1.1311612906699597e-10,5.826184576159072e-16,0.00013990290527589807,2.7366458653494865e-05,0.0615150091630743,5.8098197744886286e-11,6.296048609511865e-06,6.990555987123823e-21,2.7239632506828046e-05,1.0992409399156245e-07,3.0006356506634e-05,5.852837444734916e-11,2.1901565805956298e-13,3.79082974993952e-08,1.5739263589004659e-49,7.39768762905541e-49,3.038819612379245e-05,0.002324825973529679,1.7027281234171537e-13,2.3825435064687892e-06,2.1901565805956382e-13,0.00026193062881892456,5.5553684558046626e-11,0.0026659224473633758,1.4293995033547285e-06,3.200528089928839e-10,2.153003791401225e-09,0.006925238604401753,1.7027281279571586e-13,2.142560015762934e-15,9.302838216981746e-11,2.1901565805956382e-13,2.3765521448260522e-06,2.142437706369453e-09,0.00012784586295945123,1.603336881522221e-10,2.1901565805956298e-13,2.1425600186077534e-15,0.09999999517892177,5.512466961205207e-12,3.293736730080476e-15,2.720657122468567e-06
1900,0.0027012079377315445,4.35614463435328e-07,0.023134140997547816,2.457013226153992e-12,0.022116167060069393,0.00016927806560321177,2.5066926541048846e-06,4.99445089474549e-11,0.017627748944977664,5.5480661674312034e-21,0.00017155678888631024,1.4868974982210375e-10,8.889884619230212e-16,0.00014280598277046356,2.848909379082863e-05,0.06404938566335228,8.179036194539796e-11,7.2674904533498884e-06,1.5275776187805482e-20,2.834474049221547e-05,1.2619878198842768e-07,3.014039806193284e-05,7.626935008655423e-11,3.049765577001129e-13,4.352748984299862e-08,6.6507105219311824e-49,3.0206299775645346e-48,3.179493150128773e-05,0.0025560600638643975,2.512480395424242e-13,2.6113243158333395e-06,3.049765577001146e-13,0.00028110536422604497,8.081188833455798e-11,0.0029104063159214703,1.5816619769070526e-06,3.9590860181603197e-10,2.74959697557482e-09,0.007517696657884326,2.512480406128185e-13,3.3493717902448694e-15,1.3378319958563454e-10,3.049765577001146e-13,2.6041113150644925e-06,2.735120967274814e-09,0.00013620782529781214,1.9668420480332204e-10,3.049765577001129e-13,3.349371797333504e-15,0.09999999517706462,7.367787374560398e-12,5.140247993585987e-15,3.0029850135479884e-06
2000,0.0028393705909650502,5.065861728053456e-07,0.02431823363128807,3.3231479373503753e-12,0.022975078936502927,0.00017673821303644123,2.8700051103351817e-06,6.971169002696286e-11,0.0183441550940907,1.1858029281318098e-20,0.00017964166545809626,1.923890529421921e-10,1.3267244355850336e-15,0.00014562642239383708,2.957963299549722e-05,0.06651472248368424,1.1300106616607613e-10,8.319392442334783e-06,3.1984918321099196e-20,2.9416661473253373e-05,1.4370978243057327e-07,3.027009949517533e-05,9.788884765192689e-11,4.166143540131129e-13,4.9575577955451346e-08,2.5926803067390955e-48,1.1401921344687031e-47,3.3176662130450385e-05,0.0027949329069487205,3.626768807524976e-13,2.846413296768773e-06,4.166143540131163e-13,0.00030034590035120693,1.1506536098270249e-10,0.003160157877323915,1.7404686264568631e-06,4.835066938795253e-10,3.463494801298656e-09,0.00811719801158027,3.6267688315834964e-13,5.107918182153012e-15,1.884599008975197e-10,4.166143540131163e-13,2.8378243460160464e-06,3.444001011114963e-09,0.00014456751463522358,2.3835971069866967e-10,4.166143540131129e-13,5.107918198951491e-15,0.09999999517474345,9.686274629499352e-12,7.825755279664233e-15,3.2963758317694367e-06
2100,0.0029771356981183506,5.847127028525571e-07,0.025499041656133193,4.42760403388504e-12,0.023812247603579348,0.0001840410831675034,3.261482223628695e-06,9.561147761231971e-11,0.019044329859785596,2.435656442737401e-20,0.0001876397019396042,2.454241774925151e-10,1.940781983688686e-15,0.00014837945851774997,3.063924395878646e-05,0.06891364253542467,1.535080887554884e-10,9.452427399283942e-06,6.444102254881671e-20,3.0456595603340906e-05,1.6245679183742883e-07,3.0396747638279135e-05,1.239339757821935e-10,5.59371600284642e-13,5.6052933404148974e-08,9.397356234913537e-48,4.0090379313467792e-47,3.453399089351214e-05,0.003041070517176643,5.132577820500536e-13,3.0873595368860312e-06,5.593716002846485e-13,0.00031963714859814415,1.6072348235050418e-10,0.003414662053606826,1.9056644134241647e-06,5.837378838094142e-10,4.308925240386677e-09,0.00872234669367337,5.132577872294511e-13,7.6178021196023e-15,2.606126186913564e-10,5.593716002846485e-13,3.0772328441350663e-06,4.283080093598641e-09,0.00015292382818381516,2.8573450988253506e-10,5.59371600284642e-13,7.617802157650901e-15,0.09999999517187974,1.254614852927617e-11,1.1651194360260954e-14,3.600473715013258e-06
2200,0.0031145037378290403,6.703065052195627e-07,0.0266765741833099,5.819314414854631e-12,0.024628582074404402,0.00019118705611497874,3.6813130592870246e-06,1.2907340117911463e-10,0.019728834469895953,4.826001645188286e-20,0.00019555191097068273,3.0909256408863816e-10,2.7879976533919445e-15,0.00015107745832448386,3.1669047567131045e-05,0.07124863301578424,2.053794479912388e-10,1.0667047355862343e-05,1.2538392493812528e-19,3.1465698809475195e-05,1.8243661859104387e-07,3.052124408972115e-05,1.5498846783670909e-10,7.3938756152305e-13,6.295897062294959e-08,3.1885684500136685e-47,1.3218215887711617e-46,3.586750525886147e-05,0.003294113551458628,7.134399720850734e-13,3.3337317488533746e-06,7.393875615230619e-13,0.0003389668170458264,2.2064800355434313e-10,0.0036734351064939583,2.0770967483380683e-06,6.974819892835679e-10,5.300756469919777e-09,0.009331858372219592,7.13439982809043e-13,1.1133414878891237e-14,3.544250097217553e-10,7.393875615230619e-13,3.3218985389799908e-06,5.266971804029184e-09,0.00016127599579489416,3.391779572833836e-10,7.3938756152305e-13,1.1133414961611054e-14,0.09999999516838791,1.6032632469284415e-11,1.6999041708372256e-14,3.914932263621639e-06
