milliseconds,EpoR,SAv,SAv_EpoR,SAv_EpoRi,dSAvi,dSAve
0,76.0,999.293,0.0,0.0,0.0,0.0
100,75.98261448604858,999.2755858454341,0.01738551395141076,2.862192033085551e-05,3.0345079502438887e-09,1.5660024134756176e-08
200,75.96530219008498,999.258187830462,0.03469780991500173,0.00011421033607089108,2.4232390602601662e-08,1.2505481214807206e-07
300,75.94806280459643,999.2408059507284,0.0519371954035919,0.0002563509327997083,8.163681002951161e-08,4.2129875298033303e-07
400,75.93089602340407,999.2234402017026,0.06910397659618275,0.0004546317308018851,1.9315686572029808e-07,9.968143859140698e-07
500,75.91380154161378,999.20609057868,0.08619845838658584,0.0007086430127754559,3.765710999543763e-07,1.943350490567425e-06
600,75.89677905556918,999.1887570767844,0.10322094443118328,0.0010179772553887683,6.49530791506224e-07,3.3519990845425986e-06
700,75.87982826288673,999.1714396909689,0.12017173711361485,0.0013822291741816706,1.0295581462943648e-06,5.313186086004079e-06
800,75.86294886245904,999.1541384160164,0.13705113754108397,0.0018009957243872792,1.5340464753543285e-06,7.916672232134258e-06
900,75.8461405544587,999.1368532465423,0.1538594455412596,0.002273876102652022,2.180260337686291e-06,1.125155381631966e-05
1000,75.82940304029131,999.1195841769955,0.17059695970819105,0.0028004716754985847,2.985339132089397e-06,1.5406281224339715e-05
1100,75.81273602266228,999.1023312016583,0.18726397733674024,0.0033803860761211935,3.966292499567589e-06,2.0468635207806518e-05
1200,75.79613920546782,999.0850943146511,0.20386079453030403,0.004013225035943446,5.140008934983722e-06,2.652577132587119e-05
1300,75.77961229390465,999.0678735099274,0.220387706092524,0.004698596553706461,6.5232471570659825e-06,3.3664175408873985e-05
1400,75.76315499440949,999.0506687812792,0.23684500558725594,0.005436110795693867,8.132641562246872e-06,4.1969691703681736e-05
1500,75.74676701458297,999.0334801223429,0.2532329854141173,0.006225379974831741,9.984708568290413e-06,5.152755561090809e-05
1600,75.73044806335548,999.0163075265849,0.2695519366434724,0.007066018618384194,1.2095832319700793e-05,6.242231991557448e-05
1700,75.71419785076037,998.9991509873277,0.28580214924052577,0.007957643180013543,1.4482286491104397e-05,7.473796730666679e-05
1800,75.69801608814812,998.9820104977211,0.3019839118548775,0.008899872420822233,1.716021218650635e-05,8.855779632300131e-05
1900,75.6819024880044,998.9648860507749,0.3180975120007938,0.009892327064505697,2.0145638937455096e-05,0.00010396452971733847
2000,75.66585676406781,998.9477776393325,0.33414323593921136,0.010934630032674277,2.345446983006689e-05,0.0001210402377022073
2100,75.64987863125997,998.9306852560896,0.3501213687484743,0.012026406297264466,2.710249116094986e-05,0.00013986638778072045
2200,75.63396780569623,998.9136088935915,0.3660321943134177,0.013167282903985857,3.110537087314568e-05,0.00016052383667502116
2300,75.61812400470549,998.8965485442259,0.38187599530507266,0.014356889016555043,3.547865556224984e-05,0.00018309281487592733
2400,75.60234694676814,998.8795042002413,0.3976530532431952,0.015594855783569072,4.023777926989568e-05,0.00020765297202299764
2500,75.5866363515938,998.8624758537254,0.4133636484183044,0.01688081650316291,4.539805269690831e-05,0.00023428332123742764
2600,75.57099193993741,998.8454634966491,0.4290080600749943,0.01821440624588794,5.097468740502406e-05,0.0002630623640185786
2700,75.55541343385309,998.8284671208083,0.4445865661592697,0.019595262370947965,5.698276286538445e-05,0.0002940679201928895
2800,75.53990055655999,998.811486717854,0.46009944345203296,0.021023024253836113,6.34372438247963e-05,0.0003273772175350138
2900,75.52445303247892,998.7945222792844,0.4755469675325938,0.022497333360788,7.035297555849211e-05,0.00036306686726899164
3000,75.50907058723898,998.7775737964432,0.4909294127721838,0.02401783326201517,7.77446830263475e-05,0.0004012128597137864
3100,75.4937529469491,998.7606412606876,0.5062470530603342,0.02558416815371456,8.562706514445581e-05,0.000441891050785596
3200,75.47849983974683,998.7437246630313,0.5215001602603917,0.02719598600080634,9.401459433086592e-05,0.00048517612752418135
3300,75.46331099468549,998.7268239944008,0.536689005319314,0.02885293627876845,0.00010292166053937812,0.0005311423514004316
3400,75.44818614200304,998.7099392455737,0.5518138579995863,0.030554670519166386,0.00011236253646408208,0.0005798633787492709
3500,75.43312501313729,998.693070407175,0.5668749868640502,0.032300842340560715,0.00012235137556826237,0.0006314122505975345
3600,75.41812733964856,998.6762174699305,0.5818726603578595,0.034091105261514716,0.0001329023517429265,0.0006858621133923241
3700,75.403192855407,998.6593804241526,0.5968071446120039,0.03592511714073086,0.00014402937576878062,0.000743284755761372
3800,75.38832129517395,998.6425592600739,0.6116787048678987,0.037802537297449035,0.00015574627920355205,0.0008037515574905883
3900,75.37351239478008,998.6257539678054,0.6264876052986492,0.039723026872857115,0.0001680667913040837,0.0008673333704271385
4000,75.35876589120191,998.6089645373182,0.6412341089322476,0.04168624898545195,0.00018100452910637993,0.0009341004672860616
4100,75.3440815218845,998.5921909585916,0.6559184783043444,0.043691867345042004,0.00019457308591096944,0.0010041229982919878
4200,75.3294590260058,998.5754332213372,0.6705409742398774,0.04573954884011256,0.00020878586610263017,0.0010774701387420574
4300,75.3148981438059,998.5586913151456,0.6851018564995286,0.04782896216523614,0.000223656172779772,0.001154210541230227
4400,75.30039861652159,998.5419652295,0.699601383842909,0.04995977768706171,0.00023919721631103917,0.0012344123798048732
4500,75.28596018647549,998.5252549537573,0.7140398139427029,0.05213166762678664,0.00025542210268715077,0.0013181432898567527
4600,75.2715825969794,998.5085604771745,0.7284174034940922,0.05434430587185325,0.00027234384542374954,0.0014054704295454038
4700,75.2572655924842,998.4918817888669,0.7427344080429861,0.05659736826678964,0.0002899753471970779,0.0014964603850273549
4800,75.24300891852076,998.4752188778243,0.7569910820527717,0.05889053249761938,0.0003083294071535903,0.0015911792081784511
4900,75.22881232165784,998.4585717329225,0.7711876789513263,0.061223478009906865,0.00032741872609483893,0.0016896924433512197
5000,75.21467554951683,998.4419403429185,0.7853244511135942,0.0635958860365953,0.00034725590472682664,0.0017920651183403987
