milliseconds,Akt,AktPIP3,AktPIP,AktPIPP,ERK,ERKP,ERKPP,GS,HRG,MEK,MEKP,MEKPP,PI3K,PI3Kstar,PIP3,R,RP,RHRG,RHRG2,RPI3K,RPI3Kstar,RShGS,RShP,RShc,Raf,Rafstar,RasGDP,RasGTP,ShGS,ShP,Shc,P_I,internalization,E,MKP3,PP2A
0,9.999384549134259,-0.0005705444577753356,0.0002640393733082752,8.506239129540118e-05,1000.0000000624304,-5.4614611442543846e-08,1.337999522890798e-15,9.93504511927953,329.57349459171155,120.00379463078868,-0.002923985253425731,-4.2464975643638565e-06,10.000873566711286,-0.0012516442783284583,1.047971173109288e-06,80.86151376513412,0.00039965888524017424,0.22216853611166262,0.033742739521282046,0.0003021074952312643,0.00013878977334571863,0.031110605239865856,0.016279569084462476,-0.015479975757080943,99.99939941337297,0.0018907293185267166,120.00067954825947,0.0017507944559614237,-0.007598314173225966,-1.4246199634618468,998.3629556661945,799.9993925744698,-1.5648091513865076e-05,7.0,2.4,11.4
100,10.001095444081196,0.0006212550075467938,-0.0002882465144029564,-7.468823801122465e-06,999.9999999635878,-1.0552434104030279e-07,1.3021827621654452e-16,10.032954317241026,326.66592651675876,120.00183994828173,0.0035444114887931075,-2.0806118816175084e-06,10.004833980183774,0.0026406279570836437,3.0138550492389203e-05,77.48854986332219,0.005132104428840492,2.9745493305823563,0.01902638737922397,-0.00018483624071645948,0.00016023956733508715,-0.07627679438641509,0.11123655194497716,0.0332850490330169,99.99641475029621,0.001111573793144871,119.9998996913,-0.0007842211751190686,0.010476235049781814,-0.7269099500117919,999.7582516928582,799.9995447461863,5.889071054165371e-06,7.0,2.4,11.4
200,9.998873109774612,0.00012814085821642534,-8.320621396103105e-05,-7.257592762292929e-05,1000.0000000682317,-1.3370651250900356e-07,1.03789736094678e-15,9.920175771469761,323.7035466255165,119.99698185264826,0.0008275371027897095,6.662477750318588e-07,10.002067038611674,-0.006246552227266091,-1.2445571462837278e-05,73.81432826545193,0.008566950831835568,5.856959465150408,0.1034889896412527,0.0007099042269813612,6.525948143898501e-05,0.020874121104351204,-0.07675944832192172,0.05292138836989543,100.00269520909974,0.001817892670675644,119.99909503850628,0.001237004973440093,-0.015714499787873742,-1.0926565922897786,1000.3117439362064,799.998637231572,1.6497580591567825e-05,7.0,2.4,11.4
300,9.998812981933165,-0.0002495719593725923,-0.000246602205205254,7.313999375675567e-05,1000.0000000259959,-1.3497761749335338e-07,1.0290050160789253e-15,10.073835719809054,320.95171120920867,119.99792002302719,0.002545096999964974,2.232534674659511e-06,10.008796759439214,0.0007272402777453183,1.7785063642738127e-05,71.65363147049543,-0.0069164111732331526,8.565401313112176,0.05103926492354768,-0.0002645202741170169,-0.0001175916119751956,-0.02806639561428309,-0.0913060843773889,-0.031015783200617122,99.9961433735986,0.0023982414377861495,119.99869052766641,0.0013836113756610401,0.015239716160663582,-0.5497848290544766,1000.0508299846152,799.9981084158716,-2.0569684413443477e-05,7.0,2.4,11.4
400,10.000748227296238,0.0012787532994808538,0.0002765022841173487,2.0566228426589444e-05,1000.0000000205544,-5.275434593489851e-09,-3.8069611474102206e-16,9.945690185598195,318.29476971803774,119.99759097938784,-0.003914014494931085,2.947478757832581e-06,9.995311405037423,0.00435088687068493,3.4670213179463155e-05,68.76453880100954,0.011598282910517146,11.314941716759062,0.22649874222071392,0.0002927936942076333,-0.00014198941243966488,-0.022141760599792632,0.11954737203120554,0.06756138303842377,100.00283385577963,0.0005964772195558546,120.00087790120658,-0.0007186200322887095,-0.011149729026351692,1.4089108234952967,998.034659331345,800.0003271921082,-1.9306419389586025e-06,7.0,2.4,11.4
500,9.999623782948584,-0.00037906295584017025,-5.471469416993868e-05,-8.316611526647125e-05,999.9999999653458,-2.222170095361263e-08,1.2049069536410507e-15,10.069935609963357,316.6523836475648,119.99588055447947,0.0022074769303759008,-3.516616315078941e-06,10.002866936387017,0.008440030204624584,-1.1231605466413234e-05,65.44915289810768,0.01655322115868922,13.614860225905053,0.34156792803943736,0.00023061638400209678,0.0001734323163029446,0.029112351357869947,0.10736063519157966,-0.03507790713188317,99.99583826630698,0.0017613250625768994,119.99972344388969,-0.0007646629569570114,0.019518714851133143,-1.5914351417808923,999.644996309084,799.9991987093864,-1.2905283668220706e-05,7.0,2.4,11.4
600,9.999909121377966,0.0011072439939854334,6.394023810795539e-05,9.802791957961913e-05,999.9999999915843,3.1071532542913654e-08,-5.364909439633193e-16,10.037071462311982,313.233308540641,119.99744209034883,0.003690561260222899,7.369990403917963e-07,10.000868822747648,0.0023058687809956973,-5.085414011413549e-05,62.703430224177914,0.0181318185832968,15.239639532929226,0.516699900875591,0.0014074770899945893,2.6911991176567756e-06,0.02468461482521203,-0.005974546075089734,0.10950076883843014,99.99753840881809,-0.001315017742732613,119.99977583032133,0.0006032874790943528,0.031454985237323256,1.4731793891045628,998.7150624880106,799.9982101853673,1.6850754147165443e-06,7.0,2.4,11.4
700,10.000245610596485,-3.669144731664655e-05,-0.0001467379355063449,-4.795367395157067e-05,999.9999999659324,1.433101499901216e-07,-3.8519644256954106e-17,9.955205423331519,310.7404426421372,119.99581644851436,0.004419075264686028,-2.8631279080656127e-07,9.998358849709366,-0.006352466609471697,-2.3945931449728893e-05,60.9697697250357,0.013095029051276538,17.06944596496695,0.7042822423496188,0.0014530168924879495,0.00042985867461109775,-0.0016520837981600844,0.1182486626832515,0.07245509697305526,99.99599380465223,0.0017740486958308704,119.99891331614954,0.0008384543848857901,0.03709539901629845,0.3613986970669978,998.3908167985741,800.0005941355893,-1.0248395589306634e-05,7.0,2.4,11.4
800,10.001091403101668,0.0004462988357277909,-0.0003493044982436415,-2.1233966660071107e-06,1000.0000001192793,7.834149753384044e-09,-1.026256300511579e-15,9.933944633079,309.584792752059,120.00287157654978,0.0006690146044511497,2.868862803149933e-06,9.991532017817201,0.0013050512081894399,6.395913975660336e-05,58.944537465980765,0.0231139147235154,18.636890067524828,0.9033609130433243,0.0025497916131275947,0.00045736105242876406,0.06697181946750452,-0.06603233323030451,0.18202524979599405,99.99897702881168,0.002091848315739116,119.99752517780834,0.0024560431552813743,0.06125046846401921,-1.2404080745730972,998.8858336737542,799.9994471614874,2.0409569095642817e-05,7.0,2.4,11.4
900,9.999828029838405,0.0010713956940390937,-0.00018656178658564738,-8.729596574121588e-05,1000.0000000754322,-9.116529227815322e-08,-7.645808526858352e-16,9.91502007044597,306.62676216079075,120.00255792371753,-0.003023603043734433,2.210098804364073e-06,9.986255652363491,0.00651984885743963,7.509201529058856e-05,56.82430272389735,0.038034251086127936,20.07831767158156,1.1202956788163045,0.003091602165876439,0.0006717065433450431,0.03815421293154141,0.1220808789534555,0.1931389440094514,100.00115262131095,-0.003512395442700765,119.99654636865179,0.0011192923531945886,0.06875377148921195,0.1608185359593839,999.8582182603756,800.0000433028184,2.0207757312774975e-05,7.0,2.4,11.4
