milliseconds,V,n,c,cer,g6p,fbp,adp
0,-67.56736949895905,0.004371378749722778,0.21730543845177766,185.61128473159184,199.93859599213692,39.98574220299337,780.0836223694414
100,-67.57581223436112,0.004361408209078413,0.21718283337602898,185.61192315099663,199.93838453220354,39.98570620390248,780.0838910907071
200,-67.58762944992307,0.0043245715482998414,0.2171582448521389,185.6136857473452,199.93832629367634,39.98563862498275,780.0839493077311
300,-67.59604661782389,0.004325385266515525,0.21704592091291938,185.6143148983459,199.93802138481183,39.98557604547538,780.0841202550399
400,-67.60446524782009,0.004316644067003339,0.21700602731547575,185.6175685037963,199.9379078282217,39.98552710985496,780.0844950333576
500,-67.61001404302465,0.004290970797841324,0.21685860023034212,185.61836554243595,199.93783756299584,39.98551157768296,780.0845207811238
600,-67.6106386418776,0.004245431662666622,0.21682059592778025,185.62073446357564,199.9376214303511,39.98547072676619,780.0847512332085
700,-67.62129579595124,0.004249989452703743,0.21673640294223856,185.62230259782092,199.93751309736112,39.98541683371772,780.0851906079143
800,-67.63218551713602,0.004222557904717127,0.21660741858363752,185.6226207380263,199.93711388208965,39.98541920593127,780.0853400366121
900,-67.64059813065757,0.004180882269022552,0.2164796800994262,185.62383687821108,199.93709524284108,39.98531964715559,780.0853787701807
1000,-67.64845931611161,0.004177938661151214,0.21638512304532048,185.62512359579037,199.93675087961157,39.985333079775906,780.0858768363892
1100,-67.6540304749469,0.0041663090246881595,0.21641145701731132,185.62741805808963,199.9366228496163,39.985251331363635,780.0858800104938
1200,-67.65186004282009,0.004134884246704612,0.21632981740096968,185.62848403786268,199.9364886699223,39.985245720655925,780.0860718002812
1300,-67.66340507204288,0.004116278035611327,0.2161281289916927,185.63141861148097,199.9363288595337,39.98516819473223,780.0863660867593
1400,-67.67359010293204,0.004083544055096355,0.2160949692647183,185.63284104262297,199.93623582449186,39.98513907474242,780.0865673893952
1500,-67.67252357165125,0.004083368136812608,0.21595522234950473,185.63357222897864,199.93597629533184,39.98510091773782,780.0868981912196
1600,-67.68780959832343,0.004066581893265304,0.2159163929577899,185.6356770544581,199.93575851583293,39.98508226419754,780.0871726857573
1700,-67.69403818280617,0.004015190448311464,0.21589360153399378,185.63580135376688,199.93562602363272,39.98503303590212,780.0870799982081
1800,-67.69234035282187,0.0040158077704191275,0.21582216493471543,185.6379765705793,199.93555158834036,39.984983326011175,780.0874206796867
1900,-67.70804920671583,0.004002638713943854,0.21562114686270445,185.63931848891104,199.93526058316502,39.9849465357918,780.0875021889975
2000,-67.7051351908766,0.003982998892810206,0.21559337732679026,185.64223421473307,199.93502344460933,39.984895475606066,780.0877673026612
2100,-67.72349737828416,0.003966822490434472,0.2155045859342117,185.6416470734689,199.93494555345913,39.9848557617405,780.0881931598935
2200,-67.72522029171624,0.003940068013128699,0.2153723423844518,185.64450794010568,199.93482772783995,39.984828933332054,780.0881990555039
2300,-67.72655165180483,0.003899918584572527,0.21532633420027886,185.645242841831,199.93465152803927,39.98476877236048,780.0883531774878
