milliseconds,V,n,c,cer,g6p,fbp,adp
0,-68.14593246462996,0.0026782284326649862,0.20899707698010664,185.75919611898553,199.92098738552835,39.98165622360885,780.1045976022918
100,-68.15003544834273,0.0026598011030351297,0.2088395197522532,185.76088667178186,199.9209728116816,39.98159287545823,780.1047924859607
200,-68.15140355419986,0.0026428895663908225,0.2087773415701069,185.76239185845176,199.92073298484573,39.981563580891056,780.1048887837057
300,-68.15567612309752,0.0026218825501138367,0.20871670737931403,185.764025437262,199.92057043642703,39.98153222603895,780.1050838563466
400,-68.15654796824502,0.00262431408214687,0.20861254175128488,185.76513230420022,199.92040871785827,39.98147104490466,780.105478948575
500,-68.16286370520592,0.0026074518860804722,0.20854966824469495,185.76652428385268,199.9203019088864,39.98140501028767,780.1054831664945
600,-68.16939482839996,0.00260493755081328,0.20848231552181512,185.76819404545088,199.9200186426567,39.98137871127838,780.1056155746502
700,-68.1696546571219,0.0025847877636705355,0.20837499364293013,185.7702053207363,199.919731284532,39.98132657484636,780.1059288534636
800,-68.17582427010905,0.002565097068102788,0.20828311403434427,185.77156522687807,199.91973019234533,39.981335483760944,780.1060981664951
900,-68.17970799186335,0.0025644890410630007,0.2082645393849568,185.7718500099761,199.91959267412227,39.981240262894254,780.1065130218765
1000,-68.18606840261977,0.0025350360155698914,0.20815017265495797,185.77366474443363,199.91942217231218,39.98123678229559,780.1066173050597
1100,-68.18921940085602,0.002536715625345573,0.20807870166372539,185.77546983182287,199.9192353358286,39.981193760482064,780.1068876646045
1200,-68.19332568960643,0.002511422970493506,0.20800041245869763,185.7767751777254,199.91891481567012,39.981123445870566,780.1068831829881
1300,-68.19547411096016,0.0024979456829642044,0.20792480551727804,185.77886024190178,199.91889562173603,39.98111110989555,780.107049877652
1400,-68.19964369598704,0.00248386223199583,0.20780837767438748,185.7805077746333,199.9187158607068,39.98109385940872,780.1074528825704
1500,-68.20233498391867,0.002481950062176928,0.20775314027391717,185.78195780509387,199.91853605524972,39.98103808222243,780.10767186263
1600,-68.20615881961965,0.002462245169231678,0.20771825729113755,185.78165709663844,199.91817894612544,39.98099909800635,780.1077100862035
1700,-68.20927499432432,0.0024539359446317742,0.20762862492093254,185.7845437073371,199.9181836558159,39.98097191693587,780.1080329140755
1800,-68.2153980033172,0.002440496299063202,0.20754202061854696,185.7847601575935,199.91797112117143,39.98087227318218,780.1081887154538
1900,-68.22178757365975,0.0024337827570431432,0.20745086205658383,185.78724667886112,199.91784911825454,39.980848374724786,780.1083529876186
2000,-68.22582008524165,0.0024098507872501317,0.20739219472661666,185.78899253696704,199.91759685384235,39.98081678107531,780.1086124666386
2100,-68.2275175553059,0.002415429135096234,0.20723812915543322,185.79013702505998,199.91744657364276,39.98078968530545,780.1086897994209
2200,-68.23203620908536,0.0024070734827498666,0.2071554120362768,185.7922406790348,199.9173364474732,39.98074061506693,780.108921216967
2300,-68.23229132697928,0.002388782903951347,0.20715944516380877,185.79266375445638,199.91706112378776,39.980698888937084,780.1091174741625
2400,-68.24124830113594,0.0023799116584989313,0.20699482146139234,185.7948149689695,199.91689805289434,39.98068407458252,780.1094996604069
2500,-68.24308723724003,0.0023610594552418815,0.2069193919761717,185.795582396133,199.91676914420185,39.98063670705659,780.1095164938074
2600,-68.24867824678877,0.0023495732623003028,0.206864200676737,185.79677677214337,199.91658753475625,39.980563263641464,780.1097527462057
2700,-68.2507151444376,0.0023296549160433514,0.20685064604030506,185.7982250238237,199.91641002305423,39.98054373225507,780.1099602304838
2800,-68.25348465565467,0.0023206301795681648,0.2067234213356836,185.79997985861803,199.91612411618806,39.98050129158026,780.110229850657
2900,-68.25372624444631,0.0023239772039170717,0.20670935679840133,185.8016782220427,199.91597672115765,39.980432605170556,780.1103035617473
3000,-68.26046955928145,0.0023072295272532376,0.20658406530735926,185.80263169221888,199.91592143962419,39.980416839439776,780.1106412106574
3100,-68.26137186519043,0.002292268032689188,0.20646741834958274,185.80353847800131,199.91568712617715,39.98035036572563,780.1107643889335
3200,-68.27012548295866,0.0022916967241277224,0.20645119375574644,185.8058852764659,199.91550190891112,39.98033816727533,780.1109518350243
3300,-68.27153345743417,0.002267967173772632,0.2062819577518903,185.80768843072534,199.91522444375673,39.98025971073446,780.1111312371129
3400,-68.27228678051452,0.002259348206909544,0.20631325651670307,185.80882914799557,199.91508697023983,39.98025519062535,780.1115350937912
3500,-68.2745517180276,0.002256099183448074,0.2061876405643567,185.80867974576873,199.91503351492955,39.98020028832689,780.1116227709102
3600,-68.27727230881843,0.0022419192763452737,0.2060786861699544,185.8112110042712,199.9146480174263,39.980175883514995,780.1118446948328
3700,-68.28139470665862,0.002223489589864413,0.20605181748421988,185.81347547718534,199.91464308155815,39.980144322816955,780.1118401872744
3800,-68.2846635290656,0.0022235046227716934,0.20594220235745717,185.8128317509954,199.91436694824594,39.980091601835056,780.1120908888772
3900,-68.29347689677502,0.0021992356989260354,0.2058810633462461,185.8146931006203,199.91419600950013,39.98003893007271,780.1124612365525
4000,-68.29684298578937,0.002191624757582033,0.20580128660045996,185.81705942136247,199.91403532799077,39.97999688507684,780.1126618521968
4100,-68.29931835544625,0.0021810347526546444,0.20565150443654318,185.8176461684548,199.9138003262343,39.97993255915807,780.1127150638292
4200,-68.30079998574395,0.002162283117340974,0.20561757744398168,185.81891758161584,199.91377424813368,39.979896139074825,780.1129931511057
4300,-68.30636804586871,0.0021683863577177326,0.2054881509321341,185.82136293012528,199.9134461059183,39.97988435774431,780.1131130686666
4400,-68.3075876677528,0.002153557555894412,0.20551741948115332,185.82166939419238,199.91326456885878,39.979855616965615,780.1132612520325
4500,-68.31432328514332,0.002132649347653977,0.2053825705921253,185.823606215049,199.91329987688115,39.97982828357587,780.1136797264551
4600,-68.3107015792472,0.002135685291870742,0.20532801207651785,185.82597129845567,199.91289159227748,39.97975644033744,780.1137680054145
4700,-68.32009291984515,0.0021179474212864083,0.20527022298416897,185.82548014265717,199.91284081436305,39.97974446516449,780.1138301899326
4800,-68.32175984319464,0.002117094321054921,0.2051305961693714,185.8282748715128,199.91253333802712,39.97969216073098,780.1143016609103
4900,-68.32457976078683,0.0020873684977146486,0.2051135725002648,185.82920993038042,199.91256768703593,39.97960775905394,780.1144361980055
5000,-68.3302144369226,0.00208258959236179,0.20495802266235488,185.8303180825437,199.91218449969358,39.979616276643654,780.1144449998147
