miliseconds,V,n,c,cer,g6p,fbp,adp
0,-62.111318983094,0.019562970262463376,0.24509716052647532,185.09635909263034,199.99119778947951,39.99794229891584,780.0127640413006
100,-62.14036794080426,0.01944874448452619,0.24495031858392513,185.0969118296119,199.99111254975045,39.997908305839076,780.013360457122
200,-62.183813101014984,0.019267560444492664,0.2447908935378939,185.09913577266403,199.99077340022828,39.99786294916604,780.0134128729657
300,-62.211661422770625,0.01928206274183839,0.2448105005832651,185.10169788545267,199.99063037164888,39.99784194954978,780.0137269958968
400,-62.254811998598655,0.01907256848673977,0.24457578758170817,185.10414653474803,199.9904474741622,39.997796842078294,780.0140969706601
500,-62.26096466288872,0.01900147843495772,0.24455149204907836,185.10608672568782,199.9904154457516,39.997776255377026,780.0140790254484
600,-62.34042347066948,0.019002747135104175,0.24443486960163938,185.10820212566273,199.99009170087268,39.99773538381671,780.0145042363978
700,-62.367216462047196,0.018772172724191478,0.24440951993961713,185.10886326987,199.9899633239179,39.99764844291278,780.0148903122621
800,-62.378606317100044,0.018731389305971125,0.24429730036768202,185.11188552638328,199.9897236176678,39.997617408611404,780.0151376133045
900,-62.44679401849318,0.01866443805335969,0.2441521516243728,185.11281842517172,199.98974297522972,39.99759435016407,780.0151156793627
1000,-62.43269199150983,0.018579424025783838,0.24407828801652148,185.1154021181051,199.98940616547438,39.997527576072976,780.0154044121736
1100,-62.469994188626394,0.018521726832187477,0.24392249750088893,185.11750221760602,199.9892832160377,39.997483854560365,780.0156386331878
1200,-62.530877124194035,0.01840415671260205,0.2438349610694958,185.11831349570028,199.98911530254045,39.99747695966432,780.0158245445497
1300,-62.59344941639918,0.018214138883887464,0.24376381526765967,185.12092917077857,199.988967683677,39.99742870222367,780.0162642068533
1400,-62.58992406907636,0.01812599176664645,0.24358195463611332,185.12225789267603,199.9888587430411,39.99739448604515,780.0164761217392
1500,-62.662870531624506,0.018041169459234348,0.2436265912223049,185.12410705197817,199.98858548098772,39.99731696025641,780.0166674270797
1600,-62.69658562942071,0.017979282186624628,0.2434208236392848,185.1251537440358,199.98831799130417,39.997293015871236,780.0171875542351
1700,-62.67254470529641,0.017876594069632157,0.2433127796299537,185.1289120902659,199.98815910715015,39.997263712603825,780.0173501405553
1800,-62.73233880349921,0.01775510783426487,0.2433168675677432,185.1286491396434,199.9880871269976,39.99724786934357,780.0173936169467
1900,-62.7778189680741,0.017770697086694966,0.24317458332899217,185.1316055772225,199.9877750411443,39.99718974270631,780.0177570638289
2000,-62.81294058521385,0.017652754548646964,0.24301927418079783,185.13332664323568,199.98770214012268,39.99712583504783,780.0181898807261
2100,-62.803161748464,0.017610619133017095,0.24299374110606206,185.13518054751455,199.9874999958647,39.997117029077465,780.0184414387346
2200,-62.83625939924023,0.01750896030864649,0.24282335663306576,185.13777525345444,199.98749853560878,39.99704368432904,780.0184124272893
2300,-62.88852370239384,0.017460612793682898,0.24278276751311567,185.14058287749532,199.9871366202542,39.99700326481973,780.0188509858066
2400,-62.950782681048466,0.017343115688427276,0.2426446758046729,185.14034315662252,199.98692577578274,39.99698192523463,780.0189175436848
2500,-62.96331276642765,0.017156907273745036,0.24255624917199492,185.1429287405085,199.98671505474456,39.99696648774461,780.0193780704957
2600,-62.988574560923425,0.017053526215293716,0.2424986862395984,185.14550798872907,199.98667600398613,39.996909837067406,780.0193600696156
2700,-63.039671859093936,0.017037189152332717,0.24245280053722704,185.14805270372142,199.98659738606713,39.99686656203798,780.0199066690661
2800,-63.07365494765427,0.0169071571758149,0.24235700918096706,185.14986491773266,199.98625878949554,39.996814208751076,780.0198610003332
2900,-63.093647206386876,0.01694928853936519,0.24219745389748634,185.1506472538562,199.9861013543712,39.99674869381431,780.020249168544
3000,-63.1295433150882,0.016760006893162146,0.24209995172070983,185.15275889193452,199.9859657488347,39.99672396447268,780.0203826089179
3100,-63.158113978116766,0.016698665025626343,0.24203949944484196,185.15371363544648,199.9858280112282,39.99669007185126,780.0206877790346
3200,-63.18340157359449,0.01666862009915305,0.24191690753080922,185.15516534253763,199.98555609120604,39.996624299749165,780.0210662001415
3300,-63.22947617997794,0.01652216001338184,0.2417745058150716,185.15906285256693,199.98553913122566,39.996592004366214,780.0212447425712
3400,-63.25251603265904,0.016483008425125636,0.24176906386368358,185.1594345353296,199.98533991502606,39.99659011376734,780.0213855638203
3500,-63.28855539749036,0.01636954817660081,0.24166578503157304,185.160698203211,199.98516726541814,39.99652693750348,780.0218563956541
3600,-63.33125350375325,0.01636590723416702,0.2414386463619511,185.16313399456175,199.98483312544656,39.99651255691018,780.0220684175075
3700,-63.354250359932266,0.016279261941690455,0.24138863046244854,185.16560452934942,199.98471004788763,39.9964701846272,780.022247757767
3800,-63.33359494725785,0.01607751560195674,0.2412744774083267,185.16852025340475,199.98450910304462,39.99638484897554,780.0224733438217
3900,-63.36773969930129,0.016104595565598578,0.24125534272928426,185.1686331982591,199.98449002949457,39.99636632466505,780.0227581532947
4000,-63.436409787759416,0.015990747364746934,0.24117556472441132,185.1702521678721,199.9841012262007,39.99631543772146,780.0229714758702
4100,-63.42594594020713,0.015841589587750827,0.24104398638743071,185.17274855093683,199.98412180157763,39.99630544502436,780.0233415590466
4200,-63.50989885707545,0.015746919941187598,0.24091601009033484,185.17548880426932,199.98380913709101,39.996243782359336,780.0236358454512
4300,-63.50271144890162,0.015778908902846576,0.2408671436226713,185.17645290471805,199.9837845872033,39.9961806660704,780.0235958030006
4400,-63.55084520243884,0.01565535007559999,0.24067870395196111,185.1789066401933,199.98344621117596,39.996169273203336,780.0239670612993
4500,-63.5905810423576,0.015598603621830753,0.24065101296516905,185.17908211062445,199.98334830006104,39.99612018615758,780.024460590309
4600,-63.62235926650701,0.015434413404841592,0.2405498688249811,185.180716793916,199.98324467892036,39.99610331225247,780.0245712448873
4700,-63.6279504065228,0.015501651107194876,0.2403867503957546,185.1843963676899,199.98285979755696,39.99606547497633,780.0248229733937
4800,-63.68071824307026,0.015291996152417725,0.24031077926942557,185.18690201912204,199.98272047340143,39.99601473920215,780.0251244213312
4900,-63.696708195215336,0.01525990375847559,0.2402853704911308,185.18769866190272,199.98275651222428,39.99594113760853,780.0253524531406
5000,-63.68790033974337,0.01513452341406469,0.24018397034074276,185.18918619335656,199.9824087147329,39.995947091060955,780.0254153104883
